index,t_capture,skew_s,t_a,t_b
0,585585.539268,0.001523,585585.538507,585585.540030
1,585585.544404,0.000800,585585.544004,585585.544804
2,585585.548509,0.000905,585585.548056,585585.548961
3,585585.556300,0.000864,585585.555868,585585.556732
4,585585.560115,0.004806,585585.557712,585585.562517
5,585585.563196,0.002118,585585.562137,585585.564255
6,585585.569315,0.000406,585585.569113,585585.569518
7,585585.572362,0.000820,585585.572772,585585.571952
8,585585.576809,0.000905,585585.577261,585585.576356
9,585585.584276,0.006522,585585.581015,585585.587537
10,585585.588059,0.002811,585585.586653,585585.589464
11,585585.594300,0.000169,585585.594216,585585.594385
12,585585.597115,0.000885,585585.596672,585585.597557
13,585585.610404,0.016127,585585.618468,585585.602341
14,585585.623579,0.007961,585585.619599,585585.627560
15,585585.627832,0.001813,585585.626925,585585.628739
16,585585.628952,0.000714,585585.628595,585585.629309
17,585585.629675,0.000402,585585.629473,585585.629876
18,585585.630314,0.000416,585585.630106,585585.630522
19,585585.632153,0.002686,585585.630810,585585.633496
20,585585.635832,0.004789,585585.633438,585585.638227
21,585585.639483,0.003299,585585.637833,585585.641133
22,585585.644199,0.001202,585585.644800,585585.643598
23,585585.648705,0.000677,585585.648366,585585.649043
24,585585.653621,0.000248,585585.653497,585585.653745
25,585585.658791,0.004326,585585.656627,585585.660954
26,585585.664120,0.008677,585585.659782,585585.668459
27,585585.669999,0.004744,585585.667627,585585.672371
28,585585.673372,0.000384,585585.673565,585585.673180
29,585585.676803,0.000732,585585.676437,585585.677169
30,585585.688089,0.006768,585585.684705,585585.691473
31,585585.696301,0.013632,585585.689485,585585.703117
32,585585.707395,0.008065,585585.703362,585585.711427
33,585585.712981,0.003562,585585.711200,585585.714762
34,585585.714221,0.002359,585585.713042,585585.715400
35,585585.715772,0.000270,585585.715637,585585.715907
36,585585.717581,0.002081,585585.716540,585585.718621
37,585585.722031,0.000405,585585.722233,585585.721828
38,585585.724938,0.000589,585585.724644,585585.725233
39,585585.736825,0.003222,585585.738436,585585.735214
40,585585.749051,0.004301,585585.751201,585585.746900
41,585585.758952,0.003953,585585.756975,585585.760928
42,585585.783409,0.000564,585585.783691,585585.783127
43,585585.785922,0.002177,585585.784834,585585.787011
44,585585.792451,0.009112,585585.787895,585585.797006
45,585585.798845,0.019810,585585.788940,585585.808750
46,585585.809064,0.000148,585585.808990,585585.809138
47,585585.811539,0.002723,585585.810178,585585.812900
48,585585.813944,0.003297,585585.812295,585585.815593
49,585585.817857,0.007610,585585.814052,585585.821662
50,585585.822307,0.000690,585585.821962,585585.822652
51,585585.826460,0.007095,585585.822912,585585.830007
52,585585.836949,0.014547,585585.829676,585585.844222
53,585585.845440,0.001868,585585.844506,585585.846374
54,585585.846804,0.000415,585585.846596,585585.847011
55,585585.851859,0.006746,585585.848486,585585.855232
56,585585.855428,0.007273,585585.851791,585585.859064
57,585585.859777,0.001873,585585.858841,585585.860713
58,585585.862874,0.004554,585585.860597,585585.865151
59,585585.874794,0.008872,585585.870358,585585.879230
60,585585.879905,0.001021,585585.879395,585585.880416
61,585585.887183,0.011872,585585.881247,585585.893119
62,585585.892164,0.003330,585585.890498,585585.893829
63,585585.900067,0.000314,585585.899910,585585.900224
64,585585.900929,0.000875,585585.900492,585585.901366
65,585585.906087,0.000052,585585.906113,585585.906061
66,585585.911635,0.000329,585585.911470,585585.911799
67,585585.914250,0.003127,585585.912686,585585.915814
68,585585.918528,0.003330,585585.916863,585585.920193
69,585585.924203,0.001042,585585.924724,585585.923682
70,585585.928270,0.000951,585585.928745,585585.927794
71,585585.932900,0.001957,585585.933879,585585.931922
72,585585.939340,0.000438,585585.939121,585585.939559
73,585585.942536,0.004146,585585.940463,585585.944609
74,585585.947912,0.000792,585585.947516,585585.948308
75,585585.952168,0.000935,585585.951700,585585.952635
76,585585.955971,0.000926,585585.955508,585585.956434
77,585585.962297,0.004196,585585.960199,585585.964395
78,585585.965848,0.004754,585585.963471,585585.968225
79,585585.970073,0.005475,585585.967335,585585.972810
80,585585.976439,0.000902,585585.976890,585585.975988
81,585585.980326,0.000581,585585.980036,585585.980617
82,585585.986070,0.002142,585585.984999,585585.987141
83,585585.990338,0.003811,585585.988432,585585.992243
84,585585.994668,0.003760,585585.992788,585585.996548
85,585585.999924,0.000886,585585.999481,585586.000366
86,585586.004061,0.000861,585586.003631,585586.004492
87,585586.008212,0.000594,585586.007915,585586.008509
88,585586.014605,0.003815,585586.012697,585586.016513
89,585586.017945,0.004761,585586.015565,585586.020326
90,585586.023802,0.001011,585586.023297,585586.024308
91,585586.027936,0.001064,585586.027404,585586.028468
92,585586.031993,0.000966,585586.031510,585586.032476
93,585586.038332,0.004090,585586.036287,585586.040377
94,585586.041518,0.004035,585586.039500,585586.043536
95,585586.046587,0.003652,585586.044761,585586.048413
96,585586.051453,0.000573,585586.051740,585586.051167
97,585586.056057,0.000871,585586.055622,585586.056493
98,585586.062277,0.004064,585586.060245,585586.064309
99,585586.067482,0.008159,585586.063403,585586.071562
100,585586.071161,0.002628,585586.069847,585586.072476
101,585586.076910,0.000232,585586.077027,585586.076794
102,585586.079964,0.000794,585586.080361,585586.079567
103,585586.084021,0.000641,585586.083700,585586.084342
104,585586.090877,0.004150,585586.088802,585586.092952
105,585586.094472,0.002501,585586.093221,585586.095722
106,585586.100059,0.000924,585586.100521,585586.099597
107,585586.104604,0.000733,585586.104237,585586.104971
108,585586.108570,0.001267,585586.107936,585586.109203
109,585586.114116,0.003185,585586.112524,585586.115709
110,585586.118182,0.003182,585586.116591,585586.119773
111,585586.123222,0.004895,585586.120774,585586.125670
112,585586.127649,0.000659,585586.127320,585586.127979
113,585586.132142,0.000786,585586.132535,585586.131749
114,585586.136267,0.000935,585586.135800,585586.136735
115,585586.142735,0.004295,585586.140588,585586.144882
116,585586.146468,0.005531,585586.143703,585586.149234
117,585586.152127,0.001265,585586.151494,585586.152759
118,585586.156013,0.000857,585586.155585,585586.156442
119,585586.159915,0.000989,585586.159420,585586.160409
120,585586.166227,0.003618,585586.164418,585586.168036
121,585586.169408,0.004073,585586.167371,585586.171445
122,585586.174333,0.003877,585586.172395,585586.176271
123,585586.179977,0.000934,585586.180444,585586.179510
124,585586.183786,0.001014,585586.183279,585586.184294
125,585586.190086,0.003308,585586.188432,585586.191741
126,585586.194189,0.003640,585586.192369,585586.196009
127,585586.198601,0.004039,585586.196582,585586.200621
128,585586.204649,0.000832,585586.204233,585586.205065
129,585586.208311,0.000883,585586.207869,585586.208752
130,585586.212546,0.001129,585586.211981,585586.213110
131,585586.218753,0.003725,585586.216890,585586.220616
132,585586.221994,0.004532,585586.219728,585586.224260
133,585586.227919,0.000963,585586.227437,585586.228400
134,585586.232005,0.000914,585586.232462,585586.231548
135,585586.236160,0.001027,585586.235647,585586.236673
136,585586.242275,0.003180,585586.240685,585586.243864
137,585586.246365,0.003210,585586.244761,585586.247970
138,585586.250873,0.004142,585586.248803,585586.252944
139,585586.258314,0.000612,585586.258620,585586.258008
140,585586.259415,0.000619,585586.259724,585586.259105
141,585586.265895,0.003150,585586.264320,585586.267470
142,585586.270206,0.003937,585586.268238,585586.272175
143,585586.273860,0.005033,585586.271344,585586.276377
144,585586.280049,0.000784,585586.279657,585586.280441
145,585586.284075,0.000892,585586.283629,585586.284521
146,585586.288234,0.000973,585586.287748,585586.288720
147,585586.294358,0.003122,585586.292797,585586.295919
148,585586.300030,0.006454,585586.296803,585586.303257
149,585586.309843,0.003589,585586.308048,585586.311637
150,585586.313205,0.000579,585586.312915,585586.313494
151,585586.314291,0.001011,585586.313785,585586.314796
152,585586.319269,0.004048,585586.317245,585586.321292
153,585586.322347,0.002754,585586.320970,585586.323724
154,585586.328021,0.000849,585586.328446,585586.327597
155,585586.332188,0.000859,585586.331759,585586.332617
156,585586.339046,0.000672,585586.339382,585586.338710
157,585586.344080,0.007475,585586.340342,585586.347817
158,585586.349601,0.002748,585586.348227,585586.350975
159,585586.351097,0.001672,585586.350260,585586.351933
160,585586.356994,0.000558,585586.356715,585586.357273
161,585586.361986,0.000890,585586.361541,585586.362431
162,585586.366912,0.000895,585586.367360,585586.366465
163,585586.372314,0.007911,585586.368359,585586.376269
164,585586.378111,0.003108,585586.376558,585586.379665
165,585586.379760,0.001648,585586.378936,585586.380583
166,585586.384222,0.000886,585586.383778,585586.384665
167,585586.388015,0.000893,585586.388462,585586.387568
168,585586.393815,0.003629,585586.392000,585586.395629
169,585586.398006,0.002979,585586.396517,585586.399496
170,585586.402404,0.004006,585586.400401,585586.404407
171,585586.408123,0.000763,585586.407741,585586.408504
172,585586.412225,0.000983,585586.411734,585586.412716
173,585586.421310,0.007621,585586.417499,585586.425120
174,585586.426397,0.004428,585586.424182,585586.428611
175,585586.428984,0.002748,585586.427610,585586.430358
176,585586.432938,0.000899,585586.432489,585586.433388
177,585586.437545,0.000787,585586.437151,585586.437938
178,585586.443279,0.000168,585586.443363,585586.443195
179,585586.446639,0.002056,585586.445612,585586.447667
180,585586.450794,0.004092,585586.448748,585586.452840
181,585586.456786,0.000511,585586.457041,585586.456530
182,585586.467230,0.000285,585586.467087,585586.467372
183,585586.469950,0.002632,585586.471266,585586.468634
184,585586.472135,0.001105,585586.472687,585586.471582
185,585586.474773,0.002876,585586.473335,585586.476211
186,585586.479284,0.002844,585586.477862,585586.480706
187,585586.484533,0.000738,585586.484164,585586.484902
188,585586.488202,0.000935,585586.487735,585586.488670
189,585586.493900,0.003166,585586.492317,585586.495483
190,585586.498457,0.003330,585586.496792,585586.500122
191,585586.502725,0.003550,585586.500950,585586.504500
192,585586.510085,0.000911,585586.509630,585586.510541
193,585586.518209,0.000259,585586.518339,585586.518080
194,585586.519044,0.000666,585586.519378,585586.518711
195,585586.522825,0.003788,585586.520931,585586.524719
196,585586.526083,0.004473,585586.523846,585586.528320
197,585586.532811,0.000485,585586.532569,585586.533054
198,585586.536717,0.000749,585586.536342,585586.537091
199,585586.540976,0.000698,585586.540628,585586.541325
200,585586.548187,0.005257,585586.545559,585586.550816
201,585586.551113,0.000154,585586.551036,585586.551190
202,585586.553912,0.004495,585586.551665,585586.556160
203,585586.560120,0.000890,585586.560565,585586.559675
204,585586.574292,0.003207,585586.572688,585586.575896
205,585586.576659,0.000574,585586.576372,585586.576946
206,585586.578748,0.001908,585586.577794,585586.579701
207,585586.580228,0.002028,585586.579215,585586.581242
208,585586.584773,0.001077,585586.584235,585586.585312
209,585586.589345,0.000798,585586.588946,585586.589744
210,585586.592057,0.000713,585586.592414,585586.591701
211,585586.598526,0.003669,585586.596692,585586.600361
212,585586.601561,0.004101,585586.599511,585586.603612
213,585586.606379,0.003742,585586.604508,585586.608250
214,585586.616855,0.000254,585586.616982,585586.616728
215,585586.619620,0.000904,585586.619168,585586.620072
216,585586.621983,0.003379,585586.620293,585586.623672
217,585586.626149,0.003242,585586.624528,585586.627770
218,585586.630697,0.004062,585586.628666,585586.632729
219,585586.640756,0.000881,585586.641196,585586.640316
220,585586.641802,0.000469,585586.642036,585586.641567
221,585586.644170,0.001053,585586.643644,585586.644697
222,585586.653390,0.009795,585586.648493,585586.658288
223,585586.657781,0.008206,585586.653678,585586.661883
224,585586.663363,0.000161,585586.663283,585586.663444
225,585586.666402,0.003610,585586.664598,585586.668207
226,585586.671964,0.008877,585586.667526,585586.676403
227,585586.678137,0.005272,585586.675501,585586.680773
228,585586.682007,0.004839,585586.679587,585586.684426
229,585586.689674,0.002658,585586.688345,585586.691003
230,585586.693534,0.000562,585586.693253,585586.693815
231,585586.697931,0.003010,585586.696426,585586.699436
232,585586.703621,0.006613,585586.700314,585586.706927
233,585586.706776,0.006611,585586.703471,585586.710082
234,585586.717697,0.001955,585586.718675,585586.716719
235,585586.720526,0.000490,585586.720281,585586.720771
236,585586.722277,0.000997,585586.721779,585586.722776
237,585586.727058,0.003798,585586.725159,585586.728957
238,585586.731259,0.005701,585586.728409,585586.734109
239,585586.740325,0.000239,585586.740444,585586.740205
240,585586.747386,0.000104,585586.747438,585586.747334
241,585586.748169,0.000762,585586.748550,585586.747788
242,585586.750476,0.001986,585586.749483,585586.751469
243,585586.754038,0.006398,585586.750839,585586.757237
244,585586.765188,0.000846,585586.764765,585586.765610
245,585586.767740,0.000244,585586.767862,585586.767619
246,585586.769097,0.000752,585586.769473,585586.768721
247,585586.774769,0.001671,585586.773933,585586.775604
248,585586.778153,0.003196,585586.776555,585586.779751
249,585586.782699,0.004076,585586.780661,585586.784737
250,585586.788366,0.000934,585586.787899,585586.788832
251,585586.794276,0.000866,585586.793843,585586.794709
252,585586.798963,0.000597,585586.798665,585586.799262
253,585586.817250,0.004052,585586.815224,585586.819276
254,585586.819338,0.007586,585586.815545,585586.823131
255,585586.821890,0.004405,585586.819688,585586.824093
256,585586.824753,0.002679,585586.823413,585586.826092
257,585586.827603,0.001224,585586.828215,585586.826991
258,585586.831877,0.000855,585586.832304,585586.831449
259,585586.836638,0.000846,585586.837062,585586.836215
260,585586.844661,0.000719,585586.845020,585586.844301
261,585586.847818,0.000744,585586.848190,585586.847446
262,585586.853657,0.001724,585586.852795,585586.854519
263,585586.856662,0.000454,585586.856435,585586.856889
264,585586.859556,0.003740,585586.857686,585586.861426
265,585586.876718,0.000207,585586.876615,585586.876822
266,585586.877477,0.000530,585586.877212,585586.877742
267,585586.880851,0.003225,585586.882463,585586.879238
268,585586.882925,0.000036,585586.882908,585586.882943
269,585586.885902,0.004692,585586.883556,585586.888249
270,585586.889392,0.000794,585586.888995,585586.889789
271,585586.893280,0.000306,585586.893127,585586.893433
272,585586.900194,0.000674,585586.900531,585586.899857
273,585586.907129,0.000180,585586.907039,585586.907219
274,585586.909299,0.003717,585586.907441,585586.911158
275,585586.912574,0.005033,585586.910058,585586.915090
276,585586.918152,0.000209,585586.918256,585586.918047
277,585586.922178,0.000874,585586.921741,585586.922614
278,585586.927265,0.002577,585586.925976,585586.928553
279,585586.931751,0.004970,585586.929266,585586.934236
280,585586.936642,0.004331,585586.934476,585586.938808
281,585586.942472,0.000246,585586.942595,585586.942349
282,585586.945230,0.000756,585586.945608,585586.944853
283,585586.949422,0.000538,585586.949691,585586.949153
284,585586.955147,0.002225,585586.954035,585586.956259
285,585586.959275,0.004577,585586.956986,585586.961563
286,585586.965250,0.000732,585586.965616,585586.964884
287,585586.968561,0.000710,585586.968206,585586.968916
288,585586.973046,0.000549,585586.973321,585586.972772
289,585586.978973,0.003444,585586.977251,585586.980695
290,585586.983819,0.004998,585586.981320,585586.986318
291,585586.987623,0.003843,585586.985701,585586.989545
292,585586.993453,0.000672,585586.993117,585586.993789
293,585586.996769,0.000577,585586.996480,585586.997057
294,585587.002943,0.002722,585587.001582,585587.004304
295,585587.006798,0.003608,585587.004994,585587.008602
296,585587.011138,0.003631,585587.009322,585587.012953
297,585587.016904,0.000680,585587.016564,585587.017244
298,585587.021245,0.000697,585587.021594,585587.020897
299,585587.024457,0.000644,585587.024780,585587.024135
300,585587.031853,0.005417,585587.029144,585587.034561
301,585587.035892,0.004089,585587.033847,585587.037937
302,585587.040597,0.000604,585587.040296,585587.040899
303,585587.045363,0.000696,585587.045711,585587.045015
304,585587.049411,0.000701,585587.049761,585587.049060
305,585587.054855,0.003551,585587.053079,585587.056630
306,585587.059655,0.004237,585587.057537,585587.061774
307,585587.062889,0.003405,585587.061187,585587.064592
308,585587.069686,0.000704,585587.069334,585587.070038
309,585587.074474,0.000380,585587.074664,585587.074284
310,585587.076763,0.000663,585587.076432,585587.077095
311,585587.083627,0.003784,585587.081735,585587.085519
312,585587.087308,0.005480,585587.084568,585587.090049
