frame,t,nx,ny,nz,agree_deg
0,608057.107775,0.42167,-0.7685,-0.48125,0.71
1,608057.115893,0.42485,-0.76481,-0.48432,1.08
2,608057.12172,0.41936,-0.76458,-0.48944,1.34
3,608057.123971,0.42582,-0.76429,-0.48429,1.15
4,608057.126998,0.41966,-0.7667,-0.48585,0.64
5,608057.130953,0.42279,-0.76832,-0.48056,1.39
6,608057.138596,0.42148,-0.76758,-0.48289,1.64
7,608057.143238,0.42127,-0.76946,-0.48007,1.24
8,608057.147311,0.41952,-0.76512,-0.48846,1.06
9,608057.150617,0.4214,-0.76964,-0.47965,1.21
10,608057.154521,0.42293,-0.76697,-0.48259,1.1
11,608057.162793,0.42418,-0.76764,-0.48042,1.02
12,608057.166417,0.42353,-0.76995,-0.47728,1.13
13,608057.171052,0.42499,-0.76961,-0.47654,1.17
14,608057.175181,0.42662,-0.76303,-0.48558,1.57
15,608057.179711,0.42402,-0.76797,-0.48004,1.28
16,608057.182828,0.42174,-0.76693,-0.48369,0.74
17,608057.190702,0.42134,-0.7653,-0.48661,1.08
18,608057.206986,0.42705,-0.76844,-0.47659,1.13
19,608057.214655,0.42246,-0.76932,-0.47924,0.83
20,608057.218305,0.4208,-0.76961,-0.48025,1.44
21,608057.222719,0.41913,-0.77146,-0.47873,0.75
22,608057.226677,0.42255,-0.76832,-0.48077,1.46
23,608057.231105,0.42749,-0.76844,-0.47618,0.4
24,608057.234917,0.42486,-0.76953,-0.47678,0.95
25,608057.242835,0.42663,-0.7678,-0.47797,1.37
26,608057.246882,0.42634,-0.76346,-0.48514,1.46
27,608057.250954,0.42681,-0.76388,-0.48407,1.37
28,608057.255557,0.42884,-0.7615,-0.48602,1.82
29,608057.258837,0.4277,-0.76404,-0.48302,1.49
30,608057.266758,0.42036,-0.76566,-0.48689,0.9
31,608057.271087,0.42531,-0.76319,-0.48647,1.48
32,608057.275931,0.41989,-0.77138,-0.4782,0.66
33,608057.291376,0.42362,-0.76901,-0.47871,1.09
34,608057.29433,0.42449,-0.76818,-0.47928,1.23
35,608057.298706,0.42526,-0.76873,-0.47771,1.16
36,608057.303967,0.42484,-0.76676,-0.48124,1.5
37,608057.306978,0.42802,-0.76747,-0.47727,1.41
38,608057.311795,0.42774,-0.76184,-0.48645,1.62
39,608057.319164,0.42927,-0.7683,-0.4748,1.17
40,608057.323778,0.42599,-0.76692,-0.47996,1.15
41,608057.327857,0.42767,-0.76571,-0.4804,1.0
42,608057.332042,0.4277,-0.76332,-0.48416,1.93
43,608057.335063,0.42588,-0.7654,-0.48249,1.05
44,608057.342954,0.42072,-0.76749,-0.48368,1.29
45,608057.346579,0.4242,-0.76358,-0.48683,1.78
46,608057.350852,0.42873,-0.76717,-0.47711,0.48
47,608057.35553,0.42473,-0.76917,-0.47748,0.91
48,608057.358323,0.42507,-0.76995,-0.47592,1.14
49,608057.367305,0.42672,-0.76777,-0.47795,1.49
50,608057.380136,0.42605,-0.7676,-0.47882,1.09
51,608057.382639,0.42375,-0.76859,-0.47927,1.33
52,608057.386648,0.42303,-0.76517,-0.48535,1.54
53,608057.395205,0.42884,-0.76458,-0.48116,1.68
54,608057.39915,0.42732,-0.76641,-0.4796,1.54
55,608057.402403,0.42714,-0.76755,-0.47794,1.11
56,608057.406899,0.42611,-0.7696,-0.47555,1.17
57,608057.410528,0.42619,-0.76487,-0.48304,1.2
58,608057.419302,0.42411,-0.76359,-0.48689,1.54
59,608057.42205,0.42503,-0.7705,-0.47506,1.22
60,608057.427203,0.42704,-0.76813,-0.47708,1.37
61,608057.430549,0.42072,-0.7705,-0.47888,1.4
62,608057.434186,0.4224,-0.77047,-0.47744,1.3
63,608057.443501,0.42176,-0.7699,-0.47893,1.44
64,608057.446887,0.4245,-0.7696,-0.47698,1.31
65,608057.450922,0.4239,-0.76862,-0.47909,1.66
66,608057.458979,0.41936,-0.76763,-0.48464,0.86
67,608057.466369,0.42801,-0.76657,-0.47873,0.96
68,608057.470729,0.42718,-0.7637,-0.48403,1.74
69,608057.475629,0.42631,-0.7667,-0.48003,1.18
70,608057.478908,0.42744,-0.76313,-0.48469,1.74
71,608057.483147,0.42801,-0.76185,-0.4862,1.67
72,608057.48676,0.42083,-0.76689,-0.48454,0.89
73,608057.494497,0.42524,-0.76226,-0.48798,1.6
74,608057.4982,0.42602,-0.76823,-0.47784,1.04
75,608057.502889,0.42612,-0.76215,-0.48739,1.64
76,608057.506449,0.42415,-0.76912,-0.47807,0.88
77,608057.510438,0.42101,-0.77047,-0.47867,0.96
78,608057.519607,0.41855,-0.76722,-0.486,0.67
79,608057.521879,0.425,-0.76594,-0.4824,1.24
80,608057.526976,0.42385,-0.76985,-0.47716,0.93
81,608057.531286,0.42431,-0.76754,-0.48046,1.3
82,608057.54719,0.4195,-0.76636,-0.48653,0.49
83,608057.550954,0.42468,-0.76725,-0.4806,1.28
84,608057.554643,0.42688,-0.76323,-0.48504,1.43
85,608057.559087,0.42935,-0.76529,-0.47957,0.88
86,608057.562072,0.4245,-0.76474,-0.48474,1.31
87,608057.571441,0.42533,-0.76806,-0.47873,1.05
88,608057.574189,0.42316,-0.76597,-0.48397,1.2
89,608057.579767,0.42429,-0.76825,-0.47934,1.01
90,608057.582581,0.42762,-0.76182,-0.48659,1.81
91,608057.586941,0.42954,-0.76705,-0.47659,0.46
92,608057.5952,0.42666,-0.76535,-0.48188,1.61
93,608057.597949,0.42571,-0.76772,-0.47894,1.53
94,608057.603077,0.42354,-0.76762,-0.48102,1.38
95,608057.606412,0.42646,-0.76735,-0.47886,1.58
96,608057.610197,0.42659,-0.76256,-0.48634,1.7
97,608057.614874,0.42633,-0.76783,-0.4782,1.41
98,608057.622919,0.42628,-0.76791,-0.47812,1.43
99,608057.639161,0.42411,-0.76425,-0.48585,1.41
100,608057.647753,0.42251,-0.77012,-0.47791,0.88
101,608057.650465,0.42471,-0.76369,-0.48621,1.46
102,608057.654507,0.42456,-0.76848,-0.47873,1.08
103,608057.658784,0.42426,-0.76495,-0.48461,1.25
104,608057.662508,0.42415,-0.7642,-0.4859,1.52
105,608057.671139,0.42506,-0.76917,-0.47719,0.92
106,608057.674242,0.42516,-0.76541,-0.4831,1.56
107,608057.678787,0.42538,-0.76754,-0.47952,1.53
108,608057.682995,0.42509,-0.76833,-0.47851,1.07
109,608057.686012,0.42486,-0.76474,-0.48442,1.46
110,608057.690651,0.42583,-0.76568,-0.48209,1.12
111,608057.69807,0.42149,-0.76428,-0.48808,0.92
112,608057.703414,0.42336,-0.76968,-0.47787,0.71
113,608057.706951,0.42392,-0.76661,-0.48228,1.36
114,608057.723025,0.42496,-0.76814,-0.47892,0.95
115,608057.726197,0.42167,-0.76697,-0.48369,1.29
116,608057.73172,0.42367,-0.76576,-0.48386,1.25
117,608057.734813,0.42203,-0.77034,-0.47798,0.75
118,608057.739414,0.42436,-0.76933,-0.47755,1.09
119,608057.743126,0.42389,-0.76873,-0.47892,1.48
