frame,t,theta_deg,area_px,cx,cy,d1,d2,ang_deg,rcx,rcy,rd1,rd2,rang
0,608057.110981,53.223,65,122.662,22.583,69.643,116.323,65.006,430.28,220.13,91.29,152.25,64.55
1,608057.120066,52.869,68,122.455,22.637,69.699,115.465,65.1,430.0,220.16,91.42,150.85,64.58
2,608057.123345,53.539,66,122.545,22.641,69.415,116.806,65.14,430.13,220.18,91.02,152.76,64.61
3,608057.126468,52.721,66,121.892,22.822,69.474,114.701,64.481,429.29,220.42,91.09,150.05,63.94
4,608057.131117,53.337,69,122.523,22.623,69.458,116.325,64.771,429.94,220.18,91.08,151.6,64.09
5,608057.134445,52.881,69,122.334,22.714,69.506,115.177,65.356,429.82,220.28,91.16,150.54,64.79
6,608057.138946,52.842,68,122.311,22.738,69.438,114.961,65.311,429.72,220.33,91.11,150.04,64.7
7,608057.146575,53.05,67,122.448,22.585,69.43,115.502,65.335,430.04,220.07,91.05,151.16,64.74
8,608057.15042,53.212,68,122.52,22.421,69.56,116.155,64.841,430.06,219.91,91.23,151.78,64.32
9,608057.155181,53.043,73,122.221,22.698,69.475,115.557,65.274,429.74,220.24,91.12,151.05,64.73
10,608057.158067,53.163,72,122.257,22.657,69.498,115.92,65.409,429.73,220.21,91.18,151.34,64.88
11,608057.162627,53.077,72,122.217,22.659,69.59,115.839,65.472,429.68,220.21,91.24,151.57,64.95
12,608057.17068,53.023,72,122.158,22.694,69.657,115.807,65.58,429.62,220.23,91.35,151.45,65.11
13,608057.174939,52.893,64,122.491,22.505,69.701,115.531,65.547,430.09,219.97,91.41,151.19,64.94
14,608057.179369,52.721,75,122.205,22.745,69.79,115.223,65.397,429.64,220.32,91.53,150.57,64.82
15,608057.183211,52.867,72,122.376,22.655,69.784,115.599,65.394,429.91,220.19,91.51,151.19,64.85
16,608057.187105,53.213,70,122.525,22.51,69.703,116.397,64.999,430.08,220.01,91.42,152.13,64.44
17,608057.195075,53.251,69,122.531,22.567,69.582,116.298,65.127,430.17,220.07,91.24,151.97,64.54
18,608057.206354,52.759,72,122.372,22.617,69.637,115.07,65.467,429.91,220.15,91.31,150.5,64.92
19,608057.214293,53.155,71,122.46,22.562,69.444,115.807,65.182,429.97,220.04,91.19,151.35,64.63
