frame,t,theta_deg,area_px,cx,cy,d1,d2,ang_deg,rcx,rcy,rd1,rd2,rang
0,605322.206143,54.355,71,-129.428,27.3,75.301,129.215,118.753,146.65,210.55,102.13,175.0,119.36
1,605322.215195,54.718,73,-129.5,27.438,74.732,129.383,118.678,146.59,210.78,101.32,175.14,119.23
2,605322.221413,54.854,73,-129.574,27.542,74.456,129.34,118.721,146.45,210.88,100.97,175.17,119.31
3,605322.225456,54.788,72,-129.454,27.579,74.54,129.274,118.538,146.66,210.91,101.2,175.04,119.09
4,605322.229552,54.733,74,-129.354,27.653,74.592,129.19,118.397,146.76,211.02,101.19,174.95,118.98
5,605322.233816,54.794,75,-129.373,27.761,74.423,129.092,118.451,146.73,211.17,100.95,174.82,119.04
6,605322.237097,55.162,74,-129.658,27.868,73.873,129.317,118.786,146.34,211.32,100.18,175.14,119.37
7,605322.245104,55.246,73,-129.755,27.944,73.781,129.429,118.816,146.24,211.43,100.06,175.34,119.36
8,605322.249069,55.187,72,-129.793,28.044,73.799,129.268,118.805,146.21,211.6,100.1,174.88,119.38
9,605322.254461,55.232,72,-129.748,28.066,73.859,129.52,118.642,146.3,211.58,100.26,175.44,119.15
10,605322.256946,55.239,72,-129.795,28.116,73.778,129.4,118.724,146.16,211.66,100.04,175.24,119.31
11,605322.261302,55.219,72,-129.833,28.122,73.777,129.334,118.738,146.1,211.67,100.04,175.15,119.33
12,605322.266006,54.776,71,-129.318,28.084,74.509,129.181,118.057,146.77,211.62,101.01,174.89,118.7
13,605322.274238,55.29,74,-129.682,28.249,73.651,129.344,118.565,146.38,211.84,99.92,175.25,119.07
14,605322.278082,55.328,73,-129.733,28.28,73.578,129.341,118.559,146.24,211.89,99.8,175.0,119.17
15,605322.28105,55.354,72,-129.759,28.251,73.555,129.384,118.539,146.23,211.86,99.76,175.12,119.11
16,605322.286241,55.288,74,-129.611,28.253,73.617,129.277,118.377,146.54,211.83,100.04,175.01,118.84
17,605322.301467,55.389,71,-129.738,28.163,73.528,129.451,118.535,146.23,211.73,99.71,175.31,119.12
18,605322.304766,55.221,71,-129.75,28.036,73.775,129.335,118.616,146.18,211.55,100.03,175.09,119.25
