frame,t,nx,ny,nz,agree_deg
0,605322.206143,0.48057,-0.74615,-0.46078,0.7
1,605322.215195,0.48103,-0.74886,-0.45586,0.74
2,605322.221413,0.48245,-0.74955,-0.45323,0.81
3,605322.225456,0.47965,-0.75034,-0.45489,0.77
4,605322.229552,0.47813,-0.75154,-0.45451,0.87
5,605322.233816,0.47753,-0.75284,-0.45299,0.74
6,605322.237097,0.48041,-0.75297,-0.44971,0.32
7,605322.245104,0.48154,-0.75279,-0.44881,0.39
8,605322.249069,0.48081,-0.75259,-0.44992,0.33
9,605322.254461,0.4809,-0.75386,-0.44769,0.61
10,605322.256946,0.48131,-0.75392,-0.44715,0.53
11,605322.261302,0.47936,-0.75481,-0.44775,0.3
12,605322.266006,0.47464,-0.75564,-0.45135,1.12
13,605322.274238,0.48,-0.75513,-0.44651,0.61
14,605322.278082,0.48021,-0.7549,-0.44668,0.62
15,605322.28105,0.47993,-0.75528,-0.44634,0.61
16,605322.286241,0.4765,-0.75715,-0.44685,0.5
17,605322.301467,0.47967,-0.75542,-0.44637,0.57
18,605322.304766,0.47996,-0.75416,-0.4482,0.53
19,605322.308901,0.47988,-0.75338,-0.4496,0.66
20,605322.312856,0.4808,-0.75195,-0.451,0.73
21,605322.32186,0.47888,-0.75099,-0.45463,0.38
22,605322.325467,0.48029,-0.74838,-0.45744,0.79
23,605322.329648,0.48095,-0.74721,-0.45865,0.62
24,605322.333083,0.48214,-0.74595,-0.45946,0.65
25,605322.337479,0.48161,-0.74541,-0.46089,0.65
26,605322.342005,0.48165,-0.74431,-0.46261,0.66
27,605322.349884,0.48144,-0.74317,-0.46467,0.69
28,605322.353902,0.48036,-0.743,-0.46606,0.56
29,605322.356911,0.48078,-0.74196,-0.46728,0.67
30,605322.36223,0.47674,-0.74125,-0.47252,1.27
31,605322.365142,0.47994,-0.74112,-0.46946,0.67
32,605322.373189,0.47909,-0.74039,-0.47148,0.56
33,605322.385388,0.47936,-0.73787,-0.47514,0.79
34,605322.389366,0.47484,-0.73811,-0.4793,1.18
35,605322.398124,0.47846,-0.73701,-0.47738,0.66
36,605322.402734,0.47682,-0.73766,-0.47802,0.48
37,605322.405762,0.47806,-0.73764,-0.47681,0.63
38,605322.40938,0.47689,-0.73727,-0.47855,0.53
39,605322.414223,0.47705,-0.73796,-0.47733,0.6
40,605322.417897,0.47544,-0.7392,-0.47702,0.6
41,605322.426338,0.47713,-0.74002,-0.47405,0.6
42,605322.429609,0.47381,-0.74101,-0.47582,1.18
43,605322.432939,0.47774,-0.74245,-0.46962,0.49
44,605322.437373,0.47461,-0.74368,-0.47084,1.17
45,605322.441726,0.47948,-0.74367,-0.46588,0.54
46,605322.449517,0.47709,-0.7445,-0.46701,1.41
47,605322.453099,0.48125,-0.74534,-0.46139,0.64
48,605322.457748,0.4791,-0.74706,-0.46084,0.22
49,605322.465554,0.48148,-0.74797,-0.45685,0.49
50,605322.472787,0.47986,-0.74803,-0.45847,0.73
51,605322.478055,0.48013,-0.7486,-0.45724,0.47
52,605322.481002,0.47617,-0.74897,-0.46076,0.97
53,605322.484872,0.4765,-0.75035,-0.45818,1.05
54,605322.489916,0.47976,-0.75198,-0.45205,0.59
55,605322.493137,0.47518,-0.75312,-0.45499,1.25
56,605322.50231,0.47896,-0.75402,-0.44949,0.49
57,605322.504968,0.47471,-0.75492,-0.45248,1.2
58,605322.509512,0.4804,-0.75485,-0.44657,0.68
59,605322.513983,0.4753,-0.75682,-0.44868,1.14
60,605322.517605,0.4789,-0.75701,-0.4445,0.59
61,605322.525503,0.47926,-0.7569,-0.4443,0.52
62,605322.529142,0.48032,-0.75575,-0.44511,0.86
63,605322.533169,0.48236,-0.75441,-0.44519,0.75
64,605322.536534,0.48158,-0.7545,-0.44587,0.55
65,605322.541511,0.4801,-0.75457,-0.44735,0.44
66,605322.5538,0.48229,-0.75082,-0.45129,0.68
67,605322.558415,0.47993,-0.75187,-0.45206,0.33
68,605322.560773,0.48175,-0.74904,-0.45481,0.55
69,605322.565201,0.48029,-0.74955,-0.45551,0.54
70,605322.568913,0.48084,-0.74881,-0.45615,0.59
71,605322.577026,0.48062,-0.74847,-0.45694,0.65
72,605322.581359,0.47981,-0.74828,-0.4581,0.57
