frame,t,theta_deg,area_px,cx,cy,d1,d2,ang_deg,rcx,rcy,rd1,rd2,rang
0,573973.623771,67.094,52,144.956,2.027,54.335,139.598,73.187,459.04,193.14,71.29,181.18,72.87
1,573973.627634,67.306,53,144.586,1.994,54.331,140.824,73.509,458.67,193.01,71.26,183.0,73.26
2,573973.632524,67.18,53,145.112,2.159,54.197,139.744,73.198,459.23,193.34,71.04,181.44,72.91
3,573973.639962,67.257,54,144.812,2.151,54.284,140.414,73.463,458.78,193.3,71.24,182.35,73.2
4,573973.643336,67.198,54,144.914,2.152,54.271,140.037,73.347,458.88,193.33,71.18,181.92,73.1
5,573973.647247,67.103,56,145.118,1.989,54.241,139.408,73.195,459.25,193.12,71.21,180.84,72.83
6,573973.650949,67.253,56,145.125,1.724,54.094,139.902,73.259,459.26,192.74,70.97,181.57,72.95
7,573973.655778,67.234,56,144.433,1.721,54.407,140.597,73.646,458.29,192.73,71.44,182.51,73.39
8,573973.663681,67.409,52,144.676,2.199,54.058,140.718,73.432,458.6,193.36,70.95,182.74,73.18
9,573973.667365,67.181,55,144.374,2.307,54.475,140.464,73.714,458.3,193.5,71.47,182.45,73.43
10,573973.671873,67.16,51,144.907,2.33,54.237,139.727,73.323,458.97,193.54,71.17,181.35,73.01
11,573973.675594,67.343,51,144.892,2.213,53.987,140.152,73.429,458.96,193.36,70.92,181.82,73.09
12,573973.680545,67.221,53,144.986,2.166,54.095,139.714,73.376,459.08,193.32,70.98,181.34,73.06
13,573973.683177,67.272,53,144.877,2.113,53.977,139.708,73.384,458.98,193.25,70.84,181.18,73.06
14,573973.691645,67.446,50,144.764,2.014,53.84,140.373,73.428,458.69,193.14,70.61,182.6,73.16
15,573973.695618,67.311,52,144.195,1.98,54.229,140.589,73.972,458.09,193.04,71.2,182.24,73.71
16,573973.700199,67.435,54,144.647,2.42,53.879,140.41,73.6,458.62,193.62,70.76,182.33,73.31
17,573973.707892,67.393,57,143.962,2.601,54.058,140.624,73.901,457.68,193.87,71.03,182.49,73.64
18,573973.715382,67.266,55,144.64,2.129,53.916,139.516,73.635,458.62,193.27,70.74,181.13,73.33
19,573973.719111,67.22,54,144.398,1.703,54.091,139.7,73.547,458.32,192.72,70.98,181.34,73.24
20,573973.72685,67.389,58,143.866,2.464,54.135,140.804,73.864,457.42,193.8,71.03,182.37,73.65
21,573973.731468,67.427,56,143.956,2.849,54.016,140.716,73.965,457.68,194.23,70.88,182.61,73.69
22,573973.739053,67.397,52,144.186,2.715,53.897,140.23,73.707,458.04,194.04,70.73,182.03,73.4
23,573973.742999,67.316,54,143.9,2.271,54.165,140.449,73.94,457.66,193.46,71.08,182.34,73.65
24,573973.747018,67.408,57,143.885,2.028,54.082,140.779,74.053,457.63,193.13,70.98,182.77,73.77
25,573973.751051,67.318,53,144.123,2.151,54.019,140.085,73.795,457.98,193.27,70.86,181.85,73.53
26,573973.755209,67.13,54,144.241,2.27,54.149,139.328,73.609,458.16,193.44,71.04,181.0,73.28
27,573973.759983,67.339,55,143.792,2.347,54.221,140.73,73.917,457.51,193.56,71.16,182.71,73.63
28,573973.767832,67.42,57,143.88,2.372,54.077,140.834,73.986,457.56,193.63,70.91,182.78,73.74
29,573973.7716,67.148,53,144.46,2.395,54.097,139.296,73.692,458.39,193.62,70.98,180.84,73.38
30,573973.776238,67.206,52,144.035,2.53,54.296,140.15,73.78,457.68,193.81,71.24,182.36,73.55
31,573973.778904,66.966,48,144.552,2.19,54.257,138.667,73.785,458.51,193.36,71.2,180.03,73.47
32,573973.784231,67.315,53,144.261,2.062,54.108,140.297,73.615,458.1,193.16,70.93,182.59,73.39
33,573973.795928,67.264,53,143.922,2.284,54.381,140.706,73.856,457.71,193.45,71.34,182.67,73.6
34,573973.803383,67.299,55,143.941,2.481,54.312,140.733,73.808,457.7,193.73,71.27,182.73,73.51
35,573973.807634,67.309,57,144.084,2.07,54.319,140.812,73.899,457.85,193.19,71.31,182.83,73.64
36,573973.815899,67.244,53,144.419,1.981,54.207,140.137,73.579,458.28,193.06,71.2,181.9,73.31
37,573973.819957,67.373,56,144.112,2.067,54.227,140.949,73.883,457.86,193.19,71.23,182.69,73.6
38,573973.82388,67.077,55,144.598,2.238,54.276,139.352,73.411,458.57,193.42,71.22,180.89,73.09
39,573973.827934,67.354,55,144.092,2.216,54.278,140.968,73.815,457.86,193.38,71.27,183.01,73.55
40,573973.831887,67.212,57,144.118,2.156,54.454,140.59,73.816,457.89,193.33,71.46,182.44,73.54
41,573973.835291,67.294,56,144.091,2.142,54.363,140.834,73.871,457.81,193.26,71.46,182.76,73.63
42,573973.843424,67.315,50,142.894,3.052,53.352,138.339,74.729,456.26,194.54,69.97,179.27,74.54
43,573973.847533,67.378,53,144.358,2.235,54.08,140.594,73.597,458.2,193.42,70.95,182.69,73.33
44,573973.851193,67.049,51,145.059,1.952,54.127,138.809,73.599,459.17,193.04,71.02,180.19,73.29
45,573973.855105,67.391,55,144.411,2.064,54.124,140.787,73.647,458.27,193.19,71.03,182.88,73.39
46,573973.86012,67.37,55,144.234,2.123,54.197,140.851,73.725,458.01,193.21,71.24,182.7,73.52
47,573973.868091,67.307,55,144.651,2.219,54.032,140.058,73.435,458.69,193.36,70.89,181.66,73.16
48,573973.879844,67.257,53,144.673,2.129,54.138,140.04,73.36,458.63,193.29,71.03,181.9,73.05
49,573973.885016,67.452,53,144.489,2.102,53.989,140.799,73.553,458.32,193.23,70.79,182.99,73.39
50,573973.891806,67.433,56,144.336,2.067,54.094,140.955,73.715,458.18,193.18,71.01,183.02,73.45
