frame,t,theta_deg,area_px,cx,cy,d1,d2,ang_deg,rcx,rcy,rd1,rd2,rang
0,573452.438122,68.942,44,143.223,3.02,50.605,140.836,72.473,456.9,194.34,66.17,183.25,72.27
1,573452.445745,68.817,48,142.97,3.182,50.882,140.81,72.309,456.52,194.66,66.79,182.67,71.98
2,573452.449013,68.829,49,143.129,3.042,50.812,140.697,72.302,456.62,194.48,66.75,182.67,72.02
3,573452.452944,68.842,47,142.773,2.765,50.958,141.177,72.548,456.07,194.11,66.89,183.62,72.33
4,573452.457516,68.838,49,142.99,2.62,50.855,140.87,72.392,456.48,193.88,66.73,182.96,72.17
5,573452.460573,68.941,49,142.96,2.595,50.802,141.381,72.497,456.25,193.91,66.69,184.12,72.28
6,573452.469517,68.857,48,143.058,2.761,50.819,140.888,72.369,456.58,194.12,66.69,182.96,72.06
7,573452.473059,69.044,49,143.095,3.007,50.516,141.241,72.496,456.57,194.43,66.28,183.59,72.24
8,573452.476985,69.018,48,143.194,3.094,50.513,141.065,72.431,456.77,194.55,66.27,183.21,72.13
9,573452.481028,68.962,49,143.14,2.965,50.568,140.865,72.339,456.67,194.35,66.28,183.17,72.1
10,573452.484485,68.79,50,143.295,2.535,50.737,140.24,72.353,456.96,193.76,66.52,182.09,72.11
11,573452.492646,69.085,48,143.349,2.344,50.348,141.039,72.432,456.91,193.57,66.03,183.43,72.17
12,573452.496865,68.629,51,143.497,2.635,50.844,139.527,71.984,457.16,193.96,66.72,181.2,71.66
13,573452.500954,69.031,50,143.318,2.77,50.529,141.194,72.37,456.86,194.12,66.38,183.32,72.09
14,573452.505609,69.073,49,143.292,2.941,50.482,141.336,72.389,457.1,194.21,66.08,183.65,72.21
15,573452.509223,68.889,49,143.273,2.895,50.766,140.947,72.306,456.8,194.28,66.69,183.0,72.03
16,573452.513568,68.893,50,143.264,2.689,50.699,140.79,72.296,456.94,194.01,66.56,182.47,71.97
17,573452.521044,68.928,49,143.214,2.544,50.738,141.122,72.41,456.7,193.79,66.48,183.78,72.24
18,573452.532653,68.95,49,143.154,2.809,50.724,141.223,72.383,456.48,194.18,66.59,183.94,72.19
19,573452.536519,68.969,51,143.242,2.916,50.6,141.0,72.299,456.82,194.32,66.39,183.13,72.0
20,573452.545558,68.672,50,143.537,3.018,50.769,139.586,72.05,457.27,194.41,66.57,181.21,71.79
21,573452.54891,69.226,51,143.107,2.842,50.337,141.919,72.485,456.52,194.17,66.09,184.54,72.3
22,573452.552486,68.798,49,143.087,2.897,50.834,140.557,72.184,456.62,194.3,66.71,182.53,71.87
23,573452.556631,68.992,49,143.157,2.768,50.551,141.008,72.354,456.71,194.12,66.33,183.15,72.06
24,573452.561009,68.768,50,143.245,2.896,50.737,140.103,72.087,456.77,194.29,66.64,181.92,71.8
25,573452.564568,69.194,49,142.986,2.866,50.365,141.794,72.558,456.43,194.25,66.09,184.32,72.3
26,573452.573288,68.768,48,143.237,3.238,50.725,140.067,72.037,456.82,194.75,66.56,181.9,71.71
27,573452.577292,68.923,50,143.109,3.105,50.574,140.627,72.293,456.49,194.55,66.45,182.8,72.07
28,573452.580598,69.019,47,142.555,2.814,50.819,141.928,72.667,455.91,194.18,66.7,184.35,72.38
29,573452.584951,68.862,49,142.44,2.776,51.017,141.472,72.607,455.79,194.08,66.83,183.97,72.35
30,573452.588408,68.805,49,142.951,2.804,50.832,140.596,72.247,456.45,194.17,66.71,182.59,71.94
31,573452.596706,68.927,50,143.016,2.887,50.649,140.864,72.306,456.53,194.28,66.46,182.94,72.0
32,573452.600559,68.732,50,143.329,3.016,50.701,139.773,72.103,457.02,194.47,66.5,181.45,71.73
33,573452.6041,69.125,51,142.904,2.912,50.46,141.608,72.541,456.18,194.3,66.38,183.74,72.29
34,573452.60829,68.711,50,143.323,2.904,50.725,139.712,72.161,456.94,194.31,66.56,181.45,71.85
35,573452.620639,69.083,49,143.083,2.709,50.473,141.377,72.423,456.62,194.05,66.23,183.62,72.12
36,573452.624592,68.902,49,142.982,2.793,50.72,140.901,72.326,456.48,194.16,66.59,182.61,72.0
37,573452.628662,68.925,49,143.043,2.77,50.721,141.048,72.338,456.52,194.13,66.53,183.43,72.07
38,573452.637286,68.694,50,143.333,2.752,50.842,139.927,72.095,456.87,194.12,66.78,181.67,71.8
39,573452.641713,68.938,49,143.103,2.749,50.719,141.131,72.32,456.65,194.1,66.55,183.3,72.01
40,573452.649187,68.867,49,143.112,2.743,50.848,141.036,72.267,456.61,194.1,66.69,183.4,71.99
