frame,t,nx,ny,nz,agree_deg
0,573452.437135,0.21211,-0.91018,-0.35579,0.52
1,573452.44123,0.21273,-0.90933,-0.35757,0.67
2,573452.445234,0.21309,-0.90883,-0.35863,0.54
3,573452.44997,0.21512,-0.90802,-0.35947,0.21
4,573452.457627,0.21344,-0.90986,-0.3558,0.72
5,573452.461337,0.21241,-0.91036,-0.35515,0.56
6,573452.464826,0.21666,-0.9057,-0.36438,0.44
7,573452.468978,0.21207,-0.90892,-0.35901,0.08
8,573452.472324,0.2107,-0.90985,-0.35747,0.38
9,573452.481607,0.21128,-0.91021,-0.35619,0.69
10,573452.485248,0.21302,-0.90895,-0.35836,0.61
11,573452.488945,0.211,-0.91105,-0.35423,0.69
12,573452.493186,0.21365,-0.90789,-0.36069,1.03
13,573452.497458,0.21142,-0.91013,-0.35632,0.56
14,573452.505268,0.21097,-0.91003,-0.35686,0.43
15,573452.509335,0.21116,-0.90889,-0.35963,0.51
16,573452.513193,0.21138,-0.90907,-0.35904,0.56
17,573452.517228,0.21193,-0.90931,-0.3581,0.44
18,573452.533065,0.21226,-0.91015,-0.35577,0.65
19,573452.536905,0.21049,-0.9087,-0.3605,0.36
20,573452.540891,0.21108,-0.90755,-0.36303,0.83
21,573452.546522,0.20935,-0.91063,-0.35627,0.25
22,573452.548372,0.21305,-0.90815,-0.36037,0.57
23,573452.557004,0.21114,-0.90958,-0.35789,0.46
24,573452.561437,0.2124,-0.90863,-0.35957,0.87
25,573452.564951,0.20947,-0.91038,-0.35682,0.14
26,573452.568787,0.21167,-0.90848,-0.36036,0.88
27,573452.573897,0.21164,-0.90908,-0.35886,0.48
28,573452.581014,0.21188,-0.91048,-0.35516,0.3
29,573452.585506,0.21333,-0.91069,-0.35375,0.61
30,573452.588776,0.21331,-0.90878,-0.35862,0.65
31,573452.59255,0.21199,-0.90911,-0.35857,0.48
32,573452.597188,0.21354,-0.90738,-0.36201,0.55
33,573452.600925,0.21033,-0.91033,-0.35645,0.22
34,573452.608855,0.21345,-0.90961,-0.35644,1.14
35,573452.621408,0.21425,-0.90686,-0.36291,0.51
36,573452.624983,0.21246,-0.90941,-0.35754,0.58
37,573452.632717,0.21269,-0.91006,-0.35574,0.74
38,573452.637863,0.21577,-0.90526,-0.366,0.12
39,573452.641011,0.21282,-0.90926,-0.35771,0.51
40,573452.644248,0.21289,-0.90849,-0.35963,0.46
41,573452.649888,0.21828,-0.90603,-0.36258,0.53
42,573452.657267,0.21379,-0.90943,-0.3567,0.39
43,573452.660806,0.21426,-0.90895,-0.35764,0.42
44,573452.665615,0.21225,-0.91002,-0.35612,0.74
45,573452.66843,0.21281,-0.91033,-0.35499,0.65
46,573452.672749,0.21768,-0.90514,-0.36515,0.13
