frame,t,theta_deg,area_px,cx,cy,d1,d2,ang_deg,rcx,rcy,rd1,rd2,rang
0,605084.018266,54.495,56,-127.512,27.242,75.835,130.575,117.495,149.27,210.49,102.94,176.67,118.05
1,605084.021989,53.325,61,-126.91,27.316,76.454,128.004,118.016,149.98,210.57,103.79,173.47,118.53
2,605084.030566,54.129,62,-127.606,27.17,76.184,130.015,117.574,149.17,210.33,103.6,175.66,118.16
3,605084.03438,52.979,64,-126.845,27.257,76.829,127.601,118.071,150.12,210.48,104.25,172.9,118.66
4,605084.038408,54.263,56,-127.51,27.233,76.293,130.623,117.463,149.24,210.45,103.54,176.88,118.05
5,605084.042476,53.895,61,-127.567,27.206,76.477,129.783,117.454,149.22,210.43,103.83,175.59,118.06
6,605084.045863,52.92,60,-127.33,27.015,76.937,127.607,117.003,149.52,210.18,104.43,172.77,117.63
7,605084.055183,52.94,60,-127.296,26.988,76.936,127.664,116.988,149.6,210.19,104.47,172.89,117.71
8,605084.058192,53.93,64,-127.152,27.227,76.601,130.101,117.114,149.69,210.42,103.99,176.03,117.69
9,605084.062472,54.099,61,-127.139,27.207,76.483,130.43,117.123,149.78,210.44,103.88,176.13,117.72
10,605084.066064,53.193,64,-126.624,27.253,76.65,127.937,117.739,150.42,210.48,104.02,173.33,118.33
11,605084.070376,54.102,60,-127.473,26.874,76.369,130.246,117.563,149.22,209.89,103.76,176.12,118.21
12,605084.079048,54.052,63,-127.111,27.088,76.266,129.914,117.033,149.74,210.24,103.53,175.79,117.65
13,605084.083149,53.521,61,-127.398,26.805,76.433,128.56,116.692,149.4,209.9,103.8,174.07,117.36
14,605084.086658,53.33,64,-126.707,27.166,76.486,128.071,117.622,150.17,210.33,103.75,173.47,118.07
15,605084.090456,53.537,59,-126.672,27.157,76.465,128.663,117.579,150.35,210.34,103.78,174.31,118.16
16,605084.095186,54.333,58,-127.198,27.066,76.126,130.56,117.362,149.66,210.22,103.33,176.81,117.94
17,605084.098227,54.059,60,-127.155,27.034,76.415,130.189,117.252,149.69,210.16,103.75,176.15,117.83
18,605084.114982,53.797,61,-127.225,27.046,76.803,130.032,117.257,149.55,210.2,104.15,176.05,117.9
19,605084.118169,53.298,59,-126.825,27.134,76.945,128.745,117.6,150.15,210.31,104.43,174.4,118.19
20,605084.122358,53.028,64,-126.725,27.1,77.037,128.091,117.922,150.25,210.24,104.7,173.49,118.46
21,605084.130928,52.916,61,-126.835,27.135,77.003,127.703,117.671,150.03,210.21,104.54,172.7,118.11
22,605084.134297,53.494,62,-126.985,27.097,76.933,129.32,117.368,149.94,210.27,104.45,174.89,117.97
23,605084.138059,53.182,60,-127.588,26.694,76.777,128.115,116.454,149.18,209.75,104.22,173.44,117.06
24,605084.142921,53.288,62,-127.529,26.794,76.744,128.38,116.693,149.3,209.9,104.2,173.65,117.3
25,605084.145963,53.124,64,-126.699,27.171,76.669,127.764,117.821,150.29,210.35,104.07,173.01,118.4
26,605084.150701,54.258,60,-127.292,27.061,76.166,130.39,117.233,149.53,210.21,103.38,176.58,117.81
27,605084.158586,53.398,63,-127.093,27.061,76.638,128.532,117.229,149.77,210.2,104.03,174.02,117.81
28,605084.162762,54.035,63,-127.02,27.19,76.399,130.087,117.072,149.86,210.37,103.71,176.02,117.69
29,605084.166088,53.128,67,-126.731,27.21,76.7,127.826,117.692,150.22,210.36,104.11,173.01,118.21
30,605084.17028,53.104,62,-126.634,27.178,76.675,127.712,117.911,150.36,210.27,104.34,173.01,118.54
31,605084.174656,53.538,58,-127.602,26.782,76.483,128.696,116.845,149.13,209.84,103.8,174.33,117.46
32,605084.182919,53.381,61,-127.483,26.864,76.642,128.489,116.793,149.29,209.96,104.02,174.06,117.41
33,605084.186652,53.642,65,-127.141,27.153,76.628,129.259,117.358,149.75,210.34,104.06,174.62,118.0
34,605084.198697,53.178,65,-126.725,27.165,76.594,127.8,117.95,150.26,210.36,103.91,173.13,118.58
35,605084.206963,53.588,61,-127.577,26.762,76.419,128.739,116.902,149.16,209.82,103.71,174.4,117.51
36,605084.212123,53.762,63,-127.104,27.183,76.352,129.162,117.433,149.76,210.4,103.72,174.51,117.98
37,605084.214434,53.378,64,-127.441,26.902,76.414,128.098,116.74,149.43,210.03,103.73,173.35,117.46
38,605084.218521,54.361,59,-127.232,27.234,75.959,130.361,117.28,149.57,210.43,103.12,176.36,117.89
39,605084.221738,54.419,58,-127.249,27.246,75.931,130.499,117.272,149.59,210.47,103.06,176.71,117.85
40,605084.227725,53.374,63,-126.75,27.317,76.31,127.91,117.907,150.17,210.56,103.62,173.23,118.43
41,605084.234933,54.314,60,-127.361,27.211,76.058,130.383,117.301,149.44,210.35,103.38,176.48,117.92
42,605084.238536,53.327,64,-126.849,27.361,76.38,127.887,117.923,150.13,210.62,103.68,173.07,118.56
43,605084.242481,54.437,58,-127.527,27.258,75.924,130.545,117.41,149.21,210.49,103.08,176.47,118.0
44,605084.246485,53.23,62,-126.894,27.328,76.418,127.661,118.147,150.06,210.58,103.69,172.98,118.73
45,605084.24969,54.291,60,-127.651,27.244,76.036,130.271,117.491,149.05,210.48,103.23,176.15,118.07
46,605084.258147,54.075,60,-127.493,27.276,76.265,129.984,117.348,149.17,210.42,103.58,175.96,118.0
47,605084.262831,53.246,65,-127.019,27.375,76.514,127.867,117.835,149.82,210.62,103.84,173.03,118.49
48,605084.265978,53.389,62,-127.021,27.328,76.543,128.346,117.685,149.9,210.51,104.08,173.85,118.14
49,605084.270274,53.385,62,-126.841,27.32,76.356,128.02,118.017,150.0,210.55,103.73,173.29,118.53
50,605084.282878,54.372,58,-127.474,27.206,75.987,130.447,117.376,149.37,210.41,103.29,176.39,117.9
51,605084.286274,53.284,64,-126.867,27.258,76.532,128.013,117.672,149.92,210.43,103.87,173.61,118.05
52,605084.291058,53.449,64,-126.804,27.277,76.373,128.242,117.746,150.21,210.47,103.78,173.48,118.35
53,605084.29391,52.74,60,-126.524,26.97,77.018,127.211,118.498,150.54,210.09,104.51,172.4,119.09
54,605084.297825,53.473,56,-126.701,27.332,76.194,128.013,117.873,150.36,210.53,103.39,173.24,118.63
55,605084.306256,53.629,59,-127.662,26.802,76.352,128.751,116.965,149.04,209.87,103.62,174.41,117.57
56,605084.310824,53.18,64,-127.351,26.872,76.739,128.045,116.811,149.58,209.98,104.23,173.37,117.46
57,605084.313833,53.625,62,-127.34,26.94,76.547,129.071,117.019,149.48,210.06,103.89,174.84,117.62
58,605084.318222,53.544,63,-127.293,26.912,76.666,129.023,116.948,149.51,210.0,104.07,174.66,117.55
59,605084.322183,54.011,62,-127.071,27.078,76.543,130.258,117.158,149.8,210.21,103.87,176.54,117.77
60,605084.325984,53.477,62,-127.326,26.874,76.701,128.879,116.932,149.53,209.97,104.1,174.52,117.57
61,605084.333996,53.048,66,-126.614,27.151,76.846,127.83,117.726,150.43,210.29,104.42,173.03,118.32
62,605084.338446,53.11,62,-126.656,27.163,76.763,127.88,117.727,150.35,210.34,104.2,173.16,118.33
63,605084.342078,54.021,61,-127.248,26.972,76.495,130.205,117.324,149.6,210.09,103.82,176.34,117.91
64,605084.346366,53.113,65,-126.607,27.148,76.782,127.918,117.716,150.42,210.32,104.22,173.21,118.32
65,605084.349248,54.004,62,-127.205,27.048,76.439,130.057,117.294,149.61,210.2,103.7,176.13,117.92
66,605084.367011,53.212,61,-126.481,27.192,76.715,128.101,117.761,150.65,210.4,104.12,173.45,118.4
67,605084.369937,53.143,61,-126.599,27.204,76.733,127.927,117.709,150.43,210.39,104.16,173.21,118.3
68,605084.374002,53.104,60,-126.588,27.192,76.725,127.797,117.866,150.41,210.34,104.19,173.01,118.56
69,605084.377345,53.16,61,-126.591,27.247,76.727,127.967,117.648,150.47,210.47,104.13,173.37,118.23
70,605084.387195,52.903,60,-127.197,27.234,77.457,128.418,117.105,149.79,210.49,105.3,173.54,117.68
71,605084.390149,53.028,64,-126.577,27.177,76.885,127.838,117.787,150.48,210.37,104.34,173.21,118.38
72,605084.39432,53.28,59,-127.446,26.895,76.674,128.237,116.719,149.34,210.0,104.07,173.71,117.34
73,605084.398856,52.925,60,-127.088,26.973,76.918,127.589,117.122,149.79,210.11,104.42,172.82,117.67
74,605084.401323,53.873,64,-127.105,27.163,76.636,129.984,117.14,149.72,210.32,104.05,175.77,117.75
75,605084.410305,54.081,61,-127.172,27.159,76.494,130.393,117.163,149.81,210.4,103.89,176.13,117.76
