frame,t,theta_deg,area_px,cx,cy,d1,d2,ang_deg,rcx,rcy,rd1,rd2,rang
0,577461.025454,57.682,59,-34.279,11.945,76.995,144.018,106.209,276.1,189.59,105.65,197.33,106.11
1,577461.030231,58.365,58,-32.842,11.997,76.755,146.34,105.591,277.94,189.64,105.31,200.3,105.56
2,577461.033414,58.479,59,-32.879,11.908,76.137,145.63,105.662,277.75,189.44,104.62,199.02,105.74
3,577461.042205,58.895,57,-32.643,11.811,75.759,146.648,105.694,278.25,189.42,103.88,200.95,105.71
4,577461.046072,58.812,55,-33.362,11.865,74.894,144.624,106.219,277.17,189.51,102.63,197.91,106.24
5,577461.049146,59.431,55,-32.213,11.938,74.46,146.408,105.578,278.94,189.58,102.2,200.36,105.57
6,577461.054206,59.952,52,-32.298,11.883,73.681,147.15,105.616,278.7,189.56,100.98,201.74,105.57
7,577461.057895,59.658,51,-32.931,11.533,73.521,145.541,106.078,277.89,189.08,100.74,199.5,106.07
8,577461.066442,60.076,55,-32.575,11.795,72.899,146.135,105.719,278.38,189.44,99.89,200.32,105.71
9,577461.070155,60.132,54,-32.515,11.8,73.096,146.777,105.587,278.45,189.35,100.44,200.94,105.57
10,577461.074193,59.869,54,-32.235,12.118,73.378,146.177,105.152,278.93,189.91,100.53,200.42,105.09
11,577461.077218,59.467,56,-32.76,12.082,74.081,145.821,105.336,278.13,189.83,101.5,199.88,105.32
12,577461.082856,59.264,56,-32.998,12.015,74.564,145.894,105.464,277.74,189.71,102.12,200.01,105.56
13,577461.085475,59.452,56,-33.264,12.032,74.688,146.949,105.644,277.46,189.71,102.2,201.92,105.7
14,577461.093692,59.134,54,-33.441,12.295,74.977,146.147,105.772,277.2,190.12,102.72,200.32,105.76
15,577461.098906,59.094,55,-33.643,12.513,74.943,145.907,105.853,277.03,190.49,102.7,199.64,105.75
16,577461.101645,59.409,56,-33.896,12.508,74.682,146.751,106.289,276.53,190.43,102.37,201.12,106.24
17,577461.106157,59.691,56,-34.295,12.601,74.165,146.959,106.662,275.89,190.5,101.73,201.04,106.72
18,577461.121699,60.292,57,-35.253,13.08,72.941,147.184,107.153,274.71,191.2,99.92,201.73,107.15
19,577461.124997,60.794,57,-35.362,13.319,72.114,147.787,107.004,274.52,191.51,98.82,202.38,106.98
20,577461.129985,60.912,58,-35.722,13.395,71.522,147.118,106.895,274.08,191.63,97.98,201.63,106.89
21,577461.133454,61.334,59,-35.937,13.559,70.841,147.676,106.617,273.73,191.81,97.19,202.15,106.61
22,577461.141324,62.066,55,-37.316,12.58,68.462,146.145,105.125,271.97,190.48,93.97,200.05,105.13
23,577461.146303,62.077,57,-36.173,14.038,69.436,148.28,106.358,273.35,192.49,95.18,202.85,106.36
24,577461.149471,62.608,55,-37.827,12.824,67.411,146.52,105.058,271.28,190.86,92.42,200.67,105.05
25,577461.153287,62.909,60,-36.655,14.12,67.843,148.972,106.182,272.8,192.63,92.93,204.14,106.18
26,577461.158858,63.038,56,-37.1,14.182,67.346,148.533,106.282,272.14,192.69,92.29,203.35,106.28
27,577461.161749,63.552,58,-38.576,13.319,65.414,146.871,105.167,270.15,191.53,89.6,201.4,105.19
28,577461.17012,63.846,58,-38.833,13.533,64.874,147.177,105.445,269.84,191.84,88.88,201.69,105.46
29,577461.173853,63.916,60,-39.296,13.417,64.669,147.08,105.561,269.2,191.68,88.59,201.57,105.58
30,577461.177847,64.219,59,-39.18,13.542,64.414,148.101,105.737,269.36,191.85,88.24,202.95,105.75
31,577461.182933,63.94,61,-39.822,13.346,64.535,146.899,105.814,268.52,191.58,88.42,201.34,105.79
32,577461.186207,63.845,65,-39.994,13.409,64.822,147.054,106.037,268.24,191.67,88.8,201.51,106.05
33,577461.194075,63.554,64,-40.205,13.366,65.31,146.648,106.162,267.99,191.57,89.58,200.83,106.12
34,577461.206116,62.921,61,-40.886,12.947,66.87,146.895,106.7,267.11,191.07,91.62,200.97,106.67
35,577461.209424,62.568,62,-41.139,12.776,67.697,146.945,107.081,266.66,190.76,92.82,201.27,107.1
36,577461.218812,62.396,62,-41.027,12.739,68.277,147.35,107.248,266.86,190.76,93.54,201.74,107.23
37,577461.222311,62.278,60,-41.258,12.557,68.784,147.866,107.54,266.51,190.5,94.22,202.58,107.54
38,577461.225768,61.707,62,-41.342,12.43,69.601,146.842,107.622,266.39,190.32,95.37,200.91,107.63
39,577461.229563,61.729,64,-41.167,12.451,70.04,147.874,107.655,266.58,190.33,95.96,202.38,107.65
40,577461.234726,61.613,62,-40.974,12.523,70.337,147.945,106.26,266.9,190.45,96.34,202.68,106.27
41,577461.239017,61.583,63,-40.188,12.8,70.589,148.333,104.815,268.04,190.84,96.72,203.0,104.8
42,577461.246234,61.524,59,-39.776,12.82,70.551,147.972,103.618,268.59,190.83,96.78,202.2,103.56
43,577461.249348,61.472,63,-39.219,12.773,70.564,147.751,102.679,269.09,190.72,96.66,202.6,102.74
44,577461.253316,61.555,58,-38.716,12.93,70.315,147.624,102.291,270.0,190.99,96.32,202.28,102.3
45,577461.25808,61.496,61,-37.722,13.225,70.287,147.285,102.152,271.54,191.42,96.26,201.63,102.14
46,577461.261671,61.842,58,-37.538,13.321,70.027,148.39,102.553,271.57,191.51,95.95,203.18,102.55
47,577461.270366,61.597,62,-37.05,13.349,70.331,147.855,103.001,272.26,191.58,96.41,202.05,102.97
48,577461.274121,61.515,60,-36.564,13.385,70.638,148.108,103.749,272.93,191.62,96.82,202.55,103.72
49,577461.277491,61.182,60,-36.3,13.271,71.21,147.729,104.454,273.22,191.44,97.59,202.16,104.45
50,577461.291263,61.046,62,-35.391,12.992,71.562,147.824,105.435,274.53,191.05,98.12,202.38,105.38
