frame,t,nx,ny,nz,agree_deg
0,578103.759885,0.30847,-0.84231,-0.442,4.14
1,578103.769805,0.32042,-0.83681,-0.44394,3.12
2,578103.773691,0.31671,-0.83957,-0.44139,3.33
3,578103.780053,0.30821,-0.8404,-0.4458,4.05
4,578103.783628,0.30821,-0.8371,-0.45196,6.44
5,578103.787952,0.31777,-0.83763,-0.44429,3.18
6,578103.792297,0.32108,-0.83626,-0.44449,3.26
7,578103.796312,0.31261,-0.83845,-0.4464,3.76
8,578103.804359,0.31726,-0.83969,-0.44075,2.97
9,578103.807953,0.31793,-0.83945,-0.44073,3.34
10,578103.811479,0.31942,-0.83844,-0.44159,3.39
11,578103.81557,0.29646,-0.83853,-0.45715,6.24
12,578103.820292,0.32062,-0.83863,-0.44034,3.4
13,578103.824482,0.31541,-0.84045,-0.44064,2.99
14,578103.832653,0.32121,-0.83575,-0.44536,3.26
15,578103.835348,0.3192,-0.83779,-0.44297,4.37
16,578103.841037,0.31221,-0.84227,-0.43945,3.23
17,578103.855712,0.31645,-0.84185,-0.4372,4.68
18,578103.859075,0.30608,-0.84215,-0.44396,4.11
19,578103.864002,0.2963,-0.83926,-0.45589,6.21
20,578103.86748,0.31711,-0.84156,-0.43728,3.44
21,578103.871594,0.31957,-0.83794,-0.44241,2.98
22,578103.875875,0.31582,-0.84241,-0.43658,3.55
23,578103.883667,0.30639,-0.84389,-0.44043,3.79
24,578103.886966,0.30864,-0.83356,-0.45817,5.45
25,578103.892457,0.31095,-0.83746,-0.44941,4.64
26,578103.89667,0.32078,-0.83895,-0.43961,3.46
27,578103.899651,0.32011,-0.84238,-0.4335,4.02
28,578103.907224,0.31297,-0.84034,-0.44258,3.87
29,578103.911743,0.31958,-0.82914,-0.4587,5.02
30,578103.916143,0.319,-0.83958,-0.4397,2.95
31,578103.919873,0.3155,-0.84287,-0.43592,3.44
32,578103.924796,0.31685,-0.84001,-0.44044,2.87
33,578103.940603,0.31466,-0.83843,-0.44499,3.97
34,578103.943726,0.30982,-0.84138,-0.44283,3.55
35,578103.948297,0.31902,-0.83091,-0.45587,6.05
36,578103.952248,0.32244,-0.83642,-0.4432,2.94
37,578103.960172,0.32856,-0.83429,-0.44274,3.27
38,578103.96393,0.3137,-0.83964,-0.4434,3.92
39,578103.968107,0.30759,-0.84362,-0.44011,3.93
40,578103.9728,0.30498,-0.83529,-0.45747,5.64
41,578103.975732,0.31084,-0.84127,-0.44231,4.21
42,578103.983844,0.30142,-0.83712,-0.45648,5.7
43,578103.987416,0.3156,-0.84179,-0.43793,3.53
44,578103.991916,0.31141,-0.84222,-0.4401,4.4
45,578103.9956,0.31973,-0.83667,-0.4447,3.19
46,578103.999295,0.3123,-0.84013,-0.44344,3.96
47,578104.008108,0.30759,-0.84171,-0.44375,4.18
48,578104.010857,0.32193,-0.8373,-0.44192,3.28
49,578104.028241,0.31127,-0.84228,-0.44008,4.08
50,578104.036981,0.3209,-0.84023,-0.43707,3.69
51,578104.03877,0.32302,-0.84924,-0.41767,3.78
52,578104.045139,0.33505,-0.84879,-0.40903,3.48
53,578104.047901,0.33024,-0.85638,-0.39693,3.42
54,578104.052106,0.3357,-0.8553,-0.39469,3.51
55,578104.060034,0.33886,-0.85104,-0.40113,3.61
56,578104.063187,0.34396,-0.84858,-0.40199,3.28
57,578104.067867,0.34281,-0.85027,-0.39939,3.17
58,578104.07165,0.33757,-0.85295,-0.39816,3.09
59,578104.076143,0.34378,-0.84677,-0.40595,2.82
60,578104.083672,0.34391,-0.84539,-0.4087,2.71
61,578104.087424,0.34961,-0.84385,-0.40705,2.61
62,578104.09213,0.34596,-0.8422,-0.41353,3.29
63,578104.095157,0.34526,-0.84437,-0.40968,2.94
64,578104.112359,0.33671,-0.8472,-0.41095,3.08
65,578104.114805,0.33752,-0.84575,-0.41327,3.29
66,578104.120227,0.34208,-0.8417,-0.41777,2.8
67,578104.123782,0.34105,-0.84009,-0.42181,3.13
68,578104.1274,0.34065,-0.83932,-0.42368,3.23
69,578104.136739,0.34022,-0.83774,-0.42714,3.28
70,578104.138756,0.33762,-0.8379,-0.42887,3.55
71,578104.144853,0.33748,-0.83528,-0.43407,3.67
72,578104.147675,0.33824,-0.83558,-0.4329,3.16
73,578104.152148,0.33471,-0.83526,-0.43623,3.51
74,578104.160794,0.33166,-0.83464,-0.43974,3.89
75,578104.163241,0.32702,-0.83709,-0.43856,3.19
76,578104.167464,0.32156,-0.83811,-0.44064,3.36
77,578104.172181,0.31614,-0.84005,-0.44088,3.65
78,578104.174947,0.3063,-0.84439,-0.43953,3.93
79,578104.179578,0.30419,-0.84436,-0.44105,3.78
80,578104.187726,0.2991,-0.84638,-0.44065,3.73
81,578104.200199,0.29007,-0.84799,-0.4436,4.05
82,578104.203711,0.29076,-0.84858,-0.442,3.5
83,578104.212634,0.28153,-0.84877,-0.44759,3.96
84,578104.2148,0.28466,-0.8465,-0.4499,3.5
85,578104.219541,0.28332,-0.84568,-0.45228,3.56
86,578104.22342,0.28187,-0.84474,-0.45493,3.37
87,578104.22761,0.28182,-0.84195,-0.46011,3.48
88,578104.235915,0.28022,-0.84146,-0.46198,3.31
89,578104.239371,0.27498,-0.84054,-0.46678,4.25
90,578104.243071,0.27742,-0.83943,-0.46732,4.5
91,578104.248489,0.28613,-0.83773,-0.46513,3.65
92,578104.251269,0.29594,-0.83748,-0.4594,4.67
93,578104.255622,0.28833,-0.84247,-0.45508,3.69
94,578104.26352,0.29067,-0.84306,-0.45251,3.58
95,578104.266809,0.29222,-0.84325,-0.45115,3.83
96,578104.28045,0.27696,-0.84732,-0.45314,2.09
97,578104.287786,0.25566,-0.84184,-0.47533,2.93
98,578104.290768,0.23269,-0.84106,-0.48834,3.18
99,578104.296827,0.22066,-0.84172,-0.49277,3.29
100,578104.300165,0.21556,-0.84157,-0.49528,3.71
101,578104.303934,0.22047,-0.84093,-0.49419,4.08
102,578104.311381,0.22558,-0.84488,-0.48506,4.28
103,578104.315983,0.23717,-0.84728,-0.47525,4.44
104,578104.319246,0.24239,-0.85303,-0.46216,4.17
105,578104.324726,0.25901,-0.85466,-0.44996,4.46
106,578104.327665,0.26946,-0.85524,-0.44267,3.95
107,578104.331757,0.28825,-0.85547,-0.43021,4.75
108,578104.339564,0.28773,-0.85444,-0.43259,3.8
109,578104.34325,0.28559,-0.85782,-0.4273,3.89
110,578104.348066,0.29068,-0.85656,-0.42638,3.45
111,578104.351841,0.29155,-0.8557,-0.42752,3.35
112,578104.367723,0.29932,-0.84454,-0.44402,3.64
113,578104.371777,0.29731,-0.84269,-0.44888,3.81
114,578104.376283,0.30681,-0.83751,-0.45215,3.43
115,578104.379556,0.31613,-0.83274,-0.45454,3.56
116,578104.3838,0.32293,-0.83196,-0.45118,3.28
117,578104.392689,0.3325,-0.82957,-0.44862,3.81
118,578104.395368,0.34097,-0.8248,-0.45104,3.97
119,578104.399863,0.33973,-0.82722,-0.44753,3.7
120,578104.402927,0.33777,-0.82781,-0.44792,3.17
121,578104.40755,0.33389,-0.82764,-0.45113,3.36
122,578104.415799,0.33256,-0.82865,-0.45028,3.48
123,578104.419004,0.32723,-0.82914,-0.45327,3.38
124,578104.423794,0.31745,-0.82947,-0.45956,4.66
125,578104.427627,0.31761,-0.83374,-0.45166,3.7
126,578104.431237,0.31263,-0.83963,-0.44418,3.28
127,578104.439216,0.30916,-0.84308,-0.44004,3.55
128,578104.447995,0.31518,-0.85081,-0.42045,4.41
129,578104.452713,0.30647,-0.85416,-0.4201,4.31
130,578104.455594,0.31196,-0.85658,-0.41104,3.8
131,578104.459436,0.31501,-0.85821,-0.40527,3.82
132,578104.467452,0.31276,-0.85996,-0.40329,3.54
133,578104.470981,0.3122,-0.86097,-0.40157,3.38
134,578104.476401,0.31234,-0.86175,-0.3998,3.57
135,578104.479529,0.31288,-0.85799,-0.40738,3.75
136,578104.483129,0.30145,-0.86357,-0.40419,4.23
137,578104.491868,0.30263,-0.86237,-0.40587,4.57
138,578104.495,0.30708,-0.85885,-0.40998,4.32
139,578104.499676,0.30661,-0.85758,-0.41297,3.66
140,578104.503421,0.30622,-0.8526,-0.42344,3.99
141,578104.508225,0.31314,-0.84496,-0.43358,4.23
142,578104.515436,0.32114,-0.8394,-0.43849,3.76
143,578104.518845,0.31684,-0.83305,-0.45348,4.31
144,578104.536512,0.3203,-0.81982,-0.47466,4.26
145,578104.54381,0.3195,-0.81222,-0.48808,3.62
146,578104.54673,0.31401,-0.81579,-0.48568,3.66
147,578104.552065,0.30503,-0.8155,-0.49184,3.9
148,578104.555692,0.29707,-0.8184,-0.49191,3.18
149,578104.55932,0.3061,-0.81289,-0.4955,3.92
150,578104.567737,0.29067,-0.82602,-0.48292,2.95
151,578104.571432,0.28905,-0.82555,-0.48468,3.54
152,578104.575649,0.29192,-0.8255,-0.48304,4.09
153,578104.580281,0.28814,-0.8327,-0.47285,3.91
154,578104.583076,0.28166,-0.83655,-0.46995,3.49
155,578104.592216,0.28482,-0.83405,-0.47249,3.82
156,578104.59621,0.28205,-0.83793,-0.46725,4.48
157,578104.599825,0.28361,-0.84048,-0.46169,3.81
158,578104.604067,0.28788,-0.83883,-0.46206,3.76
159,578104.607347,0.28395,-0.83847,-0.46513,4.35
160,578104.611386,0.2881,-0.8374,-0.4645,3.71
161,578104.623823,0.28348,-0.84122,-0.46043,3.91
162,578104.627332,0.28864,-0.84042,-0.45866,6.03
163,578104.632261,0.27712,-0.84051,-0.46555,4.71
164,578104.635459,0.27469,-0.84511,-0.45862,3.72
165,578104.64367,0.27967,-0.84235,-0.46069,4.81
166,578104.646695,0.27878,-0.84905,-0.44878,4.95
167,578104.652807,0.28214,-0.85233,-0.44038,5.68
168,578104.656146,0.2772,-0.85749,-0.43345,5.22
169,578104.659546,0.27647,-0.86042,-0.42806,4.82
170,578104.667532,0.27957,-0.85576,-0.43534,4.01
171,578104.671664,0.28824,-0.85953,-0.42205,4.5
172,578104.674832,0.30076,-0.86238,-0.40724,5.18
173,578104.681055,0.30507,-0.86253,-0.4037,5.13
174,578104.684064,0.31439,-0.86068,-0.40049,5.2
175,578104.68728,0.33777,-0.85264,-0.39864,6.12
176,578104.69534,0.35257,-0.84415,-0.40386,4.55
177,578104.704655,0.38181,-0.83593,-0.39426,4.44
178,578104.708471,0.38473,-0.83154,-0.40066,3.72
179,578104.712181,0.39361,-0.82574,-0.404,4.23
180,578104.719578,0.38967,-0.82155,-0.41619,3.98
181,578104.723266,0.39329,-0.8178,-0.42014,4.84
182,578104.727557,0.37659,-0.82489,-0.42158,3.55
183,578104.731943,0.37473,-0.82425,-0.42448,4.02
184,578104.735175,0.36414,-0.82862,-0.42519,3.71
185,578104.744748,0.36591,-0.82817,-0.42455,4.7
186,578104.747329,0.35658,-0.83144,-0.4261,3.71
187,578104.751286,0.3645,-0.83083,-0.42055,4.79
188,578104.756707,0.36428,-0.82891,-0.4245,4.22
189,578104.759359,0.36235,-0.82992,-0.42418,3.91
190,578104.763048,0.36667,-0.83204,-0.41625,3.95
191,578104.771812,0.36754,-0.83054,-0.41848,4.16
192,578104.775238,0.36432,-0.83324,-0.41591,3.67
193,578104.788114,0.34116,-0.83629,-0.42922,3.39
194,578104.795593,0.33636,-0.83465,-0.43614,4.15
195,578104.799091,0.32427,-0.83934,-0.43631,3.92
196,578104.804177,0.31813,-0.83449,-0.44992,4.5
197,578104.807256,0.30096,-0.84048,-0.45058,3.34
198,578104.811111,0.29802,-0.83616,-0.46045,3.59
199,578104.819073,0.29167,-0.84174,-0.45431,3.73
200,578104.823771,0.2875,-0.84119,-0.45799,4.29
201,578104.827048,0.26986,-0.85462,-0.44362,3.45
202,578104.832475,0.27637,-0.85238,-0.44393,5.25
203,578104.835843,0.25375,-0.86115,-0.44048,3.44
204,578104.839004,0.24712,-0.86585,-0.43502,3.88
205,578104.847732,0.23083,-0.86972,-0.43624,2.95
206,578104.851149,0.21303,-0.8721,-0.44052,3.65
207,578104.856823,0.18766,-0.87665,-0.44301,3.95
208,578104.859193,0.17681,-0.87807,-0.44466,4.04
209,578104.875797,0.17795,-0.88106,-0.43826,5.12
210,578104.87912,0.18682,-0.87238,-0.45173,3.89
211,578104.884049,0.18772,-0.87471,-0.44682,2.77
212,578104.887272,0.21151,-0.86731,-0.45059,3.48
213,578104.891526,0.23286,-0.86013,-0.45381,3.58
214,578104.900122,0.24958,-0.85393,-0.45663,3.36
215,578104.902853,0.2662,-0.84657,-0.46093,3.69
216,578104.907927,0.28826,-0.83594,-0.46703,3.03
217,578104.912353,0.2973,-0.83246,-0.46758,4.15
218,578104.914876,0.32089,-0.82044,-0.47319,3.33
219,578104.924494,0.33608,-0.81499,-0.47205,3.7
220,578104.927299,0.34409,-0.81141,-0.47246,3.57
221,578104.93205,0.35734,-0.80467,-0.47414,4.5
222,578104.935223,0.36583,-0.80387,-0.469,4.12
223,578104.940413,0.36931,-0.80903,-0.45726,3.64
224,578104.947286,0.37293,-0.8115,-0.44987,4.0
225,578104.956475,0.37912,-0.81856,-0.43154,3.49
226,578104.960484,0.38058,-0.82257,-0.42253,3.15
227,578104.963606,0.37818,-0.82133,-0.42709,3.15
228,578104.96734,0.37077,-0.8265,-0.42359,3.55
229,578104.976061,0.3625,-0.83145,-0.42104,2.97
230,578104.979123,0.36339,-0.82149,-0.43943,2.73
231,578104.983856,0.35882,-0.81319,-0.45823,3.25
232,578104.987278,0.35347,-0.80228,-0.48104,2.97
233,578104.991114,0.34542,-0.78728,-0.51077,5.23
234,578105.000259,0.35601,-0.78058,-0.51376,5.96
235,578105.003558,0.36277,-0.78509,-0.50204,4.96
236,578105.007742,0.3779,-0.78015,-0.49855,5.45
237,578105.011486,0.38282,-0.78899,-0.48058,5.72
238,578105.015502,0.38269,-0.79753,-0.46637,5.0
239,578105.023923,0.38707,-0.80861,-0.44308,5.5
240,578105.027073,0.37897,-0.81878,-0.43126,4.95
241,578105.040394,0.33085,-0.84988,-0.41017,3.19
242,578105.044599,0.31681,-0.85531,-0.40998,3.22
243,578105.051662,0.29509,-0.85895,-0.41849,3.18
244,578105.054723,0.27878,-0.86062,-0.42615,2.5
245,578105.060369,0.27656,-0.84544,-0.45688,3.96
246,578105.063232,0.27046,-0.84792,-0.45594,3.83
247,578105.068228,0.26512,-0.84206,-0.46973,3.46
248,578105.07611,0.26285,-0.84709,-0.4619,3.81
249,578105.079255,0.26058,-0.83999,-0.47594,4.88
250,578105.084011,0.26478,-0.84176,-0.47046,4.27
251,578105.087644,0.27511,-0.83445,-0.47751,4.76
252,578105.092092,0.27562,-0.83312,-0.47952,4.44
253,578105.100302,0.27735,-0.83697,-0.47177,4.35
254,578105.103895,0.2773,-0.84283,-0.46124,4.36
255,578105.107164,0.28369,-0.84744,-0.44873,5.08
256,578105.112755,0.26603,-0.85591,-0.44345,4.73
257,578105.119282,0.27246,-0.85856,-0.43432,4.53
258,578105.128194,0.27805,-0.85765,-0.43259,4.75
259,578105.136361,0.27799,-0.86268,-0.42249,3.99
260,578105.139485,0.28818,-0.86058,-0.41994,4.1
261,578105.143465,0.29731,-0.85514,-0.42467,4.28
262,578105.152852,0.30148,-0.85512,-0.42175,4.37
263,578105.155018,0.30648,-0.85319,-0.42205,4.83
264,578105.159769,0.30662,-0.84931,-0.42972,5.03
265,578105.163667,0.31038,-0.85253,-0.42054,4.71
266,578105.167433,0.31025,-0.84657,-0.43251,4.6
267,578105.175426,0.31295,-0.84695,-0.42982,4.32
268,578105.179296,0.31427,-0.84674,-0.42926,3.94
269,578105.183661,0.31235,-0.8423,-0.43927,4.3
270,578105.188967,0.30719,-0.84923,-0.42947,3.55
271,578105.191742,0.32117,-0.84632,-0.42496,5.01
272,578105.195209,0.34332,-0.84785,-0.40409,4.98
273,578105.212032,0.37645,-0.85015,-0.36814,3.52
274,578105.215588,0.38838,-0.85193,-0.35126,3.34
275,578105.219327,0.38743,-0.85426,-0.34662,3.57
276,578105.227462,0.3842,-0.85238,-0.35474,3.57
277,578105.231017,0.38201,-0.85181,-0.35845,3.01
278,578105.235554,0.37913,-0.84752,-0.37146,3.65
279,578105.239381,0.37356,-0.84959,-0.37236,4.17
280,578105.243059,0.35943,-0.84262,-0.401,5.6
281,578105.25118,0.35812,-0.84546,-0.39616,5.36
282,578105.255481,0.36418,-0.83559,-0.41129,5.66
283,578105.259043,0.36585,-0.83754,-0.40582,4.83
284,578105.264593,0.36266,-0.83767,-0.40839,5.13
285,578105.268069,0.36203,-0.83654,-0.41125,4.9
286,578105.271562,0.36101,-0.83588,-0.4135,5.03
287,578105.279901,0.36106,-0.83519,-0.41483,5.16
288,578105.283013,0.36725,-0.82938,-0.42102,5.03
289,578105.296903,0.38478,-0.81174,-0.43935,6.09
290,578105.304577,0.40239,-0.8019,-0.44163,3.74
291,578105.307187,0.41035,-0.79047,-0.45473,2.97
292,578105.312784,0.40851,-0.78401,-0.46739,2.42
293,578105.315974,0.4143,-0.77412,-0.47864,3.59
294,578105.319601,0.40275,-0.78012,-0.47875,3.53
295,578105.327998,0.38849,-0.78355,-0.48489,4.26
296,578105.331184,0.3757,-0.79075,-0.48328,3.81
