frame,t,nx,ny,nz,agree_deg
0,576574.572214,0.30051,-0.87889,-0.37048,0.44
1,576574.576863,0.29338,-0.88058,-0.37216,1.26
2,576574.584428,0.30904,-0.87234,-0.37884,2.0
3,576574.588654,0.2936,-0.8805,-0.37219,1.31
4,576574.592442,0.30837,-0.87025,-0.38416,2.44
5,576574.596931,0.30616,-0.86587,-0.39566,1.4
6,576574.599702,0.30769,-0.87046,-0.38421,2.47
7,576574.608885,0.30609,-0.87008,-0.38635,3.19
8,576574.612498,0.29717,-0.88124,-0.36758,0.86
9,576574.616865,0.29159,-0.87907,-0.37712,1.17
10,576574.620835,0.29625,-0.87991,-0.37149,0.89
11,576574.624282,0.3001,-0.87645,-0.37654,1.1
12,576574.629137,0.29969,-0.87481,-0.38065,1.86
13,576574.636587,0.29721,-0.88224,-0.36513,0.85
14,576574.640973,0.29598,-0.88056,-0.37015,1.03
15,576574.645452,0.29668,-0.87106,-0.39145,0.96
16,576574.647717,0.29489,-0.88165,-0.36842,0.94
17,576574.665312,0.2905,-0.88067,-0.37422,1.67
18,576574.668227,0.29542,-0.87739,-0.37805,1.36
19,576574.672937,0.31133,-0.86677,-0.38959,1.98
20,576574.677202,0.29747,-0.87715,-0.37698,1.12
21,576574.684521,0.30996,-0.86908,-0.38551,2.19
22,576574.68921,0.29258,-0.87942,-0.37553,1.44
23,576574.692483,0.30744,-0.87064,-0.38402,1.7
24,576574.697069,0.29534,-0.87811,-0.37643,1.25
25,576574.700422,0.29334,-0.87877,-0.37645,1.46
26,576574.705159,0.30384,-0.87297,-0.38158,2.8
27,576574.712636,0.29827,-0.87582,-0.37943,1.46
28,576574.716422,0.2947,-0.8725,-0.38973,1.77
29,576574.720687,0.31537,-0.87395,-0.36981,1.39
30,576574.724496,0.29598,-0.87375,-0.38595,1.53
31,576574.728498,0.29963,-0.87627,-0.37734,0.87
32,576574.73626,0.29169,-0.8801,-0.37463,1.37
33,576574.748683,0.29847,-0.88083,-0.3675,1.05
34,576574.751718,0.29198,-0.87422,-0.38792,0.98
35,576574.761697,0.29579,-0.87794,-0.37647,2.24
36,576574.764277,0.2984,-0.87692,-0.37679,1.28
37,576574.768912,0.29848,-0.8747,-0.38184,1.89
38,576574.772783,0.2999,-0.87883,-0.3711,1.16
39,576574.776056,0.29548,-0.8764,-0.38027,1.45
