frame,t,theta_deg,area_px,cx,cy,d1,d2,ang_deg,rcx,rcy,rd1,rd2,rang
0,606043.688094,53.801,57,-129.646,26.225,75.848,128.429,117.099,146.37,209.09,102.93,173.89,117.73
1,606043.693574,53.508,62,-128.937,26.712,76.135,128.02,118.06,147.22,209.69,103.35,173.09,118.69
2,606043.69833,54.635,56,-129.366,26.652,75.58,130.583,117.889,146.83,209.72,102.61,176.38,118.44
3,606043.700484,53.773,59,-129.653,26.232,75.86,128.364,117.034,146.43,209.13,102.97,173.63,117.68
4,606043.707646,54.122,62,-129.003,26.786,75.841,129.408,117.738,147.26,209.86,102.93,175.08,118.33
5,606043.711185,53.63,65,-128.939,26.746,76.026,128.207,117.943,147.16,209.7,103.15,173.52,118.49
6,606043.716244,53.536,60,-129.422,26.387,75.908,127.725,117.044,146.67,209.31,103.0,172.95,117.68
7,606043.719785,54.507,62,-129.225,26.678,75.68,130.347,117.536,146.93,209.69,102.74,176.15,118.15
8,606043.723117,53.603,59,-128.787,26.761,75.975,128.039,118.144,147.51,209.78,103.06,173.25,118.79
9,606043.731609,53.729,66,-129.252,26.663,76.022,128.501,117.496,146.72,209.61,103.36,173.57,117.94
10,606043.735667,53.571,66,-128.809,26.742,76.166,128.263,117.798,147.36,209.69,103.4,173.31,118.34
11,606043.739468,53.557,61,-128.924,26.762,76.07,128.059,117.863,147.24,209.75,103.28,173.1,118.45
12,606043.743769,53.534,60,-128.866,26.755,76.075,127.999,117.976,147.31,209.74,103.28,173.04,118.56
13,606043.748086,53.482,58,-129.398,26.352,75.986,127.693,116.904,146.69,209.18,103.24,172.8,117.51
14,606043.756045,54.268,65,-129.187,26.628,75.947,130.046,117.579,146.99,209.63,103.04,176.06,118.18
15,606043.759302,54.313,62,-129.162,26.612,75.967,130.223,117.579,147.08,209.64,103.08,176.29,118.2
16,606043.763475,52.539,56,-128.829,26.141,77.239,126.992,117.33,147.44,208.96,104.86,172.15,118.14
17,606043.775245,54.481,62,-129.174,26.475,75.868,130.588,117.807,146.97,209.35,103.05,176.79,118.45
18,606043.782977,53.678,61,-128.721,26.657,76.102,128.479,118.117,147.6,209.66,103.27,173.97,118.7
19,606043.787155,54.388,61,-129.102,26.614,75.766,130.118,117.71,147.23,209.68,102.8,176.14,118.2
20,606043.791443,53.366,64,-129.015,26.579,76.135,127.594,118.05,147.08,209.5,103.3,172.82,118.63
21,606043.795004,53.685,66,-128.837,26.71,76.074,128.454,117.976,147.44,209.74,103.21,173.94,118.58
22,606043.798784,53.819,60,-128.86,26.767,75.93,128.62,117.996,147.4,209.86,102.93,174.27,118.51
23,606043.807422,53.517,64,-129.024,26.682,76.036,127.881,117.911,147.08,209.66,103.22,173.03,118.44
24,606043.811465,53.512,62,-128.824,26.769,76.044,127.881,118.138,147.41,209.8,103.19,173.07,118.75
25,606043.815146,53.562,59,-128.787,26.852,75.987,127.934,118.196,147.43,209.89,103.14,173.04,118.79
26,606043.819028,53.985,61,-129.405,26.705,75.937,129.144,117.513,146.62,209.69,103.09,174.54,118.11
27,606043.822951,53.945,64,-128.888,26.895,75.969,129.076,117.634,147.37,209.99,103.07,174.77,118.23
28,606043.830888,53.89,60,-129.284,26.738,75.917,128.817,117.506,146.81,209.78,103.12,173.98,117.97
29,606043.835933,53.542,63,-128.841,26.843,76.117,128.093,117.886,147.38,209.92,103.3,173.52,118.41
30,606043.839974,53.457,63,-128.967,26.869,76.156,127.904,117.852,147.18,209.89,103.38,172.93,118.42
31,606043.842878,54.468,61,-129.399,26.761,75.863,130.539,117.595,146.7,209.81,102.93,176.72,118.19
32,606043.847571,53.71,64,-129.099,26.838,76.091,128.56,117.752,147.06,209.89,103.26,173.97,118.35
33,606043.859142,53.411,64,-128.94,26.737,76.221,127.87,117.918,147.24,209.73,103.45,172.95,118.51
34,606043.863356,53.414,60,-129.321,26.475,76.149,127.76,117.415,146.83,209.47,103.35,173.06,118.12
35,606043.86748,54.209,62,-129.054,26.665,75.99,129.934,117.696,147.12,209.65,103.26,175.07,118.28
36,606043.871937,53.577,62,-128.866,26.712,76.104,128.177,118.055,147.33,209.7,103.3,173.22,118.6
37,606043.875936,53.718,58,-129.554,26.25,75.876,128.22,117.051,146.5,209.13,102.96,173.61,117.68
38,606043.883984,53.813,58,-128.579,26.754,75.861,128.486,118.259,147.78,209.8,102.92,174.02,118.84
39,606043.887843,53.588,63,-128.841,26.676,75.992,128.021,118.206,147.34,209.64,103.15,173.09,118.79
40,606043.89155,54.647,58,-129.254,26.649,75.511,130.505,117.912,146.98,209.71,102.5,176.33,118.46
41,606043.895889,54.432,63,-129.171,26.646,75.673,130.095,117.726,147.0,209.65,102.67,176.13,118.32
42,606043.899746,53.561,65,-128.899,26.704,75.959,127.882,118.006,147.24,209.66,103.14,172.76,118.61
43,606043.907171,54.338,63,-129.248,26.616,75.7,129.845,117.665,146.79,209.54,102.77,175.36,118.25
44,606043.911762,53.364,61,-129.153,26.443,75.965,127.302,117.31,146.96,209.41,103.12,172.58,117.91
45,606043.915297,54.433,65,-129.134,26.681,75.741,130.217,117.498,147.07,209.72,102.76,176.22,118.06
46,606043.918971,53.952,61,-128.855,26.817,75.871,128.93,117.735,147.4,209.89,102.94,174.6,118.29
47,606043.923107,53.092,60,-128.795,26.566,76.441,127.289,118.407,147.55,209.41,104.07,172.22,119.03
48,606043.927343,53.405,62,-129.087,26.701,76.16,127.751,117.588,146.99,209.69,103.34,173.11,118.05
49,606043.936513,53.239,63,-129.101,26.566,76.257,127.416,117.281,147.09,209.55,103.47,172.56,117.9
50,606043.947729,53.748,63,-128.759,26.783,76.182,128.831,117.691,147.51,209.82,103.34,174.57,118.28
51,606043.951514,54.18,64,-129.397,26.592,75.917,129.72,117.703,146.63,209.5,103.09,175.1,118.28
52,606043.959958,54.197,63,-129.183,26.672,76.032,129.97,117.589,146.95,209.67,103.17,175.83,118.21
53,606043.96293,53.969,64,-129.27,26.639,76.058,129.3,117.723,146.87,209.61,103.25,174.59,118.28
54,606043.966698,53.427,65,-128.961,26.723,76.244,127.961,118.048,147.19,209.69,103.48,173.01,118.62
55,606043.971556,53.525,64,-128.939,26.737,76.186,128.158,118.177,147.21,209.69,103.4,173.27,118.69
56,606043.9745,54.335,62,-129.248,26.69,75.844,130.081,117.856,146.98,209.74,102.94,176.08,118.38
57,606043.979513,53.534,63,-128.977,26.737,76.117,128.069,118.133,147.25,209.77,103.26,173.44,118.74
58,606043.987823,53.637,61,-129.617,26.392,75.987,128.163,117.23,146.46,209.38,103.17,173.46,117.92
59,606043.991185,53.797,63,-128.859,26.844,76.02,128.707,117.981,147.39,209.91,103.17,174.06,118.59
60,606043.994432,53.697,58,-128.933,26.818,75.892,128.185,118.082,147.23,209.86,103.02,173.68,118.65
61,606044.000295,52.326,56,-128.787,26.081,77.573,126.927,118.172,147.51,208.88,105.25,171.92,118.79
62,606044.002569,53.452,63,-129.36,26.501,76.015,127.65,117.217,146.81,209.48,103.16,172.85,117.86
63,606044.011845,53.591,64,-129.452,26.509,75.911,127.895,117.248,146.63,209.52,103.04,173.21,117.89
64,606044.014822,54.481,64,-129.331,26.743,75.652,130.218,117.596,146.86,209.79,102.73,176.13,118.16
65,606044.019318,53.829,63,-129.65,26.431,75.801,128.433,117.084,146.4,209.39,102.87,173.78,117.69
66,606044.023032,54.15,63,-129.089,26.785,75.837,129.489,117.581,147.14,209.87,102.95,175.12,118.11
67,606044.035727,53.755,59,-128.665,26.862,75.952,128.462,117.887,147.66,209.94,103.05,173.96,118.48
68,606044.039302,54.618,59,-129.253,26.676,75.698,130.733,117.571,146.93,209.72,102.71,176.87,118.12
69,606044.042938,53.676,63,-128.85,26.759,76.144,128.545,117.735,147.34,209.78,103.31,174.05,118.31
70,606044.046717,53.345,63,-128.769,26.704,76.193,127.627,118.064,147.39,209.62,103.45,172.63,118.77
71,606044.051104,53.673,60,-128.84,26.759,76.051,128.38,117.899,147.29,209.75,103.28,173.63,118.37
72,606044.0548,54.459,60,-129.164,26.606,75.826,130.446,117.751,147.06,209.63,102.96,176.14,118.34
73,606044.064097,53.612,63,-128.785,26.676,76.22,128.477,117.917,147.47,209.71,103.33,174.01,118.55
74,606044.066991,54.511,58,-129.273,26.58,75.725,130.437,117.865,146.78,209.51,102.83,176.15,118.46
75,606044.07165,54.305,59,-129.209,26.621,75.841,129.983,117.8,146.81,209.54,103.0,175.41,118.43
76,606044.075002,53.723,61,-128.906,26.66,76.073,128.568,118.123,147.3,209.66,103.19,174.24,118.68
77,606044.079349,53.358,59,-129.206,26.417,76.079,127.475,117.646,146.93,209.2,103.54,172.67,118.17
78,606044.088257,53.581,66,-128.842,26.677,76.139,128.247,117.961,147.27,209.61,103.34,173.3,118.45
79,606044.090871,53.737,63,-129.08,26.667,75.97,128.437,118.081,146.97,209.59,103.1,173.81,118.67
80,606044.095837,53.601,62,-129.026,26.738,75.961,128.008,118.1,147.18,209.73,103.07,173.12,118.73
81,606044.0995,53.854,60,-129.059,26.781,75.868,128.624,117.997,147.07,209.85,102.83,174.45,118.49
82,606044.102802,53.707,59,-128.89,26.83,75.911,128.248,118.166,147.36,209.9,102.99,173.68,118.76
83,606044.110717,53.538,64,-129.1,26.813,76.015,127.91,117.961,146.98,209.83,103.16,173.11,118.53
84,606044.123518,54.553,60,-129.385,26.757,75.695,130.52,117.675,146.72,209.8,102.7,176.69,118.27
85,606044.126672,54.334,62,-129.28,26.761,75.85,130.088,117.474,146.83,209.78,102.94,175.95,118.05
86,606044.131998,53.594,63,-128.828,26.824,76.063,128.159,117.983,147.42,209.88,103.18,173.65,118.57
87,606044.140001,53.838,60,-129.621,26.368,75.954,128.721,117.052,146.41,209.28,103.07,174.29,117.68
88,606044.143249,54.296,64,-129.088,26.738,75.916,130.081,117.42,147.12,209.78,103.0,176.1,118.02
89,606044.14806,53.539,61,-128.695,26.793,76.085,128.031,117.948,147.63,209.85,103.23,173.39,118.55
90,606044.15109,53.754,59,-128.628,26.836,76.002,128.545,117.912,147.72,209.91,103.12,174.08,118.51
91,606044.154531,54.01,63,-129.224,26.589,75.972,129.281,117.544,146.85,209.51,103.15,174.64,118.12
92,606044.163496,53.566,61,-128.493,26.794,76.019,128.0,118.1,147.84,209.85,103.18,173.43,118.61
93,606044.167942,54.737,56,-129.245,26.662,75.459,130.702,117.765,146.96,209.69,102.43,176.75,118.35
94,606044.171322,53.478,63,-128.926,26.669,76.057,127.8,117.861,147.27,209.64,103.23,172.87,118.46
95,606044.174738,54.591,61,-129.228,26.62,75.653,130.568,117.797,146.93,209.62,102.65,176.76,118.39
96,606044.178869,53.493,62,-129.243,26.489,76.008,127.761,117.608,146.9,209.44,103.13,173.02,118.23
97,606044.187714,54.427,62,-129.418,26.641,75.671,130.078,117.84,146.6,209.6,102.77,175.52,118.45
98,606044.191583,54.236,63,-129.497,26.645,75.74,129.591,117.73,146.47,209.57,102.84,175.01,118.28
99,606044.195127,53.997,67,-129.389,26.679,75.935,129.18,117.599,146.66,209.79,103.47,174.24,118.16
100,606044.207711,54.53,63,-129.344,26.716,75.625,130.326,117.662,146.69,209.69,102.68,176.05,118.25
101,606044.216817,53.799,63,-129.04,26.777,75.869,128.458,117.958,147.08,209.82,102.93,174.15,118.45
102,606044.219157,54.576,60,-129.348,26.675,75.577,130.39,117.762,146.77,209.69,102.55,176.52,118.35
103,606044.223264,53.791,61,-128.729,26.873,75.931,128.537,117.825,147.59,209.96,103.02,174.06,118.42
104,606044.226829,53.782,56,-128.567,26.858,75.855,128.38,118.001,147.82,209.9,102.89,173.87,118.71
105,606044.230854,53.614,64,-128.711,26.765,76.062,128.217,117.869,147.58,209.79,103.22,173.52,118.46
106,606044.240742,54.749,57,-129.117,26.671,75.537,130.878,117.617,147.07,209.68,102.57,176.8,118.24
107,606044.243156,54.417,60,-128.899,26.717,75.765,130.208,117.47,147.32,209.73,102.83,176.09,118.09
108,606044.247859,53.602,61,-128.499,26.753,76.056,128.172,117.951,147.86,209.81,103.24,173.56,118.45
109,606044.250835,54.775,57,-129.062,26.648,75.529,130.949,117.612,147.15,209.65,102.56,176.87,118.23
110,606044.255138,53.403,59,-129.063,26.457,76.075,127.603,117.106,147.15,209.4,103.23,172.8,117.73
111,606044.263639,53.501,66,-128.62,26.759,76.175,128.065,117.764,147.59,209.74,103.38,173.03,118.4
112,606044.267463,53.577,63,-128.713,26.808,76.113,128.192,117.85,147.46,209.81,103.32,173.23,118.37
113,606044.27183,54.62,59,-129.27,26.717,75.658,130.67,117.676,146.76,209.69,102.75,176.4,118.29
114,606044.274606,53.549,65,-129.069,26.733,76.158,128.183,117.728,146.97,209.71,103.41,173.44,118.19
115,606044.279025,54.363,63,-129.247,26.737,75.936,130.331,117.627,146.94,209.79,103.01,176.57,118.21
116,606044.282897,53.363,62,-129.301,26.594,76.186,127.67,117.569,146.8,209.61,103.38,173.02,118.21
117,606044.292081,53.94,61,-128.948,26.852,76.059,129.214,117.807,147.15,209.89,103.3,174.68,118.29
118,606044.295525,53.677,60,-128.95,26.85,75.994,128.296,118.039,147.22,209.93,103.15,173.6,118.56
119,606044.299738,54.026,57,-128.963,26.91,75.748,128.951,117.833,147.27,210.01,102.77,174.61,118.42
120,606044.304097,53.556,63,-129.065,26.756,75.946,127.848,118.033,146.99,209.67,103.13,172.89,118.69
121,606044.306576,54.559,61,-129.275,26.781,75.599,130.373,117.693,146.93,209.89,102.61,176.23,118.22
122,606044.316688,53.515,63,-129.272,26.353,75.977,127.777,117.342,146.84,209.25,103.07,173.12,117.97
123,606044.319301,53.867,64,-128.56,26.46,75.882,128.687,118.085,147.81,209.4,102.96,174.28,118.67
124,606044.322975,53.43,61,-129.094,26.012,76.058,127.656,117.541,147.1,208.79,103.2,172.88,118.16
125,606044.327146,53.9,63,-128.684,26.348,76.025,129.03,117.973,147.6,209.22,103.18,174.58,118.58
126,606044.330861,54.121,62,-128.967,26.442,76.063,129.783,118.032,147.28,209.35,103.26,175.3,118.7
127,606044.338725,53.261,65,-128.637,26.553,76.337,127.619,118.407,147.56,209.43,103.59,172.72,119.13
128,606044.343418,53.812,57,-128.333,26.614,76.143,128.96,118.25,148.11,209.61,103.31,174.66,118.84
129,606044.346747,54.369,61,-128.701,26.198,76.073,130.584,117.985,147.52,208.98,103.31,176.29,118.6
130,606044.351707,53.414,61,-128.26,26.241,76.319,128.044,118.45,148.14,209.06,103.6,173.2,119.04
131,606044.355404,54.545,58,-128.814,26.275,75.849,130.762,118.088,147.44,209.13,102.95,176.86,118.7
132,606044.358441,54.161,62,-128.892,26.434,76.01,129.819,117.935,147.32,209.32,103.16,175.54,118.52
133,606044.379321,53.827,57,-129.36,26.568,75.675,128.213,116.285,146.81,209.48,102.92,173.48,116.87
134,606044.383417,54.674,61,-129.223,27.271,75.382,130.366,116.948,146.93,210.51,102.33,176.17,117.53
135,606044.392173,53.884,59,-128.741,27.38,75.672,128.384,117.302,147.52,210.64,102.66,173.98,117.84
136,606044.394775,54.739,61,-129.378,27.129,75.329,130.485,116.923,146.73,210.31,102.22,176.62,117.51
137,606044.399421,53.923,63,-128.891,27.115,75.726,128.593,117.208,147.29,210.26,102.79,174.07,117.72
138,606044.402697,53.693,63,-128.906,27.023,75.884,128.157,117.479,147.35,210.16,102.95,173.54,118.08
139,606044.407046,54.609,61,-129.51,27.014,75.549,130.448,117.176,146.55,210.15,102.56,176.26,117.72
140,606044.415627,53.457,64,-129.117,27.113,76.082,127.776,117.53,146.97,210.21,103.27,172.73,118.07
141,606044.418867,53.76,61,-128.845,27.122,76.099,128.726,117.613,147.33,210.22,103.31,174.09,118.25
142,606044.42317,53.545,57,-128.845,26.966,76.114,128.096,118.236,147.38,210.07,103.28,173.35,118.85
143,606044.427256,54.133,61,-129.214,26.752,76.097,129.879,117.831,146.94,209.82,103.3,175.35,118.41
144,606044.430918,53.559,62,-128.861,26.651,76.339,128.516,118.474,147.4,209.66,103.56,174.05,119.08
