frame,t,theta_deg,area_px,cx,cy,d1,d2,ang_deg,rcx,rcy,rd1,rd2,rang
0,606675.028801,50.999,64,122.925,19.704,72.669,115.469,65.491,430.58,216.34,95.37,150.63,64.96
1,606675.036508,51.071,64,122.723,19.817,72.597,115.535,65.714,430.33,216.48,95.24,150.91,65.17
2,606675.045102,50.78,69,122.88,19.646,72.826,115.176,65.342,430.57,216.24,95.57,150.31,64.74
3,606675.048707,50.866,68,122.86,19.656,72.79,115.332,65.372,430.52,216.29,95.45,150.59,64.89
4,606675.05236,51.344,65,122.964,19.538,72.68,116.353,65.289,430.71,216.08,95.35,152.01,64.71
5,606675.056705,51.367,64,122.948,19.538,72.715,116.469,65.278,430.6,216.1,95.39,152.12,64.65
6,606675.060921,51.449,66,122.997,19.542,72.703,116.659,65.381,430.68,216.11,95.38,152.39,64.79
7,606675.068704,51.04,67,123.082,19.502,72.789,115.764,65.571,430.84,216.01,95.53,151.37,64.94
8,606675.072559,51.159,69,122.915,19.618,72.748,115.996,65.478,430.64,216.18,95.44,151.57,64.9
9,606675.076745,51.287,65,122.883,19.589,72.715,116.265,65.501,430.6,216.15,95.43,151.68,64.96
10,606675.080585,51.269,64,122.816,19.665,72.649,116.116,65.688,430.57,216.22,95.36,151.48,65.1
11,606675.084769,51.156,69,122.899,19.599,72.694,115.901,65.53,430.6,216.15,95.38,151.29,64.94
12,606675.092932,50.909,67,123.035,19.235,73.184,116.062,64.765,430.77,215.69,95.98,151.77,64.19
13,606675.096561,50.811,64,122.602,19.678,72.812,115.231,65.457,430.15,216.3,95.56,150.2,64.86
14,606675.100974,51.197,69,123.062,19.405,72.794,116.166,65.168,430.86,215.88,95.52,151.65,64.64
15,606675.10534,51.088,67,123.004,19.563,72.718,115.77,65.542,430.7,216.04,95.63,151.08,65.01
16,606675.108842,50.35,68,122.527,19.641,73.075,114.52,65.18,430.08,216.24,95.87,149.64,64.59
17,606675.120984,51.007,70,122.896,19.663,72.725,115.579,65.483,430.63,216.23,95.37,151.25,64.87
18,606675.12575,50.74,66,122.756,19.714,72.711,114.898,65.175,430.24,216.33,95.56,149.75,64.64
19,606675.129233,51.015,70,122.992,19.657,72.658,115.492,65.389,430.7,216.25,95.35,150.78,64.82
20,606675.13603,51.539,68,123.117,19.651,72.494,116.553,65.555,430.88,216.24,95.08,152.38,64.99
21,606675.144336,51.42,67,123.248,19.535,72.542,116.326,65.297,431.1,216.06,95.19,151.87,64.73
22,606675.148559,50.798,70,122.832,19.684,72.655,114.95,65.264,430.43,216.26,95.41,150.17,64.67
23,606675.152497,50.718,71,122.936,19.653,72.811,115.001,65.414,430.61,216.24,95.56,150.03,64.85
24,606675.15616,51.248,64,123.164,19.488,72.68,116.111,65.195,430.92,216.02,95.36,151.58,64.57
25,606675.160291,50.673,70,122.924,19.637,72.832,114.923,65.351,430.61,216.2,95.57,149.97,64.76
26,606675.168728,51.141,68,123.175,19.503,72.735,115.93,65.379,430.98,216.03,95.42,151.48,64.79
27,606675.172614,50.852,69,123.17,19.457,72.916,115.497,65.24,430.99,215.9,95.76,150.77,64.71
28,606675.177713,51.459,64,123.138,19.553,72.682,116.652,65.576,430.91,216.11,95.33,152.5,65.01
29,606675.180807,50.857,65,123.355,19.371,72.926,115.525,65.585,431.19,215.87,95.64,151.05,65.0
30,606675.184563,50.607,73,122.963,19.503,73.036,115.084,65.112,430.62,216.05,95.78,150.35,64.44
31,606675.189773,50.58,71,122.912,19.624,72.929,114.85,65.265,430.61,216.2,95.65,150.17,64.68
32,606675.196413,50.536,65,122.747,19.631,72.89,114.68,65.034,430.38,216.19,95.67,149.93,64.48
33,606675.208662,50.774,68,122.971,19.602,72.782,115.094,65.224,430.67,216.18,95.5,150.27,64.65
34,606675.212812,50.985,69,123.091,19.543,72.7,115.484,65.248,430.88,216.07,95.37,150.85,64.71
35,606675.220603,50.697,66,123.097,19.482,72.784,114.905,65.683,430.82,216.0,95.55,150.02,65.27
36,606675.224066,51.355,64,123.074,19.54,72.556,116.185,65.24,430.85,216.08,95.18,151.8,64.65
37,606675.228632,50.999,72,123.08,19.532,72.753,115.602,65.328,430.83,216.08,95.42,151.15,64.75
38,606675.232605,50.995,70,122.937,19.537,72.744,115.58,65.298,430.67,216.06,95.5,151.09,64.84
39,606675.236725,50.961,72,122.927,19.599,72.713,115.445,65.491,430.67,216.13,95.43,151.01,64.88
40,606675.240798,50.902,69,122.909,19.632,72.727,115.319,65.575,430.57,216.22,95.4,150.68,64.97
41,606675.248833,50.487,68,122.594,19.651,72.993,114.724,65.307,430.13,216.25,95.73,149.87,64.68
42,606675.253493,50.969,71,122.927,19.557,72.901,115.764,65.26,430.61,216.09,95.69,151.33,64.71
43,606675.256228,51.041,69,122.714,19.657,72.823,115.819,65.408,430.33,216.26,95.53,151.35,64.86
44,606675.260123,50.542,65,122.732,19.625,72.947,114.784,65.451,430.31,216.26,95.69,149.87,64.96
45,606675.264477,50.422,66,122.784,19.536,73.063,114.676,65.599,430.42,216.07,95.91,149.9,65.05
46,606675.27223,50.685,70,122.84,19.562,72.989,115.199,65.487,430.59,216.07,95.71,150.63,65.06
47,606675.276261,50.984,70,122.751,19.646,72.868,115.747,65.341,430.45,216.2,95.62,151.15,64.78
48,606675.280823,51.495,63,122.896,19.624,72.631,116.661,65.492,430.61,216.16,95.34,152.52,64.87
49,606675.288262,51.543,63,122.989,19.614,72.589,116.716,65.454,430.78,216.12,95.23,152.8,64.79
50,606675.296474,50.895,72,122.966,19.592,72.802,115.423,65.596,430.58,216.23,95.51,150.62,65.13
51,606675.300716,51.018,74,122.938,19.609,72.73,115.614,65.531,430.67,216.14,95.42,150.9,65.0
52,606675.304865,51.693,63,122.991,19.604,72.473,116.914,65.577,430.72,216.18,95.05,152.86,65.02
53,606675.308664,51.289,70,123.042,19.591,72.626,116.129,65.466,430.74,216.17,95.33,151.51,64.9
54,606675.316501,51.248,68,123.243,19.516,72.738,116.204,65.448,431.09,216.02,95.43,151.73,64.95
55,606675.324735,51.421,65,123.135,19.519,72.776,116.705,65.346,430.9,216.06,95.45,152.59,64.78
56,606675.329128,51.37,67,123.233,19.488,72.813,116.633,65.237,431.06,216.01,95.52,152.37,64.66
57,606675.332283,50.754,73,123.021,19.552,73.061,115.485,65.126,430.61,216.07,95.91,150.85,64.44
58,606675.336451,51.116,66,123.231,19.44,72.991,116.274,65.08,431.05,215.95,95.74,151.93,64.49
59,606675.340519,50.332,70,122.917,19.509,73.266,114.777,65.382,430.58,216.04,96.15,149.94,64.97
60,606675.348615,51.233,69,123.15,19.422,72.956,116.515,64.998,430.89,215.98,95.71,152.04,64.49
61,606675.352039,50.729,73,122.984,19.507,73.069,115.435,64.99,430.69,216.07,95.81,150.9,64.45
62,606675.356766,51.173,68,123.22,19.431,72.846,116.186,65.177,431.04,215.94,95.56,151.81,64.59
63,606675.360178,51.045,71,123.142,19.435,72.878,115.915,65.169,430.88,215.96,95.57,151.5,64.55
64,606675.364701,51.417,65,123.246,19.429,72.607,116.424,65.267,431.0,215.96,95.24,152.09,64.66
65,606675.376894,51.443,66,123.314,19.353,72.626,116.52,65.275,431.16,215.83,95.27,152.25,64.72
66,606675.380822,50.794,70,122.847,19.542,72.773,115.127,65.416,430.5,216.08,95.56,150.3,64.86
67,606675.384352,50.361,69,122.966,19.418,73.032,114.48,65.912,430.63,215.92,95.85,149.62,65.32
68,606675.39257,51.194,69,123.164,19.398,72.799,116.165,65.299,430.96,215.91,95.54,151.56,64.76
69,606675.400769,50.497,71,122.788,19.603,72.973,114.715,65.291,430.45,216.14,95.79,149.92,64.77
70,606675.404479,51.297,68,123.177,19.452,72.771,116.38,65.144,430.98,215.93,95.56,151.99,64.54
71,606675.408305,50.485,68,123.083,19.485,73.057,114.82,65.6,430.84,215.94,95.94,150.06,65.04
72,606675.412401,51.174,65,123.099,19.573,72.789,116.1,65.052,430.86,216.14,95.46,151.81,64.48
73,606675.416582,50.433,69,123.017,19.554,73.136,114.815,65.326,430.69,216.11,96.01,149.97,64.78
74,606675.425507,50.727,69,122.989,19.638,72.967,115.268,65.313,430.69,216.23,95.74,150.49,64.76
75,606675.428284,51.221,68,123.305,19.421,72.883,116.369,65.041,431.14,215.89,95.7,152.0,64.43
76,606675.433565,50.649,70,123.006,19.611,73.006,115.14,65.292,430.79,216.13,95.78,150.28,64.83
77,606675.436621,50.881,70,123.06,19.617,72.85,115.463,65.456,430.77,216.22,95.56,150.86,64.91
78,606675.440342,50.739,70,122.989,19.621,72.882,115.163,65.451,430.67,216.24,95.66,150.28,65.01
79,606675.448699,50.558,66,123.075,19.543,72.851,114.673,66.037,430.77,216.04,95.76,149.74,65.45
80,606675.452882,50.618,69,122.903,19.596,72.89,114.88,65.483,430.48,216.21,95.67,149.71,64.91
81,606675.464433,50.798,69,122.975,19.621,72.813,115.198,65.557,430.62,216.23,95.55,150.37,64.98
82,606675.468619,51.286,68,123.136,19.557,72.675,116.2,65.4,430.93,216.08,95.34,152.0,64.77
83,606675.47656,50.429,65,123.065,19.479,72.963,114.535,66.21,430.78,215.95,95.89,149.67,65.64
84,606675.480396,50.79,69,122.81,19.705,72.782,115.132,65.388,430.43,216.29,95.55,150.55,64.85
85,606675.484801,50.767,74,122.921,19.68,72.791,115.088,65.493,430.61,216.22,95.62,150.45,64.88
86,606675.48882,51.152,69,123.073,19.618,72.657,115.833,65.558,430.81,216.2,95.35,151.22,64.96
87,606675.493627,50.595,67,123.026,19.573,72.815,114.706,65.988,430.71,216.1,95.66,149.9,65.51
88,606675.500929,50.98,67,123.066,19.565,72.754,115.558,65.717,430.8,216.13,95.47,150.86,65.14
89,606675.504235,50.928,71,122.873,19.669,72.757,115.434,65.59,430.53,216.26,95.48,150.53,64.92
90,606675.509423,50.903,66,122.646,19.755,72.716,115.306,65.583,430.23,216.39,95.4,150.64,65.02
91,606675.512102,51.15,68,122.907,19.642,72.68,115.864,65.581,430.66,216.2,95.37,151.26,65.01
92,606675.516768,50.76,70,122.712,19.676,72.824,115.124,65.546,430.35,216.27,95.52,150.53,64.97
93,606675.524654,50.85,71,122.729,19.677,72.793,115.298,65.666,430.43,216.26,95.48,150.63,65.03
94,606675.528578,50.676,74,122.782,19.634,72.881,115.008,65.801,430.49,216.18,95.57,150.42,65.26
95,606675.533017,50.77,74,122.71,19.634,72.886,115.247,65.518,430.34,216.25,95.58,150.52,65.0
96,606675.53753,50.797,68,122.539,19.732,72.817,115.204,65.583,430.1,216.36,95.53,150.51,65.02
