frame,t,nx,ny,nz,agree_deg
0,606675.029325,0.45806,-0.75073,-0.47601,0.87
1,606675.036937,0.45761,-0.74817,-0.48045,1.21
2,606675.041687,0.45842,-0.74885,-0.47862,1.18
3,606675.045945,0.46066,-0.7463,-0.48045,0.79
4,606675.049405,0.45545,-0.75101,-0.47807,0.46
5,606675.052193,0.45525,-0.75024,-0.47947,0.43
6,606675.061635,0.45559,-0.7496,-0.48014,0.46
7,606675.06486,0.45662,-0.74878,-0.48044,1.13
8,606675.06955,0.45902,-0.7456,-0.48309,1.0
9,606675.073184,0.4551,-0.74928,-0.48111,0.92
10,606675.077425,0.45816,-0.74763,-0.48077,1.05
11,606675.085189,0.45926,-0.7483,-0.47867,0.58
12,606675.087954,0.45971,-0.7442,-0.4846,0.56
13,606675.094191,0.45941,-0.74833,-0.47849,1.05
14,606675.096935,0.45633,-0.74848,-0.48119,0.58
15,606675.10064,0.45794,-0.74968,-0.47777,0.75
16,606675.105896,0.46344,-0.74432,-0.48084,1.31
17,606675.121668,0.45752,-0.7489,-0.47939,0.95
18,606675.125065,0.4595,-0.74406,-0.48501,1.15
19,606675.128801,0.45778,-0.74579,-0.48398,1.12
20,606675.13636,0.45154,-0.75028,-0.4829,1.14
21,606675.140394,0.45418,-0.75103,-0.47925,0.45
22,606675.144699,0.45912,-0.74862,-0.4783,1.05
23,606675.14916,0.46111,-0.74343,-0.48445,1.28
24,606675.152155,0.45588,-0.74634,-0.48492,0.82
25,606675.161046,0.46156,-0.74591,-0.48019,0.99
26,606675.164885,0.45765,-0.74997,-0.47759,0.59
27,606675.169522,0.4596,-0.74779,-0.47915,0.86
28,606675.172296,0.4536,-0.7486,-0.48357,1.22
29,606675.176992,0.46194,-0.74487,-0.48144,1.02
30,606675.18152,0.46217,-0.74205,-0.48556,1.05
31,606675.189269,0.46268,-0.74115,-0.48644,1.3
32,606675.192671,0.46168,-0.74164,-0.48664,1.2
33,606675.20456,0.45875,-0.74462,-0.48486,1.21
34,606675.213508,0.45808,-0.74933,-0.47819,0.82
35,606675.215886,0.4613,-0.74613,-0.4801,1.28
36,606675.221239,0.45604,-0.74799,-0.48222,0.52
37,606675.224913,0.45927,-0.7454,-0.48316,0.87
38,606675.229227,0.45846,-0.74682,-0.48173,0.81
39,606675.237436,0.45924,-0.74591,-0.48241,1.08
40,606675.241962,0.45647,-0.74979,-0.47901,1.32
41,606675.244334,0.46207,-0.74751,-0.47719,1.33
42,606675.249509,0.45857,-0.74789,-0.47997,0.76
