# skew_n, 4961
# skew_median_ms, 0.9948340011760592
# skew_p95_ms, 8.50900000659749
# skew_max_ms, 115.99279200891033
# skew_dropped, 0
index,t_capture,skew_s,t_a,t_b
63,306624.118659,0.001014,306624.118152,306624.119166
64,306624.134943,0.001032,306624.134427,306624.135459
65,306624.159016,0.000907,306624.159470,306624.158563
66,306624.176710,0.000911,306624.177165,306624.176254
67,306624.195398,0.007872,306624.199334,306624.191462
68,306624.215466,0.000914,306624.215923,306624.215009
69,306624.240016,0.000916,306624.240474,306624.239558
70,306624.254810,0.001034,306624.255327,306624.254293
71,306624.280136,0.000817,306624.280544,306624.279727
72,306624.296001,0.000986,306624.296494,306624.295508
73,306624.318922,0.001024,306624.319433,306624.318410
74,306624.335172,0.000915,306624.335630,306624.334715
75,306624.355860,0.007807,306624.359763,306624.351956
76,306624.376145,0.000952,306624.375669,306624.376621
77,306624.399282,0.000958,306624.398803,306624.399761
78,306624.415657,0.000959,306624.416137,306624.415178
79,306624.432469,0.015093,306624.440016,306624.424923
80,306624.455802,0.000919,306624.455342,306624.456261
81,306624.471216,0.000880,306624.471656,306624.470776
82,306624.491697,0.008280,306624.487556,306624.495837
83,306624.510933,0.000838,306624.510514,306624.511352
84,306624.536114,0.001047,306624.535591,306624.536638
85,306624.552525,0.001194,306624.551928,306624.553122
86,306624.575225,0.000903,306624.575677,306624.574774
87,306624.592327,0.000922,306624.592788,306624.591867
88,306624.615447,0.000940,306624.614977,306624.615917
89,306624.632302,0.001004,306624.632804,306624.631800
90,306624.652022,0.008564,306624.656304,306624.647740
91,306624.675540,0.005778,306624.672651,306624.678428
92,306624.695632,0.000895,306624.695184,306624.696079
93,306624.711309,0.000876,306624.711747,306624.710871
94,306624.735402,0.000945,306624.735875,306624.734930
95,306624.752453,0.000896,306624.752005,306624.752901
96,306624.775442,0.000971,306624.774956,306624.775927
97,306624.790696,0.001027,306624.791210,306624.790183
98,306624.815504,0.000898,306624.815954,306624.815055
99,306624.831674,0.000859,306624.832103,306624.831244
100,306624.854874,0.000967,306624.854391,306624.855358
101,306624.871441,0.001018,306624.871950,306624.870932
102,306624.896122,0.000949,306624.895648,306624.896597
103,306624.910907,0.000980,306624.911397,306624.910417
104,306624.935680,0.000924,306624.936142,306624.935218
105,306624.951547,0.000946,306624.952020,306624.951074
106,306624.974369,0.000910,306624.973914,306624.974824
107,306624.990724,0.001000,306624.990224,306624.991225
108,306625.015976,0.001045,306625.016498,306625.015453
109,306625.035768,0.001924,306625.034806,306625.036730
110,306625.053777,0.001012,306625.053271,306625.054284
111,306625.070281,0.001314,306625.069624,306625.070938
112,306625.095445,0.000967,306625.095929,306625.094961
113,306625.107466,0.008216,306625.111574,306625.103359
114,306625.135647,0.000916,306625.136105,306625.135188
115,306625.152569,0.000916,306625.153027,306625.152111
116,306625.172143,0.008141,306625.168072,306625.176213
117,306625.191178,0.000974,306625.191664,306625.190691
118,306625.215736,0.000910,306625.215281,306625.216191
119,306625.231280,0.000945,306625.230807,306625.231753
120,306625.254718,0.001063,306625.255250,306625.254187
121,306625.271980,0.000974,306625.272466,306625.271493
122,306625.295474,0.000944,306625.295946,306625.295001
123,306625.311398,0.001001,306625.311898,306625.310897
124,306625.331981,0.007558,306625.335760,306625.328203
125,306625.351844,0.000991,306625.351348,306625.352340
126,306625.370600,0.008435,306625.374818,306625.366383
127,306625.391658,0.000900,306625.391208,306625.392108
128,306625.406933,0.015501,306625.399182,306625.414684
129,306625.431745,0.000858,306625.431316,306625.432173
130,306625.450465,0.007437,306625.454183,306625.446746
131,306625.470882,0.001000,306625.470382,306625.471382
132,306625.490731,0.006898,306625.494179,306625.487282
133,306625.510891,0.000977,306625.510402,306625.511379
134,306625.527498,0.000911,306625.527953,306625.527042
135,306625.550943,0.000951,306625.550467,306625.551419
136,306625.563609,0.007547,306625.567383,306625.559836
137,306625.590769,0.000900,306625.591219,306625.590319
138,306625.607607,0.001023,306625.608118,306625.607096
139,306625.631044,0.000906,306625.630591,306625.631498
140,306625.647084,0.001186,306625.646491,306625.647677
141,306625.666991,0.008155,306625.671068,306625.662913
142,306625.687323,0.000871,306625.686887,306625.687758
143,306625.703230,0.001027,306625.703743,306625.702716
144,306625.727737,0.000983,306625.728229,306625.727245
145,306625.742765,0.000938,306625.743234,306625.742296
146,306625.767553,0.001036,306625.767036,306625.768071
147,306625.782916,0.000988,306625.783410,306625.782422
148,306625.807626,0.000921,306625.807165,306625.808086
149,306625.823857,0.000835,306625.823439,306625.824274
150,306625.847452,0.000882,306625.847011,306625.847893
151,306625.859033,0.009366,306625.854350,306625.863716
152,306625.886850,0.000947,306625.886377,306625.887324
153,306625.902821,0.000906,306625.902368,306625.903274
154,306625.922735,0.008722,306625.918374,306625.927096
155,306625.944160,0.001028,306625.943646,306625.944674
156,306625.960116,0.001035,306625.960633,306625.959598
157,306625.985756,0.000950,306625.985281,306625.986231
158,306625.998720,0.001076,306625.998182,306625.999258
159,306626.022128,0.001446,306626.022851,306626.021405
160,306626.042196,0.008142,306626.038125,306626.046267
161,306626.062792,0.000937,306626.062323,306626.063260
162,306626.078708,0.001012,306626.079214,306626.078202
163,306626.102847,0.000837,306626.102428,306626.103266
164,306626.118749,0.000927,306626.118285,306626.119213
165,306626.143932,0.000972,306626.144418,306626.143446
166,306626.160364,0.000944,306626.160836,306626.159892
167,306626.183547,0.001075,306626.183010,306626.184084
168,306626.198795,0.000855,306626.199223,306626.198368
169,306626.223172,0.000913,306626.223629,306626.222716
170,306626.238856,0.000928,306626.239320,306626.238392
171,306626.264305,0.000927,306626.263841,306626.264768
172,306626.278916,0.000931,306626.278451,306626.279382
173,306626.303260,0.000987,306626.303753,306626.302766
174,306626.315473,0.007554,306626.311696,306626.319250
175,306626.342815,0.000993,306626.343311,306626.342318
176,306626.358918,0.001156,306626.358341,306626.359496
177,306626.378822,0.008187,306626.382915,306626.374728
178,306626.399497,0.000963,306626.399015,306626.399979
179,306626.419026,0.007132,306626.422592,306626.415460
180,306626.441347,0.000965,306626.441829,306626.440864
181,306626.455699,0.000980,306626.456189,306626.455210
182,306626.478706,0.000980,306626.478216,306626.479196
183,306626.494670,0.001015,306626.494163,306626.495178
184,306626.518937,0.001018,306626.519446,306626.518428
185,306626.535100,0.001051,306626.535625,306626.534574
186,306626.559276,0.000909,306626.559731,306626.558822
187,306626.574771,0.000989,306626.574277,306626.575266
188,306626.598877,0.000939,306626.599346,306626.598407
189,306626.614782,0.001042,306626.615303,306626.614261
190,306626.638921,0.000809,306626.638516,306626.639326
191,306626.654968,0.000705,306626.654615,306626.655320
192,306626.678769,0.001008,306626.679273,306626.678265
193,306626.694651,0.001003,306626.694150,306626.695153
194,306626.719626,0.000939,306626.720095,306626.719157
195,306626.735427,0.000864,306626.734995,306626.735859
196,306626.756016,0.007497,306626.752267,306626.759765
197,306626.772113,0.007386,306626.768420,306626.775806
198,306626.795811,0.007423,306626.799522,306626.792099
199,306626.815449,0.000963,306626.815930,306626.814967
200,306626.834565,0.008403,306626.830364,306626.838767
201,306626.855314,0.000856,306626.855742,306626.854886
202,306626.870797,0.000987,306626.870304,306626.871290
203,306626.895124,0.001030,306626.895639,306626.894609
204,306626.910811,0.001026,306626.911324,306626.910298
205,306626.932556,0.008908,306626.937010,306626.928102
206,306626.953703,0.006942,306626.957174,306626.950232
207,306626.975356,0.001038,306626.974837,306626.975874
208,306626.990920,0.000971,306626.990435,306626.991406
209,306627.011755,0.008327,306627.015919,306627.007592
210,306627.031445,0.000921,306627.031905,306627.030985
211,306627.054703,0.000973,306627.055190,306627.054217
212,306627.070891,0.000955,306627.070414,306627.071369
213,306627.094626,0.000993,306627.095123,306627.094129
214,306627.110840,0.001052,306627.111366,306627.110314
215,306627.131130,0.008202,306627.135231,306627.127029
216,306627.151352,0.000868,306627.151786,306627.150918
217,306627.168501,0.002737,306627.167132,306627.169869
218,306627.191205,0.000960,306627.190725,306627.191685
219,306627.210597,0.008438,306627.206378,306627.214816
220,306627.231173,0.001094,306627.231720,306627.230626
221,306627.246888,0.000942,306627.247359,306627.246417
222,306627.270903,0.000787,306627.271297,306627.270509
223,306627.291094,0.007171,306627.294679,306627.287508
224,306627.311097,0.000942,306627.310626,306627.311568
225,306627.327207,0.000987,306627.326714,306627.327701
226,306627.350685,0.000947,306627.350211,306627.351158
227,306627.366844,0.001035,306627.367361,306627.366327
228,306627.390700,0.001041,306627.390179,306627.391220
229,306627.406416,0.000974,306627.406903,306627.405929
230,306627.430915,0.001076,306627.430377,306627.431453
231,306627.450680,0.006136,306627.453749,306627.447612
232,306627.470816,0.001097,306627.471364,306627.470267
233,306627.486791,0.000998,306627.486292,306627.487290
234,306627.510823,0.001044,306627.510301,306627.511345
235,306627.527329,0.000878,306627.526890,306627.527768
236,306627.550466,0.000933,306627.550933,306627.550000
237,306627.566825,0.001053,306627.566299,306627.567351
238,306627.590702,0.001029,306627.590188,306627.591217
239,306627.607139,0.000970,306627.606654,306627.607624
240,306627.626953,0.008715,306627.631311,306627.622596
241,306627.646569,0.000809,306627.646164,306627.646973
242,306627.670877,0.000899,306627.670427,306627.671326
243,306627.686400,0.000986,306627.686893,306627.685907
244,306627.710902,0.000967,306627.710418,306627.711385
245,306627.727290,0.000915,306627.727748,306627.726832
246,306627.750666,0.000994,306627.751163,306627.750169
247,306627.767110,0.000854,306627.767537,306627.766683
248,306627.790518,0.000894,306627.790965,306627.790070
249,306627.807838,0.000938,306627.808307,306627.807369
250,306627.826324,0.008204,306627.830426,306627.822222
251,306627.847039,0.001020,306627.846529,306627.847549
252,306627.866134,0.007940,306627.870104,306627.862164
253,306627.886408,0.000840,306627.885988,306627.886828
254,306627.906593,0.006721,306627.909954,306627.903233
255,306627.927054,0.000950,306627.926579,306627.927529
256,306627.947258,0.006692,306627.950604,306627.943912
257,306627.967420,0.001282,306627.968061,306627.966778
258,306627.986696,0.008220,306627.982586,306627.990806
259,306628.007652,0.000972,306628.008138,306628.007166
260,306628.026697,0.008286,306628.030840,306628.022554
261,306628.048164,0.001288,306628.047521,306628.048808
262,306628.066993,0.006720,306628.063633,306628.070354
263,306628.083023,0.009148,306628.087597,306628.078449
264,306628.110691,0.000969,306628.110207,306628.111176
265,306628.127329,0.000888,306628.127772,306628.126885
266,306628.143242,0.001112,306628.142686,306628.143798
267,306628.167347,0.001019,306628.167856,306628.166837
268,306628.183300,0.000958,306628.182821,306628.183779
269,306628.207680,0.000901,306628.208130,306628.207229
270,306628.222421,0.000951,306628.222896,306628.221945
271,306628.247483,0.000892,306628.247929,306628.247037
272,306628.262910,0.001029,306628.262395,306628.263424
273,306628.286658,0.000966,306628.287141,306628.286175
274,306628.303956,0.001011,306628.303451,306628.304462
275,306628.326928,0.000880,306628.326488,306628.327368
276,306628.342796,0.001123,306628.342235,306628.343358
277,306628.366915,0.001034,306628.367432,306628.366398
278,306628.379668,0.007461,306628.375938,306628.383398
279,306628.407230,0.000858,306628.406801,306628.407659
280,306628.423076,0.001107,306628.423629,306628.422523
281,306628.444315,0.009097,306628.448863,306628.439766
282,306628.461629,0.001057,306628.461101,306628.462157
283,306628.485691,0.000930,306628.485226,306628.486155
284,306628.503299,0.000904,306628.502847,306628.503751
285,306628.528247,0.000942,306628.528718,306628.527776
286,306628.539427,0.008894,306628.543874,306628.534980
287,306628.566724,0.000946,306628.566251,306628.567197
288,306628.582419,0.001023,306628.582930,306628.581907
289,306628.602748,0.009623,306628.597937,306628.607560
290,306628.622694,0.000955,306628.622216,306628.623171
291,306628.646858,0.000910,306628.647313,306628.646403
292,306628.662804,0.001101,306628.663354,306628.662253
293,306628.686615,0.001000,306628.686115,306628.687115
294,306628.703243,0.001057,306628.702714,306628.703771
295,306628.728522,0.000938,306628.728053,306628.728990
296,306628.743992,0.000985,306628.744485,306628.743500
297,306628.767224,0.000889,306628.766780,306628.767669
298,306628.783149,0.000954,306628.782672,306628.783626
299,306628.807213,0.000904,306628.806761,306628.807665
300,306628.822516,0.001007,306628.822013,306628.823020
301,306628.846810,0.000996,306628.846312,306628.847308
302,306628.864127,0.000954,306628.863650,306628.864604
303,306628.886710,0.001032,306628.886194,306628.887226
304,306628.906815,0.007473,306628.910551,306628.903078
305,306628.926546,0.000819,306628.926137,306628.926956
306,306628.949674,0.000961,306628.950154,306628.949193
307,306628.966762,0.001002,306628.966261,306628.967263
308,306628.983152,0.000957,306628.982674,306628.983630
309,306629.008229,0.000898,306629.008678,306629.007780
310,306629.026695,0.006932,306629.023229,306629.030161
311,306629.047503,0.001014,306629.046997,306629.048010
312,306629.063141,0.014198,306629.056042,306629.070240
313,306629.086468,0.001020,306629.085958,306629.086978
314,306629.102650,0.000953,306629.103127,306629.102174
315,306629.126769,0.000943,306629.126297,306629.127241
316,306629.143029,0.001200,306629.142429,306629.143629
317,306629.163934,0.008025,306629.159921,306629.167946
318,306629.182580,0.000870,306629.182144,306629.183015
319,306629.207112,0.000847,306629.206688,306629.207535
320,306629.222560,0.000996,306629.223058,306629.222062
321,306629.246850,0.000939,306629.247319,306629.246380
322,306629.262851,0.000908,306629.263305,306629.262397
323,306629.279439,0.000950,306629.279914,306629.278964
324,306629.302899,0.001050,306629.302374,306629.303424
325,306629.327242,0.000914,306629.326785,306629.327700
326,306629.343156,0.000928,306629.343620,306629.342691
327,306629.366795,0.000972,306629.367282,306629.366309
328,306629.382750,0.001018,306629.383259,306629.382241
329,306629.402979,0.007572,306629.406765,306629.399193
330,306629.422808,0.000974,306629.423294,306629.422321
331,306629.446914,0.000969,306629.447399,306629.446430
332,306629.462845,0.001008,306629.462341,306629.463349
333,306629.486518,0.000961,306629.486999,306629.486038
334,306629.502471,0.000877,306629.502910,306629.502032
335,306629.520199,0.014054,306629.513172,306629.527225
336,306629.543148,0.000979,306629.542659,306629.543638
337,306629.566796,0.001032,306629.566280,306629.567312
338,306629.582996,0.000951,306629.582520,306629.583472
339,306629.602650,0.008939,306629.598180,306629.607120
340,306629.624141,0.000978,306629.624630,306629.623652
341,306629.646887,0.001053,306629.647413,306629.646360
342,306629.662669,0.000960,306629.662189,306629.663149
343,306629.682820,0.009421,306629.687531,306629.678110
344,306629.702462,0.000983,306629.702954,306629.701970
345,306629.722591,0.008496,306629.726839,306629.718343
346,306629.742907,0.001102,306629.743458,306629.742356
347,306629.762555,0.008382,306629.766747,306629.758364
348,306629.782580,0.000876,306629.782142,306629.783018
349,306629.798525,0.000907,306629.798072,306629.798979
350,306629.823960,0.000887,306629.823516,306629.824404
351,306629.839165,0.001055,306629.838637,306629.839692
352,306629.862502,0.000990,306629.862997,306629.862007
353,306629.878618,0.000956,306629.879096,306629.878140
354,306629.902703,0.001079,306629.903243,306629.902163
355,306629.918596,0.001029,306629.919111,306629.918082
356,306629.944353,0.000938,306629.943883,306629.944822
357,306629.959090,0.001056,306629.958562,306629.959618
358,306629.978458,0.007422,306629.974747,306629.982169
359,306630.005939,0.000747,306630.006313,306630.005566
360,306630.023298,0.000922,306630.022837,306630.023759
361,306630.042682,0.007345,306630.046354,306630.039009
362,306630.062887,0.001082,306630.062346,306630.063428
363,306630.082839,0.006943,306630.086310,306630.079367
364,306630.102510,0.000969,306630.102994,306630.102025
365,306630.122285,0.008136,306630.126353,306630.118217
366,306630.139456,0.007365,306630.143139,306630.135774
367,306630.166587,0.001039,306630.167107,306630.166068
368,306630.182849,0.001006,306630.182346,306630.183352
369,306630.203484,0.008003,306630.199482,306630.207486
370,306630.222530,0.000777,306630.222142,306630.222919
371,306630.246534,0.000970,306630.246049,306630.247019
372,306630.264286,0.000898,306630.264735,306630.263837
373,306630.286827,0.001010,306630.286322,306630.287332
374,306630.302764,0.001004,306630.303266,306630.302262
375,306630.322871,0.008018,306630.326880,306630.318861
376,306630.342980,0.001048,306630.343504,306630.342456
377,306630.366715,0.001052,306630.366189,306630.367241
378,306630.382609,0.000986,306630.383102,306630.382116
379,306630.406492,0.000942,306630.406963,306630.406021
380,306630.423058,0.001043,306630.423580,306630.422537
381,306630.446399,0.000828,306630.445985,306630.446813
382,306630.463156,0.001097,306630.463704,306630.462607
383,306630.486571,0.001005,306630.486068,306630.487073
384,306630.502519,0.001018,306630.503028,306630.502010
385,306630.522822,0.007174,306630.526409,306630.519235
386,306630.542763,0.001102,306630.542211,306630.543314
387,306630.562382,0.007548,306630.558608,306630.566156
388,306630.582841,0.001018,306630.582333,306630.583350
389,306630.599254,0.015021,306630.606765,306630.591743
390,306630.622688,0.000941,306630.622217,306630.623159
391,306630.638920,0.000997,306630.638422,306630.639419
392,306630.659338,0.007968,306630.655354,306630.663322
393,306630.686844,0.001002,306630.686343,306630.687345
394,306630.702597,0.000998,306630.703096,306630.702098
395,306630.722590,0.008636,306630.726908,306630.718272
396,306630.743502,0.001052,306630.742976,306630.744028
397,306630.766702,0.001039,306630.766183,306630.767222
398,306630.782756,0.000832,306630.783172,306630.782340
399,306630.802219,0.008252,306630.806344,306630.798093
400,306630.822627,0.001005,306630.822125,306630.823130
401,306630.842887,0.007090,306630.846432,306630.839342
402,306630.862636,0.000875,306630.863074,306630.862199
403,306630.879051,0.001100,306630.879601,306630.878500
404,306630.902583,0.000961,306630.903064,306630.902103
405,306630.918771,0.001029,306630.919286,306630.918257
406,306630.943027,0.001138,306630.943596,306630.942458
407,306630.966514,0.000945,306630.966042,306630.966987
408,306630.982658,0.000942,306630.982187,306630.983129
409,306631.002939,0.007755,306631.006817,306630.999061
410,306631.022890,0.001043,306631.022369,306631.023412
411,306631.042827,0.006995,306631.046325,306631.039330
412,306631.062632,0.000947,306631.063105,306631.062158
413,306631.082610,0.006762,306631.085991,306631.079229
414,306631.102479,0.000781,306631.102869,306631.102088
415,306631.119718,0.013943,306631.112746,306631.126690
416,306631.143618,0.001020,306631.144129,306631.143108
417,306631.159088,0.001005,306631.159590,306631.158585
418,306631.183382,0.001033,306631.182866,306631.183899
419,306631.198641,0.000936,306631.199109,306631.198173
420,306631.222762,0.001052,306631.223287,306631.222236
421,306631.242798,0.006787,306631.246191,306631.239404
422,306631.262839,0.000860,306631.262409,306631.263269
423,306631.279126,0.013257,306631.285755,306631.272498
424,306631.302649,0.000999,306631.303148,306631.302150
425,306631.318565,0.000940,306631.318095,306631.319035
426,306631.342827,0.001088,306631.342283,306631.343371
427,306631.358827,0.001019,306631.358317,306631.359336
428,306631.383158,0.000960,306631.382679,306631.383638
429,306631.399348,0.000962,306631.399828,306631.398867
430,306631.422540,0.000929,306631.422076,306631.423005
431,306631.439852,0.000931,306631.439387,306631.440318
432,306631.463007,0.001102,306631.462456,306631.463558
433,306631.478564,0.000989,306631.479058,306631.478070
434,306631.502422,0.000976,306631.502910,306631.501933
435,306631.518593,0.000995,306631.518095,306631.519090
436,306631.542726,0.000883,306631.543168,306631.542285
437,306631.562187,0.007680,306631.566027,306631.558347
438,306631.579311,0.008424,306631.575100,306631.583523
439,306631.598449,0.000955,306631.597972,306631.598927
440,306631.623235,0.000956,306631.623713,306631.622758
441,306631.642486,0.007803,306631.646387,306631.638584
442,306631.662633,0.000988,306631.663127,306631.662139
443,306631.678609,0.000907,306631.678156,306631.679063
444,306631.702689,0.001028,306631.703203,306631.702175
445,306631.718606,0.001038,306631.718087,306631.719126
446,306631.739871,0.007721,306631.743732,306631.736011
447,306631.762076,0.007967,306631.766059,306631.758092
448,306631.782772,0.001036,306631.782254,306631.783290
449,306631.798520,0.000967,306631.798036,306631.799003
450,306631.823550,0.000816,306631.823142,306631.823958
451,306631.842610,0.007241,306631.838990,306631.846230
452,306631.862857,0.000918,306631.862398,306631.863316
453,306631.882926,0.006696,306631.879578,306631.886274
454,306631.902477,0.000940,306631.902947,306631.902007
455,306631.922456,0.008636,306631.926775,306631.918138
456,306631.943130,0.001101,306631.942580,306631.943680
457,306631.962569,0.008108,306631.958515,306631.966623
458,306631.983029,0.000917,306631.982571,306631.983488
459,306631.998495,0.000953,306631.998972,306631.998019
460,306632.024439,0.000979,306632.023950,306632.024929
461,306632.046486,0.001015,306632.046993,306632.045979
462,306632.062983,0.001350,306632.062307,306632.063658
463,306632.082687,0.007189,306632.079092,306632.086281
464,306632.102484,0.000952,306632.102008,306632.102960
465,306632.118897,0.001071,306632.118362,306632.119433
466,306632.143266,0.000985,306632.143759,306632.142774
467,306632.162636,0.006883,306632.166078,306632.159195
468,306632.181239,0.008677,306632.185578,306632.176901
469,306632.201937,0.007074,306632.198400,306632.205474
470,306632.221752,0.000902,306632.222203,306632.221301
471,306632.240836,0.000937,306632.240367,306632.241304
472,306632.260714,0.007363,306632.257033,306632.264396
473,306632.280461,0.000857,306632.280032,306632.280889
474,306632.301634,0.000971,306632.301148,306632.302119
475,306632.320782,0.001082,306632.320241,306632.321323
476,306632.344372,0.000892,306632.344818,306632.343927
477,306632.359103,0.001102,306632.359654,306632.358552
478,306632.383767,0.000979,306632.384257,306632.383278
479,306632.398525,0.000927,306632.398988,306632.398061
480,306632.422199,0.000884,306632.422642,306632.421757
481,306632.440856,0.000964,306632.440374,306632.441338
482,306632.462558,0.000801,306632.462959,306632.462157
483,306632.478648,0.001095,306632.479195,306632.478101
484,306632.502498,0.000961,306632.502017,306632.502979
485,306632.518706,0.000954,306632.519184,306632.518229
486,306632.542970,0.001087,306632.542426,306632.543513
487,306632.559474,0.000924,306632.559012,306632.559936
488,306632.582878,0.000952,306632.583354,306632.582402
489,306632.598587,0.001019,306632.599097,306632.598078
490,306632.623824,0.000947,306632.623351,306632.624298
491,306632.638787,0.001069,306632.638252,306632.639322
492,306632.662552,0.000996,306632.663050,306632.662054
493,306632.678691,0.000981,306632.678200,306632.679181
494,306632.702734,0.000989,306632.703229,306632.702240
495,306632.715294,0.007964,306632.711312,306632.719276
496,306632.742764,0.001077,306632.743302,306632.742225
497,306632.758761,0.001026,306632.759275,306632.758248
498,306632.783082,0.000961,306632.783562,306632.782601
499,306632.799040,0.000933,306632.799506,306632.798573
500,306632.822877,0.001072,306632.823413,306632.822341
501,306632.839241,0.001034,306632.839757,306632.838724
502,306632.862899,0.001061,306632.863429,306632.862369
503,306632.878554,0.007821,306632.874644,306632.882464
504,306632.901655,0.001016,306632.902162,306632.901147
505,306632.918751,0.000995,306632.919248,306632.918253
506,306632.936974,0.001029,306632.936460,306632.937489
507,306632.960347,0.000919,306632.960806,306632.959888
508,306632.982407,0.000967,306632.981923,306632.982890
509,306632.998834,0.001015,306632.999342,306632.998327
510,306633.022735,0.000984,306633.023227,306633.022243
511,306633.038882,0.000889,306633.038437,306633.039327
512,306633.062752,0.001050,306633.062227,306633.063276
513,306633.078476,0.001016,306633.078984,306633.077968
514,306633.102666,0.000763,306633.102284,306633.103047
515,306633.115178,0.008209,306633.119283,306633.111074
516,306633.142819,0.001051,306633.142293,306633.143344
517,306633.159290,0.000877,306633.158851,306633.159728
518,306633.179782,0.007278,306633.176143,306633.183421
519,306633.198859,0.000954,306633.199336,306633.198382
520,306633.222592,0.000772,306633.222206,306633.222978
521,306633.239088,0.000829,306633.239503,306633.238674
522,306633.257466,0.000596,306633.257168,306633.257764
523,306633.278918,0.000835,306633.278501,306633.279336
524,306633.302882,0.000981,306633.302391,306633.303372
525,306633.318793,0.000926,306633.319256,306633.318329
526,306633.340045,0.007788,306633.343939,306633.336151
527,306633.360039,0.001789,306633.359144,306633.360934
528,306633.382451,0.000954,306633.381974,306633.382928
529,306633.398471,0.000921,306633.398932,306633.398011
530,306633.422520,0.000945,306633.422993,306633.422048
531,306633.440721,0.000912,306633.441177,306633.440264
532,306633.463003,0.001105,306633.462450,306633.463555
533,306633.478542,0.000991,306633.479038,306633.478047
534,306633.504084,0.001039,306633.503564,306633.504604
535,306633.518745,0.000978,306633.518257,306633.519234
536,306633.542637,0.000973,306633.542151,306633.543124
537,306633.558672,0.001024,306633.558160,306633.559184
538,306633.582782,0.001071,306633.583318,306633.582247
539,306633.603800,0.006410,306633.607005,306633.600594
540,306633.623696,0.000958,306633.623217,306633.624175
541,306633.643058,0.006229,306633.646172,306633.639943
542,306633.662826,0.001024,306633.663338,306633.662314
543,306633.682080,0.008023,306633.686091,306633.678069
544,306633.702692,0.001000,306633.703192,306633.702192
545,306633.718540,0.001015,306633.718032,306633.719048
546,306633.742889,0.001078,306633.743428,306633.742350
547,306633.762615,0.008421,306633.766825,306633.758404
548,306633.782769,0.001041,306633.783289,306633.782248
549,306633.803035,0.007207,306633.799432,306633.806638
550,306633.822721,0.001078,306633.822182,306633.823260
551,306633.842994,0.006651,306633.846320,306633.839668
