t_s,phase,A,B,C,D,dutyA,dutyB,dutyC,dutyD
1.355,,0.00,0.00,0.00,0.00,50.3,50.3,50.3,50.3
1.866,,0.01,0.01,0.00,0.00,75.4,75.4,75.4,75.4
2.354,,0.01,0.00,0.00,0.00,100.0,100.0,100.0,100.0
2.862,,0.00,0.00,0.11,0.10,100.0,100.0,100.0,100.0
3.365,,0.24,0.19,0.01,0.01,100.0,100.0,100.0,100.0
3.861,,0.01,0.01,0.11,0.11,100.0,100.0,100.0,100.0
4.358,,0.01,0.01,0.10,0.08,100.0,100.0,100.0,100.0
4.855,,0.11,0.10,0.02,0.02,100.0,100.0,100.0,100.0
5.363,,0.10,0.11,0.02,0.03,100.0,100.0,100.0,100.0
5.864,,0.25,0.22,0.08,0.07,100.0,100.0,100.0,100.0
6.366,,0.07,0.08,0.23,0.24,100.0,100.0,100.0,100.0
6.855,,0.22,0.19,0.08,0.10,100.0,100.0,100.0,100.0
7.363,,0.12,0.12,0.22,0.22,100.0,100.0,100.0,100.0
7.858,,0.16,0.14,0.29,0.23,100.0,100.0,100.0,100.0
8.359,,0.15,0.14,0.26,0.26,100.0,100.0,100.0,100.0
8.857,,0.18,0.22,0.35,0.34,100.0,100.0,100.0,100.0
9.356,,0.33,0.36,0.26,0.22,100.0,99.9,100.0,100.0
9.863,,0.31,0.27,0.43,0.38,99.1,98.4,99.2,100.0
10.362,,0.52,0.52,0.39,0.33,98.4,97.8,98.3,100.0
10.859,,0.42,0.38,0.55,0.51,99.1,99.0,97.9,100.0
11.363,,0.42,0.46,0.56,0.49,98.8,99.1,97.2,100.0
11.861,,0.63,0.66,0.55,0.58,98.4,98.0,94.6,100.0
12.362,,0.67,0.75,0.80,0.71,97.4,96.6,93.4,100.0
12.866,,0.86,0.88,0.65,0.74,97.3,96.5,94.7,100.0
13.365,,0.83,0.83,0.87,1.02,99.5,97.4,100.0,97.7
13.865,,0.89,0.86,0.97,1.09,98.5,97.0,100.0,95.6
14.359,,1.03,1.09,0.85,0.81,97.5,95.5,100.0,94.5
14.861,,1.11,1.09,1.05,0.93,96.8,95.7,100.0,95.5
15.362,,1.19,1.17,1.14,0.97,97.6,100.0,98.8,97.9
