Frequency,Channel A,Channel B,Channel C,Channel D
(kHz),(dBu),(dBu),(dBu),(dBu)

0.00000000,-37.55383301,-24.45950699,-34.47900009,-20.44095230
0.00012207,-45.24288940,-32.01974487,-42.03176880,-27.92058182
0.00024414,-64.38636017,-48.07243347,-58.57146835,-43.54612732
0.00036621,-68.25024414,-61.53484726,-72.19682312,-80.65894318
0.00048828,-71.03842926,-63.97238922,-78.47973633,-81.33018494
0.00061035,-73.60787201,-60.44244766,-78.53910828,-81.70381165
0.00073242,-69.87100220,-56.17178345,-72.93704224,-70.92562866
0.00085449,-68.09472656,-56.62010956,-69.28372192,-66.05194855
0.00097656,-67.76243591,-58.89462280,-70.59278870,-67.70211029
0.00109863,-68.02268982,-57.43313217,-76.30074310,-73.68658447
0.00122070,-71.32552338,-57.86713028,-82.72169495,-80.75218201
0.00134277,-81.21664429,-57.07265854,-78.73387146,-80.53206635
0.00146484,-78.99382782,-57.17464447,-73.48462677,-85.13744354
0.00158691,-74.14141846,-59.34583664,-75.31835938,-92.81169891
0.00170898,-72.13047791,-62.12162781,-77.96560669,-89.45548248
0.00183105,-81.74546814,-64.23337555,-75.27201843,-74.30632782
0.00195313,-71.88227081,-61.81182861,-70.81962585,-70.42243958
0.00207520,-71.97010803,-59.31840515,-72.75804138,-69.06365204
0.00219727,-71.99239349,-58.39299774,-82.94487762,-69.44097137
0.00231934,-78.24777985,-60.90985870,-69.69550323,-70.07689667
0.00244141,-75.88534546,-67.54959106,-69.88790894,-73.34170532
0.00256348,-72.84359741,-62.99375916,-83.88314819,-77.41065216
0.00268555,-74.56076050,-61.71527863,-80.61013031,-80.60067749
0.00280762,-80.45314789,-63.71892929,-79.44703674,-73.10184479
0.00292969,-92.94022369,-60.34632111,-73.52626038,-70.40031433
0.00305176,-76.85014343,-58.58956909,-74.85457611,-70.10374451
0.00317383,-72.79179382,-61.40324402,-79.11920166,-74.78145599
0.00329590,-88.36235046,-67.11286163,-75.01541901,-78.21232605
0.00341797,-78.10816956,-60.32199478,-78.41479492,-79.25599670
0.00354004,-87.98031616,-60.88066483,-76.18655396,-85.33555603
0.00366211,-77.60792542,-64.78320312,-70.45336914,-95.19529724
0.00378418,-69.21289062,-62.36251831,-69.41055298,-99.23297119
0.00390625,-71.21596527,-60.35491562,-70.58992767,-88.58150482
0.00402832,-93.27442169,-60.24364853,-74.68491364,-78.90593719
0.00415039,-71.56314087,-60.83762741,-72.44189453,-74.17579651
0.00427246,-68.00146484,-62.91084671,-74.87210846,-82.11376953
0.00439453,-72.15355682,-72.01066589,-81.20123291,-75.53799438
0.00451660,-77.88123322,-65.75215912,-94.46968079,-73.33428955
0.00463867,-78.40021515,-61.23260498,-81.20275879,-72.15504456
0.00476074,-77.38791656,-60.81905746,-74.49439240,-71.51196289
0.00488281,-71.25386810,-61.53759384,-73.77865601,-79.39345551
0.00500488,-71.03701019,-67.87093353,-79.86766052,-74.25748444
0.00512695,-71.79009247,-69.25244141,-73.45864868,-77.79534912
0.00524902,-73.33178711,-62.85421753,-71.54293823,-76.98754120
0.00537109,-81.56689453,-62.85861969,-72.10601807,-69.67709351
0.00549316,-77.45896912,-63.48224640,-75.86965942,-68.85468292
0.00561523,-71.15025330,-62.34804153,-71.37289429,-73.37819672
0.00573731,-66.89943695,-59.65594482,-77.58745575,-74.60857391
0.00585938,-67.29730988,-60.56540680,-82.98669434,-73.10160065
0.00598145,-70.29154968,-65.01921844,-86.76216125,-73.17123413
0.00610352,-73.83581543,-77.85902405,-87.18598938,-74.99127960
0.00622559,-71.64025879,-65.32569885,-80.95848846,-76.15920258
0.00634766,-67.93369293,-65.14319611,-79.32780457,-72.06818390
0.00646973,-68.10715485,-64.60868073,-89.29183197,-73.07238770
0.00659180,-73.73826599,-66.29245758,-79.92467499,-75.44503784
0.00671387,-86.94203186,-89.36649323,-73.28757477,-88.08094025
0.00683594,-78.69111633,-65.61505127,-73.30068207,-71.59681702
0.00695801,-87.48619080,-62.07282639,-74.60566711,-73.36981201
0.00708008,-78.58076477,-66.44567871,-71.80336761,-84.68334961
0.00720215,-74.41328430,-68.50956726,-72.04301453,-75.12149048
0.00732422,-71.74623871,-62.79117966,-77.68365479,-74.02699280
0.00744629,-72.31808472,-64.35247803,-72.76678467,-79.54630280
0.00756836,-81.50239563,-64.99461365,-70.16765594,-79.71222687
0.00769043,-81.34925079,-63.24728394,-66.80708313,-84.73919678
0.00781250,-84.88480377,-64.64722443,-64.10586548,-71.51282501
0.00793457,-84.31252289,-63.53771591,-64.70032501,-74.58602142
0.00805664,-79.94422150,-63.53952026,-65.57807159,-75.05949402
0.00817871,-83.72074890,-64.84912109,-66.67341614,-80.42675018
0.00830078,-80.62139893,-61.13378906,-68.89022827,-70.30866241
0.00842285,-71.03306580,-57.60072327,-80.32089996,-73.71224213
0.00854492,-71.15002441,-58.87277985,-72.61038208,-83.34948730
0.00866699,-84.78942871,-66.07279968,-69.78567505,-88.70036316
0.00878906,-81.79292297,-69.06530762,-72.30012512,-74.87230682
0.00891113,-79.36077881,-60.69422150,-71.69165039,-69.46598816
0.00903320,-77.62037659,-59.32212830,-69.67234039,-66.20487213
0.00915527,-75.42913055,-60.36414337,-69.83815765,-69.11447906
0.00927734,-73.65280914,-60.69232941,-74.39584351,-83.89125824
0.00939941,-75.08206177,-61.84645844,-89.60636139,-90.69464111
0.00952148,-79.47088623,-64.11456299,-76.74389648,-69.95877075
0.00964356,-86.73408508,-62.10297394,-84.19281769,-66.34571838
0.00976563,-80.73655701,-60.99069214,-83.02970886,-69.81581116
0.00988770,-82.51041412,-66.04991913,-80.84980011,-83.12202454
0.01000977,-78.84978485,-64.31811523,-70.14508057,-76.95507050
0.01013184,-76.59985352,-61.46429443,-68.79832458,-83.70677948
0.01025391,-75.02607727,-61.46799469,-71.28488922,-71.82907867
0.01037598,-75.65397644,-60.67072296,-74.74800873,-69.95107269
0.01049805,-77.62097168,-63.65978241,-74.55137634,-75.53908539
0.01062012,-75.44886780,-74.98973083,-69.52284241,-91.30683899
0.01074219,-81.11229706,-64.45010376,-72.67904663,-79.61816406
0.01086426,-76.56336975,-63.54123688,-73.48946381,-82.01136780
0.01098633,-75.98394012,-71.63187408,-71.21281433,-74.75051880
0.01110840,-76.92421722,-68.11064911,-70.13108063,-71.59539795
0.01123047,-75.98971558,-66.17350006,-71.08325195,-73.58251953
0.01135254,-74.91404724,-70.55285645,-72.71180725,-70.50307465
0.01147461,-75.65557098,-76.02263641,-79.48677826,-70.20069885
0.01159668,-72.16901398,-67.55496216,-96.08729553,-69.93226624
0.01171875,-68.17110443,-67.80792999,-80.95616150,-73.83815765
0.01184082,-68.68675232,-76.41070557,-75.31650543,-72.92127228
0.01196289,-74.79861450,-74.50209808,-81.00317383,-78.11088562
0.01208496,-74.16310120,-70.01655579,-88.79340363,-83.82167053
0.01220703,-68.50466156,-71.07007599,-74.59138489,-79.54273987
0.01232910,-69.33770752,-70.77069092,-72.81619263,-80.07073212
0.01245117,-77.18112183,-72.54602051,-78.25678253,-79.53411865
0.01257324,-81.88330841,-65.88829803,-79.60511017,-74.03595734
0.01269531,-79.84844971,-63.49090195,-78.44851685,-70.55998993
0.01281738,-70.76493073,-67.83255768,-80.22673035,-68.85867310
0.01293945,-71.65249634,-72.36672211,-71.71900940,-73.05635834
0.01306152,-81.98194885,-74.05142975,-74.77250671,-86.76933289
0.01318359,-74.32496643,-77.18479156,-75.49935150,-73.70260620
0.01330566,-77.10525513,-70.12458038,-79.66636658,-69.68786621
0.01342774,-78.88229370,-68.46524048,-81.83439636,-77.78578949
0.01354981,-78.69254303,-69.54795074,-73.54231262,-73.12291718
0.01367188,-78.73286438,-77.71971130,-71.91486359,-66.80766296
0.01379395,-75.32342529,-79.06274414,-67.21520996,-66.49855804
0.01391602,-78.51728821,-79.21794128,-66.78289795,-67.58525085
0.01403809,-75.65853882,-75.68864441,-70.12820435,-70.96724701
0.01416016,-73.32973480,-71.20529175,-72.63378143,-78.21036530
0.01428223,-75.54777527,-79.61386871,-78.20558167,-74.15976715
0.01440430,-84.01530457,-73.11537170,-80.70483398,-75.08442688
0.01452637,-78.12859344,-68.38818359,-70.94664764,-72.60893250
0.01464844,-71.93511200,-65.79826355,-69.09784698,-73.77571869
0.01477051,-71.51637268,-68.15356445,-74.59666443,-94.90665436
0.01489258,-77.04142761,-83.63632202,-75.59033966,-75.75210571
0.01501465,-85.54072571,-74.13377380,-74.11329651,-75.96096802
0.01513672,-82.74440765,-76.39307404,-76.07644653,-78.96904755
0.01525879,-73.36562347,-85.99984741,-78.44785309,-78.85964203
0.01538086,-76.32450104,-74.37098694,-79.41999054,-83.93218994
0.01550293,-73.43362427,-67.44255829,-73.85929108,-76.21300507
0.01562500,-71.56947327,-69.89950562,-76.84744263,-86.12687683
0.01574707,-74.09562683,-76.87235260,-82.71583557,-75.08967590
0.01586914,-76.40052032,-74.29373169,-75.16281891,-76.69351959
0.01599121,-83.09869385,-76.85995483,-77.69977570,-77.67131042
0.01611328,-85.49261475,-73.64151001,-82.41973877,-79.26947784
0.01623535,-75.94116211,-69.23252869,-79.96570587,-83.64070892
0.01635742,-76.10184479,-70.80423737,-72.88092041,-78.34272766
0.01647949,-86.84340668,-73.07227325,-72.39443207,-80.89872742
0.01660156,-89.41845703,-69.81093597,-72.73199463,-76.36677551
0.01672363,-86.50180817,-67.91420746,-74.06710815,-75.60614777
0.01684570,-73.49616241,-70.43589783,-73.26933289,-90.57286072
0.01696777,-72.31325531,-71.71795654,-72.30118561,-79.01761627
0.01708984,-69.67827606,-71.12747192,-75.68079376,-76.60711670
0.01721192,-70.36210632,-79.18798828,-82.13076782,-78.73965454
0.01733399,-74.02502441,-66.24720764,-78.70810699,-74.99415588
0.01745606,-81.39797974,-64.88218689,-78.58296204,-85.86602020
0.01757813,-79.88468170,-70.04756165,-78.24393463,-69.26385498
0.01770020,-72.91501617,-91.02404785,-75.57761383,-65.94715881
0.01782227,-72.10432434,-73.29566193,-70.39709473,-69.00724030
0.01794434,-74.46485901,-78.83416748,-71.79325867,-69.82361603
