Frequency,Channel A,Channel B,Channel C,Channel D
(kHz),(dBu),(dBu),(dBu),(dBu)

0.00000000,-33.95299530,-25.11710930,-34.96340179,-20.56512070
0.00012207,-41.44149780,-32.63085175,-42.41332626,-28.06547356
0.00024414,-56.36985779,-48.54129410,-57.37903976,-43.90453720
0.00036621,-69.06169128,-77.53901672,-73.96441650,-75.94257355
0.00048828,-68.27139282,-75.94300079,-75.70366669,-73.27964020
0.00061035,-69.50249481,-69.55786133,-76.55435944,-73.35616302
0.00073242,-69.52191925,-76.01937103,-76.17851257,-81.49102020
0.00085449,-71.16566467,-70.28325653,-87.53738403,-75.75862122
0.00097656,-80.16043091,-64.58201599,-78.60965729,-73.13227844
0.00109863,-101.48049927,-65.12142944,-78.78365326,-71.77799225
0.00122070,-74.28417969,-68.92428589,-83.16849518,-70.89559174
0.00134277,-69.42787170,-72.56690216,-74.74897766,-74.67053986
0.00146484,-72.79927063,-71.06936646,-73.78940582,-83.27558899
0.00158691,-74.94431305,-68.33518219,-70.57913208,-75.05523682
0.00170898,-74.09655762,-67.20617676,-71.23773193,-71.45401764
0.00183105,-76.66653442,-67.71729279,-76.68092346,-69.57476807
0.00195313,-80.69007111,-71.48595428,-80.78614807,-67.51145935
0.00207520,-84.55451965,-78.93392944,-84.52014923,-69.59824371
0.00219727,-75.75709534,-73.85195923,-74.80650330,-76.35519409
0.00231934,-82.15800476,-72.82907104,-73.15402985,-79.55975342
0.00244141,-79.31072998,-71.32737732,-75.31978607,-79.70307922
0.00256348,-74.67969513,-72.73736572,-68.63381195,-81.35147095
0.00268555,-77.28245544,-74.21412659,-68.30344391,-76.52879333
0.00280762,-75.18493652,-72.46772003,-71.45884705,-74.04701996
0.00292969,-69.50020599,-76.84324646,-70.78211975,-86.19059753
0.00305176,-67.57698059,-81.40870667,-71.88063049,-83.89289093
0.00317383,-68.89381409,-78.77806854,-72.96826935,-72.56459045
0.00329590,-74.23069000,-73.89237976,-74.02172089,-70.06369019
0.00341797,-75.95581055,-79.54103088,-75.74375916,-74.69621277
0.00354004,-77.78051758,-72.53115082,-75.16275787,-73.53623962
0.00366211,-72.56542206,-70.83621216,-78.45861053,-73.11143494
0.00378418,-71.24820709,-74.37567139,-82.62284088,-76.28623199
0.00390625,-72.81456757,-69.04246521,-70.43791962,-77.18646240
0.00402832,-72.36908722,-68.87447357,-66.28318787,-80.64873505
0.00415039,-71.86035156,-75.70635223,-70.71465302,-76.83235168
0.00427246,-74.46813965,-68.45684814,-86.55490112,-74.62675476
0.00439453,-74.80281067,-69.05350494,-74.51956177,-73.68251038
0.00451660,-73.69389343,-71.74900818,-76.43616486,-72.53328705
0.00463867,-75.65676117,-78.30312347,-84.38330841,-71.30820465
0.00476074,-78.14099884,-79.33013153,-83.84413910,-69.89380646
0.00488281,-75.23141479,-75.55238342,-74.42996216,-68.29833984
0.00500488,-74.45104980,-76.52555847,-75.03778839,-70.36802673
0.00512695,-80.19491577,-77.56404877,-82.07562256,-82.74062347
0.00524902,-80.22868347,-73.61547852,-71.03942871,-76.34835052
0.00537109,-72.40031433,-73.34571075,-71.92626190,-75.75335693
0.00549316,-71.19513702,-74.90145874,-77.56405640,-78.32724762
0.00561523,-71.43097687,-77.65137482,-66.67907715,-75.32616425
0.00573731,-73.93051910,-71.67824554,-67.88451385,-70.08142090
0.00585938,-79.96963501,-75.51049042,-71.60260773,-72.79212952
0.00598145,-76.66855621,-75.83222961,-80.96853638,-75.90313721
0.00610352,-79.63926697,-71.96908569,-73.08364868,-76.82471466
0.00622559,-77.82202911,-74.04448700,-71.48575592,-90.88938904
0.00634766,-84.19259644,-74.17948914,-70.70362854,-85.49723816
0.00646973,-79.94694519,-72.26396179,-66.96910095,-76.48396301
0.00659180,-77.49279785,-72.20814514,-66.50502014,-82.33493042
0.00671387,-73.30410767,-73.45828247,-71.51314545,-79.12121582
0.00683594,-71.23675537,-69.57704926,-75.03344727,-91.32823181
0.00695801,-70.09742737,-67.64579010,-72.69909668,-76.91298676
0.00708008,-69.74339294,-69.52399445,-69.59308624,-73.83151245
0.00720215,-71.43455505,-75.72286987,-68.35972595,-80.00164032
0.00732422,-72.71106720,-76.78300476,-67.04800415,-72.74015045
0.00744629,-69.50079346,-76.86623383,-69.12431335,-73.52877808
0.00756836,-70.95069885,-77.82096100,-72.48648071,-78.00917816
0.00769043,-78.78584290,-72.59774017,-72.08767700,-73.16799927
0.00781250,-76.59642029,-69.51500702,-69.88575745,-78.36968994
0.00793457,-79.38595581,-74.61826324,-70.02210236,-92.70000458
0.00805664,-75.46733093,-72.76680756,-68.75426483,-80.08473206
0.00817871,-74.80747223,-68.34838104,-68.03496552,-73.05390167
0.00830078,-78.29750824,-75.64247894,-73.86890411,-69.26465607
0.00842285,-74.23621368,-72.82945251,-86.14122009,-70.30663300
0.00854492,-70.77356720,-70.21369171,-77.57093048,-71.11520386
0.00866699,-70.43335724,-76.03936005,-71.80688477,-69.15570068
0.00878906,-75.03843689,-69.29962158,-72.17675018,-71.46630096
0.00891113,-74.17517853,-67.39311981,-73.70655060,-80.58799744
0.00903320,-75.76364899,-74.71627045,-76.60802460,-78.93168640
0.00915527,-80.11408997,-84.42297363,-76.52894592,-73.76473236
0.00927734,-76.32037354,-77.79223633,-75.52011108,-72.03115845
0.00939941,-77.54546356,-74.94531250,-74.23438263,-70.19059753
0.00952148,-79.12323761,-73.65979004,-72.46125793,-66.86486053
0.00964356,-72.05706787,-72.96412659,-76.27842712,-67.45926666
0.00976563,-69.92333984,-75.47554016,-81.06115723,-72.35936737
0.00988770,-72.81723022,-75.80316162,-86.57940674,-77.36814880
0.01000977,-77.55429077,-89.33455658,-74.73454285,-79.90589905
0.01013184,-82.16195679,-93.60569763,-69.07401276,-71.25878906
0.01025391,-78.03080750,-73.31529999,-70.27583313,-70.65811920
0.01037598,-76.89208221,-76.22365570,-71.23220825,-84.73206329
0.01049805,-78.51095581,-75.62413025,-67.91932678,-83.58170319
0.01062012,-81.43188477,-71.05271912,-69.53355408,-79.33357239
0.01074219,-85.33355713,-73.80836487,-87.09101868,-72.84404755
0.01086426,-90.41989136,-78.16021729,-72.77480316,-71.54459381
0.01098633,-84.90570831,-79.69441223,-70.45794678,-76.27834320
0.01110840,-77.60287476,-75.73775482,-71.12115479,-72.69718170
0.01123047,-80.61072540,-84.40475464,-73.10343933,-70.39220428
0.01135254,-75.38814545,-74.96675110,-77.73060608,-82.90716553
0.01147461,-69.68674469,-69.09188080,-78.14420319,-81.19013977
0.01159668,-71.86487579,-68.04596710,-74.90233612,-85.78289032
0.01171875,-69.18443298,-69.06086731,-73.81119537,-77.48329926
0.01184082,-69.25513458,-76.76435852,-79.58583832,-73.99376678
0.01196289,-77.07467651,-82.94604492,-72.03726196,-80.98239899
0.01208496,-84.34652710,-84.22377777,-65.80641937,-68.05926514
0.01220703,-79.55437469,-84.72412109,-69.37681580,-65.73683929
0.01232910,-78.38431549,-76.86034393,-83.67344666,-71.28955841
0.01245117,-76.90548706,-74.50891876,-70.24720001,-80.79386902
0.01257324,-77.38532257,-74.22842407,-70.20342255,-77.56423187
0.01269531,-80.86213684,-77.83440399,-74.24478149,-75.83033752
0.01281738,-73.20036316,-81.00633240,-73.74802399,-77.16246796
0.01293945,-71.24443817,-91.04904938,-75.09234619,-75.03843689
0.01306152,-70.50024414,-77.69207764,-76.41413879,-77.90428925
0.01318359,-71.81005859,-74.10247040,-72.77041626,-76.25785065
0.01330566,-74.32913208,-75.32829285,-72.40253448,-75.55060577
0.01342774,-78.84746552,-77.19712830,-75.82322693,-74.61029816
0.01354981,-78.61926270,-74.56179810,-73.45909882,-69.99950409
0.01367188,-78.55666351,-86.77929688,-74.97427368,-79.19810486
0.01379395,-80.01204681,-84.46877289,-73.35792542,-71.80870819
0.01391602,-80.09387970,-77.27225494,-79.43640900,-66.74353027
0.01403809,-72.44958496,-73.29517365,-72.88700867,-68.00054169
0.01416016,-74.28704834,-70.91464233,-70.58960724,-80.34824371
0.01428223,-74.58029175,-71.52812195,-71.67968750,-77.61312866
0.01440430,-69.93473053,-78.76242065,-69.70347595,-75.04720306
0.01452637,-74.59720612,-78.26775360,-71.94004822,-75.81078339
0.01464844,-76.60836792,-73.28401184,-88.76090240,-76.81713867
0.01477051,-82.06108093,-77.65465546,-89.68144226,-73.73858643
0.01489258,-77.03093719,-86.54878235,-73.22457123,-70.35238647
0.01501465,-71.35881805,-80.96729279,-69.63858795,-71.88078308
0.01513672,-71.78688812,-75.09489441,-77.79496765,-73.71730804
0.01525879,-75.80408478,-72.36532593,-68.08671570,-76.03041840
0.01538086,-80.57460022,-66.41501617,-66.83422852,-77.90776825
0.01550293,-73.76776886,-62.79903793,-69.78637695,-82.74323273
0.01562500,-75.33291626,-62.75776291,-73.71955109,-80.55938721
0.01574707,-74.36072540,-65.81330109,-90.20297241,-72.52235413
0.01586914,-77.52206421,-69.62895203,-77.33004761,-72.11613464
0.01599121,-80.36830902,-76.37712097,-75.51101685,-75.71102905
0.01611328,-79.64514923,-79.77488708,-72.98364258,-79.33557129
0.01623535,-83.00131226,-70.04193115,-74.81877136,-72.54072571
0.01635742,-75.70260620,-70.56413269,-78.92330170,-74.50562286
0.01647949,-72.29594421,-81.53372955,-83.29628754,-76.45585632
0.01660156,-72.82790375,-71.56166077,-86.82198334,-73.81776428
0.01672363,-69.94400787,-70.02285004,-79.44050598,-70.39482880
0.01684570,-68.31954193,-71.99984741,-73.12474823,-68.94265747
0.01696777,-73.85803986,-74.76571655,-76.24451447,-71.21971130
0.01708984,-83.16476440,-77.31414032,-78.49794006,-80.49397278
0.01721192,-79.82381439,-77.64717102,-70.40798950,-73.67686462
0.01733399,-75.16873169,-71.87985229,-69.06465149,-75.41094971
0.01745606,-73.00421143,-76.74677277,-81.85012817,-88.71624756
0.01757813,-72.55721283,-80.42613983,-68.69647217,-85.06259155
0.01770020,-72.49069977,-76.05642700,-65.29421997,-86.56317902
0.01782227,-72.34027100,-73.62587738,-65.24650574,-74.46240997
0.01794434,-70.77712250,-70.15882111,-69.04925537,-76.67444611
