Frequency,Channel A,Channel B,Channel C,Channel D
(kHz),(dBu),(dBu),(dBu),(dBu)

0.00000000,-40.25001144,-25.40929413,-37.94876480,-20.59408188
0.00012207,-47.54542542,-32.90872192,-45.71762848,-28.12913704
0.00024414,-61.86225510,-48.47415161,-63.30699158,-44.20455170
0.00036621,-85.15122986,-72.76100922,-80.45970917,-78.56930542
0.00048828,-73.49888611,-68.90470886,-76.20280457,-78.08686066
0.00061035,-67.81995392,-68.72438049,-83.08343506,-71.04177094
0.00073242,-69.92978668,-73.81533813,-80.55771637,-71.22261810
0.00085449,-72.59602356,-70.02713013,-73.23685455,-73.94034576
0.00097656,-72.02500153,-70.33936310,-75.74376678,-76.71406555
0.00109863,-77.71347809,-71.38517761,-84.06340790,-74.44879150
0.00122070,-84.30595398,-69.51346588,-75.59710693,-71.16518402
0.00134277,-79.41140747,-71.19999695,-69.77049255,-69.21785736
0.00146484,-81.43574524,-72.20423126,-74.73007965,-69.57227325
0.00158691,-83.43336487,-77.00150299,-77.84464264,-74.63487244
0.00170898,-78.85578918,-79.71105957,-71.58267212,-82.78167725
0.00183105,-74.87198639,-82.25356293,-76.01367188,-78.37665558
0.00195313,-73.80133057,-76.15711975,-75.56030273,-80.27812195
0.00207520,-81.53564453,-77.00029755,-75.32888794,-71.19123077
0.00219727,-79.79005432,-81.32945251,-71.90699005,-72.44749451
0.00231934,-73.04205322,-76.34779358,-73.27979279,-72.73873901
0.00244141,-70.47982788,-73.68902588,-71.44673157,-73.90204620
0.00256348,-75.48968506,-72.08515930,-77.18649292,-82.10615540
0.00268555,-110.57301331,-68.93208313,-77.38838959,-93.01564026
0.00280762,-82.29156494,-70.31462097,-70.50826263,-91.42333984
0.00292969,-77.29914856,-87.33041382,-69.75352478,-77.51264191
0.00305176,-74.59965515,-74.63127899,-73.00214386,-70.39737701
0.00317383,-77.70783997,-78.09246063,-77.86821747,-78.47370911
0.00329590,-74.07974243,-77.70715332,-86.69913483,-78.06265259
0.00341797,-73.65680695,-71.40032196,-76.60687256,-77.70449829
0.00354004,-83.47102356,-69.27450562,-70.94630432,-76.29134369
0.00366211,-79.99136353,-69.21121216,-71.59164429,-77.11898041
0.00378418,-74.18919373,-69.06550598,-72.83336639,-75.23426819
0.00390625,-71.71454620,-74.54177094,-80.02655029,-75.13068390
0.00402832,-71.65221405,-79.72619629,-73.26858521,-72.40303802
0.00415039,-73.10395813,-77.54479980,-69.48542786,-71.68772125
0.00427246,-72.54241943,-69.63291931,-68.57340240,-77.48452759
0.00439453,-71.78757477,-70.13301086,-71.17492676,-76.54555511
0.00451660,-73.92588043,-83.21327209,-73.95416260,-75.51012421
0.00463867,-75.28642273,-73.41224670,-71.32630920,-76.69908142
0.00476074,-70.75731659,-70.50511932,-75.55455780,-76.12142944
0.00488281,-69.46036530,-74.77822876,-74.46085358,-81.88476562
0.00500488,-74.64223480,-76.75234985,-69.22595215,-76.55275726
0.00512695,-79.99401855,-73.63130188,-69.81611633,-78.71428680
0.00524902,-84.94023132,-77.32659912,-74.43743896,-79.91389465
0.00537109,-77.02043915,-76.37539673,-77.58117676,-73.58818817
0.00549316,-77.10343170,-73.26731110,-95.10021973,-75.77546692
0.00561523,-75.65432739,-83.44245911,-76.12509918,-76.43635559
0.00573731,-82.30030823,-73.41726685,-74.34133911,-77.70204926
0.00585938,-74.40962219,-71.29149628,-68.06084442,-82.61698914
0.00598145,-71.26958466,-80.09217072,-71.32269287,-79.55152893
0.00610352,-69.44035339,-92.08029175,-70.92003632,-70.78227234
0.00622559,-74.88046265,-82.96794128,-73.54094696,-70.52910614
0.00634766,-77.24032593,-75.44487762,-79.84407043,-73.57610321
0.00646973,-82.36042023,-78.47849274,-86.97572327,-86.82490540
0.00659180,-80.97916412,-81.61920166,-80.29440308,-78.11577606
0.00671387,-75.37994385,-72.40086365,-80.91369629,-73.76923370
0.00683594,-72.92954254,-70.61053467,-77.69246674,-72.31998444
0.00695801,-72.63123322,-72.22534180,-77.01834106,-71.54277802
0.00708008,-77.27468872,-77.46843719,-75.73816681,-76.44949341
0.00720215,-75.07879639,-70.55358124,-75.55397797,-87.00183105
0.00732422,-76.66664886,-69.45376587,-73.55649567,-71.28070068
0.00744629,-75.57651520,-75.70988464,-72.79097748,-70.54148865
0.00756836,-78.79344177,-76.21717072,-74.67113495,-79.67140961
0.00769043,-83.26531982,-76.22976685,-80.22210693,-81.12966919
0.00781250,-93.01927185,-89.25288391,-84.85240173,-81.39792633
0.00793457,-77.87929535,-75.69276428,-78.75496674,-78.19430542
0.00805664,-72.65451050,-68.39958954,-77.79766083,-71.46228027
0.00817871,-74.12971497,-67.84302521,-72.91512299,-75.64326477
0.00830078,-81.58560944,-70.87873077,-72.03623199,-85.10777283
0.00842285,-88.05673218,-73.88764191,-76.47178650,-104.80034637
0.00854492,-78.16934204,-72.28939056,-90.78169250,-74.83067322
0.00866699,-79.31688690,-70.35612488,-77.36239624,-73.71148682
0.00878906,-89.32846832,-69.11127472,-81.18112183,-85.11453247
0.00891113,-75.51049805,-71.83692932,-76.34008026,-71.71284485
0.00903320,-69.36018372,-73.78925323,-74.72524261,-70.02871704
0.00915527,-68.10614014,-74.64790344,-73.77062988,-73.71158600
0.00927734,-69.42968750,-75.96304321,-80.00668335,-71.14521790
0.00939941,-70.03502655,-71.64701843,-76.87981415,-73.74621582
0.00952148,-71.69144440,-68.96913147,-85.72197723,-72.12457275
0.00964356,-81.67384338,-72.97810364,-71.28278351,-76.11123657
0.00976563,-79.68694305,-78.38269043,-69.47599792,-79.53484344
0.00988770,-77.96424866,-76.18862152,-71.94886017,-72.18754578
0.01000977,-82.36907959,-76.13737488,-72.62480927,-72.74491882
0.01013184,-89.82321167,-80.43460846,-76.33613586,-71.92052460
0.01025391,-85.31417847,-85.17109680,-77.54147339,-69.09488678
0.01037598,-87.60810852,-75.21179199,-69.87310028,-70.65085602
0.01049805,-86.46030426,-70.46253204,-66.12606812,-71.95287323
0.01062012,-77.76638794,-75.60281372,-69.01803589,-70.78942871
0.01074219,-74.67891693,-78.14530945,-74.60633087,-69.89752960
0.01086426,-71.93355560,-74.52315521,-72.24165344,-72.50390625
0.01098633,-72.65248871,-80.74792480,-68.92229462,-79.27422333
0.01110840,-75.83159637,-73.07801056,-69.49798584,-78.66268158
0.01123047,-84.20523071,-70.95930481,-75.91398621,-70.95970154
0.01135254,-76.18515778,-76.20397949,-72.79570770,-69.93685913
0.01147461,-69.99529266,-76.94467163,-70.48047638,-79.58613586
0.01159668,-70.24774933,-72.27639771,-72.24622345,-81.53398132
0.01171875,-72.78407288,-72.26190186,-89.06533813,-82.16474915
0.01184082,-73.59898376,-71.64468384,-70.91007233,-78.10826111
0.01196289,-72.20021057,-71.57178497,-72.95793152,-77.58740234
0.01208496,-75.21769714,-88.39028168,-73.78699493,-73.36270905
0.01220703,-83.29170990,-69.36303711,-74.13277435,-76.72332001
0.01232910,-83.27494812,-68.16079712,-89.23054504,-82.08699036
0.01245117,-74.33650208,-76.32187653,-87.90874481,-93.02506256
0.01257324,-70.94509125,-81.56040955,-83.93791199,-81.57761383
0.01269531,-81.36847687,-81.21519470,-74.74401855,-73.50499725
0.01281738,-79.46678925,-77.02984619,-72.04447937,-72.94963074
0.01293945,-76.44721222,-70.26284790,-87.50090790,-70.50183105
0.01306152,-77.80216980,-70.30505371,-76.95944214,-70.49863434
0.01318359,-80.54854584,-68.64942169,-73.46343231,-72.66159821
0.01330566,-78.33684540,-66.33980560,-68.76316833,-78.20369720
0.01342774,-86.97203064,-71.31297302,-72.42075348,-80.89989471
0.01354981,-87.52291870,-75.85917664,-87.49390411,-79.75664520
0.01367188,-78.72872162,-68.10730743,-77.75603485,-74.58956909
0.01379395,-82.42713928,-73.56184387,-78.14965820,-74.38687134
0.01391602,-74.95845032,-83.21562195,-77.73007965,-72.29196930
0.01403809,-70.41805267,-80.30627441,-72.17173767,-69.96254730
0.01416016,-72.21316528,-73.97461700,-70.52030945,-70.69290924
0.01428223,-74.35955811,-71.45887756,-82.66757965,-71.85956573
0.01440430,-74.93046570,-72.79458618,-74.30393219,-76.84580231
0.01452637,-76.53543854,-69.55542755,-72.87185669,-88.43330383
0.01464844,-82.07130432,-67.23570251,-82.85724640,-85.83023834
0.01477051,-72.64278412,-71.33927155,-83.40751648,-80.95573425
0.01489258,-68.81571960,-81.44695282,-84.59194183,-86.49504089
0.01501465,-71.18655396,-69.97030640,-75.04644775,-71.69932556
0.01513672,-76.15050507,-72.12441254,-72.30381775,-66.72964478
0.01525879,-88.43031311,-78.14418793,-75.81550598,-68.25381470
0.01538086,-78.20082092,-79.55416870,-78.52774811,-75.10446167
0.01550293,-69.95598602,-71.57061005,-72.05840302,-68.29511261
0.01562500,-70.27887726,-66.66766357,-71.97602081,-68.90067291
0.01574707,-76.67419434,-71.44879150,-73.79342651,-71.56928253
0.01586914,-79.12017059,-78.92035675,-74.51552582,-78.25087738
0.01599121,-73.53217316,-84.84518433,-74.20238495,-82.83131409
0.01611328,-72.03829956,-81.77498627,-76.15750122,-76.89237976
0.01623535,-75.46201324,-74.48909760,-71.87552643,-78.07748413
0.01635742,-77.79051971,-68.11994934,-71.09928131,-78.48414612
0.01647949,-79.26956940,-66.93887329,-75.43206024,-76.26455688
0.01660156,-79.76487732,-67.85462952,-73.29468536,-77.38610077
0.01672363,-72.11108398,-70.18889618,-74.88132477,-75.23461914
0.01684570,-72.70902252,-75.87335205,-74.78656769,-69.91698456
0.01696777,-73.67292023,-73.97904968,-70.02722168,-70.30553436
0.01708984,-80.03752899,-71.59237671,-69.71964264,-73.22946167
0.01721192,-87.30701447,-74.94474792,-75.95633698,-73.35659790
0.01733399,-79.22489929,-79.92259979,-90.23912048,-72.00542450
0.01745606,-78.72748566,-76.53498077,-84.09247589,-74.25537109
0.01757813,-75.47153473,-69.51789093,-77.12227631,-74.20589447
0.01770020,-75.48733521,-70.95320892,-75.81614685,-72.82225800
0.01782227,-77.59766388,-72.80061340,-78.88834381,-80.73348236
0.01794434,-77.26344299,-72.36556244,-75.47676086,-93.76293182
