Frequency,Channel A,Channel B,Channel C,Channel D
(kHz),(dBu),(dBu),(dBu),(dBu)

0.00000000,-34.39327240,-25.11024475,-34.85456848,-20.77031326
0.00012207,-41.93324661,-32.66855621,-42.36633682,-28.26125908
0.00024414,-57.86188507,-49.18634033,-57.47573853,-43.87693405
0.00036621,-85.78332520,-69.10714722,-71.03803253,-71.77756500
0.00048828,-75.93682861,-71.86547089,-72.24485779,-70.64389038
0.00061035,-73.09922028,-86.74445343,-70.81243896,-70.92389679
0.00073242,-69.08983612,-70.93695068,-70.00416565,-74.94536591
0.00085449,-71.85255432,-69.14880371,-70.06756592,-72.44501495
0.00097656,-73.12715149,-68.99122620,-67.33377075,-73.64579010
0.00109863,-71.16403198,-75.86369324,-66.06786346,-68.79551697
0.00122070,-73.73047638,-72.85019684,-66.53473663,-68.60995483
0.00134277,-76.13475037,-76.39756012,-69.25690460,-76.84061432
0.00146484,-81.88223267,-75.11079407,-81.31094360,-81.25129700
0.00158691,-77.46601105,-69.32435608,-74.06731415,-84.69758606
0.00170898,-76.76000977,-69.90437317,-71.61804962,-75.30658722
0.00183105,-70.91255951,-82.60834503,-76.33538055,-67.55104828
0.00195313,-69.27029419,-70.25196838,-76.63079071,-66.78109741
0.00207520,-69.10376740,-70.41786957,-80.97645569,-78.42808533
0.00219727,-68.40747070,-74.87175751,-81.94947815,-80.77523041
0.00231934,-72.65224457,-69.40199280,-77.18621826,-93.52026367
0.00244141,-71.05103302,-76.52259064,-71.88822174,-78.19599915
0.00256348,-74.46726990,-74.79928589,-71.09133911,-90.64375305
0.00268555,-79.68660736,-69.05862427,-73.05683899,-73.07213593
0.00280762,-71.46637726,-68.23069000,-73.06346893,-74.08201599
0.00292969,-72.11811066,-70.56852722,-81.92895508,-75.85842896
0.00305176,-76.33698273,-67.59677124,-76.27661896,-72.91380310
0.00317383,-71.09706116,-65.52424622,-71.60496521,-74.09696198
0.00329590,-67.09066010,-70.76379395,-70.28616333,-74.08361816
0.00341797,-67.31398010,-80.18089294,-70.31726837,-78.93006897
0.00354004,-71.97853851,-69.11743164,-75.45455170,-73.22035217
0.00366211,-80.04565430,-68.54734039,-90.70095825,-72.42826080
0.00378418,-71.75475311,-68.79431152,-74.95967102,-74.65586090
0.00390625,-73.40451050,-70.33387756,-70.73564911,-82.77393341
0.00402832,-83.07910156,-72.42864990,-67.83305359,-84.15511322
0.00415039,-79.23315430,-70.92576599,-69.46464539,-67.35815430
0.00427246,-72.83563232,-73.95931244,-73.88825989,-68.59297943
0.00439453,-71.35211182,-70.29701233,-78.57590485,-72.35840607
0.00451660,-75.29155731,-65.76565552,-72.71767426,-72.49674988
0.00463867,-78.11965179,-67.20169067,-70.04414368,-70.94246674
0.00476074,-90.46240997,-70.53633881,-69.27344513,-71.36410522
0.00488281,-87.98562622,-76.12652588,-68.11685181,-75.98319244
0.00500488,-72.98681641,-71.54891968,-71.59217072,-75.53030396
0.00512695,-73.91950989,-64.49821472,-78.09790802,-91.48120117
0.00524902,-72.17015076,-60.65743256,-67.11682129,-73.13172913
0.00537109,-68.70967102,-61.91743851,-68.25070190,-69.29197693
0.00549316,-74.42642975,-72.91146851,-73.81774902,-72.12857819
0.00561523,-78.73098755,-82.90206146,-73.83858490,-67.14471436
0.00573731,-71.29164886,-79.32191467,-72.53024292,-69.08900452
0.00585938,-72.53436279,-73.33819580,-76.23215485,-99.90835571
0.00598145,-74.64815521,-69.61434174,-66.17241669,-75.68319702
0.00610352,-68.97361755,-69.61630249,-65.63200378,-78.60977936
0.00622559,-68.56700134,-73.35999298,-74.23600006,-78.24446106
0.00634766,-69.65208435,-73.99049377,-74.39482117,-80.57368469
0.00646973,-68.42301941,-70.76947021,-71.78285217,-77.39751434
0.00659180,-66.49208832,-70.34780884,-78.42916107,-68.53430939
0.00671387,-67.50608826,-69.19934845,-71.17945862,-66.27415466
0.00683594,-72.45640564,-66.07553864,-68.31996155,-71.35166931
0.00695801,-79.48681641,-65.66172028,-71.18612671,-75.80288696
0.00708008,-72.13015747,-69.23497009,-71.81836700,-74.03922272
0.00720215,-69.08904266,-76.48686981,-66.28871155,-72.86112213
0.00732422,-73.63948059,-77.55941772,-64.36657715,-70.81343842
0.00744629,-86.79000854,-69.06226349,-66.92683411,-73.21186829
0.00756836,-76.02097321,-66.81318665,-68.83410645,-75.33832550
0.00769043,-71.50222778,-67.60033417,-70.21577454,-75.66302490
0.00781250,-68.35038757,-72.73538208,-71.42966461,-71.08523560
0.00793457,-70.04367828,-68.51010895,-71.74246979,-66.28504944
0.00805664,-73.26661682,-63.43553543,-74.14568329,-68.25367737
0.00817871,-69.23274994,-63.61263657,-79.75418854,-69.00073242
0.00830078,-68.06286621,-67.68685150,-77.05834198,-70.80826569
0.00842285,-69.66261292,-70.38511658,-80.80198669,-74.04959869
0.00854492,-70.78108215,-68.90911865,-72.03977966,-80.27830505
0.00866699,-75.30601501,-70.16177368,-72.29463196,-74.68209839
0.00878906,-74.34951782,-68.04420471,-81.56230164,-74.10054779
0.00891113,-70.04701233,-63.33374023,-80.15163422,-72.67520905
0.00903320,-65.98439026,-65.37674713,-86.82628632,-69.70063782
0.00915527,-67.98795319,-77.10386658,-68.98027039,-69.54044342
0.00927734,-72.06063080,-66.95849609,-66.14702606,-70.12595367
0.00939941,-71.29883575,-66.21540833,-70.45494843,-71.26608276
0.00952148,-68.37506104,-69.08224487,-76.78160095,-73.22464752
0.00964356,-67.73059845,-75.41154480,-77.05838013,-76.14860535
0.00976563,-67.11883545,-79.98423767,-83.01077271,-78.53150940
0.00988770,-65.37525940,-71.60960388,-74.77673340,-84.50038147
0.01000977,-66.03513336,-73.72997284,-72.33889771,-83.06164551
0.01013184,-68.51425171,-71.88513947,-69.88796997,-75.88253784
0.01025391,-71.04694366,-70.16808319,-68.78504944,-79.30310059
0.01037598,-74.64630890,-67.10567474,-67.74156189,-79.24473572
0.01049805,-72.65946198,-68.29842377,-69.03282928,-74.10322571
0.01062012,-70.61192322,-86.67851257,-72.39027405,-70.96571350
0.01074219,-88.41673279,-68.34504700,-75.86579132,-69.05256653
0.01086426,-76.52621460,-63.69838333,-70.09210205,-71.31349945
0.01098633,-78.66946411,-62.16091919,-70.37172699,-72.88372803
0.01110840,-74.72388458,-67.12597656,-65.92011261,-71.75232697
0.01123047,-75.46183777,-82.42788696,-66.74877167,-67.63405609
0.01135254,-75.34916687,-85.32367706,-72.85829163,-68.08660889
0.01147461,-74.04001617,-79.96981812,-70.49956512,-71.14884186
0.01159668,-81.29768372,-93.29232025,-69.75970459,-75.47029114
0.01171875,-105.16403961,-81.41000366,-73.77375793,-91.16919708
0.01184082,-74.24030304,-83.68078613,-79.21239471,-75.24700928
0.01196289,-67.27745819,-74.00378418,-71.04593658,-71.37985229
0.01208496,-67.18712616,-75.36987305,-69.69126129,-70.82897949
0.01220703,-67.20437622,-77.66711426,-72.90914917,-71.16555786
0.01232910,-67.20048523,-72.25901794,-76.65937805,-71.29712677
0.01245117,-71.73296356,-71.95326996,-79.10796356,-67.85369873
0.01257324,-79.52351379,-71.09645081,-82.98818970,-67.20085907
0.01269531,-91.31313324,-69.35418701,-80.18731689,-77.62789154
0.01281738,-71.61172485,-63.22839737,-73.32975006,-70.64916229
0.01293945,-73.10022736,-59.97163391,-69.65036774,-67.15103149
0.01306152,-77.29296112,-62.61067200,-72.64226532,-75.36988068
0.01318359,-86.08493805,-74.44129181,-73.74913025,-71.68308258
0.01330566,-89.15673828,-72.97736359,-78.85671997,-71.71099091
0.01342774,-81.43132019,-76.21977997,-77.75444794,-77.42822266
0.01354981,-72.70082092,-76.77847290,-73.76860046,-72.17630005
0.01367188,-72.05789948,-68.93766785,-69.63530731,-71.64086151
0.01379395,-77.08589172,-67.05563354,-67.10803986,-71.87106323
0.01391602,-74.07142639,-64.52785492,-69.37453461,-74.36602783
0.01403809,-73.79928589,-63.15524292,-75.16851807,-78.01104736
0.01416016,-79.87536621,-67.85295105,-76.06622314,-71.39783478
0.01428223,-77.55428314,-80.16063690,-69.57589722,-70.49726868
0.01440430,-70.43551636,-78.92211914,-73.20721436,-72.47587585
0.01452637,-72.16040039,-80.22617340,-80.16064453,-72.09756470
0.01464844,-87.92454529,-73.89746857,-77.80484772,-67.57882690
0.01477051,-74.29788971,-66.77416229,-72.44545746,-67.63458252
0.01489258,-72.50077820,-62.82388687,-80.08452606,-71.50286865
0.01501465,-73.28787994,-63.14326859,-81.39807892,-68.84828186
0.01513672,-79.81088257,-68.43290710,-78.66011047,-73.75572968
0.01525879,-75.26744080,-68.27843475,-82.99052429,-77.25357819
0.01538086,-76.78114319,-67.38073730,-81.74896240,-68.92341614
0.01550293,-72.25596619,-68.83708954,-72.91812897,-70.19324493
0.01562500,-71.94312286,-73.11595154,-73.07406616,-68.92750549
0.01574707,-75.00263214,-67.55398560,-75.79148102,-72.93048096
0.01586914,-77.12835693,-63.74267197,-69.68658447,-81.32226562
0.01599121,-78.93701172,-65.59333038,-69.23748779,-74.89016724
0.01611328,-82.68387604,-69.59804535,-74.52288818,-71.56933594
0.01623535,-80.80989075,-78.89611816,-79.47882843,-79.98701477
0.01635742,-74.17211914,-69.16883850,-76.85163879,-92.42249298
0.01647949,-72.86378479,-75.53919220,-82.71870422,-72.44872284
0.01660156,-81.94812775,-73.41479492,-86.82778931,-68.44741821
0.01672363,-74.65033722,-74.08631897,-75.26528931,-69.21424103
0.01684570,-70.40505981,-74.98091125,-72.34799194,-71.30377197
0.01696777,-72.91945648,-68.31745911,-71.45359039,-69.28514099
0.01708984,-71.92491150,-64.47406769,-72.03823853,-66.55470276
0.01721192,-75.45436096,-64.50335693,-68.89157104,-70.60073090
0.01733399,-80.48901367,-72.56732178,-65.64358521,-85.34737396
0.01745606,-70.56740570,-82.01387024,-67.51139069,-72.81629944
0.01757813,-65.86890411,-70.59324646,-74.15012360,-71.69653320
0.01770020,-64.55783844,-65.38727570,-79.02426910,-74.75076294
0.01782227,-68.35674286,-64.88186646,-79.84561157,-73.92559814
0.01794434,-75.04692841,-69.14236450,-73.27151489,-88.96599579
