Frequency,Channel A,Channel B,Channel C,Channel D
(kHz),(dBu),(dBu),(dBu),(dBu)

0.00000000,-54.70525360,-24.30346680,-32.63457489,-20.05851555
0.00012207,-61.05216599,-31.63999748,-39.58534241,-27.49114990
0.00024414,-43.27816391,-46.33970642,-52.04283905,-43.04972076
0.00036621,-39.16506958,-64.74831390,-71.66841125,-68.68951416
0.00048828,-40.53800964,-63.36244965,-67.14501190,-66.00798798
0.00061035,-41.82097626,-63.67435074,-63.42851257,-68.06652069
0.00073242,-46.22723389,-62.89772034,-64.01451111,-68.15545654
0.00085449,-46.00093079,-62.52970886,-65.47914124,-68.80133820
0.00097656,-40.39627457,-63.66620636,-65.10076904,-71.14258575
0.00109863,-37.88901520,-63.34124756,-64.10748291,-63.32273865
0.00122070,-37.51939774,-63.25870514,-63.13821411,-62.38987350
0.00134277,-37.57606888,-63.58348465,-63.44673538,-63.95077515
0.00146484,-41.16998291,-62.31439590,-65.82287598,-63.41492462
0.00158691,-45.56801605,-63.18730164,-67.57612610,-64.15592957
0.00170898,-47.40398788,-65.12307739,-72.97475433,-69.08389282
0.00183105,-44.40626526,-67.16191101,-67.46965790,-68.68885803
0.00195313,-43.08559036,-74.10415649,-66.96313477,-70.11990356
0.00207520,-42.89124298,-74.08833313,-75.44042206,-77.91699219
0.00219727,-49.11665344,-70.89282227,-71.11235046,-69.17546082
0.00231934,-53.66700745,-68.93688965,-67.35459900,-69.84982300
0.00244141,-46.95900726,-66.04272461,-65.71687317,-71.90549469
0.00256348,-40.83508301,-67.24842072,-65.13738251,-66.41101837
0.00268555,-39.19590759,-70.14395905,-63.57793808,-65.58381653
0.00280762,-37.55128098,-66.17395020,-64.54810333,-65.18773651
0.00292969,-39.21406555,-62.74994278,-71.25695038,-63.81222534
0.00305176,-40.09350586,-64.13095093,-77.30342865,-65.28113556
0.00317383,-38.14691544,-68.13914490,-71.86436462,-67.82668304
0.00329590,-36.55907440,-69.00337982,-67.21578979,-68.01113892
0.00341797,-34.38109970,-67.74452972,-64.87599182,-71.65820312
0.00354004,-32.98664474,-68.51060486,-64.81320953,-69.10902405
0.00366211,-33.69575882,-70.29313660,-65.07118988,-66.57614136
0.00378418,-34.04554749,-69.21084595,-66.51581573,-66.92387390
0.00390625,-35.42970276,-71.82819366,-73.34740448,-68.52907562
0.00402832,-36.62925720,-67.18215179,-75.97434235,-69.22152710
0.00415039,-34.84079742,-65.52050018,-69.34873962,-72.13990784
0.00427246,-33.87084198,-65.57649994,-67.40899658,-74.35627747
0.00439453,-33.68346786,-63.70632553,-71.03732300,-74.54335022
0.00451660,-33.43176651,-67.06590271,-74.51090240,-76.13363647
0.00463867,-35.75428009,-83.22776794,-80.45082092,-75.71305084
0.00476074,-37.77333069,-71.27201080,-83.43824768,-79.72270203
0.00488281,-37.71160889,-70.77630615,-77.76412201,-74.50376129
0.00500488,-36.78590393,-71.28604126,-77.04989624,-72.72390747
0.00512695,-34.77301788,-68.62596893,-72.72057343,-72.82183838
0.00524902,-33.47795105,-71.71269989,-70.92367554,-73.30567932
0.00537109,-34.63385773,-76.09098053,-72.96154022,-79.56969452
0.00549316,-35.35034180,-70.53036499,-81.46697235,-78.92113495
0.00561523,-37.08669281,-72.55042267,-89.82125092,-78.17289734
0.00573731,-38.11729050,-77.46256256,-76.02355194,-84.03602600
0.00585938,-35.26122284,-75.98674011,-72.10704803,-72.55902100
0.00598145,-33.68586349,-75.98155212,-83.60231018,-72.10333252
0.00610352,-33.60301208,-76.10367584,-75.76203156,-69.46653748
0.00622559,-33.34052658,-71.67305756,-73.07345581,-74.77794647
0.00634766,-35.18130112,-69.68868256,-74.03147888,-76.24504089
0.00646973,-36.64714050,-69.29087830,-65.44876862,-76.60163879
0.00659180,-36.92452621,-70.77742004,-62.83956909,-91.59991455
0.00671387,-37.17200470,-69.76637268,-66.79602814,-76.50988770
0.00683594,-35.90810776,-69.96208954,-73.67995453,-71.52928162
0.00695801,-35.85224915,-69.69821930,-84.93811798,-76.46149445
0.00708008,-38.02122498,-78.17064667,-74.84431458,-82.77717590
0.00720215,-40.09405518,-72.43791962,-76.36640930,-83.13825989
0.00732422,-47.11492538,-68.32237244,-71.66320038,-82.41672516
0.00744629,-52.82544708,-67.91479492,-73.87198639,-75.25442505
0.00756836,-44.96184921,-69.82447815,-84.86245728,-74.21134186
0.00769043,-43.25795746,-78.86223602,-86.11209106,-86.11546326
0.00781250,-45.10493469,-76.80516052,-75.28706360,-77.69353485
0.00793457,-49.63293457,-73.51653290,-74.01443481,-99.14466858
0.00805664,-49.20650482,-72.13468933,-75.43219757,-84.14402008
0.00817871,-42.85032272,-70.89680481,-71.58400726,-74.26480103
0.00830078,-37.97048569,-68.57405853,-72.81256866,-75.52217102
0.00842285,-36.56055069,-66.75912476,-94.47353363,-78.12777710
0.00854492,-36.42861176,-67.51982117,-95.13059998,-75.92240906
0.00866699,-37.16024399,-71.63906097,-76.47345734,-73.58382416
0.00878906,-40.44481659,-73.45864868,-73.91660309,-73.33576202
0.00891113,-41.65585327,-72.04389954,-77.42056274,-74.59417725
0.00903320,-39.90674210,-72.78516388,-80.88394928,-78.88532257
0.00915527,-38.37771606,-74.16467285,-77.37429810,-73.90046692
0.00927734,-36.30802536,-82.42828369,-72.83479309,-71.02932739
0.00939941,-36.79751968,-70.89023590,-70.62829590,-77.80042267
0.00952148,-39.13571548,-66.25049591,-67.91551208,-78.24086761
0.00964356,-41.45227051,-67.35778046,-66.66189575,-81.23947144
0.00976563,-47.36551666,-71.18379211,-68.99825287,-73.14274597
0.00988770,-46.56288910,-69.05900574,-72.22303772,-71.94613647
0.01000977,-41.41802216,-70.24659729,-78.21040344,-71.47095490
0.01013184,-41.86886597,-90.73340607,-86.61312103,-70.68505096
0.01025391,-43.49304581,-75.50610352,-90.03775787,-76.60713196
0.01037598,-46.62964630,-70.37779236,-79.72404480,-72.72839355
0.01049805,-50.31943512,-69.54662323,-79.36905670,-68.45860291
0.01062012,-45.17864990,-70.91310120,-75.80364990,-67.33607483
0.01074219,-39.15055084,-72.14070892,-72.52896881,-71.36753845
0.01086426,-39.04076004,-76.25933838,-67.18168640,-77.18218994
0.01098633,-38.78994751,-75.07470703,-67.09974670,-75.52290344
0.01110840,-40.13118744,-71.75428772,-72.99565125,-76.43589783
0.01123047,-47.78321075,-71.87452698,-73.98727417,-74.65599823
0.01135254,-51.27638245,-81.37813568,-74.52473450,-71.55529022
0.01147461,-44.02891159,-72.03211212,-78.32292938,-77.22069550
0.01159668,-43.06482697,-82.44055939,-72.91464996,-87.38883972
0.01171875,-40.15942383,-71.82873535,-69.58600616,-88.32602692
0.01184082,-41.71379471,-71.83730316,-69.34723663,-82.48939514
0.01196289,-45.13383865,-77.37892914,-69.58909607,-84.50169373
0.01208496,-47.56006241,-75.62331390,-73.52465820,-94.06902313
0.01220703,-43.78546143,-76.39459229,-77.62335968,-89.24835968
0.01232910,-41.59244156,-80.61581421,-75.14408875,-74.38803864
0.01245117,-41.28277206,-76.56716156,-73.50726318,-73.72581482
0.01257324,-39.93641281,-70.67335510,-74.85501099,-75.89698029
0.01269531,-43.44223404,-66.51461029,-83.49282074,-73.43225098
0.01281738,-41.20637894,-65.90276337,-73.63287354,-72.51549530
0.01293945,-37.29336548,-68.91262817,-71.80136108,-75.76873779
0.01306152,-36.40446472,-73.91054535,-67.10202026,-70.68757629
0.01318359,-33.91621780,-81.45964050,-66.52281189,-68.80920410
0.01330566,-33.80662537,-77.07971191,-64.62243652,-67.67807770
0.01342774,-35.07923126,-76.04275513,-65.44773865,-71.29504395
0.01354981,-34.81894302,-70.03714752,-77.75391388,-73.87271118
0.01367188,-35.64766693,-71.23744202,-78.27958679,-75.22548676
0.01379395,-34.58265305,-82.43763733,-83.61464691,-83.90014648
0.01391602,-32.50727081,-71.08089447,-71.19985962,-80.98427582
0.01403809,-32.72680283,-67.92730713,-65.47594452,-77.35890198
0.01416016,-32.60402679,-70.13846588,-63.98374939,-72.36002350
0.01428223,-34.21167374,-72.60733032,-66.24367523,-71.02471161
0.01440430,-37.87762070,-71.95070648,-71.82383728,-78.26445770
0.01452637,-39.46174240,-74.40316010,-74.56877136,-80.07356262
0.01464844,-38.56971359,-73.45407104,-68.05737305,-71.68069458
0.01477051,-36.58244705,-79.91207886,-66.08467865,-70.76069641
0.01489258,-34.31152725,-79.09545898,-72.88040924,-70.68440247
0.01501465,-34.96100998,-72.30944061,-69.95453644,-76.79997253
0.01513672,-36.26470947,-70.00435638,-69.28282166,-74.15998840
0.01525879,-38.70835876,-72.48861694,-72.37421417,-66.88160706
0.01538086,-42.21428680,-83.13884735,-76.09803009,-64.47678375
0.01550293,-39.22200775,-73.97978973,-76.89938354,-67.12771606
0.01562500,-35.88565826,-71.99169922,-75.73757172,-77.03010559
0.01574707,-35.23150635,-81.17507935,-71.16677856,-76.46605682
0.01586914,-34.50951767,-83.89259338,-67.34154510,-73.75308990
0.01599121,-35.61746979,-85.02409363,-72.23549652,-70.43260193
0.01611328,-37.31895447,-79.70507812,-78.14187622,-70.99499512
0.01623535,-37.28630829,-72.98744202,-78.35694122,-84.11856079
0.01635742,-37.38232422,-71.92608643,-77.44305420,-73.43877411
0.01647949,-36.51141739,-71.31644440,-79.79223633,-71.91557312
0.01660156,-35.94290161,-69.13809204,-74.05360413,-74.40264130
0.01672363,-37.90089417,-70.72614288,-71.24307251,-75.51865387
0.01684570,-39.55093384,-74.86058044,-74.67009735,-75.42861938
0.01696777,-46.52231598,-80.50401306,-71.29602051,-74.65794373
0.01708984,-62.61695099,-79.14495087,-66.85728455,-69.72874451
0.01721192,-47.20697021,-72.57336426,-67.95739746,-68.55399323
0.01733399,-43.66955566,-71.57260895,-70.28365326,-69.79732513
0.01745606,-47.19989014,-74.12532806,-69.98326111,-73.28359985
0.01757813,-49.66484833,-76.38854218,-78.71438599,-82.24026489
0.01770020,-46.58937454,-82.76336670,-74.65284729,-78.87335205
0.01782227,-39.32907867,-70.23620605,-78.12743378,-81.72478485
0.01794434,-36.45336914,-71.50325012,-74.41477966,-78.43209839
