Frequency,Channel A,Channel B,Channel C,Channel D
(kHz),(dBu),(dBu),(dBu),(dBu)

0.00000000,-36.97659302,-25.08900452,-35.71385193,-20.74928665
0.00012207,-44.37026978,-32.62324142,-43.31108856,-28.27172852
0.00024414,-58.14281845,-48.81287384,-59.61286926,-44.30242157
0.00036621,-67.45413208,-64.69253540,-76.65611267,-80.95322418
0.00048828,-66.26528168,-73.95861816,-76.16152191,-77.95772552
0.00061035,-67.42134857,-75.79331970,-69.24415588,-73.06396484
0.00073242,-69.78842926,-73.15177155,-69.89638519,-75.95335388
0.00085449,-71.84101868,-72.76909637,-72.28285217,-84.78481293
0.00097656,-69.94896698,-69.77027130,-76.26183319,-80.90511322
0.00109863,-68.00427246,-73.18090820,-70.47627258,-80.60807037
0.00122070,-67.79064941,-74.02834320,-67.27882385,-82.54027557
0.00134277,-70.30547333,-69.43772888,-68.05290985,-74.30668640
0.00146484,-77.11042023,-68.59198761,-69.63237000,-77.94081116
0.00158691,-81.57437134,-67.48680878,-67.37955475,-70.10705566
0.00170898,-81.28588867,-64.60796356,-69.37167358,-68.57543945
0.00183105,-74.07128143,-63.18350220,-79.74375916,-71.89544678
0.00195313,-71.68896484,-66.76119995,-69.74692535,-73.04186249
0.00207520,-68.93969727,-87.22189331,-70.99160004,-76.96464539
0.00219727,-77.10710907,-72.49369812,-74.17987823,-75.37901306
0.00231934,-74.86025238,-84.97862244,-75.73234558,-71.95812988
0.00244141,-78.87467957,-69.40771484,-77.14270020,-70.55773926
0.00256348,-73.56285858,-64.74437714,-80.95256042,-72.50125122
0.00268555,-74.24759674,-65.52526855,-72.29803467,-72.62491608
0.00280762,-83.90245056,-64.35006714,-72.85749817,-68.82115936
0.00292969,-75.31784821,-61.32121658,-71.44924927,-70.84230804
0.00305176,-73.56050873,-60.80307770,-73.43888855,-76.11983490
0.00317383,-81.01200104,-63.72429657,-87.27397919,-78.41973114
0.00329590,-76.11241150,-67.00733948,-75.47678375,-74.31229401
0.00341797,-85.27180481,-69.85149384,-73.28941345,-70.30207062
0.00354004,-75.15827942,-69.85884857,-76.33218384,-72.19084930
0.00366211,-72.40278625,-68.58488464,-78.07627106,-76.18264771
0.00378418,-75.32238007,-68.03663635,-75.56765747,-79.49260712
0.00390625,-69.93644714,-70.36875916,-73.30133057,-78.14438629
0.00402832,-67.38630676,-73.60191345,-74.15951538,-76.79427338
0.00415039,-71.93998718,-68.57392883,-71.70716858,-80.71086884
0.00427246,-73.59372711,-68.66764832,-71.60740662,-77.05887604
0.00439453,-71.32141876,-71.85929871,-77.20347595,-69.42064667
0.00451660,-74.33172607,-76.59906769,-73.06153107,-70.85437012
0.00463867,-78.63333130,-74.33370209,-71.40286255,-80.53135681
0.00476074,-77.94967651,-79.80399323,-75.28105164,-70.32244110
0.00488281,-75.70028687,-76.19057465,-74.83249664,-69.72912598
0.00500488,-75.54229736,-83.02982330,-70.36444092,-82.77571869
0.00512695,-82.96725464,-73.22869110,-68.59693909,-83.47060394
0.00524902,-74.21265411,-67.73654175,-66.25447083,-78.40037537
0.00537109,-74.78633118,-64.44161987,-68.14716339,-73.44572449
0.00549316,-75.48604584,-64.45065308,-70.32148743,-78.33473969
0.00561523,-68.61654663,-71.55412292,-70.35689545,-88.67851257
0.00573731,-72.45050049,-73.49712372,-73.05017853,-77.98747253
0.00585938,-78.79405975,-75.81631470,-74.07184601,-77.86681366
0.00598145,-84.97874451,-76.26641083,-71.96471405,-82.34593201
0.00610352,-75.35765839,-71.31875610,-70.77498627,-81.48361969
0.00622559,-71.47971344,-70.68788147,-73.61670685,-85.88909149
0.00634766,-70.96762848,-70.27040100,-78.05096436,-82.51873779
0.00646973,-71.61410522,-69.37957001,-77.57592773,-81.13415527
0.00659180,-72.68431854,-72.82820892,-80.40512848,-87.07723999
0.00671387,-71.35058594,-78.08325958,-76.24365234,-83.12694550
0.00683594,-70.02561951,-84.27234650,-73.58942413,-76.74903107
0.00695801,-73.68020630,-75.08792114,-70.29913330,-75.51325989
0.00708008,-81.85349274,-77.38160706,-68.38233185,-84.31269836
0.00720215,-76.72425079,-76.02809143,-69.62554169,-77.57103729
0.00732422,-72.84848022,-73.43112183,-74.53523254,-72.77780151
0.00744629,-69.90895081,-78.15322113,-77.57674408,-75.09759521
0.00756836,-69.92907715,-73.70055389,-76.97801971,-74.05647278
0.00769043,-73.92420197,-68.58040619,-83.16587830,-71.72111511
0.00781250,-75.56490326,-67.41659546,-72.20015717,-69.91950226
0.00793457,-74.08201599,-69.64062500,-71.76751709,-74.38594055
0.00805664,-76.78002930,-73.93094635,-69.41329193,-82.62969208
0.00817871,-75.65383148,-83.07109070,-70.72911835,-78.14411926
0.00830078,-97.82270813,-71.42626190,-83.03485107,-74.15640259
0.00842285,-74.71173096,-69.40315247,-77.22840118,-76.25042725
0.00854492,-73.34240723,-72.77981567,-72.97207642,-74.09030914
0.00866699,-82.75294495,-79.15956116,-70.23559570,-74.06159973
0.00878906,-67.93013763,-83.30623627,-75.57775879,-70.88847351
0.00891113,-67.88254547,-88.89451599,-69.05943298,-70.11449432
0.00903320,-71.36261749,-86.72560120,-70.16339111,-76.47550964
0.00915527,-78.98541260,-80.74515533,-77.33393860,-73.82224274
0.00927734,-82.17469788,-72.92578888,-80.89524841,-70.54302979
0.00939941,-87.27708435,-75.92170715,-73.50001526,-70.76467896
0.00952148,-74.09504700,-73.29904175,-68.76138306,-70.46469879
0.00964356,-69.69796753,-68.28217316,-68.64801025,-74.32296753
0.00976563,-71.21929169,-66.50844574,-72.04656982,-69.04857635
0.00988770,-77.47658539,-65.53022766,-72.74490356,-71.40449524
0.01000977,-76.75179291,-67.73672485,-70.50698090,-71.56192017
0.01013184,-78.03933716,-68.26715851,-70.85375977,-74.34663391
0.01025391,-101.82656860,-70.90006256,-74.59696198,-82.54414368
0.01037598,-74.15165710,-77.03488159,-79.45809174,-72.55417633
0.01049805,-70.79379272,-66.87901306,-72.64440155,-72.16055298
0.01062012,-74.22766876,-64.79956055,-73.81071472,-71.32453918
0.01074219,-79.19448090,-68.17467499,-82.74970245,-70.41419220
0.01086426,-75.24400330,-74.03168488,-75.46472168,-69.74626923
0.01098633,-71.08118439,-84.27375793,-72.06713104,-74.09436798
0.01110840,-74.70566559,-86.71577454,-82.05587769,-79.68778992
0.01123047,-76.99739838,-77.13873291,-89.36051941,-74.42900085
0.01135254,-77.79425812,-73.61639404,-83.25888062,-75.43164062
0.01147461,-84.65370178,-73.16448975,-73.83993530,-75.74607086
0.01159668,-77.46897888,-76.41684723,-68.60842896,-70.77575684
0.01171875,-87.18491364,-75.37102509,-66.42599487,-70.11292267
0.01184082,-73.71090698,-70.41812134,-68.17763519,-70.23146820
0.01196289,-73.62071991,-80.74713898,-74.97434998,-75.39373779
0.01208496,-77.70748901,-75.01271820,-80.21746826,-77.03277588
0.01220703,-70.71164703,-72.29711914,-83.30145264,-72.74498749
0.01232910,-73.49868011,-71.92223358,-93.31370544,-69.28152466
0.01245117,-86.77185059,-69.45139313,-70.99964905,-69.40031433
0.01257324,-88.46731567,-70.07749939,-66.97547913,-70.67099762
0.01269531,-77.91815948,-80.93429565,-72.50667572,-76.86553192
0.01281738,-72.17982483,-74.06259918,-76.81410980,-69.84347534
0.01293945,-70.67877197,-74.35132599,-69.91408539,-67.55624390
0.01306152,-75.72563934,-78.44690704,-70.65773773,-72.86454773
0.01318359,-81.98602295,-77.38213348,-78.32502747,-75.46710205
0.01330566,-77.57165527,-76.57198334,-75.86936188,-70.25197601
0.01342774,-74.29255676,-76.32949066,-78.26187897,-77.71373749
0.01354981,-71.43496704,-78.24478912,-87.65078735,-78.76515198
0.01367188,-75.68804169,-73.91808319,-89.73962402,-73.82515717
0.01379395,-97.28964233,-67.52857971,-84.13452911,-72.63829041
0.01391602,-95.51570129,-67.56976318,-79.61764526,-72.66196442
0.01403809,-75.82915497,-69.25791168,-74.75022888,-75.78278351
0.01416016,-74.08869171,-72.68940735,-73.93958282,-69.73946381
0.01428223,-73.81629181,-81.27258301,-72.98896027,-69.52738190
0.01440430,-71.73175049,-74.57295227,-71.21377563,-73.83908844
0.01452637,-73.04160309,-70.49023438,-75.05145264,-78.52825165
0.01464844,-81.60830688,-71.44306183,-98.25092316,-102.14926910
0.01477051,-80.72332764,-70.21241760,-74.99367523,-79.73177338
0.01489258,-77.32621765,-66.63827515,-75.58108521,-81.19102478
0.01501465,-72.02787781,-67.04253387,-81.06759644,-71.80429077
0.01513672,-78.45034790,-74.10778809,-73.82115936,-71.95059967
0.01525879,-76.39515686,-70.29106140,-74.43688202,-76.03295898
0.01538086,-75.00258636,-69.53269196,-80.41540527,-74.30281830
0.01550293,-79.87635040,-72.41775513,-81.92160797,-66.79679108
0.01562500,-69.34436035,-73.70294189,-73.21614838,-69.10165405
0.01574707,-68.65817261,-70.43212128,-72.85689545,-86.66012573
0.01586914,-71.16294098,-69.46923828,-80.83373260,-72.40073395
0.01599121,-71.26200104,-69.74082184,-81.38742065,-73.53972626
0.01611328,-75.57406616,-68.24021149,-76.58678436,-78.66610718
0.01623535,-76.34453583,-68.55834198,-75.38919067,-77.49185181
0.01635742,-76.97625732,-76.10192108,-74.59429169,-77.30686951
0.01647949,-72.95223999,-68.24344635,-76.33423615,-76.17411804
0.01660156,-69.62008667,-69.92980194,-81.13085938,-72.26401520
0.01672363,-68.97162628,-72.58219910,-74.18907928,-71.91015625
0.01684570,-69.83028412,-71.49774170,-73.84866333,-76.32118988
0.01696777,-70.89127350,-66.97663879,-79.80437469,-78.33314514
0.01708984,-74.88655853,-69.16967010,-72.67788696,-79.87198639
0.01721192,-78.72966766,-75.18214417,-69.07397461,-79.34172058
0.01733399,-84.70084381,-76.70650482,-74.03426361,-73.96811676
0.01745606,-86.87653351,-70.60162354,-94.18330383,-72.61398315
0.01757813,-76.72957611,-67.19031525,-76.38213348,-70.12432861
0.01770020,-76.69755554,-70.11999512,-75.25827026,-69.27059937
0.01782227,-72.40997314,-78.59004974,-86.06133270,-73.11845398
0.01794434,-75.33679199,-72.34179688,-81.80639648,-79.06636047
