Frequency,Channel A,Channel B,Channel C,Channel D
(kHz),(dBu),(dBu),(dBu),(dBu)

0.00000000,-38.70621490,-24.98640823,-36.94392395,-20.79656792
0.00012207,-45.95943069,-32.59926605,-44.56610870,-28.33299446
0.00024414,-59.62831497,-49.68805695,-61.41297150,-44.48503113
0.00036621,-76.07548523,-70.70923615,-83.31199646,-70.84830475
0.00048828,-79.58171082,-78.11278534,-79.34822083,-73.23861694
0.00061035,-72.64245605,-68.43548584,-92.02231598,-76.78932190
0.00073242,-68.71276093,-70.37226868,-74.50872803,-74.90686035
0.00085449,-70.76655579,-72.11685181,-70.11368561,-74.32381439
0.00097656,-76.54440308,-67.64840698,-71.82997894,-81.28998566
0.00109863,-75.13756561,-68.19259644,-69.99147034,-80.07795715
0.00122070,-83.94469452,-68.56431580,-70.33058929,-76.00142670
0.00134277,-68.05383301,-68.56345367,-74.30941010,-71.27707672
0.00146484,-69.42659760,-68.78852081,-74.35356903,-71.75836945
0.00158691,-78.01432800,-68.09457397,-75.80447388,-69.96322632
0.00170898,-69.46044159,-73.06217957,-74.64312744,-71.58603668
0.00183105,-69.68399048,-67.77336884,-71.75082397,-83.82370758
0.00195313,-72.96621704,-67.57646942,-71.71080780,-83.36854553
0.00207520,-76.71566010,-71.88977814,-76.39259338,-71.55154419
0.00219727,-75.72696686,-70.28650665,-89.12333679,-68.82891846
0.00231934,-74.14153290,-68.53400421,-81.14546204,-72.48478699
0.00244141,-76.27172852,-71.68661499,-84.54860687,-77.81294250
0.00256348,-75.89906311,-72.86687469,-96.59420776,-74.94152069
0.00268555,-74.01319885,-75.18637848,-79.85913849,-73.70658112
0.00280762,-70.77041626,-70.15499878,-73.26055908,-77.54563904
0.00292969,-67.88888550,-70.43313599,-70.88370514,-80.33827209
0.00305176,-71.65505219,-71.41017151,-70.74431610,-73.10793304
0.00317383,-80.92037201,-72.27911377,-77.58874512,-72.31855774
0.00329590,-82.79656219,-73.85583496,-75.73461914,-87.20603180
0.00341797,-89.52412415,-72.54786682,-78.34956360,-73.22907257
0.00354004,-78.86837769,-75.80003357,-84.62716675,-71.38713074
0.00366211,-72.98482513,-81.26030731,-73.92424011,-69.74542236
0.00378418,-70.92721558,-70.00360107,-70.78818512,-80.49459839
0.00390625,-73.13883972,-67.80551910,-72.47722626,-76.45794678
0.00402832,-77.55946350,-68.36020660,-71.02175903,-84.29147339
0.00415039,-86.52386475,-67.83335876,-71.64472961,-77.79084778
0.00427246,-90.15956879,-68.23918915,-75.57843781,-76.75148773
0.00439453,-86.73870850,-69.64026642,-79.64412689,-83.71250916
0.00451660,-76.07623291,-69.52587891,-79.28014374,-106.56852722
0.00463867,-74.01103210,-67.69360352,-74.00221252,-85.40714264
0.00476074,-80.58707428,-69.03357697,-70.87936401,-74.81030273
0.00488281,-88.07853699,-79.20764923,-72.10374451,-70.55195618
0.00500488,-72.91434479,-77.07411957,-75.93793488,-72.13322449
0.00512695,-69.55187988,-72.16402435,-79.48994446,-75.03884888
0.00524902,-73.21956635,-71.15016174,-74.84996033,-74.30659485
0.00537109,-81.42720032,-70.85682678,-73.73478699,-76.35272217
0.00549316,-78.96188354,-69.19738770,-70.33163452,-71.82100677
0.00561523,-79.75782776,-68.98435974,-71.37034607,-68.72121429
0.00573731,-82.94929504,-69.45238495,-72.37673950,-69.06877899
0.00585938,-77.17428589,-67.83753204,-67.80329895,-67.82279968
0.00598145,-74.98565674,-67.77632904,-69.14447021,-69.21841431
0.00610352,-74.23026276,-74.48466492,-76.22460938,-72.63642120
0.00622559,-73.83899689,-72.97906494,-80.18579102,-74.84960175
0.00634766,-79.17961884,-67.31636810,-72.05688477,-76.81719971
0.00646973,-80.89640808,-67.22847748,-71.23493958,-76.66375732
0.00659180,-73.65736389,-68.43893433,-71.68669891,-74.89588165
0.00671387,-69.61492920,-69.15674591,-72.62628174,-77.48430634
0.00683594,-70.03759003,-73.97402954,-80.02671051,-78.38448334
0.00695801,-74.45149231,-74.20876312,-83.88755798,-75.63607025
0.00708008,-76.89466858,-72.11839294,-79.33203888,-82.59967804
0.00720215,-92.24814606,-74.21712494,-69.12850952,-81.85855103
0.00732422,-82.06565094,-83.26145935,-69.65813446,-76.96994019
0.00744629,-77.18903351,-83.87233734,-72.70944977,-77.66091919
0.00756836,-73.75302887,-76.91923523,-74.12242126,-79.59178162
0.00769043,-72.10433197,-71.38201904,-71.71311188,-74.17903900
0.00781250,-71.95887756,-72.48358917,-69.13013458,-70.97966003
0.00793457,-85.50528717,-80.55772400,-68.62891388,-70.29763794
0.00805664,-76.13270569,-74.27346039,-71.61507416,-70.88647461
0.00817871,-79.35538483,-76.80812073,-75.98993683,-71.95934296
0.00830078,-74.18226624,-76.70364380,-75.92202759,-79.20373535
0.00842285,-77.06179047,-74.56441498,-77.76116943,-74.98862457
0.00854492,-77.39794922,-71.41954041,-88.28289032,-66.64274597
0.00866699,-71.83547211,-70.94071198,-86.20727539,-66.42964172
0.00878906,-74.89242554,-71.08863068,-77.41027069,-72.84654999
0.00891113,-90.94319153,-69.93156433,-74.72160339,-83.19927216
0.00903320,-78.12638855,-68.57492065,-71.19841003,-72.98016357
0.00915527,-79.48300171,-67.82444763,-72.06053162,-72.08512878
0.00927734,-76.55243683,-68.50093079,-79.82579803,-72.86489868
0.00939941,-75.89788818,-72.85517883,-75.11027527,-74.35292816
0.00952148,-76.75674438,-77.22180176,-78.18074036,-91.49923706
0.00964356,-83.30852509,-74.99998474,-76.73326874,-75.68247986
0.00976563,-74.36693573,-77.12179565,-73.31418610,-77.34994507
0.00988770,-75.46659851,-69.38653564,-74.56553650,-74.69232178
0.01000977,-77.54788208,-71.05298615,-78.07929230,-68.51487732
0.01013184,-71.35417175,-83.39981842,-72.45377350,-68.61405945
0.01025391,-70.86299896,-72.45532227,-70.90502930,-77.96326447
0.01037598,-71.06278229,-76.54572296,-71.20225525,-82.52442932
0.01049805,-73.64476776,-74.75777435,-75.98994446,-77.90831757
0.01062012,-84.88472748,-69.88465118,-77.63140106,-71.65379333
0.01074219,-82.62249756,-71.18462372,-79.29006958,-72.35581207
0.01086426,-83.56501770,-76.15034485,-69.27095032,-76.36140442
0.01098633,-79.73319244,-80.35429382,-68.62109375,-73.50691223
0.01110840,-74.71942139,-74.14719391,-71.28554535,-78.61817169
0.01123047,-75.04357910,-67.60348511,-71.46260834,-71.18157959
0.01135254,-76.25380707,-66.46394348,-75.69937134,-71.80136108
0.01147461,-77.53904724,-70.34814453,-74.63739014,-93.40547180
0.01159668,-77.26294708,-76.66482544,-70.88778687,-76.09524536
0.01171875,-73.60285950,-72.54603577,-73.41027069,-70.72933197
0.01184082,-74.57418823,-71.84580231,-71.49565125,-69.47097778
0.01196289,-76.25144196,-81.44427490,-66.93804169,-78.45912933
0.01208496,-75.03247070,-78.77912903,-67.06278229,-73.78601837
0.01220703,-79.18412018,-83.37805176,-68.40264130,-70.25347900
0.01232910,-81.16421509,-70.60664368,-70.19227600,-73.19340515
0.01245117,-75.38376617,-70.38558960,-73.58050537,-88.15647888
0.01257324,-76.60970306,-72.19798279,-77.17942047,-76.23361969
0.01269531,-70.24708557,-73.01113892,-77.96379852,-73.06276703
0.01281738,-69.98956299,-73.48291779,-94.62846375,-75.04907227
0.01293945,-79.50237274,-76.68875122,-80.42339325,-74.24732971
0.01306152,-83.85410309,-76.08156586,-83.80720520,-70.21480560
0.01318359,-76.14608002,-84.94638062,-75.61821747,-71.07798004
0.01330566,-75.54505920,-69.26874542,-81.27182007,-71.18000793
0.01342774,-73.07794952,-65.82352448,-81.66236115,-71.76066589
0.01354981,-70.62206268,-66.71327209,-77.68807220,-79.25843811
0.01367188,-74.54917908,-78.75008392,-81.31217194,-82.42516327
0.01379395,-79.91589355,-71.47350311,-77.89675140,-72.21578979
0.01391602,-81.82504272,-71.32217407,-67.65200806,-70.94735718
0.01403809,-78.30467224,-73.72851562,-68.10681152,-71.68606567
0.01416016,-75.74876404,-74.78479767,-72.01693726,-75.27048492
0.01428223,-75.40660095,-74.30861664,-73.08045959,-95.59420776
0.01440430,-79.02505493,-74.57461548,-72.07492828,-83.82254028
0.01452637,-81.96093750,-83.39745331,-71.20192719,-83.73202515
0.01464844,-81.57219696,-71.44742584,-69.88844299,-79.24203491
0.01477051,-84.64622498,-71.33584595,-69.96784973,-76.10926819
0.01489258,-85.08703613,-77.98986053,-71.73466492,-76.23307800
0.01501465,-84.79557037,-80.61392975,-73.67044067,-71.86445618
0.01513672,-81.16326904,-71.04844666,-72.23532104,-71.96597290
0.01525879,-78.09788513,-70.89960480,-70.83746338,-72.78212738
0.01538086,-83.23086548,-80.85876465,-73.94131470,-70.24610901
0.01550293,-72.89819336,-73.19940186,-76.00454712,-74.09159088
0.01562500,-69.71202087,-78.23805237,-75.58494568,-67.33302307
0.01574707,-71.02671814,-81.16078186,-80.00782776,-67.56137848
0.01586914,-71.64459991,-81.63949585,-76.55890656,-75.44716644
0.01599121,-72.50268555,-78.04265594,-69.27219391,-79.96058655
0.01611328,-75.06532288,-77.86105347,-70.91507721,-79.66531372
0.01623535,-77.16584015,-75.12139893,-79.99555206,-83.78475952
0.01635742,-76.44889069,-70.60208893,-71.71804047,-75.06349182
0.01647949,-77.22946167,-70.32809448,-68.50579071,-78.35913086
0.01660156,-82.62508392,-68.62194824,-70.82520294,-74.36046600
0.01672363,-75.97485352,-74.46385193,-88.75222015,-71.46490479
0.01684570,-74.69822693,-71.80537415,-76.09351349,-70.64735413
0.01696777,-78.37693024,-70.18284607,-80.52172852,-69.89835358
0.01708984,-90.79479980,-75.15261841,-76.50585175,-77.34153748
0.01721192,-75.70912170,-79.37964630,-71.19955444,-71.35135651
0.01733399,-71.21562195,-82.48085022,-69.87526703,-70.32733917
0.01745606,-72.33852386,-75.04342651,-71.89395905,-70.51873779
0.01757813,-76.25862885,-72.78587341,-76.34255981,-70.12533569
0.01770020,-84.10014343,-71.65646362,-75.46202087,-74.28227234
0.01782227,-73.54521179,-79.60026550,-73.33470917,-87.19244385
0.01794434,-70.01358032,-86.82869720,-71.05664825,-76.01207733
