Frequency,Channel A,Channel B,Channel C,Channel D
(kHz),(dBu),(dBu),(dBu),(dBu)

0.00000000,-41.55512238,-25.38327789,-37.76680756,-20.59887314
0.00012207,-49.18395233,-32.73805237,-45.24433899,-28.11638641
0.00024414,-65.66864014,-47.21769714,-61.60880280,-43.93153381
0.00036621,-83.12635803,-65.93457794,-76.18157959,-70.70451355
0.00048828,-75.72409821,-63.66402435,-79.14370728,-70.48789215
0.00061035,-74.41329193,-63.22711945,-73.60958099,-69.07603455
0.00073242,-73.16491699,-66.85912323,-69.40679932,-72.32943726
0.00085449,-70.90191650,-74.43007660,-70.00570679,-71.74585724
0.00097656,-71.33558655,-62.94579315,-76.39378357,-85.56586456
0.00109863,-75.64247894,-61.41016006,-83.36529541,-69.82197571
0.00122070,-73.98335266,-64.28592682,-78.79218292,-70.31945801
0.00134277,-74.80905914,-72.01261902,-76.61653137,-75.52917480
0.00146484,-78.69157410,-64.13261414,-73.03444672,-79.60490417
0.00158691,-76.14762115,-63.62756729,-93.43630981,-81.01238251
0.00170898,-79.76197815,-64.89665222,-71.91519928,-77.36634827
0.00183105,-72.82280731,-65.65296173,-73.68192291,-69.32797241
0.00195313,-74.18634796,-64.32492065,-80.87539673,-74.61795807
0.00207520,-77.04727173,-64.06637573,-75.65037537,-76.27158356
0.00219727,-73.38526917,-63.41834259,-76.01268005,-72.33397675
0.00231934,-72.00088501,-67.85259247,-79.33679199,-77.02401733
0.00244141,-73.86156464,-75.29828644,-70.79271698,-75.79428101
0.00256348,-77.05397797,-64.33233643,-69.77263641,-77.00224304
0.00268555,-75.05255127,-62.37689209,-71.48112488,-79.07118225
0.00280762,-75.56187439,-67.82513428,-76.38962555,-79.49220276
0.00292969,-90.68168640,-70.10259247,-82.14562225,-88.31040192
0.00305176,-76.65077209,-62.26014709,-78.63195801,-81.41806793
0.00317383,-79.62609863,-59.14619827,-72.99626160,-76.66151428
0.00329590,-77.60021973,-61.06682587,-81.71608734,-75.09706879
0.00341797,-76.69352722,-61.87377167,-70.80690002,-72.45796204
0.00354004,-82.17915344,-56.22843933,-67.77746582,-71.68228149
0.00366211,-75.29072571,-56.08242416,-68.02141571,-74.95249939
0.00378418,-75.41675568,-60.56743622,-69.55332947,-72.73903656
0.00390625,-75.20574951,-69.28308868,-76.37835693,-78.12873077
0.00402832,-71.61273193,-68.33686066,-78.76261139,-78.73345184
0.00415039,-68.87390137,-69.17340088,-75.68548584,-82.04078674
0.00427246,-69.29040527,-76.31344604,-78.55844116,-77.98316193
0.00439453,-75.95158386,-71.80417633,-75.83955383,-69.95592499
0.00451660,-75.75120544,-65.73240662,-74.99761963,-72.85134125
0.00463867,-73.06270599,-65.00583649,-69.99060822,-79.88704681
0.00476074,-76.98977661,-69.20872498,-69.75590515,-78.89914703
0.00488281,-77.79372406,-69.15985870,-73.12628174,-66.66069794
0.00500488,-74.05162048,-63.54990005,-80.43547821,-63.93590546
0.00512695,-84.55450439,-62.61230469,-79.22267914,-65.64422607
0.00524902,-89.34712219,-64.45620728,-74.54210663,-68.06815338
0.00537109,-87.81029510,-68.13323975,-67.45598602,-72.76464081
0.00549316,-82.79664612,-70.31815338,-66.93578339,-78.15380859
0.00561523,-85.98892212,-72.69713593,-75.36957550,-88.46322632
0.00573731,-86.31508636,-73.81238556,-72.54899597,-75.43717194
0.00585938,-81.10451508,-74.68982697,-70.37751770,-71.28382874
0.00598145,-82.46128845,-75.46379089,-70.77556610,-75.95141602
0.00610352,-82.63204956,-82.00041962,-72.19389343,-75.95375061
0.00622559,-92.89643860,-70.04649353,-74.49963379,-77.78760529
0.00634766,-77.83524323,-62.93144989,-77.05104065,-79.37214661
0.00646973,-77.19854736,-62.13113785,-79.69226074,-73.10570526
0.00659180,-80.91223907,-64.56527710,-88.41300201,-69.86946106
0.00671387,-78.50233459,-66.11671448,-78.14147949,-69.09453583
0.00683594,-74.40756226,-64.29894257,-77.06678009,-72.54528046
0.00695801,-69.87342834,-66.31498718,-79.73875427,-72.87955475
0.00708008,-74.04361725,-66.53151703,-79.46264648,-67.74464417
0.00720215,-87.17292786,-64.25556946,-77.38477325,-67.73003387
0.00732422,-94.65711975,-63.09190750,-70.99673462,-75.46942139
0.00744629,-76.45187378,-65.07390594,-72.85681152,-81.53680420
0.00756836,-71.51281738,-66.06925964,-92.27500916,-76.10490417
0.00769043,-72.87419891,-63.91276932,-79.72795105,-74.84828186
0.00781250,-85.12496948,-65.29125214,-76.30160522,-68.75356293
0.00793457,-78.35770416,-71.85846710,-75.97880554,-67.76393890
0.00805664,-72.97775269,-64.32003784,-76.61669922,-69.75018311
0.00817871,-74.78738403,-62.44532776,-72.84311676,-74.01320648
0.00830078,-77.45671082,-64.74118042,-86.37092590,-74.52236938
0.00842285,-79.60098267,-69.92333984,-69.87355042,-72.87115479
0.00854492,-74.94080353,-73.60552979,-68.31391144,-77.70577240
0.00866699,-75.51174927,-71.70972443,-70.81896210,-80.22549438
0.00878906,-80.40421295,-70.63879395,-71.58623505,-78.48372650
0.00891113,-88.70724487,-66.72911835,-70.19502258,-80.91191101
0.00903320,-89.12765503,-65.99921417,-75.72902679,-78.81346130
0.00915527,-80.84525299,-65.38550568,-73.44668579,-72.58737183
0.00927734,-77.98006439,-66.21171570,-65.41585541,-72.46681976
0.00939941,-73.21061707,-67.99217987,-66.28260040,-75.98966217
0.00952148,-75.06961060,-69.54457855,-74.16587067,-75.00612640
0.00964356,-77.87061310,-72.35110474,-69.87864685,-71.43941498
0.00976563,-76.23007202,-68.89476013,-69.90791321,-76.09604645
0.00988770,-79.07566071,-67.98624420,-77.73969269,-78.66653442
0.01000977,-75.99632263,-72.79918671,-80.03854370,-85.35996246
0.01013184,-71.86117554,-78.09743500,-80.19271088,-80.69154358
0.01025391,-74.25007629,-67.60960388,-75.88793182,-70.78467560
0.01037598,-79.98445129,-69.15307617,-74.37644196,-72.80584717
0.01049805,-75.59329987,-75.14959717,-72.95554352,-79.93080902
0.01062012,-70.24044037,-79.43567657,-72.24555206,-75.56230164
0.01074219,-69.78714752,-76.63439941,-71.29296112,-88.78150177
0.01086426,-75.98547363,-79.56404114,-69.78112030,-75.72302246
0.01098633,-80.95355988,-80.12477112,-69.77904510,-83.44558716
0.01110840,-72.05821991,-100.80195618,-68.58251190,-79.59512329
0.01123047,-76.27973938,-81.55226135,-72.70094299,-72.90455627
0.01135254,-79.46473694,-77.27450562,-84.40300751,-72.78714752
0.01147461,-74.45128632,-71.77339935,-73.74049377,-86.71501160
0.01159668,-78.03149414,-70.12667084,-73.40950775,-71.03449249
0.01171875,-75.44698334,-71.70535278,-78.65522003,-68.01107025
0.01184082,-73.18746185,-77.87606812,-78.41223145,-71.25405121
0.01196289,-77.92774963,-74.74700165,-74.28430939,-75.60908508
0.01208496,-77.25707245,-71.94911194,-73.29035950,-73.42723846
0.01220703,-75.06344604,-71.05240631,-74.28971100,-69.97443390
0.01232910,-80.23540497,-73.66716003,-71.20654297,-71.33225250
0.01245117,-70.30461121,-78.54646301,-67.16649628,-71.15690613
0.01257324,-67.06649017,-77.88761902,-66.57057190,-69.60264587
0.01269531,-69.53820038,-71.22371674,-67.82198334,-73.47602844
0.01281738,-75.30332947,-76.53308105,-69.00490570,-72.81452942
0.01293945,-81.26477051,-74.42154694,-71.58013153,-68.40747070
0.01306152,-84.39312744,-74.46537781,-74.42178345,-74.75792694
0.01318359,-77.10864258,-79.08932495,-72.25444794,-75.10688019
0.01330566,-83.48354340,-86.29784393,-75.28326416,-81.68941498
0.01342774,-83.86315155,-74.46128845,-91.27213287,-77.04607391
0.01354981,-87.22465515,-68.53429413,-73.58766937,-71.87205505
0.01367188,-74.46279144,-68.48903656,-74.19292450,-70.46982574
0.01379395,-75.53202057,-74.04905701,-77.59082031,-71.07981873
0.01391602,-80.76593018,-73.63333893,-71.53402710,-68.64759827
0.01403809,-80.73119354,-66.45686340,-73.48093414,-68.41957855
0.01416016,-79.91774750,-65.02056122,-70.49610138,-71.59762573
0.01428223,-78.20039368,-68.10016632,-76.47891235,-85.43524933
0.01440430,-74.50991058,-73.35258484,-73.18367004,-76.65412140
0.01452637,-71.52291107,-79.84495544,-75.76646423,-73.33434296
0.01464844,-74.61143494,-89.48626709,-84.15173340,-72.96450806
0.01477051,-79.46945190,-77.74834442,-71.62635040,-73.63459015
0.01489258,-73.82643890,-68.83757782,-72.28839111,-75.27722168
0.01501465,-70.90695953,-69.60391998,-81.65785980,-77.70153046
0.01513672,-73.06435394,-71.40532684,-82.21831512,-75.91438293
0.01525879,-73.92979431,-67.40260315,-76.96786499,-72.24243927
0.01538086,-72.29677582,-68.71578979,-79.22753143,-73.52347565
0.01550293,-71.68364716,-72.74840546,-84.17250824,-74.49476624
0.01562500,-78.58885193,-75.65136719,-82.56539154,-76.79971313
0.01574707,-80.76824188,-79.57431793,-74.94203186,-82.82823181
0.01586914,-82.22402954,-72.12746429,-69.46519470,-83.41450500
0.01599121,-81.23157501,-71.94802094,-67.69357300,-75.94729614
0.01611328,-79.25952148,-73.52828217,-69.59725189,-81.95891571
0.01623535,-75.66296387,-73.15486145,-77.23193359,-76.81419373
0.01635742,-81.03789520,-70.32169342,-79.72382355,-77.95842743
0.01647949,-71.58034515,-68.59675598,-76.38861847,-90.52138519
0.01660156,-66.85298157,-68.92732239,-78.53218079,-75.80582428
0.01672363,-68.63146210,-69.37763977,-74.33684540,-82.01135254
0.01684570,-71.40708160,-78.33531189,-73.53465271,-76.70173645
0.01696777,-72.96855164,-74.56931305,-76.58534241,-74.47190857
0.01708984,-78.89395142,-73.59044647,-89.34848785,-67.94503021
0.01721192,-74.28885651,-77.32997894,-72.78790283,-67.97843933
0.01733399,-70.73473358,-74.56490326,-71.31458282,-71.22583771
0.01745606,-69.69498444,-73.76802826,-74.91784668,-76.47138977
0.01757813,-70.31478119,-74.32315063,-82.63562012,-83.39761353
0.01770020,-76.22820282,-67.76280975,-76.89761353,-75.39583588
0.01782227,-75.59750366,-67.38253784,-71.25498199,-74.35042572
0.01794434,-70.37329102,-71.60424805,-68.61352539,-70.16684723
