# generated, 2026-09-04T03:29:03+00:00
# source, results/flights/New Folder With Items/2026-08-29_231418
frame,t_capture,t_host,x_mm,y_mm,z_mm,theta_deg,phi_deg,psi_deg,nx,ny,nz,vx_mm_s,vy_mm_s,vz_mm_s,ellipse_cx,ellipse_cy,major_px,minor_px,ellipse_deg,area_px,fit_rms_px,ambiguity_margin_deg,n_solutions,jump_deg,discrepancy_mm,margin,refine_rms_px,union_coverage,pred_pos_mm,pred_ang_deg,t_seg_ms,t_est_ms,t_total_ms
29,431176.619357,431176.619357,6.9893,-2.5445,134.6188,43.6045,-13.2733,77.9686,0.671253,-0.158348,-0.724117,,,,401.739,167.306,209.437,154.785,77.969,0.0,nan,84.760,2,0.700,1.4619,42.2259,4.5049,0.9111,,,2.5147,0.3902,2.9049
30,431176.648100,431176.648100,6.9326,-2.7626,134.7344,43.6172,-13.7458,77.9686,0.670080,-0.163915,-0.723965,,,,401.739,167.306,209.437,154.785,77.969,0.0,nan,84.760,2,0.326,1.4619,42.2259,4.4284,1.0000,,,2.7767,0.3575,3.1342
31,431176.671705,431176.671705,6.9875,-2.6532,134.6949,43.5385,-13.5223,77.9686,0.669746,-0.161068,-0.724912,,,,401.739,167.306,209.437,154.785,77.969,0.0,nan,84.760,2,0.173,1.4619,42.2259,4.4675,0.9722,,,2.6988,0.3906,3.0894
32,431176.696594,431176.696594,6.9633,-2.6807,134.7359,43.7453,-13.4784,77.9686,0.672410,-0.161163,-0.722420,,,,401.739,167.306,209.437,154.785,77.969,0.0,nan,84.760,2,0.209,1.4619,42.2259,4.4751,0.9833,,,2.5300,0.3786,2.9086
33,431176.727825,431176.727825,6.9392,-2.5738,134.6545,43.4361,-12.9916,77.9686,0.669946,-0.154566,-0.726141,,,,401.739,167.306,209.437,154.785,77.969,0.0,nan,84.760,2,0.456,1.4619,42.2259,4.4199,0.9222,,,2.4479,0.2665,2.7144
34,431176.744218,431176.744218,6.8884,-2.7719,134.7188,43.8719,-13.5996,77.9686,0.673617,-0.162960,-0.720891,,,,401.739,167.306,209.437,154.785,77.969,0.0,nan,84.760,2,0.605,1.4619,42.2259,4.3099,1.0000,,,2.6466,0.4246,3.0712
35,431176.775385,431176.775385,6.9274,-2.5426,134.6856,43.6237,-11.8844,77.9686,0.675130,-0.142081,-0.723887,,,,401.739,167.306,209.437,154.785,77.969,0.0,nan,84.760,2,1.212,1.4619,42.2259,4.4547,0.9111,,,2.4076,0.3526,2.7602
36,431176.803319,431176.803319,6.9472,-2.6885,134.7438,43.5114,-13.1619,77.9686,0.670413,-0.156773,-0.725237,,,,401.739,167.306,209.437,154.785,77.969,0.0,nan,84.760,2,0.888,1.4619,42.2259,4.3292,0.9833,,,2.4027,0.3542,2.7569
37,431176.828654,431176.828654,6.9228,-2.6958,134.7799,43.2818,-12.9763,77.9686,0.668080,-0.153947,-0.727990,,,,401.739,167.306,209.437,154.785,77.969,0.0,nan,84.760,2,0.263,1.4619,42.2259,4.2983,0.9944,,,2.4043,0.3922,2.7965
38,431176.856606,431176.856606,6.9755,-2.5934,134.6975,43.4067,-12.7397,77.9686,0.670255,-0.151536,-0.726495,,,,401.739,167.306,209.437,154.785,77.969,0.0,nan,84.760,2,0.205,1.4619,42.2259,4.4732,0.9222,,,2.5470,0.3132,2.8603
39,431176.884242,431176.884242,6.9637,-2.5541,134.6492,43.2273,-12.4822,77.9686,0.668706,-0.148031,-0.728642,,,,401.739,167.306,209.437,154.785,77.969,0.0,nan,84.760,2,0.252,1.4619,42.2259,4.5058,0.9167,,,2.4340,0.2645,2.6985
40,431176.908837,431176.908837,6.9732,-2.6002,134.6679,43.4745,-13.9783,77.9686,0.667657,-0.166197,-0.725680,,,,401.739,167.306,209.437,154.785,77.969,0.0,nan,84.760,2,1.056,1.4619,42.2259,4.4069,0.9333,,,2.6786,0.3292,3.0078
41,431176.932390,431176.932390,6.9444,-2.5421,134.5647,43.3444,-11.7294,77.9686,0.672050,-0.139534,-0.727241,,,,401.739,167.306,209.437,154.785,77.969,0.0,nan,84.760,2,1.551,1.4619,42.2259,4.4913,0.9111,,,2.4956,0.3580,2.8536
42,431176.965692,431176.965692,6.9497,-2.5999,134.6701,43.6862,-13.8637,77.9686,0.670587,-0.165502,-0.723133,,,,401.739,167.306,209.437,154.785,77.969,0.0,nan,84.760,2,1.509,1.4619,42.2259,4.3978,0.9333,,,2.6065,0.2782,2.8848
43,431176.993082,431176.993082,6.9742,-2.5693,134.6470,43.3060,-13.1009,77.9686,0.668043,-0.155470,-0.727701,,,,401.739,167.306,209.437,154.785,77.969,0.0,nan,84.760,2,0.648,1.4619,42.2259,4.4790,0.9222,,,2.5423,0.3532,2.8955
44,431177.020667,431177.020667,6.9711,-2.6075,134.6585,43.4505,-13.2975,77.9686,0.669289,-0.158182,-0.725969,,,,401.739,167.306,209.437,154.785,77.969,0.0,nan,84.760,2,0.198,1.4619,42.2259,4.4597,0.9389,,,2.3592,0.3428,2.7020
45,431177.049059,431177.049059,6.9078,-2.5796,134.7091,43.2430,-11.3912,77.9686,0.671599,-0.135311,-0.728455,,,,401.739,167.306,209.437,154.785,77.969,0.0,nan,84.760,2,1.325,1.4619,42.2259,4.4440,0.9111,,,2.5865,0.3481,2.9346
46,431177.073720,431177.073720,6.9046,-2.5956,134.6312,43.5673,-13.0723,77.9686,0.671346,-0.155885,-0.724565,,,,401.739,167.306,209.437,154.785,77.969,0.0,nan,84.760,2,1.200,1.4619,42.2259,4.4928,0.9278,,,2.7060,0.4483,3.1544
47,431177.103985,431177.103985,6.8998,-2.6102,134.6238,43.8687,-13.5873,77.9686,0.673613,-0.162806,-0.720929,,,,401.739,167.306,209.437,154.785,77.969,0.0,nan,84.760,2,0.466,1.4619,42.2259,4.5178,0.9556,,,2.4487,0.4185,2.8672
48,431177.152811,431177.152811,6.9351,-2.6200,134.6593,43.2971,-13.2519,77.9686,0.667520,-0.157203,-0.727807,,,,401.739,167.306,209.437,154.785,77.969,0.0,nan,84.760,2,0.617,1.4619,42.2259,4.5284,0.9389,,,2.4974,0.3846,2.8820
49,431177.188237,431177.188237,6.8845,-2.8288,134.7559,43.6731,-13.6054,77.9686,0.671165,-0.162439,-0.723292,,,,401.739,167.306,209.437,154.785,77.969,0.0,nan,84.760,2,0.448,1.4619,42.2259,4.3561,0.9944,,,2.5200,0.4115,2.9315
50,431177.232725,431177.232725,7.0010,-2.5715,134.6760,43.6462,-13.7967,77.9686,0.670289,-0.164598,-0.723616,,,,401.739,167.306,209.437,154.785,77.969,0.0,nan,84.760,2,0.135,1.4619,42.2259,4.4807,0.9222,,,2.4523,0.3900,2.8423
51,431177.264541,431177.264541,6.8475,-2.4992,134.6414,43.1393,-11.6084,77.9686,0.669788,-0.137590,-0.729694,,,,401.739,167.306,209.437,154.785,77.969,0.0,nan,84.760,2,1.586,1.4619,42.2259,4.6413,0.8833,,,2.5195,0.2996,2.8191
52,431177.312267,431177.312267,6.9591,-2.7161,134.7017,43.5307,-13.9295,77.9686,0.668489,-0.165800,-0.725005,,,,401.739,167.306,209.437,154.785,77.969,0.0,nan,84.760,2,1.640,1.4619,42.2259,4.4172,1.0000,,,2.5264,0.4655,2.9919
53,431177.343714,431177.343714,6.9392,-2.7532,134.7349,43.7170,-13.7131,77.9686,0.671397,-0.163832,-0.722763,,,,401.739,167.306,209.437,154.785,77.969,0.0,nan,84.760,2,0.239,1.4619,42.2259,4.3870,1.0000,,,2.4020,0.4975,2.8995
54,431177.368741,431177.368741,6.9781,-2.6296,134.6868,43.5970,-13.7224,77.9686,0.669898,-0.163581,-0.724208,,,,401.739,167.306,209.437,154.785,77.969,0.0,nan,84.760,2,0.120,1.4619,42.2259,4.4473,0.9611,,,2.5312,0.3457,2.8770
55,431177.402612,431177.402612,6.9794,-2.4739,134.4521,43.5774,-13.4221,77.9686,0.670506,-0.160011,-0.724443,,,,401.739,167.306,209.437,154.785,77.969,0.0,nan,84.760,2,0.208,1.4619,42.2259,4.7599,0.8944,,,2.4615,0.2679,2.7294
56,431177.432812,431177.432812,6.9721,-2.6504,134.7384,43.5616,-12.8197,77.9686,0.671956,-0.152908,-0.724634,,,,401.739,167.306,209.437,154.785,77.969,0.0,nan,84.760,2,0.415,1.4619,42.2259,4.3797,0.9444,,,2.5088,0.3950,2.9038
57,431177.464004,431177.464004,6.9121,-2.6269,134.7130,43.5801,-12.1480,77.9686,0.673931,-0.145069,-0.724411,,,,401.739,167.306,209.437,154.785,77.969,0.0,nan,84.760,2,0.463,1.4619,42.2259,4.3836,0.9333,,,2.5357,0.3032,2.8389
58,431177.496734,431177.496734,6.9822,-2.6714,134.7096,43.6626,-12.9508,77.9686,0.672849,-0.154731,-0.723418,,,,401.739,167.306,209.437,154.785,77.969,0.0,nan,84.760,2,0.560,1.4619,42.2259,4.3265,0.9778,,,2.4356,0.5155,2.9511
59,431177.530793,431177.530793,6.9462,-2.7458,134.7033,43.7336,-12.7647,77.9686,0.674221,-0.152742,-0.722562,,,,401.739,167.306,209.437,154.785,77.969,0.0,nan,84.760,2,0.147,1.4619,42.2259,4.3029,1.0000,,,2.5287,0.6393,3.1680
60,431177.564307,431177.564307,6.9466,-2.5976,134.6855,43.2673,-12.7174,77.9686,0.668588,-0.150887,-0.728164,,,,401.739,167.306,209.437,154.785,77.969,0.0,nan,84.760,2,0.467,1.4619,42.2259,4.3962,0.9222,,,2.7876,0.3690,3.1565
61,431177.589044,431177.589044,6.9921,-2.6310,134.6555,43.5642,-13.2122,77.9686,0.670925,-0.157515,-0.724603,,,,401.739,167.306,209.437,154.785,77.969,0.0,nan,84.760,2,0.451,1.4619,42.2259,4.4784,0.9667,,,2.4206,0.4593,2.8799
62,431177.616727,431177.616727,6.9020,-2.8018,134.7930,43.8185,-14.6649,77.9686,0.669820,-0.175285,-0.721537,,,,401.739,167.306,209.437,154.785,77.969,0.0,nan,84.760,2,1.035,1.4619,42.2259,4.5039,1.0000,,,2.3419,0.3471,2.6890
63,431177.653254,431177.653254,6.9861,-2.5370,134.6461,43.6290,-13.3784,77.9686,0.671262,-0.159650,-0.723823,,,,401.739,167.306,209.437,154.785,77.969,0.0,nan,84.760,2,0.909,1.4619,42.2259,4.5809,0.9111,,,2.4375,0.3887,2.8262
64,431177.677223,431177.677223,6.9970,-2.6131,134.6432,43.7192,-13.4449,77.9686,0.672184,-0.160694,-0.722735,,,,401.739,167.306,209.437,154.785,77.969,0.0,nan,84.760,2,0.101,1.4619,42.2259,4.5127,0.9611,,,2.5122,0.4161,2.9283
65,431177.710623,431177.710623,6.9483,-2.7143,134.7310,43.8016,-14.2043,77.9686,0.671002,-0.169844,-0.721740,,,,401.739,167.306,209.437,154.785,77.969,0.0,nan,84.760,2,0.532,1.4619,42.2259,4.3747,1.0000,,,2.4813,0.4061,2.8874
66,431177.737934,431177.737934,6.9593,-2.6499,134.6882,43.5535,-13.1987,77.9686,0.670830,-0.157326,-0.724731,,,,401.739,167.306,209.437,154.785,77.969,0.0,nan,84.760,2,0.737,1.4619,42.2259,4.3506,0.9667,,,2.5449,0.3672,2.9121
67,431177.765942,431177.765942,6.9739,-2.5786,134.6796,43.4383,-13.0211,77.9686,0.669893,-0.154917,-0.726115,,,,401.739,167.306,209.437,154.785,77.969,0.0,nan,84.760,2,0.168,1.4619,42.2259,4.4424,0.9222,,,2.4054,0.3604,2.7657
68,431177.797665,431177.797665,6.9924,-2.7376,134.7043,43.2313,-12.9713,77.9686,0.667467,-0.153745,-0.728594,,,,401.739,167.306,209.437,154.785,77.969,0.0,nan,84.760,2,0.210,1.4619,42.2259,4.7085,1.0000,,,2.5257,0.4163,2.9420
69,431177.827266,431177.827266,6.9913,-2.6199,134.6737,43.6525,-13.6243,77.9686,0.670859,-0.162599,-0.723540,,,,401.739,167.306,209.437,154.785,77.969,0.0,nan,84.760,2,0.616,1.4619,42.2259,4.4248,0.9556,,,2.4673,0.5054,2.9728
70,431177.848469,431177.848469,6.9144,-2.6093,134.6436,43.7043,-13.1201,77.9686,0.672900,-0.156838,-0.722916,,,,401.739,167.306,209.437,154.785,77.969,0.0,nan,84.760,2,0.352,1.4619,42.2259,4.4241,0.9500,,,2.4470,0.4040,2.8510
71,431177.881198,431177.881198,6.9519,-2.5667,134.6580,43.3772,-12.8725,77.9686,0.669538,-0.153006,-0.726848,,,,401.739,167.306,209.437,154.785,77.969,0.0,nan,84.760,2,0.369,1.4619,42.2259,4.4688,0.9222,,,2.4615,0.3805,2.8420
72,431177.910088,431177.910088,6.7353,-2.5867,134.6797,42.8164,-9.0172,77.9686,0.671252,-0.106523,-0.733535,,,,401.739,167.306,209.437,154.785,77.969,0.0,nan,84.760,2,2.693,1.4619,42.2259,4.8753,0.9444,,,2.3584,0.2717,2.6300
73,431177.936641,431177.936641,6.9974,-2.6355,134.6920,43.6623,-13.4300,77.9686,0.671527,-0.160352,-0.723421,,,,401.739,167.306,209.437,154.785,77.969,0.0,nan,84.760,2,3.139,1.4619,42.2259,4.3733,0.9722,,,2.4166,0.3437,2.7603
74,431177.964853,431177.964853,6.9466,-2.6299,134.7171,43.6212,-13.4437,77.9686,0.670983,-0.160392,-0.723917,,,,401.739,167.306,209.437,154.785,77.969,0.0,nan,84.760,2,0.042,1.4619,42.2259,4.4144,0.9556,,,2.4146,0.4534,2.8680
75,431177.990776,431177.990776,6.9134,-2.6293,134.6638,43.6701,-13.7749,77.9686,0.670645,-0.164414,-0.723328,,,,401.739,167.306,209.437,154.785,77.969,0.0,nan,84.760,2,0.234,1.4619,42.2259,4.4652,0.9722,,,2.4103,0.3838,2.7941
76,431178.012627,431178.012627,6.7718,-2.5736,134.6015,43.4664,-10.4940,77.9686,0.676422,-0.125294,-0.725778,,,,401.739,167.306,209.437,154.785,77.969,0.0,nan,84.760,2,2.270,1.4619,42.2259,4.7442,0.9333,,,2.6395,0.3810,3.0205
77,431178.044777,431178.044777,6.9994,-2.6875,134.6794,43.6918,-13.8093,77.9686,0.670812,-0.164882,-0.723067,,,,401.739,167.306,209.437,154.785,77.969,0.0,nan,84.760,2,2.296,1.4619,42.2259,4.4760,1.0000,,,2.4500,0.4587,2.9086
78,431178.073779,431178.073779,6.9695,-2.5377,134.4560,45.2818,-13.5607,77.9686,0.690766,-0.166613,-0.703621,,,,401.739,167.306,209.437,154.785,77.969,0.0,nan,84.760,2,1.600,1.4619,42.2259,4.7668,0.9056,,,2.4944,0.2830,2.7774
79,431178.101564,431178.101564,6.9631,-2.5824,134.6521,43.4531,-12.6243,77.9686,0.671133,-0.150315,-0.725938,,,,401.739,167.306,209.437,154.785,77.969,0.0,nan,84.760,2,1.942,1.4619,42.2259,4.4630,0.9222,,,2.5167,0.3430,2.8597
80,431178.130979,431178.130979,6.9673,-2.7094,134.7601,43.7845,-13.6178,77.9686,0.672495,-0.162915,-0.721948,,,,401.739,167.306,209.437,154.785,77.969,0.0,nan,84.760,2,0.761,1.4619,42.2259,4.4048,1.0000,,,2.4985,0.3546,2.8531
81,431178.156362,431178.156362,6.8218,-2.5057,134.5710,43.5416,-13.1931,77.9686,0.670699,-0.157226,-0.724874,,,,401.739,167.306,209.437,154.785,77.969,0.0,nan,84.760,2,0.381,1.4619,42.2259,4.7685,0.9167,,,2.5251,0.3049,2.8300
82,431178.180558,431178.180558,6.9880,-2.6181,134.6677,43.7609,-13.7778,77.9686,0.671749,-0.164722,-0.722233,,,,401.739,167.306,209.437,154.785,77.969,0.0,nan,84.760,2,0.459,1.4619,42.2259,4.5209,0.9611,,,2.3647,0.3520,2.7167
83,431178.212427,431178.212427,6.9495,-2.5914,134.6516,43.4526,-12.7459,77.9686,0.670806,-0.151738,-0.725944,,,,401.739,167.306,209.437,154.785,77.969,0.0,nan,84.760,2,0.776,1.4619,42.2259,4.4416,0.9278,,,2.5084,0.3821,2.8905
84,431178.236693,431178.236693,6.9196,-2.5475,134.6274,43.6346,-12.1265,77.9686,0.674659,-0.144961,-0.723755,,,,401.739,167.306,209.437,154.785,77.969,0.0,nan,84.760,2,0.464,1.4619,42.2259,4.5017,0.9111,,,2.3592,0.2770,2.6363
85,431178.260703,431178.260703,6.9658,-2.6203,134.6803,43.4684,-13.3195,77.9686,0.669448,-0.158491,-0.725755,,,,401.739,167.306,209.437,154.785,77.969,0.0,nan,84.760,2,0.839,1.4619,42.2259,4.3993,0.9611,,,2.5092,0.3562,2.8654
86,431178.288599,431178.288599,6.9571,-2.6655,134.7034,43.6890,-13.4280,77.9686,0.671860,-0.160407,-0.723100,,,,401.739,167.306,209.437,154.785,77.969,0.0,nan,84.760,2,0.233,1.4619,42.2259,4.4790,0.9778,,,2.5758,0.3561,2.9320
87,431178.308917,431178.308917,6.9456,-2.7464,134.7037,43.7806,-13.5980,77.9686,0.672505,-0.162671,-0.721994,,,,401.739,167.306,209.437,154.785,77.969,0.0,nan,84.760,2,0.149,1.4619,42.2259,4.4916,1.0000,,,2.4314,0.4727,2.9041
88,431178.336122,431178.336122,7.0008,-2.6018,134.6185,43.8519,-14.0288,77.9686,0.672133,-0.167941,-0.721133,,,,401.739,167.306,209.437,154.785,77.969,0.0,nan,84.760,2,0.307,1.4619,42.2259,4.7044,0.9611,,,2.6945,0.3809,3.0755
89,431178.364623,431178.364623,6.9890,-2.6355,134.6941,43.7430,-13.9138,77.9686,0.671138,-0.166261,-0.722448,,,,401.739,167.306,209.437,154.785,77.969,0.0,nan,84.760,2,0.135,1.4619,42.2259,4.5776,0.9722,,,2.5079,0.3795,2.8874
90,431178.388126,431178.388126,6.9978,-2.5740,134.6652,43.6504,-13.8320,77.9686,0.670240,-0.165023,-0.723565,,,,401.739,167.306,209.437,154.785,77.969,0.0,nan,84.760,2,0.108,1.4619,42.2259,4.5925,0.9278,,,2.9337,0.3960,3.3298
91,431178.417199,431178.417199,7.1071,-2.5411,134.5005,45.1782,-14.3291,77.9686,0.687237,-0.175546,-0.704904,,,,401.739,167.306,209.437,154.785,77.969,0.0,nan,84.760,2,1.567,1.4619,42.2259,4.8025,0.9056,,,2.5219,0.3835,2.9053
92,431178.444595,431178.444595,6.8596,-2.5367,134.5417,44.0983,-13.5166,77.9686,0.676617,-0.162648,-0.718147,,,,401.739,167.306,209.437,154.785,77.969,0.0,nan,84.760,2,1.221,1.4619,42.2259,4.8591,0.9222,,,2.5524,0.3190,2.8714
93,431178.472369,431178.472369,6.9622,-2.6788,134.6982,43.7272,-13.9494,77.9686,0.670840,-0.166630,-0.722639,,,,401.739,167.306,209.437,154.785,77.969,0.0,nan,84.760,2,0.477,1.4619,42.2259,4.5306,1.0000,,,1.8151,0.3717,2.1868
94,431178.498502,431178.498502,6.9455,-2.6044,134.6728,43.3444,-12.8729,77.9686,0.669130,-0.152919,-0.727242,,,,401.739,167.306,209.437,154.785,77.969,0.0,nan,84.760,2,0.834,1.4619,42.2259,4.6213,0.9333,,,2.4355,0.3850,2.8205
95,431178.529497,431178.529497,6.9229,-2.5881,134.7209,43.1170,-10.9513,77.9686,0.671044,-0.129846,-0.729959,,,,401.739,167.306,209.437,154.785,77.969,0.0,nan,84.760,2,1.336,1.4619,42.2259,4.5928,0.9167,,,2.5177,0.3991,2.9168
96,431178.552513,431178.552513,6.9878,-2.7512,134.8368,43.7518,-13.7117,77.9686,0.671827,-0.163920,-0.722343,,,,401.739,167.306,209.437,154.785,77.969,0.0,nan,84.760,2,2.001,1.4619,42.2259,4.4661,1.0000,,,2.6612,0.4083,3.0695
97,431178.580252,431178.580252,6.9740,-2.5887,134.6672,43.5096,-13.2158,77.9686,0.670242,-0.157399,-0.725259,,,,401.739,167.306,209.437,154.785,77.969,0.0,nan,84.760,2,0.419,1.4619,42.2259,4.3974,0.9222,,,2.4984,0.3785,2.8769
98,431178.608476,431178.608476,6.9716,-2.5675,134.6512,43.9604,-13.8684,77.9686,0.673925,-0.166385,-0.719820,,,,401.739,167.306,209.437,154.785,77.969,0.0,nan,84.760,2,0.638,1.4619,42.2259,4.5018,0.9278,,,2.5220,0.2786,2.8007
99,431178.637857,431178.637857,6.9769,-2.6473,134.6787,44.0829,-14.1041,77.9686,0.674726,-0.169531,-0.718334,,,,401.739,167.306,209.437,154.785,77.969,0.0,nan,84.760,2,0.205,1.4619,42.2259,4.4920,0.9722,,,2.5537,0.3673,2.9210
