# generated, 2026-09-04T03:29:05+00:00
# source, results/flights/New Folder With Items/2026-08-29_231418
frame,t_capture,t_host,x_mm,y_mm,z_mm,theta_deg,phi_deg,psi_deg,nx,ny,nz,vx_mm_s,vy_mm_s,vz_mm_s,ellipse_cx,ellipse_cy,major_px,minor_px,ellipse_deg,area_px,fit_rms_px,ambiguity_margin_deg,n_solutions,jump_deg,discrepancy_mm,margin,refine_rms_px,union_coverage,pred_pos_mm,pred_ang_deg,t_seg_ms,t_est_ms,t_total_ms
70,431177.848469,431177.848469,6.9144,-2.6093,134.6436,43.7043,-13.1201,77.9686,0.672900,-0.156838,-0.722916,,,,401.739,167.306,209.437,154.785,77.969,0.0,nan,84.760,2,0.352,1.4619,42.2259,4.4241,0.9500,,,2.4888,0.4121,2.9009
71,431177.881198,431177.881198,6.9519,-2.5667,134.6580,43.3772,-12.8725,77.9686,0.669538,-0.153006,-0.726848,,,,401.739,167.306,209.437,154.785,77.969,0.0,nan,84.760,2,0.369,1.4619,42.2259,4.4688,0.9222,,,2.5008,0.3777,2.8785
72,431177.910088,431177.910088,6.7353,-2.5867,134.6797,42.8164,-9.0172,77.9686,0.671252,-0.106523,-0.733535,,,,401.739,167.306,209.437,154.785,77.969,0.0,nan,84.760,2,2.693,1.4619,42.2259,4.8753,0.9444,,,2.6077,0.3157,2.9234
73,431177.936641,431177.936641,6.9974,-2.6355,134.6920,43.6623,-13.4300,77.9686,0.671527,-0.160352,-0.723421,,,,401.739,167.306,209.437,154.785,77.969,0.0,nan,84.760,2,3.139,1.4619,42.2259,4.3733,0.9722,,,2.4613,0.3439,2.8052
74,431177.964853,431177.964853,6.9466,-2.6299,134.7171,43.6212,-13.4437,77.9686,0.670983,-0.160392,-0.723917,,,,401.739,167.306,209.437,154.785,77.969,0.0,nan,84.760,2,0.042,1.4619,42.2259,4.4144,0.9556,,,2.4417,0.4440,2.8858
75,431177.990776,431177.990776,6.9134,-2.6293,134.6638,43.6701,-13.7749,77.9686,0.670645,-0.164414,-0.723328,,,,401.739,167.306,209.437,154.785,77.969,0.0,nan,84.760,2,0.234,1.4619,42.2259,4.4652,0.9722,,,4.8327,0.6643,5.4970
76,431178.012627,431178.012627,6.7718,-2.5736,134.6015,43.4664,-10.4940,77.9686,0.676422,-0.125294,-0.725778,,,,401.739,167.306,209.437,154.785,77.969,0.0,nan,84.760,2,2.270,1.4619,42.2259,4.7442,0.9333,,,3.4992,0.3997,3.8989
77,431178.044777,431178.044777,6.9994,-2.6875,134.6794,43.6918,-13.8093,77.9686,0.670812,-0.164882,-0.723067,,,,401.739,167.306,209.437,154.785,77.969,0.0,nan,84.760,2,2.296,1.4619,42.2259,4.4760,1.0000,,,2.4282,0.4402,2.8683
78,431178.073779,431178.073779,6.9695,-2.5377,134.4560,45.2818,-13.5607,77.9686,0.690766,-0.166613,-0.703621,,,,401.739,167.306,209.437,154.785,77.969,0.0,nan,84.760,2,1.600,1.4619,42.2259,4.7668,0.9056,,,2.4799,0.2674,2.7473
79,431178.101564,431178.101564,6.9631,-2.5824,134.6521,43.4531,-12.6243,77.9686,0.671133,-0.150315,-0.725938,,,,401.739,167.306,209.437,154.785,77.969,0.0,nan,84.760,2,1.942,1.4619,42.2259,4.4630,0.9222,,,2.5352,0.2830,2.8182
80,431178.130979,431178.130979,6.9673,-2.7094,134.7601,43.7845,-13.6178,77.9686,0.672495,-0.162915,-0.721948,,,,401.739,167.306,209.437,154.785,77.969,0.0,nan,84.760,2,0.761,1.4619,42.2259,4.4048,1.0000,,,2.3292,0.3553,2.6845
81,431178.156362,431178.156362,6.8218,-2.5057,134.5710,43.5416,-13.1931,77.9686,0.670699,-0.157226,-0.724874,,,,401.739,167.306,209.437,154.785,77.969,0.0,nan,84.760,2,0.381,1.4619,42.2259,4.7685,0.9167,,,2.4916,0.2730,2.7646
82,431178.180558,431178.180558,6.9880,-2.6181,134.6677,43.7609,-13.7778,77.9686,0.671749,-0.164722,-0.722233,,,,401.739,167.306,209.437,154.785,77.969,0.0,nan,84.760,2,0.459,1.4619,42.2259,4.5209,0.9611,,,2.5950,0.3605,2.9555
83,431178.212427,431178.212427,6.9495,-2.5914,134.6516,43.4526,-12.7459,77.9686,0.670806,-0.151738,-0.725944,,,,401.739,167.306,209.437,154.785,77.969,0.0,nan,84.760,2,0.776,1.4619,42.2259,4.4416,0.9278,,,2.5115,0.3673,2.8788
84,431178.236693,431178.236693,6.9196,-2.5475,134.6274,43.6346,-12.1265,77.9686,0.674659,-0.144961,-0.723755,,,,401.739,167.306,209.437,154.785,77.969,0.0,nan,84.760,2,0.464,1.4619,42.2259,4.5017,0.9111,,,2.6990,0.2865,2.9855
85,431178.260703,431178.260703,6.9658,-2.6203,134.6803,43.4684,-13.3195,77.9686,0.669448,-0.158491,-0.725755,,,,401.739,167.306,209.437,154.785,77.969,0.0,nan,84.760,2,0.839,1.4619,42.2259,4.3993,0.9611,,,2.5089,0.3703,2.8792
86,431178.288599,431178.288599,6.9571,-2.6655,134.7034,43.6890,-13.4280,77.9686,0.671860,-0.160407,-0.723100,,,,401.739,167.306,209.437,154.785,77.969,0.0,nan,84.760,2,0.233,1.4619,42.2259,4.4790,0.9778,,,2.4436,0.3562,2.7998
87,431178.308917,431178.308917,6.9456,-2.7464,134.7037,43.7806,-13.5980,77.9686,0.672505,-0.162671,-0.721994,,,,401.739,167.306,209.437,154.785,77.969,0.0,nan,84.760,2,0.149,1.4619,42.2259,4.4916,1.0000,,,2.4867,0.4415,2.9283
