# generated, 2026-09-01T15:53:21+00:00
# source, results/flights/2026-08-29_231418
frame,t_capture,t_host,x_mm,y_mm,z_mm,theta_deg,phi_deg,psi_deg,nx,ny,nz,vx_mm_s,vy_mm_s,vz_mm_s,ellipse_cx,ellipse_cy,major_px,minor_px,ellipse_deg,area_px,fit_rms_px,ambiguity_margin_deg,n_solutions,jump_deg,discrepancy_mm,margin,refine_rms_px,union_coverage,pred_pos_mm,pred_ang_deg,t_seg_ms,t_est_ms,t_total_ms
65,431177.710623,431177.710623,7.1578,-2.5101,134.3871,45.1860,-15.6587,77.8613,0.683070,-0.191471,-0.704808,,,,803.822,335.080,416.274,306.137,77.861,0.0,nan,85.375,2,2.201,0.4641,39.8854,5.2987,0.8889,,,10.1632,4.1849,14.3481
66,431177.737934,431177.737934,7.0342,-2.4934,134.7484,43.1774,-11.7338,77.8613,0.669961,-0.139154,-0.729238,,,,803.822,335.080,416.274,306.137,77.861,0.0,nan,85.375,2,3.393,0.4641,39.8854,4.7020,0.8444,,,12.0757,5.4030,17.4787
67,431177.765942,431177.765942,7.0650,-2.4992,134.6352,43.4457,-12.1496,77.8613,0.672264,-0.144730,-0.726027,,,,803.822,335.080,416.274,306.137,77.861,0.0,nan,85.375,2,0.392,0.4641,39.8854,4.7689,0.8778,,,9.6985,3.7322,13.4307
68,431177.797665,431177.797665,7.0501,-2.4729,134.7876,43.4705,-12.2242,77.8613,0.672382,-0.145671,-0.725729,,,,803.822,335.080,416.274,306.137,77.861,0.0,nan,85.375,2,0.057,0.4641,39.8854,4.9826,0.8444,,,10.0169,4.7850,14.8019
69,431177.827266,431177.827266,7.0153,-2.5538,134.7229,43.3049,-12.4575,77.8613,0.669732,-0.147955,-0.727715,,,,803.822,335.080,416.274,306.137,77.861,0.0,nan,85.375,2,0.231,0.4641,39.8854,4.7209,0.9000,,,10.2904,4.7485,15.0389
70,431177.848469,431177.848469,7.0819,-2.4532,134.6853,43.1909,-11.4354,77.8613,0.670845,-0.135698,-0.729077,,,,803.822,335.080,416.274,306.137,77.861,0.0,nan,85.375,2,0.710,0.4641,39.8854,4.8001,0.8222,,,10.1605,4.4075,14.5680
71,431177.881198,431177.881198,6.9741,-2.5545,134.6945,43.4487,-12.7832,77.8613,0.670659,-0.152164,-0.725991,,,,803.822,335.080,416.274,306.137,77.861,0.0,nan,85.375,2,0.960,0.4641,39.8854,4.7843,0.9056,,,9.6891,5.5063,15.1954
72,431177.910088,431177.910088,7.0499,-2.4720,134.6558,43.1299,-12.1361,77.8613,0.668376,-0.143728,-0.729806,,,,803.822,335.080,416.274,306.137,77.861,0.0,nan,85.375,2,0.546,0.4641,39.8854,4.8456,0.8389,,,10.7686,5.9497,16.7183
73,431177.936641,431177.936641,7.0234,-2.4680,134.6619,43.9989,-12.5899,77.8613,0.677942,-0.151412,-0.719353,,,,803.822,335.080,416.274,306.137,77.861,0.0,nan,85.375,2,0.924,0.4641,39.8854,4.9420,0.8444,,,12.0129,5.0519,17.0648
74,431177.964853,431177.964853,6.9944,-2.5510,134.6453,43.3959,-11.7825,77.8613,0.672560,-0.140291,-0.726623,,,,803.822,335.080,416.274,306.137,77.861,0.0,nan,85.375,2,0.821,0.4641,39.8854,4.8243,0.9000,,,11.2726,4.4135,15.6861
75,431177.990776,431177.990776,7.0051,-2.5246,134.7137,42.9810,-11.8369,77.8613,0.667259,-0.139847,-0.731580,,,,803.822,335.080,416.274,306.137,77.861,0.0,nan,85.375,2,0.417,0.4641,39.8854,4.7790,0.8722,,,10.9034,5.7835,16.6869
76,431178.012627,431178.012627,7.2644,-2.4404,134.4769,43.4718,-17.0844,77.8613,0.657638,-0.202120,-0.725713,,,,803.822,335.080,416.274,306.137,77.861,0.0,nan,85.375,2,3.627,0.4641,39.8854,5.4564,0.8778,,,11.0905,4.4785,15.5690
77,431178.044777,431178.044777,7.1409,-2.4941,134.7821,41.8265,-12.3054,77.8613,0.651556,-0.142127,-0.745167,,,,803.822,335.080,416.274,306.137,77.861,0.0,nan,85.375,2,3.631,0.4641,39.8854,5.1435,0.8611,,,9.8493,3.2751,13.1243
78,431178.073779,431178.073779,6.9079,-2.8816,134.7532,43.3016,-14.8360,77.8613,0.662975,-0.175612,-0.727753,,,,803.822,335.080,416.274,306.137,77.861,0.0,nan,85.375,2,2.259,0.4641,39.8854,4.6710,0.9444,,,9.1821,4.3840,13.5661
79,431178.101564,431178.101564,7.2059,-2.4111,134.6354,42.8627,-15.2388,77.8613,0.656326,-0.178797,-0.732985,,,,803.822,335.080,416.274,306.137,77.861,0.0,nan,85.375,2,0.518,0.4641,39.8854,5.1765,0.8778,,,9.9852,3.5203,13.5055
80,431178.130979,431178.130979,7.3808,-2.4376,134.5577,42.1281,-17.3731,77.8613,0.640189,-0.200293,-0.741647,,,,803.822,335.080,416.274,306.137,77.861,0.0,nan,85.375,2,1.618,0.4641,39.8854,5.5112,0.8778,,,9.1119,3.9864,13.0982
81,431178.156362,431178.156362,6.9780,-2.6691,134.7173,42.9443,-12.6656,77.8613,0.664709,-0.149380,-0.732016,,,,803.822,335.080,416.274,306.137,77.861,0.0,nan,85.375,2,3.285,0.4641,39.8854,4.7829,0.9278,,,10.0369,4.9751,15.0120
82,431178.180558,431178.180558,7.0638,-2.5015,134.6754,43.2679,-11.8806,77.8613,0.670728,-0.141107,-0.728157,,,,803.822,335.080,416.274,306.137,77.861,0.0,nan,85.375,2,0.626,0.4641,39.8854,4.8920,0.8611,,,9.2302,4.4270,13.6572
83,431178.212427,431178.212427,7.0230,-2.5802,134.7272,43.1673,-11.7625,77.8613,0.669765,-0.139464,-0.729359,,,,803.822,335.080,416.274,306.137,77.861,0.0,nan,85.375,2,0.129,0.4641,39.8854,4.8090,0.9000,,,9.7864,5.6780,15.4644
84,431178.236693,431178.236693,7.1278,-2.5189,134.6094,43.4361,-12.5957,77.8613,0.670998,-0.149933,-0.726142,,,,803.822,335.080,416.274,306.137,77.861,0.0,nan,85.375,2,0.631,0.4641,39.8854,4.9389,0.8944,,,8.8955,3.3359,12.2314
85,431178.260703,431178.260703,7.0128,-2.5610,134.7225,42.8993,-11.4672,77.8613,0.667124,-0.135331,-0.732551,,,,803.822,335.080,416.274,306.137,77.861,0.0,nan,85.375,2,0.940,0.4641,39.8854,4.7538,0.8778,,,8.8943,3.5751,12.4693
86,431178.288599,431178.288599,6.9689,-2.4880,134.7398,43.1895,-10.5524,77.8613,0.672839,-0.125339,-0.729094,,,,803.822,335.080,416.274,306.137,77.861,0.0,nan,85.375,2,0.689,0.4641,39.8854,4.8795,0.8444,,,9.0300,3.8203,12.8503
87,431178.308917,431178.308917,6.9721,-2.5064,134.7230,43.0110,-11.0132,77.8613,0.669575,-0.130313,-0.731223,,,,803.822,335.080,416.274,306.137,77.861,0.0,nan,85.375,2,0.362,0.4641,39.8854,4.8171,0.8611,,,8.7380,4.6145,13.3525
88,431178.336122,431178.336122,7.2068,-2.5039,134.6558,42.5480,-16.1461,77.8613,0.649536,-0.188046,-0.736711,,,,803.822,335.080,416.274,306.137,77.861,0.0,nan,85.375,2,3.516,0.4641,39.8854,5.3779,0.9000,,,8.8648,4.7349,13.5997
89,431178.364623,431178.364623,7.0350,-2.7212,134.7583,43.2185,-12.7450,77.8613,0.667911,-0.151071,-0.728747,,,,803.822,335.080,416.274,306.137,77.861,0.0,nan,85.375,2,2.409,0.4641,39.8854,4.7317,0.9111,,,9.4227,3.5837,13.0064
90,431178.388126,431178.388126,6.9678,-2.6277,134.7647,43.2348,-12.5408,77.8613,0.668647,-0.148735,-0.728553,,,,803.822,335.080,416.274,306.137,77.861,0.0,nan,85.375,2,0.141,0.4641,39.8854,4.6875,0.9167,,,10.1379,5.1734,15.3113
91,431178.417199,431178.417199,7.0158,-2.5264,134.7353,43.2679,-11.8466,77.8613,0.670812,-0.140709,-0.728156,,,,803.822,335.080,416.274,306.137,77.861,0.0,nan,85.375,2,0.477,0.4641,39.8854,4.6633,0.8667,,,8.8692,4.8817,13.7508
92,431178.444595,431178.444595,7.1439,-2.4326,134.4507,44.2164,-14.6586,77.8613,0.674671,-0.176476,-0.716711,,,,803.822,335.080,416.274,306.137,77.861,0.0,nan,85.375,2,2.163,0.4641,39.8854,5.2978,0.8722,,,9.4847,4.3542,13.8389
93,431178.472369,431178.472369,6.8766,-2.5918,134.9843,42.6021,-8.6000,77.8613,0.669291,-0.101221,-0.736073,,,,803.822,335.080,416.274,306.137,77.861,0.0,nan,85.375,2,4.464,0.4641,39.8854,5.5496,0.9278,,,9.5704,3.2796,12.8500
