# generated, 2026-09-04T03:25:56+00:00
# source, results/flights/New Folder With Items/2026-08-29_231418
frame,t_capture,t_host,x_mm,y_mm,z_mm,theta_deg,phi_deg,psi_deg,nx,ny,nz,vx_mm_s,vy_mm_s,vz_mm_s,ellipse_cx,ellipse_cy,major_px,minor_px,ellipse_deg,area_px,fit_rms_px,ambiguity_margin_deg,n_solutions,jump_deg,discrepancy_mm,margin,refine_rms_px,union_coverage,pred_pos_mm,pred_ang_deg,t_seg_ms,t_est_ms,t_total_ms
4,431175.941375,431175.941375,6.9738,-2.6475,134.6813,43.6069,-13.3713,77.9686,0.671010,-0.159502,-0.724089,,,,401.739,167.306,209.437,154.785,77.969,0.0,nan,84.760,2,,1.4619,42.2259,4.5142,0.9722,,,4.4756,5.7107,10.1863
5,431175.968503,431175.968503,6.9485,-2.5499,134.6439,43.5643,-12.7456,77.9686,0.672186,-0.152045,-0.724602,,,,401.739,167.306,209.437,154.785,77.969,0.0,nan,84.760,2,0.433,1.4619,42.2259,4.4760,0.9111,,,3.4577,3.6993,7.1571
6,431175.988784,431175.988784,6.7268,-2.6044,134.8125,42.6981,-8.7774,77.9686,0.670194,-0.103481,-0.734937,,,,401.739,167.306,209.437,154.785,77.969,0.0,nan,84.760,2,2.847,1.4619,42.2259,4.9002,0.9611,,,3.6090,3.2684,6.8774
7,431176.023397,431176.023397,7.0209,-2.6005,134.7016,43.5101,-14.1447,77.9686,0.667608,-0.168246,-0.725253,,,,401.739,167.306,209.437,154.785,77.969,0.0,nan,84.760,2,3.756,1.4619,42.2259,4.4732,0.9278,,,3.1950,4.1081,7.3030
8,431176.048650,431176.048650,6.9316,-2.7620,134.7054,43.8100,-13.7398,77.9686,0.672459,-0.164423,-0.721640,,,,401.739,167.306,209.437,154.785,77.969,0.0,nan,84.760,2,0.410,1.4619,42.2259,4.4240,1.0000,,,3.3227,4.7600,8.0827
9,431176.083658,431176.083658,6.9639,-2.7649,134.7274,43.8139,-14.1617,77.9686,0.671278,-0.169382,-0.721593,,,,401.739,167.306,209.437,154.785,77.969,0.0,nan,84.760,2,0.292,1.4619,42.2259,4.4830,1.0000,,,3.3546,4.8910,8.2456
10,431176.105791,431176.105791,6.9310,-2.7825,134.7566,43.8210,-14.3457,77.9686,0.670817,-0.171559,-0.721507,,,,401.739,167.306,209.437,154.785,77.969,0.0,nan,84.760,2,0.128,1.4619,42.2259,4.5321,1.0000,,,3.2436,4.9938,8.2374
11,431176.135065,431176.135065,6.9388,-2.6776,134.7054,43.6443,-13.1431,77.9686,0.672100,-0.156936,-0.723638,,,,401.739,167.306,209.437,154.785,77.969,0.0,nan,84.760,2,0.850,1.4619,42.2259,4.4559,0.9778,,,3.2020,4.5810,7.7831
12,431176.164358,431176.164358,6.8758,-2.5183,134.4929,43.6685,-12.6605,77.9686,0.673696,-0.151336,-0.723347,,,,401.739,167.306,209.437,154.785,77.969,0.0,nan,84.760,2,0.334,1.4619,42.2259,4.8624,0.9111,,,3.3513,3.4536,6.8049
13,431176.189233,431176.189233,6.7830,-2.6034,134.6068,43.9077,-10.9963,77.9686,0.680765,-0.132282,-0.720458,,,,401.739,167.306,209.437,154.785,77.969,0.0,nan,84.760,2,1.176,1.4619,42.2259,4.7078,0.9444,,,3.4205,3.4196,6.8401
