index,t_capture,skew_s,t_a,t_b
0,580967.987958,0.098161,580967.938878,580968.037039
1,580968.082252,0.001175,580968.082840,580968.081665
2,580968.132767,0.000892,580968.133213,580968.132321
3,580968.240909,0.187862,580968.146978,580968.334841
4,580968.399047,0.004343,580968.401218,580968.396875
5,580968.412325,0.006009,580968.409321,580968.415330
6,580968.450088,0.066159,580968.417009,580968.483168
7,580968.487914,0.073516,580968.451156,580968.524673
8,580968.615341,0.182638,580968.524022,580968.706660
9,580968.852958,0.010710,580968.847603,580968.858313
10,580968.878457,0.007720,580968.874597,580968.882318
11,580968.891632,0.019444,580968.881910,580968.901354
12,580968.902145,0.001650,580968.901320,580968.902970
13,580968.907522,0.002160,580968.906442,580968.908602
14,580968.911419,0.001045,580968.910897,580968.911942
15,580968.914870,0.001695,580968.914023,580968.915718
16,580968.916760,0.002123,580968.915699,580968.917822
17,580968.918727,0.001616,580968.917920,580968.919535
18,580968.929666,0.002999,580968.928166,580968.931166
19,580968.943259,0.011316,580968.937601,580968.948917
20,580968.979819,0.038185,580968.960726,580968.998911
21,580969.108532,0.013327,580969.101869,580969.115196
22,580969.204470,0.016983,580969.212961,580969.195978
23,580969.302676,0.003500,580969.304425,580969.300926
24,580969.326509,0.008906,580969.330962,580969.322056
25,580969.579565,0.000622,580969.579254,580969.579876
26,580969.582155,0.000902,580969.581704,580969.582606
27,580969.611104,0.000459,580969.610875,580969.611334
28,580969.621151,0.005273,580969.618514,580969.623788
29,580969.632942,0.004385,580969.630749,580969.635134
30,580969.645673,0.000185,580969.645581,580969.645766
31,580969.648175,0.000330,580969.648010,580969.648340
32,580969.654049,0.000403,580969.654251,580969.653848
33,580969.655921,0.000169,580969.656006,580969.655837
34,580969.661292,0.002688,580969.662636,580969.659948
35,580969.684943,0.001758,580969.684064,580969.685823
36,580969.697435,0.015179,580969.689845,580969.705024
37,580969.712613,0.020432,580969.702397,580969.722829
38,580969.741992,0.019667,580969.751825,580969.732158
39,580969.756064,0.005478,580969.753325,580969.758803
40,580969.766519,0.000303,580969.766368,580969.766671
41,580969.776817,0.007457,580969.780545,580969.773088
42,580969.784437,0.000450,580969.784213,580969.784662
43,580969.787206,0.000980,580969.787696,580969.786716
44,580969.789731,0.000272,580969.789867,580969.789596
45,580969.790877,0.000095,580969.790830,580969.790924
46,580969.797728,0.000504,580969.797475,580969.797980
47,580969.804283,0.004294,580969.802136,580969.806430
48,580969.808562,0.001367,580969.809246,580969.807879
49,580969.812695,0.000474,580969.812932,580969.812459
50,580969.818551,0.009315,580969.823209,580969.813894
51,580969.826257,0.001815,580969.827165,580969.825350
52,580969.830480,0.000013,580969.830486,580969.830473
53,580969.862086,0.001445,580969.862809,580969.861364
54,580969.880155,0.000138,580969.880086,580969.880224
55,580969.890014,0.001058,580969.890543,580969.889485
56,580969.925688,0.016742,580969.917317,580969.934059
57,580969.993414,0.000419,580969.993624,580969.993204
58,580970.029849,0.000737,580970.029480,580970.030218
59,580970.038217,0.012113,580970.044274,580970.032161
60,580970.044877,0.011889,580970.050821,580970.038932
61,580970.054665,0.000014,580970.054672,580970.054658
62,580970.057968,0.004325,580970.055805,580970.060131
63,580970.064107,0.000154,580970.064184,580970.064031
64,580970.069899,0.000468,580970.069665,580970.070133
65,580970.083053,0.002837,580970.081635,580970.084471
66,580970.092353,0.001422,580970.093064,580970.091642
67,580970.096371,0.002935,580970.094904,580970.097839
68,580970.098106,0.001258,580970.097477,580970.098736
69,580970.107282,0.004159,580970.105203,580970.109361
70,580970.110887,0.007379,580970.107198,580970.114576
71,580970.117438,0.002941,580970.115967,580970.118908
72,580970.121882,0.002269,580970.120747,580970.123016
73,580970.144401,0.026503,580970.131149,580970.157653
74,580970.158446,0.002693,580970.157100,580970.159793
75,580970.179953,0.000670,580970.180289,580970.179618
76,580970.236374,0.014794,580970.243771,580970.228977
77,580970.251178,0.005845,580970.248255,580970.254100
78,580970.256419,0.002650,580970.257744,580970.255094
79,580970.260098,0.000298,580970.260247,580970.259949
80,580970.274350,0.000626,580970.274663,580970.274037
81,580970.284750,0.007567,580970.288533,580970.280966
82,580970.299530,0.003139,580970.301099,580970.297961
83,580970.348098,0.000132,580970.348032,580970.348164
84,580970.360985,0.000801,580970.360585,580970.361385
