index,t_capture,skew_s,t_a,t_b
0,584895.991828,0.000830,584895.992242,584895.991413
1,584895.999616,0.000891,584896.000061,584895.999171
2,584896.019010,0.000122,584896.019071,584896.018949
3,584896.026061,0.007972,584896.022075,584896.030047
4,584896.030639,0.000542,584896.030368,584896.030910
5,584896.031383,0.000469,584896.031149,584896.031618
6,584896.034939,0.000659,584896.035269,584896.034610
7,584896.036930,0.000705,584896.037283,584896.036577
8,584896.051207,0.008148,584896.047132,584896.055281
9,584896.058194,0.008055,584896.054167,584896.062221
10,584896.062158,0.002711,584896.060803,584896.063514
11,584896.066564,0.000841,584896.066144,584896.066985
12,584896.071205,0.002267,584896.070072,584896.072339
13,584896.072623,0.001784,584896.071731,584896.073515
14,584896.074285,0.003012,584896.072779,584896.075791
15,584896.075438,0.002679,584896.074098,584896.076778
16,584896.077751,0.000926,584896.077288,584896.078214
17,584896.081510,0.000841,584896.081089,584896.081930
18,584896.096730,0.000821,584896.097140,584896.096320
19,584896.102549,0.000688,584896.102893,584896.102204
20,584896.110203,0.006383,584896.107012,584896.113394
21,584896.118659,0.001096,584896.118111,584896.119207
22,584896.119418,0.001374,584896.118731,584896.120105
23,584896.120721,0.002101,584896.119670,584896.121771
24,584896.125492,0.005667,584896.122658,584896.128325
25,584896.130053,0.004719,584896.127694,584896.132413
26,584896.135297,0.000575,584896.135010,584896.135585
27,584896.136012,0.000291,584896.135866,584896.136157
28,584896.136673,0.000585,584896.136381,584896.136966
29,584896.145376,0.002204,584896.144274,584896.146477
30,584896.146933,0.000377,584896.146744,584896.147121
31,584896.147725,0.000704,584896.147373,584896.148077
32,584896.151813,0.004309,584896.153967,584896.149659
33,584896.166522,0.000961,584896.166042,584896.167003
34,584896.167728,0.001051,584896.167203,584896.168254
35,584896.168567,0.000282,584896.168426,584896.168708
36,584896.174808,0.003614,584896.176615,584896.173001
37,584896.179664,0.000659,584896.179993,584896.179334
38,584896.183550,0.000660,584896.183880,584896.183219
39,584896.187841,0.000649,584896.188166,584896.187516
40,584896.191254,0.000557,584896.191533,584896.190976
41,584896.200404,0.000780,584896.200794,584896.200014
42,584896.205736,0.003376,584896.204048,584896.207424
43,584896.212472,0.004773,584896.210086,584896.214859
44,584896.217151,0.005669,584896.214317,584896.219986
45,584896.218623,0.004916,584896.216165,584896.221082
46,584896.222475,0.003107,584896.220921,584896.224029
47,584896.229765,0.003043,584896.228243,584896.231286
48,584896.235407,0.006812,584896.232002,584896.238813
49,584896.239398,0.001025,584896.238886,584896.239910
50,584896.257123,0.000168,584896.257206,584896.257039
51,584896.259591,0.001116,584896.260149,584896.259033
52,584896.263937,0.000409,584896.263732,584896.264141
53,584896.269418,0.000152,584896.269342,584896.269494
54,584896.274053,0.003970,584896.276038,584896.272068
55,584896.280252,0.000595,584896.280550,584896.279954
56,584896.284928,0.000369,584896.285112,584896.284743
57,584896.287494,0.000890,584896.287938,584896.287049
58,584896.291793,0.000733,584896.292160,584896.291427
59,584896.302274,0.002173,584896.301187,584896.303360
60,584896.305180,0.001546,584896.305953,584896.304407
61,584896.308563,0.000689,584896.308218,584896.308908
62,584896.312696,0.000366,584896.312879,584896.312513
63,584896.318307,0.002400,584896.317107,584896.319507
64,584896.320240,0.000739,584896.319871,584896.320610
65,584896.327084,0.000664,584896.327416,584896.326752
66,584896.335178,0.006799,584896.331779,584896.338578
67,584896.338335,0.001819,584896.337426,584896.339244
68,584896.341042,0.004217,584896.338934,584896.343150
69,584896.346740,0.003018,584896.345231,584896.348249
70,584896.351589,0.000876,584896.352027,584896.351151
71,584896.357400,0.003381,584896.355710,584896.359091
72,584896.361384,0.002658,584896.360055,584896.362713
73,584896.365471,0.003140,584896.363901,584896.367041
74,584896.369417,0.002612,584896.368111,584896.370724
75,584896.375502,0.007711,584896.371646,584896.379358
76,584896.380611,0.001048,584896.380086,584896.381135
77,584896.385704,0.002350,584896.384529,584896.386878
78,584896.389275,0.002939,584896.387806,584896.390745
79,584896.395625,0.007954,584896.391648,584896.399602
80,584896.398418,0.005101,584896.395868,584896.400969
81,584896.403492,0.000966,584896.403975,584896.403009
82,584896.409463,0.002942,584896.407992,584896.410934
83,584896.415192,0.006971,584896.411706,584896.418677
84,584896.417696,0.003902,584896.415745,584896.419647
85,584896.420974,0.004092,584896.418928,584896.423019
86,584896.425812,0.003620,584896.424002,584896.427622
87,584896.435598,0.007637,584896.431780,584896.439417
88,584896.438199,0.004265,584896.436067,584896.440332
89,584896.441517,0.003590,584896.439722,584896.443313
90,584896.445679,0.002968,584896.444195,584896.447163
91,584896.449970,0.003484,584896.448228,584896.451712
92,584896.457594,0.002819,584896.456184,584896.459003
93,584896.461797,0.003705,584896.459944,584896.463649
