d,tilt_deg,f,amp,pitch,model,phase_err_deg,z_eq,k_z,G_n,C_grad,C_grad_fixed_m,C_tilt,C_net,k_z_fixed_m,trace_resid,trace_resid_fixed_m,B_mean,lock,ellipticity,kappa_t,Omega_align,lambda_grad,R,max_re_root,clearance,stage,axis,factor
0.037,12.0,120.0,1.25,0.021,dipole,0.0,0.0222001679048507,-0.0556577924055155,12.737732600990531,0.0279526402950346,0.0279526398826703,0.0124271044950643,0.040379744790099,-0.0559053072771647,0.0002474881845537,-2.7511823971759778e-08,0.0035783300315783,0.3329769201576458,1.0,6.1167589306726445e-06,2.4160212619595463,18.2892363062834,0.1321007187779352,18.280861343512733,0.0070743987896059,A,,
0.037,12.0,125.0,1.25,0.021,dipole,0.0,0.0240422490192043,-0.0374577014310877,20.458418107538613,0.0191227432302055,0.0191227429453931,0.0216574542907272,0.0407801975209328,-0.0382455157330632,0.0007877850293232,-2.9842276885738706e-08,0.0034695619185728,0.3726296570965994,1.0,5.83676959067953e-06,2.2132127828458215,15.127224426675651,0.1463066006307804,15.32818683134134,0.0089164799039595,A,,
0.037,12.0,130.0,1.25,0.021,dipole,0.0,0.0284193693020167,-0.0069225324127359,32.67691040882904,0.004840215964326,0.0048402159002461,0.0374147650571443,0.0422549810214703,-0.0096804550420203,0.0027578995159161,-2.3241528068415618e-08,0.0030805648516235,0.4539294731498672,1.0,4.976060138335665e-06,1.8142741023878903,7.610558405265573,0.2383890912830568,9.959995005549596,0.0132936001867719,A,,
0.037,14.0,60.0,1.25,0.021,dipole,0.0,0.0155441669765289,-0.1373255542376256,-51.61644459489573,0.0688020730030743,0.0688020727613483,-0.0125894256603131,0.0562126473427611,-0.1376040908842592,0.000278591768523,5.4638437496645764e-08,0.0030915891819935,0.0963502298560774,1.0,5.578478093914742e-06,4.40681800183074,28.6935917668772,0.1535819578683002,28.540651191761743,-0.0002094458201,A,,
0.037,14.0,65.0,1.25,0.021,dipole,0.0,0.0158486276074914,-0.1344576547580638,-47.18203319807287,0.067386989591294,0.0673869892919142,-0.0135057496634329,0.0538812399278611,-0.1347739298075679,0.0003163244245242,4.877626061383644e-08,0.0031384178584502,0.1113904555711377,1.0,5.654039138056746e-06,4.122931193309442,28.396981662666292,0.1451890641859972,28.24637368781093,9.501481086245447e-05,A,,
0.037,14.0,70.0,1.25,0.021,dipole,0.0,0.0161847892238543,-0.1311045500689304,-42.573971261410776,0.0657232172472504,0.0657232168879655,-0.0141336903776254,0.0515895268696249,-0.131446391300497,0.0003418844255704,4.2475434003375057e-08,0.0031860980556951,0.1272532772046808,1.0,5.728926230378374e-06,3.8791433000949422,28.044232607589983,0.1383223194007126,27.896120969898774,0.0004311764272253,A,,
0.037,14.0,75.0,1.25,0.021,dipole,0.0,0.0165558019493719,-0.1272099991188422,-37.807655103428274,0.0637804249271979,0.0637804245082169,-0.0144084611458072,0.0493719637813907,-0.127560813249723,0.0003508507355537,3.5766710787532574e-08,0.0032339309999142,0.1439208815803116,1.0,5.8015617764280565e-06,3.666437540086112,27.626626577904027,0.1327139066272591,27.48119856761181,0.0008021891527429,A,,
0.037,14.0,80.0,1.25,0.021,dipole,0.0,0.0169657967984825,-0.1227103684984826,-32.89363385943568,0.0615250717999667,0.0615250713242918,-0.0142628777035354,0.0472621940964312,-0.1230501139543938,0.0003397751014508,2.8694189802003226e-08,0.0032811040875939,0.1613957146962545,1.0,5.870132199522282e-06,3.477911512935721,27.133774906916532,0.128176471016909,26.991274569229105,0.0012121840018535,A,,
0.037,14.0,85.0,1.25,0.021,dipole,0.0,0.0174202493546782,-0.1175321563589654,-27.836967313082884,0.0589195053232618,0.058919504796964,-0.0136262107396884,0.0452932945835733,-0.1178389882766325,0.0003068542875583,2.1317295664791125e-08,0.0033266468508949,0.1797062513922218,1.0,5.932497539250511e-06,3.308104912991676,26.55300634709781,0.124584947924484,26.413785862517535,0.0016666365580492,A,,
0.037,14.0,90.0,1.25,0.021,dipole,0.0,0.0179265433126988,-0.1115884265914389,-22.63624184081864,0.0559205860455163,0.0559205854779651,-0.0124223761200724,0.0434982099254438,-0.1118411572399681,0.0002527454995937,1.3715962116078728e-08,0.0033693633149726,0.1989157671745843,1.0,5.9860521582443585e-06,3.1525255893269395,25.86842636413321,0.1218676986744714,25.733033005256058,0.0021729305160698,A,,
0.037,14.0,95.0,1.25,0.021,dipole,0.0,0.0184948844462412,-0.1047734230189741,-17.281942228990413,0.0524775252083085,0.0524775246123721,-0.0105670823040345,0.0419104429042739,-0.1049550432282011,0.0001816273976429,5.996543192554604e-09,0.0034077237168874,0.2191365736993929,1.0,6.027501453185695e-06,3.007283363268047,25.05940910833392,0.1200061561813891,24.928744768836676,0.0027412716496122,A,,
0.037,14.0,100.0,1.25,0.021,dipole,0.0,0.0191398716058325,-0.0969538923941941,-11.753580660028188,0.048528303501544,0.0485283028937861,-0.0079631614779643,0.0405651420235797,-0.0970566074850418,0.0001027146088939,-1.697469581563027e-09,0.0034396815768225,0.2405546702610839,1.0,6.052484389501984e-06,2.8687606240725896,24.09803927535914,0.1190453958221393,23.97367890043594,0.0033862588092035,A,,
0.037,14.0,105.0,1.25,0.021,dipole,0.0,0.0198834022015733,-0.0879539574997898,-6.014317753508915,0.0439933145393245,0.0439933139402354,-0.0044924194406794,0.039500895098645,-0.0879866370510159,3.267157885922245e-05,-9.170545184344904e-09,0.003462341429308,0.2634758043253763,1.0,6.054887693696618e-06,2.7332378512496307,22.9444417314035,0.1191241819367831,22.82933534782403,0.0041297894049443,A,,
0.037,14.0,110.0,1.25,0.021,dipole,0.0,0.0207606008855625,-0.0775259003113535,1.483549107998474e-05,0.0387629437797311,0.0387629432140738,1.2161933587324946e-08,0.0387629559416647,-0.077525902573986,-1.2751891237394732e-08,-1.6145838305225982e-08,0.003471293473828,0.2884204643722812,1.0,6.025472234855484e-06,2.596324895304445,21.537363053122537,0.1205498040266365,21.43759525540978,0.0050069880889335,A,,
0.037,14.0,115.0,1.25,0.021,dipole,0.0,0.0218337364427024,-0.0652850841492211,6.406425392361915,0.0326696829611717,0.0326696824586342,0.0057401968228954,0.0384098797840672,-0.0653393871241003,5.428177312233329e-05,-2.2206831817861428e-08,0.0034590828366602,0.3163492080016218,1.0,5.94871150065275e-06,2.4518037220694406,19.772273685449125,0.1240021133165772,19.702340137128356,0.0060801236460734,A,,
0.037,14.0,120.0,1.25,0.021,dipole,0.0,0.0232328856940674,-0.0505295934132176,13.447888121892309,0.0254104158132539,0.0254104154100346,0.0131199418423727,0.0385303576556266,-0.0508208574690277,0.0002912382132902,-2.6648958435793183e-08,0.0034108326947991,0.3493285715946633,1.0,5.793744907907956e-06,2.2884359253857616,17.437733627002398,0.1312347105613604,17.44141270481756,0.0074792728974384,A,,
0.037,14.0,125.0,1.25,0.021,dipole,0.0,0.0253366487638691,-0.0314828931294465,21.80968067897109,0.0162186605402373,0.0162186602848025,0.0230879122675728,0.0393065728078101,-0.0324373484832774,0.0009544279510281,-2.7913672401291834e-08,0.003285287428014,0.3935307629307631,1.0,5.4751404705004024e-06,2.0760886118475703,13.931300025672362,0.1490233221610179,14.21819974295759,0.0095830359672401,A,,
0.037,16.0,60.0,1.25,0.021,dipole,0.0,0.0161973349366196,-0.1331527245965126,-54.77340686978557,0.0667428060286345,0.0667428057522847,-0.0133594194517117,0.0533833865769227,-0.1334855583660964,0.0003328874607563,5.3138473149472176e-08,0.0029151041577393,0.1021834254240318,1.0,5.256952463931534e-06,4.152823111036851,28.26092575149024,0.1469457563971649,28.109398313304258,-0.0001649281908588,A,,
0.037,16.0,65.0,1.25,0.021,dipole,0.0,0.0165105656182739,-0.130251410605396,-50.0082842083561,0.0653140208484531,0.0653140205086508,-0.014314757585382,0.050999263263071,-0.130627993714412,0.0003766310915101,4.7302889660816305e-08,0.0029633139172499,0.117972582314125,1.0,5.3344973728484895e-06,3.889921007286025,27.956793820944,0.1391404548103748,27.807508318171593,0.0001483024907954,A,,
0.037,16.0,70.0,1.25,0.021,dipole,0.0,0.0168567357598908,-0.1268637424089384,-45.07200931018446,0.0636346990138503,0.0636346986091083,-0.0149629880749463,0.0486717109389039,-0.1272693561757772,0.0004056556187622,4.104243930824758e-08,0.0030124559722532,0.1345883301920644,1.0,5.411410299419764e-06,3.6641484220460145,27.595047785230772,0.1327828257651039,27.448142464713246,0.0004944726324123,A,,
0.037,16.0,75.0,1.25,0.021,dipole,0.0,0.0172392555571899,-0.1229339550613643,-39.981720079769474,0.0616744350536437,0.0616744345853395,-0.01523699522586,0.0464374398277837,-0.1233488347792441,0.0004149150459231,3.43914350608987e-08,0.0030618260408283,0.1520106610471074,1.0,5.4860932270972605e-06,3.467069546336148,27.16669101776025,0.1276220774944415,27.022325449055117,0.0008769924297115,A,,
0.037,16.0,80.0,1.25,0.021,dipole,0.0,0.0176626111015696,-0.1183985238744868,-34.74901820103595,0.0593995460195318,0.0593995454922098,-0.0150673835258591,0.0443321624936727,-0.1187990635873151,0.0004005681645768,2.7397104501725167e-08,0.0031106019220096,0.1702423365275558,1.0,5.556703204274822e-06,3.2922124053163517,26.66095587978448,0.1234844099424302,26.519343339065237,0.0013003479740911,A,,
0.037,16.0,85.0,1.25,0.021,dipole,0.0,0.0181327729455867,-0.113183495947439,-29.379313880806777,0.0567721141770438,0.0567721135986431,-0.0143811902289794,0.0423909239480643,-0.1135442070739154,0.0003607324066486,2.012337088630467e-08,0.003157796306323,0.1893153254005057,1.0,5.621054904484359e-06,3.1344369252060225,26.0646373693211,0.1202563028517463,25.92609599862845,0.0017705098181082,A,,
0.037,16.0,90.0,1.25,0.021,dipole,0.0,0.0186578357530398,-0.1072006549097573,-23.870774190132423,0.0537485227840434,0.05374852216607,-0.0130998660180607,0.0406486567659827,-0.1074970316770939,0.0002963906583294,1.265504627478986e-08,0.003202183803623,0.2093007552937401,1.0,5.676469469976545e-06,2.98948535496601,25.361061058737047,0.1178769826720681,25.22610233963058,0.0022955726255613,A,,
0.037,16.0,95.0,1.25,0.021,dipole,0.0,0.0192490708303749,-0.100341676720113,-18.21249905932978,0.0502771247572445,0.050277124114908,-0.011136073363285,0.0391410513939595,-0.1005542431248228,0.0002125727943759,5.104993372473387e-09,0.0032421831133648,0.2303253312111298,1.0,5.719530034576872e-06,2.8536280998495913,24.52840847754152,0.1163397169637975,24.39790347093885,0.0028868077028965,A,,
0.037,16.0,100.0,1.25,0.021,dipole,0.0,0.0199227631118441,-0.0924686068103308,-12.381230208561083,0.0462943350340661,0.0462943343864123,-0.0083883999521883,0.0379059350818778,-0.092588671147895,0.0001200632578014,-2.375070390359113e-09,0.0032756549640843,0.2526003124834467,1.0,5.745662201586407e-06,2.7233328369624386,23.536835848438287,0.1157051378740501,23.412356341003814,0.0035604999843656,A,,
0.037,16.0,105.0,1.25,0.021,dipole,0.0,0.0207036782301306,-0.083396954564283,-6.335032741236976,0.0417175685774401,0.0417175679475258,-0.0047319788229462,0.0369855897544939,-0.0834351454721058,3.8182590597263255e-05,-9.577054163600884e-09,0.0032995278473956,0.2764768885512123,1.0,5.74835665620512e-06,2.594866625119906,22.34311123101516,0.1161372110755055,22.227707732335563,0.0043414151026522,A,,
0.037,16.0,110.0,1.25,0.021,dipole,0.0,0.0216323428934536,-0.0728621086446222,1.4090346436697367e-05,0.0364310479742742,0.036431047389481,1.1551074154647422e-08,0.0364310595253483,-0.0728621109837982,-1.2696073803386554e-08,-1.6204836222888375e-08,0.0033090279328894,0.3025638030258942,1.0,5.717568856469698e-06,2.463651940307328,20.879494761551623,0.1179938484356431,20.779734275457493,0.0052700797659751,A,,
0.037,16.0,115.0,1.25,0.021,dipole,0.0,0.0227828624334104,-0.0604414444436949,6.762026720972668,0.030252640072997,0.0302526395657273,0.0060588178153669,0.036311457888364,-0.0605053009365917,6.38357022992031e-05,-2.1805137036257083e-08,0.0032958330316705,0.3320186748765007,1.0,5.635880100003982e-06,2.3228680370212276,19.026801770597956,0.1220839984053834,18.95927277280451,0.0064205993059319,A,,
0.037,16.0,120.0,1.25,0.021,dipole,0.0,0.0243188335212101,-0.0453227854344377,14.25237850158076,0.0228347433168456,0.022834742926469,0.0139048135559526,0.0367395568727983,-0.0456695114354053,0.0003467011992535,-2.5582467241824783e-08,0.003242411355887,0.3674738280999491,1.0,5.4667107959623785e-06,2.159262718332515,16.53035652029377,0.1306240864001729,16.55012779258213,0.0079565703937317,A,,
0.037,16.0,125.0,1.25,0.021,dipole,0.0,0.0267879155487087,-0.0251558554927754,23.44229062953932,0.0131705372697356,0.0131705370511949,0.024816206957473,0.0379867442272086,-0.0263410996735878,0.0011852190466957,-2.5571197940360557e-08,0.0030930287131068,0.4179921326028044,1.0,5.093830808295914e-06,1.9315018836064533,12.554109117689586,0.1538541576705619,12.98454922396371,0.0104256524212302,A,,
0.037,18.0,60.0,1.25,0.021,dipole,0.0,0.0168481519095702,-0.1288662875561087,-58.35654189128555,0.064634429593416,0.0646344292739873,-0.014233358219445,0.0504010713739709,-0.129268806957415,0.0004025716307233,5.1590559685399384e-08,0.0027380438580715,0.1087912917930512,0.9999999892770474,4.934171496411236e-06,3.897836544025242,27.810968524023274,0.1401546494383418,27.661033645603844,-0.0001028266515503,A,,
0.037,18.0,65.0,1.25,0.021,dipole,0.0,0.0171708170828665,-0.1259367969073921,-53.20653867041966,0.06319519927533,0.0631951988857218,-0.0152302506490924,0.0479649486262376,-0.1263903519755423,0.0004536016432679,4.5795901432166275e-08,0.002787745614966,0.1254023298067779,1.0,5.013839531103672e-06,3.656096977096632,27.499588625699985,0.1329509698075917,27.35180268872687,0.0002198385217459,A,,
0.037,18.0,70.0,1.25,0.021,dipole,0.0,0.0175277642121452,-0.1225210710917914,-47.89057694744863,0.0615038390054341,0.0615038385452476,-0.0158986950600637,0.0456051439453704,-0.1230076374994775,0.0004866069190768,3.9591017686468894e-08,0.00283846984602,0.142838022271457,1.0,5.092925230543142e-06,3.44849732593626,27.129092461487165,0.1271143636976354,26.98356645475676,0.0005767856510246,A,,
0.037,18.0,75.0,1.25,0.021,dipole,0.0,0.0179226942154353,-0.1185639594056438,-42.42774383782941,0.0595298858956067,0.0595298853677759,-0.0161691725371297,0.0433607133584769,-0.1190597377222375,0.0004958123855696,3.301331423510856e-08,0.0028895076977195,0.1610759510503772,0.9999999863835946,5.169811622731916e-06,3.267187722756269,26.6901907959117,0.1224115536580099,26.54705399399339,0.0009717156543147,A,,
0.037,18.0,80.0,1.25,0.021,dipole,0.0,0.0183604909370669,-0.1140021049484616,-36.8307664868555,0.0572395286430231,0.0572395280540602,-0.015970042117399,0.041269486525624,-0.114479029994475,0.0004769523375845,2.611364539883976e-08,0.0029400280004842,0.1801194203330036,1.0,5.242627132375599e-06,3.1061299204134003,26.171714719524076,0.1186827058792685,26.031145949116837,0.0014095123759463,A,,
0.037,18.0,85.0,1.25,0.021,dipole,0.0,0.0188476814837958,-0.1087610702332737,-31.10536020753321,0.0545945927292341,0.0545945920893845,-0.0152260908508724,0.0393685018783616,-0.1091891652192314,0.0004281152251945,1.895953774533332e-08,0.0029890266445614,0.2000046524736741,1.0,5.309140368150727e-06,2.9605057936291574,25.559889301425734,0.115826236910346,25.42216742993461,0.0018967029226752,A,,
0.037,18.0,90.0,1.25,0.021,dipole,0.0,0.0193931659473217,-0.1027512045577016,-25.249100746611393,0.0515509774797558,0.0515509768030868,-0.0138562676778976,0.0376947098018581,-0.1031019419651241,0.00035075040181,1.1641049513233526e-08,0.0030352478678901,0.2208121108585347,1.0,5.3665959660511874e-06,2.826291963937222,24.83719834869756,0.1137927041632467,24.702791668690267,0.0024421873862011,A,,
0.037,18.0,95.0,1.25,0.021,dipole,0.0,0.0200094358247245,-0.0958612897416412,-19.249371042475175,0.048056136551294,0.0480561358557453,-0.0117700710609665,0.0362860654903275,-0.0961122674340147,0.0002509833609468,4.277475817993093e-09,0.0030770558533926,0.2426855198645641,1.0,5.411446317921657e-06,2.6999168079010283,23.980519093541066,0.1125879217780663,23.85025772112057,0.0030584572636039,A,,
0.037,18.0,100.0,1.25,0.021,dipole,0.0,0.0207147322480895,-0.0879480864780695,-13.079590831900536,0.0440448165036936,0.0440448158111266,-0.0088615458448622,0.0351832706588314,-0.0880896345930128,0.0001415465293177,-2.970759485632079e-09,0.0031122107920775,0.2658661391516168,1.0,5.438883414132275e-06,2.57792562083221,22.957868068935024,0.1122894169916621,22.833308622907225,0.0037637536869689,A,,
0.037,18.0,105.0,1.25,0.021,dipole,0.0,0.0215372154400092,-0.0788173421341245,-6.691720377981745,0.0394311725328661,0.0394311718691686,-0.0049984081236973,0.0344327644091688,-0.0788623536213513,4.500293160783486e-05,-9.883013990519274e-09,0.0031374457296759,0.2907598318936468,1.0,5.441953556538455e-06,2.4565531514247647,21.722209557085083,0.1130894693271899,21.606498393588907,0.0045862368788886,A,,
0.037,18.0,110.0,1.25,0.021,dipole,0.0,0.0225239909890737,-0.0681849378566605,1.4946400038377777e-05,0.0340924626713233,0.0340924620666852,1.225285524127918e-08,0.0340924749241786,-0.0681849402752163,-1.251401379742667e-08,-1.6141845832207125e-08,0.0031475692468556,0.3180842094877203,1.0,5.409678697848144e-06,2.3309846815945265,20.198231249975063,0.1154053863799288,20.098478843059578,0.0055730124279531,A,,
0.037,18.0,115.0,1.25,0.021,dipole,0.0,0.023764258431497,-0.0555825530208331,7.160381966295648,0.0278291761778935,0.0278291756675704,0.0064157465819632,0.0342449227598567,-0.0556583725877793,7.57993349539618e-05,-2.1252638475466323e-08,0.0031332136840405,0.3492510330091192,1.0,5.3223369260775765e-06,2.1936389895581136,18.24880071013017,0.1202072960520848,18.184215845576933,0.0068132798703764,A,,
0.037,18.0,120.0,1.25,0.021,dipole,0.0,0.0254682889369967,-0.0400532634435481,15.170914333542829,0.020235708104052,0.0202357077308583,0.0148009495578472,0.0350366576618993,-0.0404714397681871,0.0004181527645559,-2.4306470468304926e-08,0.0030733388050931,0.3876895418259742,0.9999999879638024,5.1357238275390526e-06,2.028528196634706,15.561209742061784,0.1303580010975378,15.60316592703478,0.0085173103758761,A,,
0.037,18.0,125.0,1.25,0.021,dipole,0.0,0.0284964083285173,-0.0182420387102806,25.522008862783338,0.0098857631585539,0.0098857629871204,0.0270178142536636,0.0369035774122175,-0.0197715486355179,0.0015294876068271,-2.2661276969510036e-08,0.0028866094173979,0.4478824395850035,1.0,4.678748281049311e-06,1.774109007124725,10.876502250899062,0.1631139281912138,11.577933215433612,0.0115454297673967,A,,
0.037,20.0,60.0,1.25,0.021,dipole,0.0,0.0174956599706768,-0.1244875507665243,-62.446225544938926,0.0624904085753227,0.0624904082013941,-0.0152308459142282,0.0472595626610944,-0.1249807663918696,0.0004932663841211,5.001091865630691e-08,0.0025609214898955,0.1163156814767427,1.0,4.611026065456891e-06,3.642562062640727,27.345812734593697,0.1332036497870374,27.197688780513644,-2.3381867807162338e-05,A,,
0.037,20.0,65.0,1.25,0.021,dipole,0.0,0.0178284076385298,-0.1215347225669055,-56.84466938245561,0.0610439342654542,0.0610439338135112,-0.0162716572886352,0.0447722769768189,-0.1220878233561197,0.0005531459640029,4.4270902763154936e-08,0.0026122263553643,0.1338282933664873,1.0,4.692947269212818e-06,3.4221020074940447,27.027471080263577,0.1266156939852573,26.881400870185068,0.0003093658000458,A,,
0.037,20.0,70.0,1.25,0.021,dipole,0.0,0.0181968894852346,-0.1180973905578076,-51.08618640247779,0.0593440209351383,0.059344020406329,-0.016959572240815,0.0423844486943232,-0.1186880026765867,0.0005906513124691,3.8136071453531706e-08,0.0026646550274348,0.1521553127546762,0.9999999886782592,4.774345929086098e-06,3.232782423509527,26.64849199719253,0.1213120211023613,26.50455743629137,0.0006778476467506,A,,
0.037,20.0,75.0,1.25,0.021,dipole,0.0,0.0186051313389902,-0.1141211807249685,-45.19201364176824,0.0573601729470908,0.0573601723464316,-0.0172226331116515,0.0401375398354392,-0.1147203130463548,0.000599165169213,3.1646508441562915e-08,0.0027174954057916,0.171271752469427,1.0,4.853588469684384e-06,3.0673428389029933,26.199281388728856,0.1170773653441727,26.05757872027704,0.0010860895005062,A,,
0.037,20.0,80.0,1.25,0.021,dipole,0.0,0.019058461565681,-0.1095429644770636,-39.176049166700516,0.055058474030851,0.0550584733673785,-0.0169869708090052,0.0380715032218457,-0.1101169218783694,0.0005739835846383,2.4856387656480017e-08,0.0027699082503087,0.1911818339654406,1.0,4.928776089430439e-06,2.920180759729304,25.66824870423897,0.1137662640477319,25.52891828750247,0.001539419727197,A,,
0.037,20.0,85.0,1.25,0.021,dipole,0.0,0.0195640331328551,-0.1042877491724418,-33.04420095642847,0.0524005039150413,0.052400503201859,-0.0161751544589159,0.0362253494561254,-0.1048009885665007,0.0005132586576408,1.783721727266485e-08,0.0028208730821734,0.2119270232531883,1.0,4.997631438794958e-06,2.786800838367973,25.041012501255462,0.1112894631648082,24.90428804993744,0.0020449912943711,A,,
0.037,20.0,90.0,1.25,0.021,dipole,0.0,0.0201316593615576,-0.0982642241705467,-26.793187532182884,0.0493416679514199,0.0493416672056706,-0.0147036356706628,0.034638032280757,-0.0986833237275638,0.0004191117322931,1.0683777501574454e-08,0.0028691031927124,0.2335989484066154,1.0,5.057320017074405e-06,2.6634132723491692,24.29914913400329,0.1096093224359898,24.16544715947885,0.0026126175230736,A,,
0.037,20.0,95.0,1.25,0.021,dipole,0.0,0.0207752264599079,-0.091357887811822,-20.40826430703326,0.0458284918837571,0.0458284911265599,-0.0124786789446124,0.0333498129391446,-0.0916569787311695,0.0002990959556922,3.521950286966557e-09,0.00291290523631,0.2563615493303381,1.0,5.1041545843064554e-06,2.5466006576938187,23.418115098992097,0.108744903120039,23.288212446234816,0.0032561846214239,A,,
0.037,20.0,100.0,1.25,0.021,dipole,0.0,0.02151524736133,-0.0834195094576262,-13.858830437095785,0.0417939456467252,0.0417939449031193,-0.0093894880086742,0.032404457638051,-0.0835878932852431,0.0001683818358243,-3.4790044872723414e-09,0.0029499309357286,0.2804918099925881,1.0,5.133071900009841e-06,2.4329768735666852,22.363554908051498,0.1087920450737796,22.23897709752902,0.0039962055228459,A,,
0.037,20.0,105.0,1.25,0.021,dipole,0.0,0.0223839086839896,-0.0742437264005894,-7.0894956126667665,0.0371486211158678,0.0371486204148313,-0.005295527975118,0.0318530931407497,-0.0742972509148664,5.351583114615588e-05,-1.008520374157218e-08,0.0029766966793845,0.3064615885299518,1.0,5.136619442012261e-06,2.3187222284879803,21.08412112138529,0.109974810670962,20.968100190270253,0.0048648668455056,A,,
0.037,20.0,110.0,1.25,0.021,dipole,0.0,0.0234363700727101,-0.0635237856574074,1.3775280985607971e-05,0.03176188672633,0.0317618861010174,1.1292787787775515e-08,0.0317618980191178,-0.0635237881586613,-1.2204747407151828e-08,-1.5956626409074914e-08,0.0029875311667078,0.3351235584923528,1.0,5.1027333289331195e-06,2.198724524755284,19.49563115150677,0.1127803715441831,19.39588766150796,0.005917328234226,A,,
0.037,20.0,115.0,1.25,0.021,dipole,0.0,0.02478130332283,-0.0507358357978444,7.608510113431274,0.0254133901939957,0.0254133896826088,0.0068172721767988,0.0322306623707946,-0.0508267999158546,9.094459014715588e-05,-2.0550636935234845e-08,0.0029717956032738,0.3682211907790541,1.0,5.0088594487196806e-06,2.0644370194026114,17.438754171919157,0.1183821389447006,17.377824259665942,0.007262261484346,A,,
0.037,20.0,120.0,1.25,0.021,dipole,0.0,0.0266959809421033,-0.0347273080273036,16.23091852138756,0.0176196921004661,0.0176196917496045,0.0158351040043401,0.0334547961048063,-0.0352394063125879,0.0005120761736287,-2.2813378824926293e-08,0.0029036797411123,0.4103418487763778,1.0,4.800321111928486e-06,1.8960495259173384,14.520558164492192,0.1305769037552452,14.59438874448357,0.0091769391036193,A,,
0.037,20.0,125.0,1.25,0.021,dipole,0.0,0.0307875309508164,-0.0098668229005886,28.571361962704653,0.0060063303898275,0.006006330283415,0.030245885213534,0.0362522156033616,-0.012012679231267,0.0021458378790665,-1.8664437063595225e-08,0.0026432097073983,0.4891256506717888,1.0,4.179396430881943e-06,1.5847625063320727,8.477909225288052,0.1869284589182691,9.839269642162243,0.0132684891123324,A,,
0.037,22.0,60.0,1.25,0.021,dipole,0.0,0.0181387419311769,-0.1200332417289687,-67.14542759824805,0.0603232211869089,0.0603232207427128,-0.0163769972111112,0.0439462239757977,-0.1206463930694657,0.0006132006448491,4.8415960032799354e-08,0.0023842088978185,0.1249367572523454,1.0,4.288321177848841e-06,3.387635596309128,26.8674479040135,0.126086988552533,26.721396821997097,7.298106920809039e-05,A,,
0.037,22.0,65.0,1.25,0.021,dipole,0.0,0.0184821905647005,-0.1170614070679007,-61.009072729004146,0.0588726169963018,0.0588726164649487,-0.0174637082725327,0.0414089087237691,-0.1177451901862168,0.0006838269247029,4.2743680594981015e-08,0.0024372271709165,0.1434375093126445,1.0,4.372612384858107e-06,3.188513478167888,26.5424387614226,0.1201288814049049,26.398344442855414,0.0004164297027317,A,,
0.037,22.0,70.0,1.25,0.021,dipole,0.0,0.018862941951435,-0.1136089086701662,-54.730308177561874,0.0571675894708291,0.0571675888556713,-0.0181693463666807,0.0389982431041484,-0.114335141018971,0.000726270271492,3.6692371599422735e-08,0.0024914840127455,0.1627308933184308,1.0,4.4564544294961015e-06,3.017533242213956,26.15526312147909,0.1153700204887601,26.013176536710308,0.0007971810894662,A,,
0.037,22.0,75.0,1.25,0.021,dipole,0.0,0.0192853847495527,-0.109622330958853,-48.332688897414485,0.0551776446408944,0.0551776439497522,-0.0184195414432786,0.0367581031976157,-0.1103552575948559,0.0007329583229358,3.0304648554468905e-08,0.0025462658200099,0.1827893210598653,1.0,4.538200507961991e-06,2.868025774444848,25.69601234552946,0.1116136517946459,25.55599383701659,0.0012196238875839,A,,
0.037,22.0,80.0,1.25,0.021,dipole,0.0,0.0197553449104837,-0.1050388001358796,-41.831244012032435,0.0528687861731116,0.0528687854182804,-0.0181382792816374,0.0347305068914742,-0.1057375471988489,0.0006987722103436,2.3637711982216203e-08,0.0026007266853371,0.2036185279274611,1.0,4.615927146187636e-06,2.7348253189093397,25.1526543671996,0.1087290939152608,25.014801496838537,0.0016895840485149,A,,
0.037,22.0,85.0,1.25,0.021,dipole,0.0,0.0202806784909675,-0.0997826341022251,-35.231865217055216,0.0502023624518491,0.0502023616499887,-0.0172460173121756,0.0329563451396735,-0.1004047065329883,0.0006220908014732,1.6766989130445612e-08,0.0026538304959197,0.2252665481835432,1.0,4.687311854704825e-06,2.61375909095314,24.51016476731598,0.1066398009057269,24.37465957533276,0.0022149176289987,A,,
0.037,22.0,90.0,1.25,0.021,dipole,0.0,0.0208722310269773,-0.0937605606526252,-28.5300517204638,0.047133286591281,0.0471332857632315,-0.0156567965516976,0.0314764900395834,-0.0942665617342878,0.0005060125299368,9.792175209577536e-09,0.0027042591121574,0.2478384876932086,1.0,4.7494385110413905e-06,2.501268957433233,23.74914698289086,0.1053203704215218,23.616344332781992,0.0028064701650085,A,,
0.037,22.0,95.0,1.25,0.021,dipole,0.0,0.021545484399558,-0.0868542640128109,-21.708357850685218,0.0436071189070769,0.0436071180776482,-0.0132736240553343,0.0303334948517426,-0.0872142333100425,0.000359973801343,2.8452538936019067e-09,0.0027502589879504,0.2715223921472842,1.0,4.79847159429871e-06,2.394087153147343,22.843510762861044,0.1048038183797758,22.71411941844706,0.0034797235375892,A,,
0.037,22.0,100.0,1.25,0.021,dipole,0.0,0.0223235907318888,-0.0789076577502919,-14.731281049317891,0.039554941718853,0.0395549409166396,-0.0099805815067008,0.0295743602121521,-0.0791098857288511,0.000202225687414,-3.8955718373312465e-09,0.0027893651750475,0.2966379142170102,0.999999985388344,4.829069275519632e-06,2.28888550502637,21.756274404572384,0.105205765585735,21.63176813173786,0.00425782986992,A,,
