index,t_capture,skew_s,t_a,t_b
0,583919.053895,0.005774,583919.056782,583919.051008
1,583919.059700,0.000941,583919.060171,583919.059230
2,583919.064426,0.000303,583919.064578,583919.064275
3,583919.068067,0.001065,583919.067535,583919.068600
4,583919.075148,0.003979,583919.077138,583919.073158
5,583919.080541,0.000348,583919.080715,583919.080367
6,583919.082708,0.002193,583919.083805,583919.081612
7,583919.094960,0.001923,583919.095922,583919.093999
8,583919.097130,0.000442,583919.097351,583919.096909
9,583919.100102,0.002223,583919.098990,583919.101213
10,583919.102862,0.000347,583919.103036,583919.102688
11,583919.105460,0.003355,583919.107137,583919.103782
12,583919.112382,0.008925,583919.116845,583919.107919
13,583919.122893,0.002171,583919.121807,583919.123978
14,583919.125769,0.000872,583919.125333,583919.126205
15,583919.128758,0.000550,583919.128482,583919.129033
16,583919.134114,0.000841,583919.133693,583919.134534
17,583919.137908,0.003800,583919.136008,583919.139807
18,583919.142335,0.003106,583919.140782,583919.143888
19,583919.145456,0.004596,583919.143158,583919.147754
20,583919.151244,0.000717,583919.150885,583919.151602
21,583919.158400,0.004721,583919.156039,583919.160760
22,583919.160604,0.001296,583919.159956,583919.161252
23,583919.167387,0.003206,583919.165783,583919.168990
24,583919.170557,0.004312,583919.168401,583919.172713
25,583919.180048,0.005929,583919.177083,583919.183012
26,583919.183265,0.002747,583919.181891,583919.184639
27,583919.185247,0.000659,583919.184917,583919.185576
28,583919.188916,0.003643,583919.187094,583919.190737
29,583919.199059,0.014839,583919.191640,583919.206478
30,583919.207060,0.000448,583919.206836,583919.207283
31,583919.255032,0.000017,583919.255024,583919.255040
32,583919.256969,0.000225,583919.256857,583919.257082
33,583919.257639,0.000364,583919.257457,583919.257821
34,583919.258271,0.000367,583919.258087,583919.258454
35,583919.258832,0.000460,583919.258602,583919.259062
36,583919.259904,0.000425,583919.260117,583919.259691
37,583919.261168,0.000931,583919.261633,583919.260702
38,583919.262335,0.000118,583919.262276,583919.262394
39,583919.268620,0.011525,583919.262857,583919.274382
40,583919.274805,0.001215,583919.274197,583919.275413
41,583919.276195,0.000741,583919.275824,583919.276565
42,583919.277180,0.000243,583919.277059,583919.277302
43,583919.279150,0.000067,583919.279116,583919.279184
44,583919.280550,0.000509,583919.280295,583919.280804
45,583919.282989,0.001885,583919.282047,583919.283931
46,583919.286602,0.000497,583919.286354,583919.286850
47,583919.289837,0.004078,583919.287798,583919.291876
48,583919.296488,0.007447,583919.292764,583919.300211
49,583919.298583,0.005430,583919.295868,583919.301298
50,583919.303885,0.000922,583919.304347,583919.303424
51,583919.308075,0.000706,583919.308428,583919.307722
52,583919.317444,0.011257,583919.311816,583919.323073
53,583919.328031,0.000623,583919.327720,583919.328343
54,583919.329985,0.001269,583919.329351,583919.330620
55,583919.331039,0.000643,583919.330717,583919.331360
56,583919.337371,0.009363,583919.342053,583919.332690
57,583919.345720,0.002235,583919.346837,583919.344602
58,583919.348224,0.000874,583919.348661,583919.347787
59,583919.356357,0.006954,583919.359834,583919.352881
60,583919.361616,0.000809,583919.361212,583919.362021
61,583919.363157,0.000614,583919.363464,583919.362850
62,583919.372734,0.000056,583919.372706,583919.372762
63,583919.377713,0.000901,583919.377262,583919.378163
64,583919.382504,0.000310,583919.382349,583919.382659
65,583919.383450,0.001427,583919.382736,583919.384163
66,583919.388103,0.000744,583919.388475,583919.387732
67,583919.395888,0.007682,583919.392047,583919.399729
68,583919.398093,0.005665,583919.395261,583919.400926
69,583919.403311,0.000952,583919.402835,583919.403787
70,583919.407934,0.001524,583919.407172,583919.408696
71,583919.412781,0.000510,583919.413036,583919.412526
72,583919.419214,0.002541,583919.417944,583919.420485
73,583919.423940,0.005238,583919.421321,583919.426560
74,583919.429005,0.003651,583919.427180,583919.430830
75,583919.431563,0.000743,583919.431192,583919.431935
76,583919.437711,0.003449,583919.435986,583919.439435
77,583919.439522,0.002052,583919.438496,583919.440548
78,583919.446099,0.003969,583919.444115,583919.448084
79,583919.450031,0.005786,583919.447138,583919.452923
80,583919.461577,0.006466,583919.458345,583919.464810
81,583919.464945,0.000665,583919.464612,583919.465277
82,583919.465794,0.000436,583919.465576,583919.466012
83,583919.469429,0.004790,583919.467034,583919.471824
84,583919.476120,0.007707,583919.472267,583919.479973
85,583919.478540,0.004785,583919.476147,583919.480932
86,583919.483551,0.000882,583919.483110,583919.483992
87,583919.490390,0.000376,583919.490578,583919.490202
88,583919.495877,0.005959,583919.492897,583919.498857
89,583919.497782,0.005184,583919.495190,583919.500374
90,583919.502462,0.005919,583919.499503,583919.505422
91,583919.509625,0.000588,583919.509330,583919.509919
92,583919.513042,0.000161,583919.513122,583919.512962
