frame,t,nx,ny,nz,agree_deg
0,577827.12495,0.30898,-0.84557,-0.43536,4.16
1,577827.129117,0.30653,-0.84695,-0.43441,4.02
2,577827.13275,0.30963,-0.84391,-0.43811,4.25
3,577827.137207,0.30818,-0.84559,-0.4359,4.29
4,577827.140667,0.30887,-0.84687,-0.43292,4.18
5,577827.148926,0.30851,-0.84506,-0.43668,4.22
6,577827.153373,0.3081,-0.84407,-0.43889,4.2
7,577827.15673,0.30609,-0.84562,-0.4373,4.39
8,577827.160563,0.30565,-0.84528,-0.43828,4.09
9,577827.164358,0.30489,-0.84635,-0.43673,3.92
10,577827.168668,0.3021,-0.84689,-0.43763,3.87
11,577827.176483,0.30227,-0.84618,-0.43887,4.02
12,577827.181031,0.30404,-0.84462,-0.44066,4.11
13,577827.183966,0.30305,-0.84572,-0.43922,4.3
14,577827.188877,0.30329,-0.8447,-0.44103,4.07
15,577827.193155,0.30366,-0.84351,-0.44303,4.29
16,577827.200866,0.30416,-0.8438,-0.44214,4.2
17,577827.205015,0.3036,-0.84453,-0.44112,4.18
18,577827.216555,0.30474,-0.844,-0.44136,4.18
19,577827.22475,0.30332,-0.84504,-0.44034,4.08
20,577827.228349,0.30654,-0.84436,-0.43942,4.19
21,577827.233093,0.30568,-0.8453,-0.4382,4.27
22,577827.236106,0.30481,-0.84536,-0.43869,4.07
23,577827.240607,0.30423,-0.84534,-0.43914,4.04
24,577827.2446,0.30534,-0.84306,-0.44274,4.22
25,577827.252622,0.30409,-0.84524,-0.43942,4.14
26,577827.257335,0.30444,-0.8432,-0.44308,4.46
27,577827.260485,0.30385,-0.84596,-0.43821,4.23
28,577827.264656,0.30254,-0.84542,-0.44015,4.46
29,577827.268443,0.30289,-0.84671,-0.43743,4.37
30,577827.276961,0.30438,-0.84587,-0.438,4.24
31,577827.280877,0.30535,-0.84554,-0.43797,4.31
32,577827.285213,0.30558,-0.84634,-0.43626,4.37
33,577827.288846,0.30743,-0.84555,-0.4365,4.69
34,577827.306024,0.3042,-0.84555,-0.43876,4.45
35,577827.309566,0.30781,-0.84704,-0.43333,4.53
36,577827.31215,0.31154,-0.8413,-0.44177,4.37
37,577827.316073,0.30958,-0.84733,-0.43149,4.68
38,577827.321395,0.30719,-0.84691,-0.43402,4.26
39,577827.329186,0.3076,-0.84624,-0.43504,4.42
40,577827.332824,0.30872,-0.84565,-0.43539,4.29
41,577827.336906,0.31262,-0.84548,-0.43294,4.98
42,577827.340791,0.30789,-0.84658,-0.43418,4.21
43,577827.344498,0.30882,-0.84577,-0.43509,4.31
44,577827.352977,0.30678,-0.84822,-0.43175,4.44
45,577827.357354,0.30765,-0.84654,-0.43442,4.43
46,577827.361399,0.30649,-0.84909,-0.43025,4.36
47,577827.364126,0.30942,-0.84762,-0.43105,4.77
48,577827.368762,0.30805,-0.84885,-0.42961,4.63
49,577827.376791,0.30866,-0.84858,-0.4297,4.73
50,577827.388871,0.31021,-0.8473,-0.4311,4.96
51,577827.392265,0.30967,-0.84748,-0.43114,5.18
52,577827.397505,0.31089,-0.84813,-0.42898,4.79
53,577827.405799,0.30922,-0.84807,-0.4303,4.98
54,577827.408465,0.30339,-0.84583,-0.43877,4.64
55,577827.41248,0.30743,-0.84868,-0.43038,4.67
56,577827.417074,0.3109,-0.84867,-0.42791,5.26
57,577827.421043,0.30469,-0.84684,-0.43592,4.12
58,577827.429433,0.30489,-0.84681,-0.43583,4.15
59,577827.432449,0.31326,-0.84712,-0.42925,5.35
60,577827.436495,0.31468,-0.84574,-0.43092,5.57
61,577827.439724,0.3105,-0.84608,-0.43329,5.24
62,577827.445087,0.30805,-0.8448,-0.43752,4.41
63,577827.452801,0.30933,-0.84093,-0.44402,4.42
64,577827.456334,0.30924,-0.84691,-0.43257,4.74
65,577827.461256,0.30944,-0.84563,-0.43492,4.93
66,577827.469373,0.31071,-0.84651,-0.4323,5.09
67,577827.474149,0.30494,-0.84523,-0.43886,4.48
68,577827.481262,0.30819,-0.84726,-0.43264,4.64
69,577827.484241,0.30998,-0.84293,-0.43976,4.96
70,577827.488112,0.30783,-0.84609,-0.43517,5.2
71,577827.49433,0.30958,-0.84763,-0.43091,4.86
72,577827.495927,0.31529,-0.84278,-0.43624,5.53
73,577827.505024,0.30522,-0.84497,-0.43917,4.42
74,577827.508601,0.31308,-0.84784,-0.42797,5.23
75,577827.513085,0.30791,-0.84594,-0.43541,5.48
76,577827.515873,0.31415,-0.8479,-0.42706,5.41
77,577827.520453,0.30589,-0.84588,-0.43695,4.4
78,577827.528979,0.3046,-0.84726,-0.43516,3.99
79,577827.532183,0.31034,-0.84726,-0.4311,4.99
80,577827.535991,0.31824,-0.84568,-0.42842,5.87
81,577827.540284,0.31241,-0.84316,-0.43758,5.17
82,577827.557471,0.31133,-0.84305,-0.43858,4.93
83,577827.561234,0.31233,-0.84677,-0.43061,4.93
84,577827.563694,0.30466,-0.84729,-0.43505,4.16
85,577827.568901,0.30141,-0.8479,-0.43614,4.42
86,577827.572887,0.31188,-0.84702,-0.43046,5.24
87,577827.580655,0.30559,-0.84613,-0.43667,4.29
88,577827.584355,0.31788,-0.84285,-0.43423,5.81
89,577827.588365,0.31092,-0.84793,-0.42935,4.95
90,577827.591971,0.30945,-0.8487,-0.42889,4.82
91,577827.596747,0.30624,-0.84722,-0.43409,4.24
92,577827.600266,0.3124,-0.84872,-0.42671,5.18
93,577827.609234,0.30274,-0.84766,-0.43568,4.16
94,577827.612392,0.31152,-0.84591,-0.43288,5.01
95,577827.615664,0.30712,-0.84659,-0.4347,4.41
96,577827.621067,0.30725,-0.84708,-0.43366,4.34
97,577827.62457,0.30613,-0.84637,-0.43583,4.36
98,577827.640728,0.31239,-0.84496,-0.43412,5.46
99,577827.644708,0.30669,-0.84617,-0.43581,4.29
100,577827.648442,0.30566,-0.84599,-0.43689,4.3
101,577827.658018,0.30564,-0.84684,-0.43525,3.99
102,577827.660335,0.30735,-0.84364,-0.44023,4.48
103,577827.665147,0.30388,-0.84792,-0.43438,4.18
104,577827.668453,0.30646,-0.84611,-0.43609,4.18
105,577827.673192,0.308,-0.84813,-0.43105,4.65
106,577827.676739,0.30777,-0.84494,-0.43745,4.34
107,577827.684307,0.30684,-0.84398,-0.43995,4.59
108,577827.688635,0.30506,-0.84796,-0.43348,4.3
109,577827.692332,0.31185,-0.84288,-0.43852,5.04
110,577827.697703,0.3097,-0.84731,-0.43145,4.96
111,577827.700826,0.31069,-0.84673,-0.43188,5.04
112,577827.708611,0.30368,-0.84677,-0.43677,4.95
113,577827.71241,0.30612,-0.8478,-0.43303,4.73
114,577827.724677,0.31599,-0.84678,-0.42791,5.68
115,577827.733639,0.30679,-0.84555,-0.43695,4.7
116,577827.735983,0.31407,-0.84581,-0.43124,5.41
117,577827.740391,0.30996,-0.84922,-0.42749,5.23
118,577827.744019,0.30883,-0.8462,-0.43424,5.05
119,577827.749582,0.30878,-0.84739,-0.43195,4.85
120,577827.752088,0.30408,-0.84809,-0.4339,4.15
121,577827.761976,0.30882,-0.84589,-0.43486,4.98
122,577827.765084,0.30725,-0.84455,-0.43856,4.24
123,577827.767859,0.30755,-0.84846,-0.43073,4.73
124,577827.772984,0.30581,-0.8461,-0.43658,4.11
125,577827.776436,0.30782,-0.84532,-0.43667,4.39
126,577827.784531,0.30545,-0.84673,-0.4356,4.04
127,577827.788595,0.3059,-0.84665,-0.43544,4.14
128,577827.792568,0.30676,-0.84877,-0.43069,4.43
129,577827.796245,0.31063,-0.84766,-0.43009,4.94
130,577827.813591,0.30952,-0.84623,-0.4337,4.49
131,577827.816811,0.30556,-0.84509,-0.43869,4.27
132,577827.820453,0.30729,-0.84892,-0.43001,4.59
133,577827.82489,0.31103,-0.84645,-0.43217,5.08
134,577827.832659,0.31006,-0.84798,-0.42988,5.12
135,577827.836087,0.30885,-0.84796,-0.43079,4.87
136,577827.840668,0.30605,-0.84754,-0.43361,4.6
137,577827.843694,0.31386,-0.84778,-0.4275,5.41
138,577827.848862,0.31437,-0.84717,-0.42833,5.2
139,577827.852131,0.30801,-0.84848,-0.43036,4.46
140,577827.86018,0.31206,-0.84561,-0.43308,5.12
141,577827.864295,0.31137,-0.84782,-0.42924,5.13
142,577827.868678,0.31097,-0.84748,-0.43021,5.04
143,577827.871882,0.30713,-0.84718,-0.43355,5.22
144,577827.877087,0.31448,-0.84798,-0.42665,5.38
145,577827.88454,0.31097,-0.84603,-0.43304,5.07
146,577827.888593,0.30941,-0.84675,-0.43276,5.06
147,577827.89672,0.30943,-0.8481,-0.4301,4.89
148,577827.901813,0.31619,-0.84658,-0.42817,5.85
149,577827.904436,0.30759,-0.84585,-0.4358,4.4
150,577827.912623,0.30497,-0.84826,-0.43296,4.53
151,577827.916402,0.31231,-0.84497,-0.43415,5.9
152,577827.920936,0.31267,-0.84704,-0.42984,5.36
153,577827.924695,0.31039,-0.84728,-0.43101,4.83
154,577827.927969,0.31563,-0.84107,-0.43929,5.06
155,577827.936261,0.30659,-0.84505,-0.43806,4.3
156,577827.940393,0.30944,-0.84527,-0.43562,4.96
157,577827.944724,0.30717,-0.84756,-0.43277,4.6
158,577827.948015,0.30536,-0.84778,-0.43363,4.25
159,577827.952626,0.30561,-0.84696,-0.43504,4.33
160,577827.960822,0.30765,-0.841,-0.44506,4.32
161,577827.964807,0.30489,-0.84652,-0.4364,4.28
162,577827.968066,0.31124,-0.8471,-0.43076,5.14
163,577827.972098,0.3093,-0.84519,-0.43587,4.83
164,577827.989126,0.30614,-0.84663,-0.43531,4.8
165,577827.99316,0.30935,-0.84678,-0.43275,4.97
166,577827.995756,0.30951,-0.84729,-0.43163,5.15
167,577828.001451,0.30732,-0.84495,-0.43775,4.25
168,577828.003998,0.30583,-0.84486,-0.43895,4.39
169,577828.012975,0.30769,-0.85088,-0.42584,5.19
170,577828.016448,0.3085,-0.84781,-0.43133,4.96
171,577828.020222,0.3076,-0.84753,-0.43253,4.76
172,577828.024313,0.31005,-0.8472,-0.43141,4.99
173,577828.029235,0.30345,-0.84658,-0.43729,4.43
174,577828.037015,0.31469,-0.84607,-0.43027,5.42
175,577828.040478,0.3072,-0.84862,-0.43066,4.41
176,577828.044604,0.30463,-0.84686,-0.43593,4.06
177,577828.04814,0.30731,-0.84667,-0.4344,4.65
178,577828.053755,0.30391,-0.84584,-0.43841,4.3
179,577828.056299,0.30542,-0.846,-0.43703,4.08
180,577828.072955,0.31131,-0.84731,-0.4303,5.04
181,577828.075868,0.30516,-0.84695,-0.43538,4.07
182,577828.081745,0.30386,-0.84809,-0.43406,4.38
183,577828.090087,0.31843,-0.84555,-0.42854,6.1
184,577828.092779,0.30977,-0.84666,-0.43268,5.02
185,577828.097185,0.30766,-0.84485,-0.4377,4.48
186,577828.099951,0.30676,-0.84824,-0.43172,4.4
187,577828.105671,0.30923,-0.84695,-0.4325,4.22
188,577828.108286,0.3111,-0.84782,-0.42945,4.53
189,577828.116603,0.30945,-0.84798,-0.43032,4.38
