t_s,phase,A,B,C,D,dutyA,dutyB,dutyC,dutyD
51.513,WAITING,0.00,0.00,0.00,0.00,100.0,100.0,80.0,100.0
51.544,WAITING,0.00,0.00,0.00,0.00,100.0,100.0,80.0,100.0
51.652,WAITING,0.00,0.00,0.00,0.00,100.0,100.0,100.0,100.0
51.864,WAITING,0.00,0.00,0.01,0.01,100.0,100.0,100.0,100.0
52.053,WAITING,0.02,0.02,0.00,0.00,100.0,100.0,100.0,100.0
52.264,WAITING,0.00,0.00,0.03,0.03,100.0,100.0,100.0,100.0
52.452,WAITING,0.02,0.02,0.00,0.00,100.0,100.0,100.0,100.0
52.664,WAITING,0.00,0.00,0.01,0.01,100.0,100.0,100.0,100.0
52.876,WAITING,0.00,0.00,0.03,0.03,100.0,100.0,100.0,100.0
53.053,WAITING,0.01,0.01,0.05,0.05,100.0,100.0,100.0,100.0
53.265,WAITING,0.01,0.01,0.04,0.04,100.0,100.0,100.0,100.0
53.453,WAITING,0.09,0.09,0.02,0.02,100.0,100.0,100.0,100.0
53.665,WAITING,0.03,0.03,0.10,0.10,100.0,100.0,100.0,100.0
53.877,WAITING,0.07,0.06,0.02,0.02,100.0,100.0,100.0,100.0
54.054,WAITING,0.08,0.08,0.03,0.03,100.0,100.0,100.0,100.0
54.266,WAITING,0.06,0.07,0.16,0.15,100.0,100.0,100.0,100.0
54.454,WAITING,0.17,0.17,0.08,0.08,100.0,100.0,100.0,100.0
54.666,WAITING,0.06,0.06,0.12,0.12,100.0,100.0,100.0,100.0
54.855,WAITING,0.06,0.06,0.11,0.11,100.0,100.0,100.0,100.0
55.072,WAITING,0.13,0.14,0.08,0.07,100.0,100.0,100.0,100.0
55.255,WAITING,0.17,0.19,0.12,0.11,100.0,100.0,100.0,100.0
55.466,WAITING,0.17,0.19,0.11,0.11,100.0,100.0,100.0,100.0
55.655,WAITING,0.12,0.12,0.18,0.18,100.0,100.0,100.0,100.0
55.872,WAITING,0.14,0.14,0.21,0.21,100.0,100.0,100.0,100.0
56.055,WAITING,0.26,0.26,0.18,0.16,100.0,100.0,100.0,100.0
56.264,WAITING,0.16,0.17,0.23,0.22,100.0,100.0,100.0,100.0
56.456,WAITING,0.26,0.30,0.22,0.20,100.0,100.0,100.0,100.0
56.688,WAITING,0.21,0.23,0.28,0.28,100.0,100.0,100.0,100.0
56.855,WAITING,0.21,0.20,0.27,0.28,100.0,100.0,100.0,100.0
57.067,WAITING,0.28,0.27,0.22,0.22,100.0,100.0,100.0,100.0
57.254,WAITING,0.28,0.28,0.36,0.35,100.0,100.0,100.0,100.0
57.476,WAITING,0.33,0.36,0.29,0.27,100.0,100.0,100.0,100.0
57.655,WAITING,0.31,0.33,0.27,0.24,100.0,100.0,100.0,100.0
57.867,WAITING,0.40,0.39,0.35,0.30,100.0,100.0,100.0,100.0
58.055,WAITING,0.38,0.38,0.32,0.29,100.0,100.0,100.0,100.0
58.267,WAITING,0.41,0.43,0.36,0.35,100.0,100.0,100.0,100.0
58.455,WAITING,0.37,0.37,0.44,0.47,100.0,100.0,100.0,100.0
58.672,WAITING,0.39,0.41,0.45,0.54,100.0,100.0,100.0,100.0
58.855,WAITING,0.48,0.50,0.38,0.46,100.0,100.0,100.0,100.0
59.072,WAITING,0.47,0.47,0.47,0.63,100.0,100.0,100.0,100.0
59.255,WAITING,0.52,0.52,0.41,0.54,100.0,100.0,100.0,100.0
59.472,WAITING,0.46,0.52,0.47,0.58,100.0,100.0,100.0,100.0
59.656,WAITING,0.59,0.61,0.49,0.58,100.0,100.0,100.0,100.0
59.855,WAITING,0.51,0.55,0.56,0.59,100.0,100.0,100.0,100.0
60.077,WAITING,0.59,0.60,0.60,0.59,100.0,100.0,100.0,100.0
60.257,WAITING,0.61,0.61,0.71,0.64,100.0,100.0,100.0,100.0
60.474,WAITING,0.66,0.67,0.74,0.59,100.0,100.0,100.0,100.0
60.655,WAITING,0.69,0.70,0.80,0.58,100.0,100.0,100.0,100.0
60.871,WAITING,0.76,0.76,0.79,0.54,100.0,100.0,100.0,100.0
61.055,WAITING,0.75,0.77,0.89,0.57,100.0,100.0,100.0,100.0
61.266,WAITING,0.67,0.73,1.02,0.61,100.0,100.0,100.0,100.0
61.478,WAITING,0.76,0.73,1.08,0.61,100.0,100.0,100.0,100.0
61.654,WAITING,0.73,0.76,1.12,0.63,100.0,100.0,100.0,100.0
61.866,WAITING,0.76,0.78,1.11,0.64,100.0,100.0,100.0,100.0
62.078,WAITING,0.78,0.81,1.01,0.59,100.0,100.0,100.0,100.0
62.254,WAITING,0.77,0.77,1.05,0.63,100.0,100.0,100.0,100.0
