index,t_capture,skew_s,t_a,t_b
0,583506.228469,0.000689,583506.228125,583506.228814
1,583506.243678,0.011273,583506.249315,583506.238042
2,583506.255269,0.000326,583506.255432,583506.255106
3,583506.261850,0.011459,583506.267580,583506.256121
4,583506.300781,0.000250,583506.300906,583506.300656
5,583506.322912,0.000256,583506.322784,583506.323040
6,583506.323964,0.000380,583506.323774,583506.324154
7,583506.339332,0.001571,583506.338546,583506.340117
8,583506.347948,0.016676,583506.339610,583506.356286
9,583506.358250,0.000201,583506.358149,583506.358350
10,583506.362037,0.000630,583506.361722,583506.362352
11,583506.370929,0.006543,583506.367657,583506.374200
12,583506.376213,0.000054,583506.376240,583506.376186
13,583506.377257,0.000131,583506.377192,583506.377323
14,583506.378146,0.000278,583506.378007,583506.378285
15,583506.379503,0.001431,583506.378788,583506.380218
16,583506.382301,0.003785,583506.380409,583506.384194
17,583506.386450,0.003427,583506.384737,583506.388164
18,583506.388486,0.002120,583506.387425,583506.389546
19,583506.393286,0.000290,583506.393141,583506.393431
20,583506.397419,0.000568,583506.397135,583506.397703
21,583506.400546,0.001001,583506.401046,583506.400045
22,583506.403102,0.002757,583506.404481,583506.401724
23,583506.405319,0.000285,583506.405176,583506.405461
24,583506.409497,0.002876,583506.408059,583506.410935
25,583506.411639,0.001593,583506.410842,583506.412435
26,583506.414331,0.003716,583506.412473,583506.416189
27,583506.416999,0.001375,583506.416312,583506.417687
28,583506.418080,0.001654,583506.417253,583506.418908
29,583506.419581,0.001302,583506.418930,583506.420232
30,583506.420703,0.000087,583506.420659,583506.420746
31,583506.426696,0.010688,583506.421352,583506.432040
32,583506.431697,0.002960,583506.430217,583506.433178
33,583506.437234,0.006360,583506.434054,583506.440414
34,583506.440514,0.001615,583506.439706,583506.441321
35,583506.448881,0.002283,583506.447739,583506.450023
36,583506.451038,0.004715,583506.448680,583506.453396
37,583506.454358,0.003447,583506.452635,583506.456082
38,583506.463868,0.014020,583506.456858,583506.470878
39,583506.470923,0.001350,583506.470248,583506.471598
40,583506.472759,0.003156,583506.471181,583506.474337
41,583506.476854,0.006425,583506.473642,583506.480066
42,583506.483862,0.007077,583506.480324,583506.487401
43,583506.488110,0.000568,583506.487826,583506.488394
44,583506.498055,0.017802,583506.489153,583506.506956
45,583506.507904,0.002524,583506.506642,583506.509166
46,583506.510045,0.004741,583506.507675,583506.512416
47,583506.512384,0.001310,583506.511729,583506.513039
48,583506.518924,0.012238,583506.512805,583506.525043
49,583506.525536,0.002178,583506.524447,583506.526624
50,583506.529463,0.006199,583506.526363,583506.532562
51,583506.532669,0.000545,583506.532396,583506.532941
52,583506.533361,0.000160,583506.533281,583506.533441
53,583506.534216,0.001003,583506.533715,583506.534718
54,583506.547913,0.000445,583506.547690,583506.548135
55,583506.548888,0.000817,583506.548480,583506.549296
56,583506.556871,0.012965,583506.563353,583506.550388
57,583506.563926,0.000122,583506.563987,583506.563866
58,583506.567976,0.002440,583506.566756,583506.569196
59,583506.570465,0.000158,583506.570544,583506.570386
60,583506.574211,0.004865,583506.576644,583506.571779
61,583506.589018,0.000271,583506.589154,583506.588883
62,583506.592410,0.000879,583506.592850,583506.591971
63,583506.594273,0.000667,583506.594606,583506.593939
64,583506.596168,0.000164,583506.596250,583506.596086
65,583506.610322,0.000015,583506.610330,583506.610315
66,583506.613449,0.000598,583506.613150,583506.613748
67,583506.616238,0.000454,583506.616465,583506.616011
68,583506.624171,0.000176,583506.624259,583506.624083
69,583506.631668,0.000612,583506.631974,583506.631362
70,583506.632949,0.000935,583506.633416,583506.632482
71,583506.642659,0.000156,583506.642738,583506.642581
72,583506.648542,0.000659,583506.648212,583506.648871
73,583506.652840,0.000650,583506.653164,583506.652515
74,583506.658410,0.001927,583506.659373,583506.657446
75,583506.662835,0.000260,583506.662965,583506.662705
76,583506.666246,0.001218,583506.665638,583506.666855
77,583506.672078,0.000203,583506.671976,583506.672179
78,583506.677704,0.009894,583506.672758,583506.682651
79,583506.683497,0.006482,583506.680256,583506.686738
80,583506.687021,0.001124,583506.686459,583506.687583
81,583506.690995,0.000920,583506.691455,583506.690536
82,583506.692905,0.002099,583506.693955,583506.691856
83,583506.699463,0.002179,583506.700553,583506.698373
84,583506.704036,0.000625,583506.703724,583506.704349
85,583506.710789,0.000878,583506.711228,583506.710350
86,583506.712895,0.000668,583506.713230,583506.712561
87,583506.717807,0.000227,583506.717921,583506.717694
