frame,t,nx,ny,nz,agree_deg
0,578061.784686,0.32099,-0.83194,-0.4526,5.62
1,578061.792942,0.31907,-0.83636,-0.44575,5.09
2,578061.795728,0.32004,-0.83014,-0.45655,5.05
3,578061.800715,0.31647,-0.83433,-0.45137,5.24
4,578061.804581,0.31991,-0.83396,-0.44964,5.47
5,578061.808835,0.31962,-0.83311,-0.45141,5.2
6,578061.816533,0.32195,-0.83022,-0.45507,4.99
7,578061.820549,0.3194,-0.83351,-0.45083,5.16
8,578061.825067,0.32238,-0.83366,-0.44842,4.6
9,578061.828072,0.32043,-0.83246,-0.45205,5.1
10,578061.831891,0.31865,-0.83626,-0.44624,4.94
11,578061.840947,0.32218,-0.83288,-0.45001,4.73
12,578061.84462,0.3209,-0.83553,-0.44601,4.92
13,578061.847057,0.31835,-0.83562,-0.44765,4.63
14,578061.852144,0.32259,-0.83163,-0.45203,5.14
15,578061.856997,0.32294,-0.83145,-0.45211,5.18
16,578061.859891,0.32327,-0.82913,-0.45612,5.19
17,578061.868489,0.31914,-0.83064,-0.45628,4.98
18,578061.88041,0.31927,-0.83053,-0.45638,5.01
19,578061.883563,0.31864,-0.83109,-0.45579,4.57
20,578061.892245,0.31682,-0.83063,-0.45792,4.95
21,578061.895577,0.31387,-0.837,-0.44824,4.75
22,578061.900257,0.31689,-0.83327,-0.45304,4.93
23,578061.90409,0.31672,-0.8314,-0.45658,5.28
24,578061.908272,0.3159,-0.83512,-0.45031,5.0
25,578061.916258,0.31284,-0.836,-0.45081,4.74
26,578061.91985,0.31654,-0.83237,-0.45493,4.81
27,578061.924183,0.3147,-0.83067,-0.45928,5.01
28,578061.92856,0.31654,-0.8281,-0.46265,5.28
29,578061.932147,0.31722,-0.8279,-0.46256,4.55
30,578061.936372,0.31803,-0.82635,-0.46476,4.69
31,578061.944078,0.31749,-0.82794,-0.4623,5.37
32,578061.947481,0.31483,-0.82946,-0.46138,4.34
33,578061.960289,0.31532,-0.82693,-0.46558,4.91
34,578061.967445,0.31441,-0.82713,-0.46584,4.97
35,578061.972432,0.31364,-0.82777,-0.46521,4.93
36,578061.976888,0.31176,-0.82777,-0.46648,5.28
37,578061.980037,0.31474,-0.83058,-0.45943,4.8
38,578061.983943,0.31599,-0.83092,-0.45795,5.5
39,578061.992993,0.31547,-0.83232,-0.45576,5.47
40,578061.996831,0.31047,-0.83787,-0.44898,5.04
41,578062.000016,0.31559,-0.82897,-0.46175,4.9
42,578062.004334,0.31194,-0.83653,-0.45046,5.01
43,578062.008607,0.31406,-0.8353,-0.45127,5.03
44,578062.011776,0.31377,-0.82977,-0.46155,5.28
45,578062.020155,0.31364,-0.83571,-0.45081,5.02
46,578062.023557,0.32005,-0.83037,-0.45612,4.52
47,578062.028324,0.31558,-0.82975,-0.46036,5.25
48,578062.031384,0.31386,-0.83332,-0.45506,5.59
49,578062.048144,0.31982,-0.83132,-0.45456,5.37
50,578062.05177,0.31909,-0.83206,-0.45371,5.37
51,578062.055577,0.32063,-0.83111,-0.45437,5.45
52,578062.05968,0.32101,-0.82953,-0.45698,4.97
53,578062.063416,0.31747,-0.83285,-0.45339,5.13
54,578062.073162,0.32111,-0.8293,-0.45734,5.04
55,578062.075467,0.3204,-0.82924,-0.45793,4.78
56,578062.080663,0.31843,-0.83319,-0.4521,5.11
57,578062.083251,0.32007,-0.83299,-0.45131,5.29
58,578062.088179,0.31719,-0.83686,-0.44616,5.28
59,578062.095695,0.32146,-0.83322,-0.4499,5.08
60,578062.099136,0.32146,-0.83291,-0.45048,5.58
61,578062.104172,0.32107,-0.829,-0.45789,4.98
62,578062.107439,0.31888,-0.83296,-0.45221,5.23
63,578062.111438,0.32094,-0.83235,-0.45187,5.52
64,578062.119675,0.31997,-0.83219,-0.45286,5.34
65,578062.12342,0.31844,-0.83503,-0.44869,4.85
66,578062.135831,0.31937,-0.83163,-0.45431,5.42
67,578062.140997,0.31974,-0.8312,-0.45483,5.46
68,578062.147562,0.31854,-0.83167,-0.45481,5.41
69,578062.151801,0.31879,-0.83083,-0.45618,5.54
70,578062.15598,0.3195,-0.83117,-0.45505,5.2
71,578062.159875,0.32019,-0.82839,-0.45962,5.17
72,578062.163508,0.31645,-0.83134,-0.45688,5.33
73,578062.172303,0.31652,-0.83288,-0.45401,5.15
74,578062.175222,0.31645,-0.83054,-0.45833,5.22
75,578062.180893,0.31071,-0.83389,-0.45618,5.41
76,578062.183403,0.31533,-0.83143,-0.45748,5.46
77,578062.188397,0.31423,-0.8317,-0.45775,5.56
78,578062.195963,0.31525,-0.82804,-0.46365,4.88
79,578062.199212,0.31591,-0.82882,-0.46181,5.01
80,578062.204222,0.31329,-0.83477,-0.45278,4.62
81,578062.2082,0.31674,-0.82886,-0.46116,5.19
82,578062.216208,0.31317,-0.83575,-0.45104,4.68
83,578062.224688,0.31818,-0.82795,-0.4618,5.31
84,578062.227127,0.31459,-0.83191,-0.45712,4.63
85,578062.232737,0.31725,-0.83058,-0.4577,5.53
86,578062.240057,0.31666,-0.83184,-0.45581,4.66
87,578062.247791,0.31189,-0.83546,-0.45248,4.51
88,578062.251208,0.31912,-0.8279,-0.46123,4.75
89,578062.256584,0.315,-0.83182,-0.45701,5.27
90,578062.2603,0.31641,-0.8315,-0.4566,5.3
91,578062.263442,0.31748,-0.83436,-0.4506,4.93
92,578062.271849,0.31857,-0.83148,-0.45514,4.59
93,578062.275503,0.31657,-0.83202,-0.45555,4.79
94,578062.280383,0.3165,-0.83144,-0.45665,4.44
95,578062.283935,0.31772,-0.8338,-0.45147,4.97
96,578062.287154,0.31633,-0.83327,-0.45343,5.52
97,578062.295872,0.31695,-0.83308,-0.45334,5.32
98,578062.308746,0.31835,-0.8323,-0.45379,5.26
99,578062.311921,0.32031,-0.83151,-0.45386,5.36
100,578062.316517,0.31995,-0.829,-0.45868,4.91
101,578062.324896,0.31786,-0.83263,-0.45354,5.19
102,578062.327057,0.31938,-0.83161,-0.45434,5.3
103,578062.332421,0.3223,-0.82856,-0.45783,5.23
104,578062.33562,0.31798,-0.83371,-0.45146,4.77
105,578062.340315,0.31803,-0.83247,-0.4537,5.1
106,578062.349072,0.31929,-0.83173,-0.45418,5.27
107,578062.351467,0.31545,-0.82995,-0.46009,5.14
108,578062.355803,0.31261,-0.83428,-0.45415,5.49
109,578062.360222,0.3161,-0.83129,-0.45721,5.52
110,578062.36418,0.31408,-0.83575,-0.45042,5.17
111,578062.367518,0.31973,-0.82932,-0.45825,5.1
112,578062.375738,0.31553,-0.83546,-0.44994,4.63
113,578062.379193,0.3126,-0.8357,-0.45154,5.28
114,578062.392156,0.31818,-0.83027,-0.45762,5.22
115,578062.400014,0.31628,-0.8325,-0.45487,5.3
116,578062.403535,0.31817,-0.83172,-0.45498,5.31
117,578062.408527,0.31727,-0.83185,-0.45537,5.35
118,578062.41214,0.31715,-0.83141,-0.45625,5.24
119,578062.415719,0.31684,-0.83249,-0.4545,4.86
120,578062.423825,0.3214,-0.83089,-0.45422,4.85
121,578062.427814,0.31914,-0.83019,-0.4571,5.36
122,578062.431082,0.32011,-0.8298,-0.45713,5.36
123,578062.435989,0.31972,-0.82694,-0.46254,4.96
124,578062.440005,0.3191,-0.83209,-0.45365,4.74
125,578062.444819,0.31782,-0.83024,-0.45792,5.3
126,578062.452116,0.31727,-0.83113,-0.45668,5.36
127,578062.454922,0.31528,-0.83202,-0.45644,5.27
128,578062.459774,0.31463,-0.83236,-0.45627,5.21
129,578062.464222,0.31727,-0.83017,-0.45843,5.3
130,578062.468334,0.31252,-0.83406,-0.45462,5.59
131,578062.485368,0.31305,-0.83225,-0.45756,5.35
132,578062.488198,0.31605,-0.83042,-0.45883,5.18
133,578062.492573,0.3157,-0.83205,-0.45609,5.52
134,578062.499783,0.31603,-0.83445,-0.45147,4.8
135,578062.50419,0.3151,-0.83089,-0.45863,5.55
136,578062.507578,0.31825,-0.83078,-0.45665,5.45
