frame,t,nx,ny,nz,agree_deg
0,578061.784686,0.29954,-0.85282,-0.42775,1.65
1,578061.792942,0.29751,-0.85699,-0.42078,1.13
2,578061.795728,0.29862,-0.85107,-0.43186,1.03
3,578061.800715,0.29497,-0.85507,-0.42644,1.47
4,578061.804581,0.29843,-0.85473,-0.4247,1.57
5,578061.808835,0.29817,-0.85391,-0.42653,1.29
6,578061.816533,0.30056,-0.85115,-0.43036,0.96
7,578061.820549,0.29796,-0.85429,-0.42593,1.32
8,578061.825067,0.30091,-0.85439,-0.42364,1.02
9,578061.828072,0.29902,-0.85328,-0.4272,1.27
10,578061.831891,0.29711,-0.85689,-0.42128,0.93
11,578061.840947,0.30072,-0.85365,-0.42526,0.98
12,578061.84462,0.2994,-0.85619,-0.42106,0.9
13,578061.847057,0.29684,-0.85626,-0.42274,0.61
14,578061.852144,0.30124,-0.8525,-0.4272,1.33
15,578061.856997,0.30157,-0.85233,-0.4273,1.28
16,578061.859891,0.3019,-0.85012,-0.43144,1.17
17,578061.868489,0.29768,-0.85154,-0.43159,0.96
18,578061.88041,0.29784,-0.85144,-0.43167,1.0
19,578061.883563,0.29721,-0.85194,-0.43112,0.58
20,578061.892245,0.29534,-0.85152,-0.43324,0.92
21,578061.895577,0.29229,-0.85757,-0.42326,0.78
22,578061.900257,0.29542,-0.85404,-0.42819,1.03
23,578061.90409,0.29523,-0.85227,-0.43182,1.29
24,578061.908272,0.29438,-0.8558,-0.42537,1.07
25,578061.916258,0.29125,-0.85661,-0.4259,0.72
26,578061.91985,0.29508,-0.85317,-0.43015,0.86
27,578061.924183,0.29325,-0.85156,-0.43457,1.19
28,578061.92856,0.29508,-0.84913,-0.43808,1.26
29,578061.932147,0.2958,-0.84888,-0.43807,0.71
30,578061.936372,0.29665,-0.84741,-0.44033,0.75
31,578061.944078,0.29608,-0.84898,-0.43769,1.39
32,578061.947481,0.29334,-0.85034,-0.43689,1.03
33,578061.960289,0.2939,-0.84797,-0.44109,0.87
34,578061.967445,0.29297,-0.84817,-0.44134,0.95
35,578061.972432,0.29218,-0.84878,-0.44069,0.9
36,578061.976888,0.29025,-0.84879,-0.44194,1.27
37,578061.980037,0.29324,-0.85145,-0.4348,0.79
38,578061.983943,0.2945,-0.85183,-0.4332,1.52
39,578061.992993,0.29397,-0.85316,-0.43094,1.55
40,578061.996831,0.28878,-0.85839,-0.42399,1.03
