# generated, 2026-08-15T22:04:08+00:00
# source, camera:0
# radius_mm, 10.2446
# axial, True
# fps_measured, 120.3796171216232
frame,t_capture,t_host,x_mm,y_mm,z_mm,theta_deg,phi_deg,psi_deg,nx,ny,nz,vx_mm_s,vy_mm_s,vz_mm_s,ellipse_cx,ellipse_cy,major_px,minor_px,ellipse_deg,area_px,fit_rms_px,ambiguity_margin_deg,n_solutions,jump_deg,t_seg_ms,t_est_ms,t_total_ms
92,664711.975566,664711.975566,1.1141,3.5774,21.7496,51.6211,105.0512,11.6232,-0.203570,0.757029,-0.620859,-0.9881,2.5124,-13.4093,626.852,453.826,1434.124,774.834,11.623,518283.0,40.7725,108.271,2,1.249,14.7030,1.0864,15.7893
93,664711.994013,664711.994013,1.1177,3.5689,21.7871,51.4559,104.7679,11.3505,-0.199368,0.756292,-0.623117,-0.6586,1.6465,-5.1644,625.876,452.744,1430.639,776.685,11.351,518380.0,40.6764,107.929,2,0.277,11.4332,1.0979,12.5311
94,664712.006597,664712.006597,1.1252,3.5792,21.7682,51.5396,105.1199,11.6586,-0.204247,0.755931,-0.621974,-0.1140,1.1462,-2.0898,627.683,453.901,1432.529,775.892,11.659,518615.0,40.4914,108.089,2,0.288,9.9366,0.4446,10.3812
95,664712.014599,664712.014599,1.1223,3.6051,21.6845,51.7424,105.5599,12.0670,-0.210635,0.756457,-0.619198,-0.0255,1.4483,-3.9121,629.661,456.428,1439.812,774.411,12.067,518900.0,38.8236,108.564,2,0.400,8.4518,0.4074,8.8592
96,664712.024290,664712.024290,1.1302,3.6057,21.7020,51.6618,105.5079,12.0002,-0.209716,0.755808,-0.620302,0.2136,1.2333,-2.5186,629.901,456.312,1438.225,775.315,12.000,518425.0,38.8721,108.402,2,0.090,6.1901,0.7838,6.9739
97,664712.032085,664712.032085,1.1189,3.6186,21.6425,51.8536,105.8144,12.3067,-0.214321,0.756667,-0.617674,0.0063,1.2269,-3.4360,630.615,457.800,1443.524,773.476,12.307,518910.0,39.2833,108.822,2,0.308,15.6695,0.9879,16.6574
98,664712.039506,664712.039506,1.1137,3.5766,21.7347,51.6563,104.9918,11.5729,-0.202884,0.757608,-0.620377,-0.2012,0.0971,0.0479,626.797,453.754,1435.361,774.639,11.573,518654.0,40.8906,108.348,2,0.676,6.4628,0.4279,6.8907
99,664712.056778,664712.056778,1.1088,3.5796,21.7288,51.7168,105.1387,11.7186,-0.204997,0.757717,-0.619549,-0.3847,-0.6321,1.6907,626.939,454.198,1436.037,773.697,11.719,518699.0,40.7850,108.472,2,0.130,5.0351,0.3618,5.3968
100,664712.062712,664712.062712,1.1148,3.5794,21.7445,51.6112,105.0917,11.6563,-0.204078,0.756781,-0.620995,-0.2280,-0.7233,2.1587,627.069,453.983,1434.507,775.198,11.656,518652.0,40.9146,108.252,2,0.112,5.9988,0.4667,6.4655
101,664712.068754,664712.068754,1.0896,3.5460,21.7219,52.2784,105.4779,12.1212,-0.211090,0.762307,-0.611825,-0.6945,-1.4105,1.1663,626.657,453.005,1438.320,764.848,12.121,518518.0,42.5830,109.446,2,0.733,5.0199,0.4100,5.4298
102,664712.077399,664712.077399,1.1159,3.5809,21.7467,51.5969,105.0931,11.6542,-0.204056,0.756627,-0.621190,-0.1934,-0.6827,1.2085,627.130,454.072,1434.299,775.332,11.654,519007.0,40.9299,108.229,2,0.746,4.8862,0.3562,5.2425
103,664712.084250,664712.084250,1.1171,3.5835,21.7528,51.5465,105.0832,11.6381,-0.203783,0.756134,-0.621879,0.0856,-0.2006,1.1541,627.123,454.179,1433.678,775.961,11.638,519081.0,41.1752,108.138,2,0.051,4.9862,0.4033,5.3895
104,664712.092571,664712.092571,1.9894,3.6375,23.5611,43.2179,111.9256,14.9963,-0.255697,0.635245,-0.728754,19.3215,1.2686,55.8881,682.536,458.978,1294.474,868.599,14.996,518009.0,34.8701,89.491,2,9.724,5.2633,0.3618,5.6252
105,664712.108926,664712.108926,1.1248,3.4708,22.0306,51.3676,104.2084,10.8656,-0.191737,0.757271,-0.624321,-2.7068,-3.2870,-12.7258,622.421,445.395,1411.741,773.433,10.866,518833.0,43.9191,107.365,2,9.918,4.7816,0.3748,5.1563
106,664712.117245,664712.117245,1.1174,3.5786,21.7561,51.5688,105.0390,11.6016,-0.203263,0.756525,-0.621574,-8.5794,-1.0723,-31.9469,626.984,453.821,1433.475,775.579,11.602,518848.0,40.8645,108.167,2,0.680,4.7472,0.3741,5.1213
107,664712.125302,664712.125302,1.1099,3.6054,21.6533,51.7986,105.3594,11.9115,-0.208148,0.757774,-0.618427,-9.3358,0.6279,-32.4215,628.450,456.334,1442.273,773.966,11.912,519196.0,39.4636,108.726,2,0.341,5.1911,0.5036,5.6948
108,664712.133603,664712.133603,1.1237,3.5783,21.7685,51.4524,104.8830,11.4394,-0.200876,0.755853,-0.623165,-7.5436,0.6189,-19.5055,626.852,453.493,1432.138,777.232,11.439,519106.0,41.2143,107.941,2,0.509,6.6293,0.4198,7.0491
109,664712.142604,664712.142604,1.0836,3.5447,21.7088,52.3185,105.3961,12.0610,-0.210115,0.763020,-0.611271,-6.0590,-0.2982,-10.4652,626.096,452.895,1439.402,764.392,12.061,519165.0,42.7005,109.542,2,0.956,5.0563,0.3820,5.4383
110,664712.149714,664712.149714,1.1214,3.5778,21.7662,51.5140,104.9830,11.5396,-0.202369,0.756148,-0.622323,-3.6679,0.0738,-3.1013,627.011,453.642,1432.533,776.270,11.540,519408.0,40.9345,108.054,2,0.868,5.1760,0.4008,5.5768
111,664712.159437,664712.159437,1.1307,3.5849,21.7815,51.4299,105.1744,11.6864,-0.204654,0.754585,-0.623472,-1.3402,0.4201,1.8174,628.104,454.199,1431.218,777.412,11.686,519495.0,40.7986,107.875,2,0.172,5.2043,0.3888,5.5932
112,664712.165381,664712.165381,1.1234,3.5779,21.7711,51.4696,104.9806,11.5294,-0.202213,0.755691,-0.622930,-0.3698,0.3655,2.7631,627.097,453.574,1432.026,776.980,11.529,519246.0,41.0019,107.960,2,0.157,5.5091,0.4385,5.9475
113,664712.174144,664712.174144,1.9220,3.6796,23.3247,44.6117,114.4345,17.5290,-0.290508,0.639396,-0.711883,17.9227,2.5165,51.2554,687.960,464.520,1313.210,859.627,17.529,518487.0,33.0886,91.845,2,9.808,4.7490,0.5729,5.3220
114,664712.181708,664712.181708,1.1152,3.5846,21.7591,51.4981,105.0600,11.6159,-0.203339,0.755709,-0.622541,6.3477,1.0846,9.3701,626.837,454.166,1433.022,776.563,11.616,519497.0,41.0072,108.049,2,9.787,5.4975,0.4076,5.9051
115,664712.188420,664712.188420,1.2891,3.5779,22.1163,48.7291,104.7042,10.6993,-0.190778,0.726983,-0.659621,3.5123,0.1146,2.8294,634.278,450.027,1398.676,817.068,10.699,519557.0,44.3113,102.179,2,2.782,5.4632,0.3751,5.8382
116,664712.197051,664712.197051,1.1212,3.5843,21.7629,51.4956,105.1107,11.6511,-0.204002,0.755503,-0.622574,-2.3746,-0.3091,-12.7311,627.399,454.191,1432.777,776.634,11.651,519596.0,40.8300,108.028,2,2.784,4.9898,0.5024,5.4922
117,664712.205818,664712.205818,1.1298,3.5849,21.7714,51.4891,105.0225,11.5582,-0.202820,0.755747,-0.622664,-4.7445,-0.4535,-15.1340,627.700,454.168,1432.124,776.346,11.558,519366.0,39.3190,108.026,2,0.069,5.5047,0.3820,5.8866
118,664712.213650,664712.213650,1.0923,3.5482,21.7244,52.2441,105.4996,12.1323,-0.211281,0.761873,-0.612299,-5.8676,-1.2495,-13.6875,626.894,453.123,1438.046,765.402,12.132,519524.0,42.7026,109.378,2,0.843,5.0634,0.3635,5.4269
119,664712.220902,664712.220902,1.1258,3.5843,21.7706,51.4567,105.0998,11.6299,-0.203748,0.755133,-0.623106,-4.7915,-0.6714,-8.5091,627.632,454.125,1432.082,777.144,11.630,519647.0,40.9005,107.944,2,0.848,4.7766,0.3924,5.1690
120,664712.229395,664712.229395,1.1605,3.4964,22.0941,50.5288,103.7574,10.3122,-0.183577,0.749798,-0.635691,-2.5718,-2.1649,6.6460,622.967,445.750,1404.593,785.513,10.312,519708.0,41.7436,105.789,2,1.396,5.0427,0.4163,5.4590
121,664712.236631,664712.236631,1.5125,3.5606,22.6018,48.8821,103.8993,9.6860,-0.180969,0.731300,-0.657610,6.3189,-1.1897,26.6700,643.264,449.290,1365.765,796.924,9.686,519197.0,40.8305,102.499,2,1.650,5.5238,0.3675,5.8913
122,664712.245543,664712.245543,1.1213,3.5819,21.7529,51.5930,105.1699,11.7139,-0.205058,0.756312,-0.621243,1.1475,0.0485,-0.2079,627.702,454.217,1433.870,775.310,11.714,519686.0,40.8707,108.209,2,2.881,4.7570,0.3572,5.1143
123,664712.252783,664712.252783,1.1206,3.5794,21.7594,51.5364,105.0722,11.6221,-0.203609,0.756067,-0.622018,-1.4472,0.5623,-9.6999,627.289,453.858,1433.153,776.149,11.622,519681.0,40.9418,108.094,2,0.095,5.4649,0.3505,5.8153
124,664712.260217,664712.260217,1.9370,3.7100,23.3487,44.2599,113.6029,16.7100,-0.279441,0.639528,-0.716182,14.6636,3.4793,35.9194,686.413,465.551,1310.661,861.344,16.710,519170.0,32.9018,91.486,2,9.633,4.8048,0.3488,5.1536
125,664712.268465,664712.268465,1.1592,3.4949,22.0881,50.6513,103.8610,10.4204,-0.185257,0.750783,-0.634038,3.7494,-0.2475,8.5182,623.252,445.887,1405.431,783.628,10.420,519790.0,41.5298,106.022,2,9.598,4.9215,0.4698,5.3913
126,664712.276429,664712.276429,1.1224,3.5875,21.7699,51.4358,105.1132,11.6450,-0.203866,0.754866,-0.623391,-3.1581,-0.0698,-15.0038,627.420,454.333,1432.060,777.404,11.645,519901.0,41.0656,107.918,2,1.250,4.9603,0.3725,5.3328
127,664712.284894,664712.284894,1.1323,3.4917,22.0367,50.8443,103.6906,10.3303,-0.183529,0.753401,-0.631430,-5.8736,-2.0809,-11.6600,621.304,445.717,1409.603,781.514,10.330,519890.0,41.6353,106.451,2,1.256,4.6992,0.3682,5.0674
128,664712.292516,664712.292516,1.1415,3.4934,22.0534,50.7668,103.6945,10.3111,-0.183378,0.752558,-0.632478,-6.0040,-2.6612,-6.9631,621.824,445.760,1408.186,782.376,10.311,519940.0,41.6768,106.292,2,0.078,4.5200,0.3370,4.8570
129,664712.300533,664712.300533,1.1448,3.4932,22.0600,50.7230,103.6658,10.2757,-0.182886,0.752180,-0.633070,-4.9563,-2.4957,-2.9846,621.911,445.672,1407.575,782.962,10.276,513396.0,41.7625,106.202,2,0.049,4.5315,0.3739,4.9054
130,664712.308718,664712.308718,1.1419,3.4936,22.0543,50.7615,103.7005,10.3153,-0.183442,0.752482,-0.632550,-3.6065,-1.9565,-0.7218,621.858,445.776,1408.107,782.444,10.315,519976.0,41.6697,106.281,2,0.047,5.0014,0.3829,5.3843
131,664712.317007,664712.317007,1.1418,3.4928,22.0555,50.7606,103.7406,10.3514,-0.183967,0.752344,-0.632562,-2.2776,-1.3490,0.4401,621.955,445.744,1408.024,782.522,10.351,519893.0,41.6223,106.268,2,0.031,4.6642,0.3512,5.0154
132,664712.324645,664712.324645,1.1282,3.4721,22.0480,51.2757,104.2021,10.8460,-0.191408,0.756320,-0.625574,-1.5597,-1.2818,0.5466,622.475,445.373,1410.189,774.519,10.846,519775.0,44.0705,107.180,2,0.628,5.0114,0.4661,5.4775
133,664712.341762,664712.341762,1.2114,3.5114,22.1170,50.8013,102.5051,9.1434,-0.167799,0.756575,-0.632011,2.2689,0.6154,3.1658,622.926,446.468,1403.639,777.078,9.143,520247.0,40.8925,106.619,2,1.402,5.1912,0.3847,5.5759
134,664712.349508,664712.349508,1.1440,3.4979,22.0710,50.6414,103.7593,10.3527,-0.183898,0.751004,-0.634173,1.0882,0.6494,1.0384,622.001,445.981,1406.545,784.011,10.353,520261.0,41.6679,106.044,2,0.984,4.7226,0.5455,5.2681
135,664712.356945,664712.356945,1.1491,3.4991,22.0793,50.6224,103.7884,10.3687,-0.184230,0.750706,-0.634428,0.5650,0.5755,0.3878,622.378,446.076,1405.914,784.092,10.369,520172.0,41.6305,106.003,2,0.029,5.2565,0.4813,5.7379
136,664712.364848,664712.364848,1.1553,3.4974,22.0844,50.5658,103.7569,10.3238,-0.183668,0.750199,-0.635191,0.3696,0.3992,0.2067,622.680,445.853,1405.390,785.077,10.324,520081.0,41.6942,105.875,2,0.062,4.8455,0.3579,5.2035
137,664712.372978,664712.372978,1.1475,3.4976,22.0671,50.6761,103.7628,10.3531,-0.184036,0.751366,-0.633704,0.0361,0.2494,-0.4852,622.313,446.007,1406.956,783.546,10.353,520208.0,41.5873,106.110,2,0.110,4.5627,0.3509,4.9137
138,664712.381066,664712.381066,1.1520,3.4943,22.0849,50.6053,103.7353,10.3151,-0.183490,0.750693,-0.634659,-0.0302,0.0601,-0.0578,622.383,445.675,1405.446,784.393,10.315,519721.0,41.7997,105.948,2,0.074,4.9541,0.3657,5.3199
139,664712.388674,664712.388674,1.1402,3.4928,22.0524,50.7659,103.7168,10.3331,-0.183668,0.752477,-0.632491,-0.3114,-0.0723,-0.9088,621.799,445.727,1408.256,782.487,10.333,520035.0,41.6484,106.284,2,0.161,4.5751,0.3653,4.9403
140,664712.397305,664712.397305,1.2027,3.5076,22.0971,50.9348,102.4584,9.1291,-0.167500,0.758147,-0.630204,0.9882,0.2006,0.4521,622.368,446.328,1405.436,775.300,9.129,520205.0,40.9276,106.891,2,0.990,5.3312,0.3536,5.6847
141,664712.405434,664712.405434,1.2027,3.5076,22.0971,50.9348,102.4584,9.1291,-0.167500,0.758147,-0.630204,1.4399,0.2967,0.8706,622.368,446.328,1405.436,775.300,9.129,520119.0,40.9276,106.891,2,0.000,4.6271,0.3483,4.9754
142,664712.412962,664712.412962,1.1435,3.4926,22.0590,50.7221,103.6882,10.2977,-0.183178,0.752099,-0.633083,0.1507,-0.0271,-0.3883,621.886,445.639,1407.646,783.074,10.298,519807.0,41.7341,106.194,2,0.977,4.7557,0.3646,5.1203
143,664712.420943,664712.420943,1.1415,3.4934,22.0534,50.7668,103.6945,10.3111,-0.183378,0.752558,-0.632478,-0.5696,-0.1687,-0.9991,621.824,445.760,1408.186,782.376,10.311,520180.0,41.6768,106.292,2,0.045,4.9025,0.3458,5.2482
144,664712.428797,664712.428797,1.1415,3.4934,22.0534,50.7668,103.6945,10.3111,-0.183378,0.752558,-0.632478,-0.8331,-0.2109,-1.0005,621.824,445.760,1408.186,782.376,10.311,520262.0,41.6768,106.292,2,0.000,5.0456,0.3592,5.4049
145,664712.437642,664712.437642,1.1994,3.5078,22.0904,50.9769,102.4879,9.1650,-0.167989,0.758512,-0.629634,0.4882,0.1306,0.5243,622.280,446.416,1406.047,774.745,9.165,520062.0,40.8524,106.977,2,0.959,5.6060,0.3577,5.9638
146,664712.445658,664712.445658,1.1481,3.4930,22.0666,50.6793,103.6370,10.2401,-0.182394,0.751802,-0.633661,-0.1015,-0.0568,0.1937,621.998,445.583,1406.966,783.547,10.240,520164.0,41.8483,106.112,2,0.939,4.6321,0.3476,4.9797
147,664712.453024,664712.453024,1.1520,3.4954,22.0833,50.6403,103.7714,10.3511,-0.184054,0.750954,-0.634186,-0.2815,-0.0859,0.5495,622.509,445.829,1405.680,783.785,10.351,520113.0,41.7099,106.022,2,0.111,4.7885,0.3358,5.1243
148,664712.460723,664712.460723,1.1258,3.4707,22.0439,51.2678,104.1009,10.7582,-0.190051,0.756574,-0.625681,-0.8843,-0.6103,-0.6811,622.041,445.175,1410.425,774.712,10.758,520568.0,44.2560,107.174,2,0.678,4.9111,0.4710,5.3820
149,664712.468473,664712.468473,1.1528,3.4996,22.0865,50.6031,103.8401,10.4072,-0.184856,0.750332,-0.634689,-0.4706,-0.1632,0.3142,622.727,446.136,1405.361,784.278,10.407,520249.0,41.5662,105.955,2,0.695,4.6564,0.3783,5.0346
150,664712.476393,664712.476393,1.1528,3.4996,22.0865,50.6031,103.8401,10.4072,-0.184856,0.750332,-0.634689,-0.1790,0.0933,0.6597,622.727,446.136,1405.361,784.278,10.407,519780.0,41.5662,105.955,2,0.000,5.3557,0.3658,5.7215
151,664712.485031,664712.485031,1.1516,3.4968,22.0771,50.5859,103.7050,10.2854,-0.183042,0.750581,-0.634921,-0.0195,0.1485,0.3118,622.329,445.792,1405.949,784.881,10.285,520438.0,41.7602,105.924,2,0.106,4.6669,0.3621,5.0290
152,664712.492341,664712.492341,1.1328,3.4942,22.0457,50.7918,103.6632,10.3002,-0.183031,0.752927,-0.632140,-0.3416,0.0947,-0.8881,621.168,445.816,1408.771,782.015,10.300,520158.0,41.7419,106.360,2,0.208,4.8504,0.3892,5.2396
153,664712.501027,664712.501027,1.1524,3.4989,22.0859,50.5782,103.7597,10.3332,-0.183738,0.750322,-0.635025,-0.0111,0.1520,0.1637,622.467,445.987,1405.301,784.683,10.333,520388.0,41.7160,105.912,2,0.226,4.4923,0.3649,4.8572
154,664712.508744,664712.508744,1.1516,3.4998,22.0843,50.6020,103.8167,10.3879,-0.184546,0.750396,-0.634704,0.1302,0.1749,0.4796,622.591,446.131,1405.506,784.322,10.388,520072.0,41.5964,105.958,2,0.050,5.4184,0.3913,5.8097
155,664712.517146,664712.517146,1.1545,3.4988,22.0903,50.5341,103.7069,10.2779,-0.182930,0.750017,-0.635619,0.2419,0.1317,0.6753,622.415,445.889,1404.845,785.298,10.278,520090.0,41.8350,105.827,2,0.109,5.3035,0.3444,5.6480
156,664712.524675,664712.524675,1.1524,3.4989,22.0859,50.5782,103.7597,10.3332,-0.183738,0.750322,-0.635025,0.2116,0.0909,0.4519,622.467,445.987,1405.301,784.683,10.333,520204.0,41.7160,105.912,2,0.060,4.7931,0.4766,5.2697
157,664712.533052,664712.533052,1.1612,3.4983,22.1035,50.4460,103.6489,10.2061,-0.181940,0.749251,-0.636806,0.3493,0.0411,0.8037,622.594,445.709,1403.629,786.472,10.206,520415.0,42.0060,105.646,2,0.157,5.0933,0.3742,5.4674
158,664712.541519,664712.541519,1.1478,3.4993,22.0770,50.6224,103.7644,10.3492,-0.183916,0.750784,-0.634428,0.0549,0.0295,-0.1505,622.236,446.067,1406.069,784.119,10.349,520188.0,41.6641,106.008,2,0.198,4.7227,0.5122,5.2349
159,664712.549023,664712.549023,1.1595,3.4991,22.0998,50.5144,103.7827,10.3358,-0.183870,0.749562,-0.635884,0.1587,0.0166,0.2486,622.905,445.957,1404.135,785.460,10.336,520417.0,41.7373,105.773,2,0.109,4.6221,0.3421,4.9642
160,664712.564675,664712.564675,1.1439,3.4957,22.0587,50.6880,103.5208,10.1436,-0.180891,0.752264,-0.633543,-0.2914,-0.0991,-1.4086,621.430,445.695,1407.520,783.319,10.144,520343.0,39.7655,106.166,2,0.267,4.9115,0.3632,5.2747
161,664712.573107,664712.573107,1.1242,3.4733,22.0495,51.2813,104.2392,10.8870,-0.191912,0.756256,-0.625497,-0.8744,-0.6900,-1.6506,622.274,445.499,1410.082,774.310,10.887,520360.0,44.0510,107.197,2,0.815,5.9925,0.3957,6.3883
162,664712.581253,664712.581253,1.1464,3.4986,22.0760,50.6216,103.7871,10.3716,-0.184211,0.750702,-0.634439,-0.3938,-0.1750,-0.3489,622.210,446.034,1406.142,784.232,10.372,520614.0,41.6355,106.000,2,0.747,4.9308,0.3833,5.3141
163,664712.589294,664712.589294,1.1125,3.4707,22.0269,51.3542,104.0851,10.7743,-0.190072,0.757540,-0.624504,-0.8913,-0.5601,-1.4215,621.196,445.270,1411.872,773.516,10.774,520491.0,44.2443,107.368,2,0.768,5.0128,0.3733,5.3861
164,664712.597252,664712.597252,1.1461,3.4933,22.0721,50.6168,103.5478,10.1578,-0.181062,0.751413,-0.634504,-0.2152,-0.1348,0.0091,621.523,445.460,1406.331,784.358,10.158,520240.0,42.0837,106.000,2,0.847,4.6119,0.3672,4.9791
165,664712.605528,664712.605528,1.2004,3.5076,22.1025,50.8814,102.3700,9.0489,-0.166204,0.757830,-0.630928,1.3573,0.4124,1.5820,621.878,446.199,1404.838,775.968,9.049,520460.0,41.1400,106.795,2,0.950,6.0145,0.4659,6.4805
166,664712.613966,664712.613966,1.1401,3.4944,22.0692,50.6664,103.6260,10.2433,-0.182216,0.751699,-0.633834,0.5240,0.3083,0.6783,621.352,445.666,1406.690,783.529,10.243,520378.0,41.9651,106.103,2,0.996,5.1876,0.3638,5.5514
167,664712.620685,664712.620685,1.1305,3.4942,22.0518,50.7584,103.6822,10.3181,-0.183193,0.752508,-0.632592,-0.1255,0.2139,-0.3327,620.993,445.795,1408.213,782.433,10.318,520386.0,41.7924,106.290,2,0.102,6.6706,0.4272,7.0978
168,664712.629106,664712.629106,1.1497,3.4955,22.0880,50.5823,103.6759,10.2641,-0.182651,0.750635,-0.634969,-0.0370,0.1510,0.4652,622.004,445.691,1405.115,784.536,10.264,520429.0,41.9515,105.919,2,0.176,7.7945,0.5720,8.3665
169,664712.636603,664712.636603,1.1572,3.4973,22.0925,50.5346,103.5304,10.1163,-0.180620,0.750582,-0.635612,0.1727,0.1353,0.8178,622.081,445.661,1404.640,785.023,10.116,520301.0,39.9209,105.847,2,0.122,10.3654,0.3982,10.7636
170,664712.645664,664712.645664,1.1524,3.4983,22.0971,50.4700,103.6638,10.2367,-0.182198,0.749463,-0.636482,0.1427,0.1220,0.8796,622.060,445.741,1404.129,786.202,10.237,520689.0,42.0086,105.700,2,0.122,8.3309,0.5085,8.8394
171,664712.654101,664712.654101,1.1895,3.5089,22.0890,50.9555,102.3446,9.0516,-0.166042,0.758700,-0.629924,0.9354,0.3316,0.3874,621.147,446.372,1405.990,774.843,9.052,520537.0,41.1607,106.969,2,1.131,6.1173,0.4401,6.5574
172,664712.661296,664712.661296,1.1332,3.4950,22.0650,50.6527,103.5418,10.1781,-0.181076,0.751819,-0.634019,-0.0521,0.0770,-0.6440,620.637,445.617,1406.896,783.728,10.178,520145.0,42.1402,106.096,2,0.976,4.8623,0.4231,5.2855
173,664712.668575,664712.668575,1.1410,3.4963,22.0804,50.6075,103.6441,10.2527,-0.182300,0.751008,-0.634629,-0.3693,-0.0338,-0.4481,621.354,445.747,1405.700,784.176,10.253,520078.0,42.0154,105.988,2,0.091,5.0398,0.3963,5.4361
174,664712.676253,664712.676253,1.1361,3.4965,22.0706,50.6567,103.6492,10.2701,-0.182495,0.751521,-0.633966,-0.5784,-0.0813,-0.5600,621.108,445.821,1406.542,783.555,10.270,520129.0,41.9567,106.094,2,0.049,5.4953,0.3722,5.8676
175,664712.684835,664712.684835,1.1985,3.5103,22.1175,50.8261,102.4374,9.1082,-0.166964,0.757039,-0.631676,0.7871,0.2116,1.0781,621.791,446.387,1403.580,776.420,9.108,520347.0,41.1500,106.688,2,0.953,5.2607,0.3682,5.6288
176,664712.693592,664712.693592,1.1384,3.5002,22.0771,50.5842,103.6661,10.2738,-0.182528,0.750686,-0.634944,-0.0296,0.0918,0.0886,621.251,446.012,1405.865,784.554,10.274,514057.0,41.9323,105.958,2,0.981,4.9058,0.3622,5.2680
177,664712.701717,664712.701717,1.1463,3.4999,22.0944,50.4746,103.6594,10.2438,-0.182153,0.749527,-0.636420,-0.2357,0.0106,0.2553,621.623,445.853,1404.307,786.073,10.244,520486.0,42.0396,105.724,2,0.110,5.0365,0.3759,5.4125
178,664712.708957,664712.708957,1.1210,3.4933,22.0433,50.7384,103.5047,10.1729,-0.180811,0.752857,-0.632862,-0.8322,-0.1700,-1.3525,619.854,445.549,1408.680,782.826,10.173,520351.0,42.1465,106.278,2,0.290,5.0311,0.3831,5.4142
179,664712.716929,664712.716929,1.9675,3.6351,23.5734,43.0291,110.9081,14.1317,-0.243517,0.637438,-0.731008,17.1961,2.8160,44.4836,678.398,457.875,1292.754,868.844,14.132,519772.0,34.6729,89.378,2,9.405,4.8611,0.3732,5.2343
180,664712.725086,664712.725086,1.9755,3.6353,23.5726,43.0967,111.8058,14.9012,-0.253794,0.634346,-0.730201,23.4994,3.8402,54.3531,681.111,458.719,1293.334,869.646,14.901,519599.0,35.2208,89.291,2,0.617,4.6779,0.3696,5.0475
181,664712.732888,664712.732888,1.1436,3.5008,22.0965,50.4572,103.5981,10.1922,-0.181305,0.749533,-0.636655,4.7249,0.8012,-2.2424,621.227,445.858,1404.064,786.153,10.192,520454.0,42.1873,105.705,2,9.473,4.5659,0.3435,4.9094
182,664712.740962,664712.740962,1.1424,3.5011,22.0943,50.4562,103.5748,10.1731,-0.180998,0.749595,-0.636668,-5.6045,-0.8674,-24.1335,621.092,445.854,1404.210,786.197,10.173,520266.0,42.2177,105.709,2,0.018,4.6522,0.3365,4.9888
183,664712.749004,664712.749004,1.1297,3.4968,22.0680,50.6068,103.5020,10.1439,-0.180435,0.751450,-0.634639,-10.0527,-1.6422,-27.7021,620.229,445.656,1406.505,784.308,10.144,519794.0,42.2622,106.019,2,0.161,4.9739,0.7542,5.7281
184,664712.757229,664712.757229,1.1453,3.4978,22.1070,50.4029,103.4890,10.0872,-0.179736,0.749290,-0.637385,-10.1271,-1.7116,-20.4771,620.929,445.503,1403.103,786.786,10.087,520279.0,42.4930,105.594,2,0.204,5.0235,0.4710,5.4945
185,664712.765393,664712.765393,1.1409,3.5022,22.1004,50.4168,103.5646,10.1629,-0.180761,0.749203,-0.637197,-8.4452,-1.3427,-12.3110,620.888,445.882,1403.632,786.627,10.163,520275.0,42.3010,105.637,2,0.060,4.6226,0.3550,4.9776
186,664712.774516,664712.774516,1.5232,3.4508,22.8134,46.7555,103.4500,9.0022,-0.169431,0.708458,-0.685113,2.9040,-2.0476,18.2980,639.813,439.853,1345.363,830.261,9.002,519933.0,43.2508,97.689,2,3.662,5.0930,0.3958,5.4888
187,664712.780433,664712.780433,1.1251,3.4988,22.0785,50.5585,103.5667,10.2056,-0.181157,0.750726,-0.635290,-0.8140,-1.1132,3.7159,619.975,445.802,1405.586,784.787,10.206,520226.0,42.2757,105.925,2,3.804,4.8050,0.3730,5.1781
188,664712.797106,664712.797106,1.1217,3.5030,22.0720,50.5493,103.5376,10.1837,-0.180752,0.750718,-0.635414,-3.3773,0.2856,-8.2924,619.694,446.060,1406.008,784.917,10.184,520006.0,42.2641,105.935,2,0.024,4.6980,0.3683,5.0663
189,664712.805083,664712.805083,1.1113,3.4969,22.0500,50.6453,103.3541,10.0460,-0.178593,0.752328,-0.634119,-3.6826,0.4697,-8.9623,618.619,445.586,1407.803,783.844,10.046,520061.0,42.5467,106.137,2,0.171,4.6737,0.3731,5.0468
190,664712.813318,664712.813318,1.0843,3.5922,21.7572,51.3609,104.7185,11.3480,-0.198453,0.755463,-0.624413,-3.7219,2.7585,-16.8696,623.502,454.219,1432.449,778.037,11.348,519846.0,42.1508,107.891,2,1.279,4.6067,0.3541,4.9608
191,664712.821421,664712.821421,1.0728,3.5414,21.8074,51.7980,104.7389,11.4451,-0.199928,0.759978,-0.618435,-3.3067,2.0506,-13.3476,622.302,451.325,1429.860,770.028,11.445,519598.0,43.7247,108.566,2,0.437,4.9136,0.3707,5.2842
192,664712.829382,664712.829382,1.0952,3.6285,21.6893,51.3603,105.0414,11.6059,-0.202705,0.754327,-0.624421,-2.0306,3.3089,-12.3950,625.951,457.074,1437.892,779.389,11.606,519737.0,40.8308,108.003,2,0.498,4.6773,0.3618,5.0392
193,664712.837063,664712.837063,1.0963,3.5793,21.8299,51.1030,104.4397,11.0596,-0.194071,0.753691,-0.627922,-1.0688,2.2812,-4.4278,622.824,452.732,1426.043,780.686,11.060,519875.0,41.5823,107.327,2,0.535,4.7330,0.3627,5.0957
194,664712.844368,664712.844368,1.0879,3.5813,21.8163,51.0928,104.3246,10.9685,-0.192530,0.753971,-0.628061,-0.6167,1.4760,-0.5975,621.983,452.750,1426.962,781.026,10.968,519948.0,42.0014,107.341,2,0.090,5.1927,0.3580,5.5507
