frame,t,nx,ny,nz,agree_deg
0,605275.558233,0.45868,-0.76144,-0.45806,0.79
1,605275.562333,0.45958,-0.76165,-0.45681,0.95
2,605275.566132,0.46037,-0.76152,-0.45623,0.89
3,605275.569089,0.4603,-0.76193,-0.45562,0.8
4,605275.573344,0.46001,-0.76217,-0.45551,0.8
5,605275.582251,0.46132,-0.76101,-0.45611,0.77
6,605275.58599,0.45965,-0.76226,-0.45573,0.72
7,605275.589572,0.46186,-0.76051,-0.45641,0.79
8,605275.59327,0.45961,-0.76179,-0.45654,0.69
9,605275.598418,0.46066,-0.76092,-0.45694,0.86
10,605275.602544,0.46175,-0.76077,-0.45608,0.9
11,605275.610705,0.45897,-0.76171,-0.45731,0.67
12,605275.613416,0.45967,-0.7613,-0.4573,0.79
13,605275.617762,0.45973,-0.76071,-0.45822,0.7
14,605275.622801,0.46076,-0.76004,-0.4583,0.82
15,605275.626275,0.45832,-0.76078,-0.45952,0.8
16,605275.634296,0.45701,-0.76147,-0.45968,0.85
17,605275.637788,0.45837,-0.75948,-0.46161,1.29
18,605275.650016,0.45954,-0.76071,-0.45841,1.14
19,605275.657988,0.45828,-0.76049,-0.46004,1.24
20,605275.66191,0.45773,-0.76121,-0.45939,1.39
21,605275.665832,0.4589,-0.76166,-0.45748,1.0
22,605275.669052,0.45937,-0.76127,-0.45766,0.96
23,605275.673811,0.4594,-0.7617,-0.45692,0.92
24,605275.677583,0.46107,-0.7617,-0.45522,0.99
25,605275.686974,0.45854,-0.76208,-0.45714,1.01
26,605275.689961,0.46064,-0.76169,-0.45568,0.9
27,605275.693399,0.46112,-0.76175,-0.45509,0.96
28,605275.698755,0.45929,-0.76274,-0.45529,0.59
29,605275.702628,0.46227,-0.76089,-0.45535,0.86
30,605275.710152,0.46207,-0.76101,-0.45537,1.07
31,605275.714783,0.46111,-0.76019,-0.4577,0.89
32,605275.718566,0.45702,-0.76242,-0.4581,0.49
