frame,t,nx,ny,nz,agree_deg
0,605874.283801,0.46959,-0.75481,-0.45799,1.14
1,605874.288659,0.47134,-0.75677,-0.45292,0.68
2,605874.292216,0.47193,-0.75687,-0.45215,0.64
3,605874.299976,0.4718,-0.75728,-0.45159,0.63
4,605874.304205,0.47324,-0.75757,-0.44959,0.67
5,605874.307487,0.47574,-0.75642,-0.44889,0.76
6,605874.312346,0.477,-0.75556,-0.44899,0.76
7,605874.316116,0.47713,-0.7553,-0.44929,0.63
8,605874.324302,0.47803,-0.75367,-0.45107,0.61
9,605874.328111,0.47834,-0.75304,-0.4518,0.71
10,605874.331894,0.47874,-0.75204,-0.45305,0.71
11,605874.336697,0.47796,-0.75197,-0.45398,0.72
12,605874.340454,0.4762,-0.75158,-0.45646,0.62
13,605874.344324,0.47694,-0.75109,-0.45649,0.72
14,605874.352623,0.47359,-0.75255,-0.45758,0.51
15,605874.356566,0.4742,-0.75257,-0.45691,0.54
16,605874.359759,0.4713,-0.75341,-0.45853,0.83
17,605874.376357,0.47107,-0.75585,-0.45473,0.74
18,605874.380142,0.47242,-0.75632,-0.45255,0.78
19,605874.383359,0.47271,-0.75684,-0.45137,0.83
20,605874.388164,0.47364,-0.75627,-0.45135,0.87
21,605874.391837,0.47479,-0.75481,-0.45259,0.87
22,605874.400407,0.47515,-0.75376,-0.45396,0.67
23,605874.403883,0.47471,-0.75421,-0.45367,0.76
24,605874.407242,0.47493,-0.75201,-0.45708,0.57
25,605874.411983,0.4766,-0.75057,-0.45771,0.8
26,605874.416108,0.47691,-0.74952,-0.45912,0.79
27,605874.420535,0.47646,-0.74976,-0.45918,0.9
28,605874.428391,0.47662,-0.74885,-0.46051,0.79
29,605874.432505,0.47465,-0.75069,-0.45955,0.5
30,605874.436228,0.47672,-0.75031,-0.458,0.79
31,605874.440681,0.47595,-0.75179,-0.45638,0.77
32,605874.444803,0.47413,-0.75195,-0.458,0.83
33,605874.45925,0.47281,-0.75314,-0.45741,0.92
34,605874.464457,0.47476,-0.75301,-0.4556,0.95
35,605874.468575,0.475,-0.75276,-0.45576,0.87
36,605874.476449,0.47326,-0.75228,-0.45837,0.8
37,605874.480692,0.47379,-0.75149,-0.45912,0.98
38,605874.483962,0.47556,-0.75149,-0.45728,0.8
39,605874.488556,0.47188,-0.75243,-0.45954,0.47
40,605874.493003,0.47162,-0.75182,-0.46081,0.79
41,605874.496361,0.47366,-0.75269,-0.45728,0.7
42,605874.504332,0.47255,-0.75424,-0.45588,0.71
43,605874.507869,0.47453,-0.75379,-0.45455,0.96
44,605874.511717,0.4734,-0.75494,-0.45382,0.77
45,605874.515866,0.47397,-0.75535,-0.45255,0.75
46,605874.520387,0.47398,-0.75524,-0.45271,0.53
47,605874.52821,0.47752,-0.75415,-0.45081,1.01
48,605874.531508,0.47455,-0.75481,-0.45284,0.55
49,605874.541875,0.47256,-0.75442,-0.45555,0.58
50,605874.545129,0.47606,-0.75232,-0.4554,0.65
51,605874.552605,0.47505,-0.75261,-0.45596,0.63
52,605874.555401,0.47419,-0.75231,-0.45736,0.5
53,605874.559906,0.47465,-0.75194,-0.45749,0.55
54,605874.564943,0.47392,-0.75255,-0.45723,0.56
55,605874.567337,0.47367,-0.75332,-0.45623,0.5
56,605874.572412,0.47418,-0.7535,-0.45539,0.71
57,605874.581104,0.47516,-0.75363,-0.45417,0.82
58,605874.583209,0.47356,-0.75495,-0.45364,0.61
59,605874.587388,0.47347,-0.75552,-0.45278,0.73
60,605874.592827,0.47157,-0.75655,-0.45304,0.37
61,605874.595772,0.47571,-0.7543,-0.45247,0.79
62,605874.605569,0.47317,-0.75507,-0.45386,1.12
63,605874.607637,0.47466,-0.75382,-0.45437,0.75
64,605874.611352,0.46807,-0.75389,-0.46104,0.57
65,605874.62852,0.47474,-0.7524,-0.45663,0.56
66,605874.632308,0.47722,-0.75129,-0.45588,0.95
67,605874.635846,0.47665,-0.75153,-0.45608,0.93
68,605874.639271,0.47564,-0.75176,-0.45675,0.56
69,605874.644903,0.47615,-0.75215,-0.45558,0.62
70,605874.647387,0.47538,-0.75214,-0.4564,0.86
71,605874.656377,0.4792,-0.75098,-0.4543,0.97
72,605874.659285,0.47039,-0.75423,-0.45812,0.4
73,605874.663294,0.47325,-0.75264,-0.45779,0.35
74,605874.667959,0.4782,-0.75073,-0.45577,1.13
75,605874.672219,0.47158,-0.7526,-0.45957,0.42
76,605874.679693,0.4714,-0.75241,-0.46007,0.36
77,605874.683667,0.46951,-0.75322,-0.46068,0.28
78,605874.686943,0.47113,-0.75156,-0.46174,0.53
79,605874.692919,0.47124,-0.75246,-0.46016,0.5
80,605874.695551,0.4692,-0.75331,-0.46084,0.37
81,605874.703609,0.47015,-0.75396,-0.4588,0.26
82,605874.716361,0.47131,-0.75426,-0.45711,0.38
83,605874.71938,0.47521,-0.75362,-0.45412,0.83
84,605874.724151,0.47301,-0.75406,-0.45569,0.46
85,605874.732646,0.47541,-0.75282,-0.45524,0.81
86,605874.735502,0.47691,-0.75297,-0.45342,0.78
87,605874.739196,0.47873,-0.752,-0.45311,0.98
88,605874.74529,0.47673,-0.75114,-0.45664,0.69
89,605874.74815,0.47605,-0.75161,-0.45657,0.59
90,605874.756129,0.47645,-0.75237,-0.45491,0.81
91,605874.759537,0.47726,-0.75202,-0.45463,0.82
92,605874.76321,0.47631,-0.75179,-0.456,0.79
