frame,t,nx,ny,nz,agree_deg
0,608160.131392,0.45172,-0.71493,-0.53369,4.76
1,608160.1403,0.45943,-0.71332,-0.52924,5.34
2,608160.144481,0.45183,-0.72004,-0.52668,4.17
3,608160.147018,0.45363,-0.71402,-0.53329,4.71
4,608160.150979,0.45179,-0.7191,-0.52799,4.45
5,608160.154494,0.44444,-0.71875,-0.53467,5.1
6,608160.162703,0.44805,-0.71527,-0.53632,5.39
7,608160.166425,0.45434,-0.71249,-0.53473,4.71
8,608160.170514,0.45644,-0.7139,-0.53104,4.97
9,608160.173784,0.45402,-0.71403,-0.53294,4.74
10,608160.178453,0.452,-0.71313,-0.53586,4.99
11,608160.186634,0.44538,-0.72072,-0.53122,4.62
12,608160.190158,0.44985,-0.71461,-0.5357,4.95
13,608160.194191,0.44527,-0.71936,-0.53315,5.11
14,608160.198649,0.44959,-0.71567,-0.53449,5.32
15,608160.202712,0.4525,-0.7131,-0.53548,5.62
16,608160.206311,0.44651,-0.71838,-0.53345,5.1
17,608160.215424,0.45073,-0.71816,-0.53018,4.49
18,608160.226479,0.45063,-0.71549,-0.53386,5.63
19,608160.230054,0.45383,-0.71557,-0.53103,4.89
20,608160.238217,0.45127,-0.71707,-0.5312,4.64
21,608160.242476,0.4501,-0.71594,-0.5337,4.66
22,608160.245851,0.45096,-0.72003,-0.52744,4.33
23,608160.249799,0.4569,-0.71336,-0.53138,4.82
24,608160.254132,0.45116,-0.71792,-0.53013,4.38
25,608160.257741,0.45512,-0.7125,-0.53405,4.83
26,608160.266806,0.44911,-0.71587,-0.53463,4.64
27,608160.270851,0.45568,-0.71559,-0.52941,4.9
28,608160.274245,0.4543,-0.71129,-0.53635,4.85
29,608160.279247,0.45365,-0.71772,-0.52828,4.61
30,608160.282552,0.45495,-0.71496,-0.53089,4.86
31,608160.291077,0.45299,-0.71246,-0.53591,5.0
32,608160.295036,0.44775,-0.71654,-0.53488,4.68
33,608160.298794,0.45218,-0.71482,-0.53345,4.89
34,608160.306226,0.45717,-0.71523,-0.52862,5.12
35,608160.314819,0.4541,-0.71483,-0.5318,4.95
36,608160.319534,0.45416,-0.71445,-0.53226,4.96
37,608160.323411,0.44818,-0.71696,-0.53395,4.5
38,608160.325931,0.44927,-0.71874,-0.53062,5.48
39,608160.331167,0.44235,-0.72072,-0.53376,4.94
40,608160.334601,0.45002,-0.71829,-0.5306,5.03
41,608160.343825,0.45198,-0.71617,-0.53181,4.63
42,608160.346716,0.45233,-0.71494,-0.53316,4.97
43,608160.350739,0.45555,-0.71564,-0.52946,6.53
44,608160.354599,0.45243,-0.71554,-0.53226,4.54
45,608160.357931,0.45099,-0.71861,-0.52935,4.36
46,608160.366387,0.44503,-0.71591,-0.53799,5.19
47,608160.370181,0.44095,-0.72067,-0.53498,4.93
48,608160.37395,0.45317,-0.71807,-0.52822,4.36
49,608160.377972,0.45597,-0.71256,-0.53325,4.75
50,608160.381732,0.4556,-0.71315,-0.53277,4.82
51,608160.395515,0.45061,-0.71477,-0.53484,5.46
52,608160.398105,0.45312,-0.71811,-0.52821,4.73
53,608160.402822,0.45464,-0.71903,-0.52564,4.6
54,608160.406799,0.44922,-0.71616,-0.53415,5.59
55,608160.409789,0.45673,-0.71746,-0.52598,5.04
56,608160.41899,0.4533,-0.71929,-0.52644,4.6
57,608160.421806,0.45439,-0.71805,-0.5272,4.66
58,608160.426479,0.45592,-0.71338,-0.53219,4.85
59,608160.430918,0.46067,-0.71245,-0.52934,5.51
60,608160.433466,0.45518,-0.71846,-0.52596,4.7
61,608160.443682,0.45184,-0.713,-0.53617,5.59
62,608160.446338,0.4541,-0.71298,-0.53428,5.16
63,608160.450558,0.45157,-0.71304,-0.53634,5.55
64,608160.45413,0.45456,-0.71446,-0.5319,4.97
65,608160.457882,0.4559,-0.71287,-0.53289,4.91
66,608160.466644,0.44989,-0.71527,-0.53478,5.34
67,608160.478806,0.45273,-0.71635,-0.53093,4.92
68,608160.482571,0.45512,-0.71556,-0.52994,4.82
69,608160.490864,0.45212,-0.71605,-0.53184,4.43
70,608160.494333,0.45413,-0.71558,-0.53077,4.81
71,608160.498587,0.45569,-0.71873,-0.52514,4.33
72,608160.502402,0.4505,-0.71469,-0.53504,5.46
73,608160.507012,0.45614,-0.71344,-0.53192,5.05
74,608160.509605,0.45161,-0.7151,-0.53355,5.36
75,608160.518791,0.45361,-0.71549,-0.53133,4.72
76,608160.52212,0.449,-0.71673,-0.53357,5.16
77,608160.526612,0.44884,-0.71474,-0.53636,5.3
78,608160.529834,0.45213,-0.71641,-0.53135,4.57
79,608160.533916,0.44947,-0.71479,-0.53578,5.12
80,608160.542778,0.45773,-0.71163,-0.53297,5.24
81,608160.545863,0.45572,-0.71362,-0.53205,4.89
82,608160.550959,0.45316,-0.71425,-0.53338,6.02
83,608160.554462,0.4555,-0.71453,-0.531,4.96
84,608160.562379,0.4521,-0.71967,-0.52695,4.44
85,608160.570144,0.45045,-0.71813,-0.53046,4.54
86,608160.574962,0.45445,-0.71383,-0.53285,5.09
87,608160.578102,0.45291,-0.71238,-0.53608,5.28
88,608160.582429,0.45207,-0.71472,-0.53367,5.2
89,608160.585563,0.45445,-0.71384,-0.53283,5.43
90,608160.594841,0.45727,-0.71364,-0.53068,5.18
91,608160.597971,0.45435,-0.71688,-0.52882,4.81
92,608160.602078,0.45217,-0.71565,-0.53234,4.52
93,608160.606028,0.4515,-0.72004,-0.52697,4.2
94,608160.610526,0.45711,-0.71328,-0.53131,4.92
95,608160.619205,0.45054,-0.71409,-0.53581,4.86
96,608160.622515,0.45379,-0.71412,-0.53301,4.64
97,608160.626644,0.45645,-0.71438,-0.53039,5.2
98,608160.630313,0.44917,-0.71827,-0.53135,5.8
99,608160.633985,0.44777,-0.71608,-0.53547,5.38
100,608160.638606,0.45716,-0.71356,-0.53088,5.34
101,608160.651397,0.45096,-0.71616,-0.53269,4.62
102,608160.653868,0.45018,-0.71734,-0.53174,4.36
103,608160.659258,0.45157,-0.71352,-0.53569,5.36
