Time,Channel A,Channel B,Channel C,Channel D
(s),(V),(V),(V),(V)

0.00000000,0.11279641,0.18158513,0.19837031,0.21253090
0.00100000,0.08221686,0.18955046,0.21845149,0.13800470
0.00200000,0.11279641,0.11273537,0.15869625,0.21607105
0.00300000,0.10428175,0.17108676,0.21695608,0.20950957
0.00400000,0.11081271,0.16061892,0.21442305,0.18634602
0.00500000,0.11230811,0.15512558,0.16821802,0.21756645
0.00600000,0.09326456,0.18655965,0.21945860,0.17877743
0.00700000,0.11279641,0.13968322,0.18631550,0.21707816
0.00800000,0.11630604,0.17011017,0.20587786,0.22614216
0.00900000,0.09024323,0.16910306,0.21744438,0.14606159
0.01000000,0.11432234,0.11023286,0.14362011,0.21405683
0.01100000,0.10327464,0.18607135,0.21893979,0.19995727
0.01200000,0.11331523,0.17011017,0.21442305,0.19541002
0.01300000,0.11230811,0.16510514,0.18530839,0.22461623
0.01400000,0.09726249,0.18857387,0.23252052,0.18131046
0.01500000,0.11581774,0.12271493,0.17676321,0.21204260
0.01600000,0.11230811,0.18906217,0.21192053,0.20902127
0.01700000,0.09375286,0.18207343,0.21793268,0.16620380
0.01800000,0.11432234,0.12021241,0.13406781,0.21808527
0.01900000,0.10177923,0.17258217,0.21494186,0.20245979
0.02000000,0.11432234,0.14865566,0.20389416,0.19943846
0.02100000,0.11432234,0.17508469,0.19937742,0.21051668
0.02200000,0.09326456,0.18906217,0.21893979,0.14908292
0.02300000,0.11230811,0.12671285,0.16922514,0.21808527
0.02400000,0.10928678,0.17508469,0.21543016,0.21607105
0.02500000,0.10278634,0.16562395,0.21543016,0.17526780
0.02600000,0.11331523,0.14716025,0.16067995,0.21808527
0.02700000,0.10278634,0.19006928,0.21893979,0.18634602
0.02800000,0.11380352,0.15063936,0.19483016,0.21506394
0.02900000,0.11130100,0.16360973,0.19986572,0.25382244
0.03000000,0.08423109,0.17258217,0.21643727,0.13043611
0.03100000,0.12033448,0.13269448,0.15817743,0.23017060
0.03200000,0.10480056,0.18457595,0.21695608,0.20447401
0.03300000,0.10678426,0.18106632,0.21744438,0.18936735
0.03400000,0.11279641,0.14764855,0.16672262,0.22110660
0.03500000,0.09524827,0.17209387,0.21140172,0.17828913
0.03600000,0.11081271,0.12671285,0.18329417,0.21405683
0.03700000,0.11230811,0.18707846,0.20490127,0.21253090
0.03800000,0.08874783,0.18655965,0.21744438,0.14856410
0.03900000,0.11279641,0.10623493,0.14310129,0.21958068
0.04000000,0.10480056,0.17459639,0.21793268,0.20548112
0.04100000,0.11130100,0.16061892,0.20789209,0.19541002
0.04200000,0.11230811,0.20352794,0.19635609,0.21002838
0.04300000,0.09326456,0.18405713,0.21442305,0.16116825
0.04400000,0.11230811,0.13968322,0.18079165,0.21808527
0.04500000,0.10577715,0.17358928,0.21543016,0.21707816
0.04600000,0.09826960,0.17957091,0.21543016,0.16519669
0.04700000,0.11230811,0.13318278,0.14664144,0.22412793
0.04800000,0.10779138,0.21100497,0.22998749,0.22360912
0.04900000,0.11181982,0.15314188,0.19736320,0.21353801
0.05000000,0.11783197,0.16211432,0.19333476,0.22211371
0.05100000,0.08874783,0.17407758,0.21594897,0.15359966
0.05200000,0.11279641,0.10275582,0.15466781,0.21152379
0.05300000,0.10428175,0.21649831,0.22196112,0.20599994
0.05400000,0.10629597,0.17358928,0.21494186,0.18280587
0.05500000,0.11181982,0.13867611,0.16672262,0.22058779
0.05600000,0.09274575,0.17160558,0.21543016,0.18634602
0.05700000,0.11532945,0.12570574,0.18680380,0.21152379
0.05800000,0.11432234,0.18955046,0.20889920,0.21405683
0.05900000,0.08624531,0.18506424,0.21793268,0.14102603
0.06000000,0.11230811,0.10425123,0.14410840,0.21655934
0.06100000,0.10077212,0.17758721,0.21543016,0.20346690
0.06200000,0.12384411,0.15613269,0.20941801,0.22058779
0.06300000,0.11481063,0.16809595,0.18228706,0.21506394
0.06400000,0.09475997,0.18857387,0.21793268,0.16217536
0.06500000,0.11731315,0.15363018,0.18631550,0.21756645
0.06600000,0.11682485,0.17508469,0.21643727,0.21655934
0.06700000,0.09576708,0.16809595,0.21393475,0.15863521
0.06800000,0.11181982,0.13766900,0.14212470,0.21103549
0.06900000,0.09875790,0.18955046,0.21594897,0.18985565
0.07000000,0.11181982,0.15713981,0.19885861,0.21405683
0.07100000,0.11279641,0.16263314,0.19385357,0.23065889
0.07200000,0.08624531,0.17560350,0.21494186,0.15613269
0.07300000,0.11081271,0.11273537,0.16220588,0.20950957
0.07400000,0.10577715,0.19156468,0.22095401,0.20499283
0.07500000,0.10879849,0.17609180,0.21594897,0.17728202
0.07600000,0.11380352,0.13418989,0.16019166,0.22211371
0.07700000,0.09826960,0.17459639,0.21643727,0.19037446
0.07800000,0.11432234,0.14017151,0.18881802,0.21405683
0.07900000,0.11279641,0.17908261,0.19736320,0.21405683
0.08000000,0.08572649,0.19055757,0.21893979,0.13397626
0.08100000,0.12033448,0.11523789,0.15466781,0.26694540
0.08200000,0.11230811,0.17609180,0.21695608,0.23520615
0.08300000,0.10779138,0.16562395,0.21494186,0.18482009
0.08400000,0.11130100,0.16711936,0.17224647,0.21454512
0.08500000,0.09677419,0.18857387,0.21643727,0.17676321
0.08600000,0.11230811,0.14215522,0.18631550,0.21353801
0.08700000,0.11481063,0.16760765,0.20789209,0.22513504
0.08800000,0.09073153,0.17209387,0.21594897,0.15057833
0.08900000,0.11130100,0.12421033,0.14059877,0.21304971
