index,t_capture,skew_s,t_a,t_b
0,583153.231648,0.000888,583153.232092,583153.231205
1,583153.235788,0.000315,583153.235946,583153.235631
2,583153.239637,0.000909,583153.239182,583153.240091
3,583153.247797,0.003714,583153.245940,583153.249654
4,583153.260988,0.003799,583153.262888,583153.259089
5,583153.265130,0.000308,583153.265284,583153.264976
6,583153.265954,0.000978,583153.266443,583153.265465
7,583153.271887,0.006985,583153.268394,583153.275380
8,583153.276898,0.013633,583153.270082,583153.283714
9,583153.288348,0.010480,583153.283108,583153.293588
10,583153.300039,0.000243,583153.299917,583153.300160
11,583153.303039,0.000101,583153.302989,583153.303090
12,583153.311782,0.008303,583153.307631,583153.315933
13,583153.319082,0.004380,583153.316893,583153.321272
14,583153.323935,0.000600,583153.323635,583153.324235
15,583153.327497,0.000739,583153.327866,583153.327127
16,583153.329699,0.002857,583153.331128,583153.328270
17,583153.331855,0.000363,583153.332036,583153.331673
18,583153.332558,0.000681,583153.332899,583153.332218
19,583153.333535,0.000445,583153.333758,583153.333313
20,583153.336225,0.000640,583153.336546,583153.335905
21,583153.337526,0.000351,583153.337701,583153.337351
22,583153.338702,0.000728,583153.338338,583153.339066
23,583153.346243,0.003615,583153.344436,583153.348051
24,583153.350513,0.003457,583153.348784,583153.352241
25,583153.353928,0.005971,583153.350943,583153.356914
26,583153.357962,0.002762,583153.356581,583153.359343
27,583153.362757,0.008157,583153.358679,583153.366836
28,583153.367768,0.000072,583153.367804,583153.367732
29,583153.372181,0.007561,583153.368400,583153.375961
30,583153.377762,0.005373,583153.375075,583153.380448
31,583153.382368,0.001739,583153.381499,583153.383238
32,583153.389725,0.009641,583153.384904,583153.394545
33,583153.394925,0.001186,583153.394332,583153.395518
34,583153.402738,0.015610,583153.394934,583153.410543
35,583153.413048,0.005442,583153.410327,583153.415769
36,583153.426000,0.002081,583153.424960,583153.427040
37,583153.428627,0.004897,583153.426179,583153.431076
38,583153.431396,0.001521,583153.430635,583153.432157
39,583153.432912,0.002549,583153.431638,583153.434186
40,583153.434125,0.001363,583153.433444,583153.434807
41,583153.436564,0.001993,583153.435568,583153.437561
42,583153.440353,0.000818,583153.440762,583153.439944
43,583153.478920,0.000588,583153.478626,583153.479214
44,583153.488897,0.003634,583153.487080,583153.490714
45,583153.491300,0.001804,583153.490398,583153.492203
46,583153.493899,0.000356,583153.493721,583153.494077
47,583153.497307,0.000854,583153.496879,583153.497734
