frame,t,theta_deg,area_px,cx,cy,d1,d2,ang_deg,rcx,rcy,rd1,rd2,rang
0,578021.019875,65.744,49,39.729,9.397,58.124,141.484,67.19,321.48,202.8,76.83,186.68,67.19
1,578021.028624,65.245,54,39.708,9.381,59.157,141.271,67.285,321.39,202.79,78.19,186.29,67.32
2,578021.031869,64.995,53,39.663,9.616,59.701,141.237,67.268,321.37,203.1,78.9,186.49,67.25
3,578021.03656,64.713,53,39.87,9.32,59.886,140.196,67.773,321.74,202.69,79.13,185.35,67.79
4,578021.044246,65.944,50,40.33,8.895,59.008,144.76,67.145,322.2,202.16,77.99,191.25,67.16
5,578021.047844,64.791,56,39.898,8.723,60.363,141.725,67.327,321.77,201.93,79.68,187.18,67.25
6,578021.055757,65.4,55,38.781,10.288,58.528,140.598,68.134,320.15,204.03,77.33,185.51,68.16
7,578021.060005,65.725,52,40.917,9.288,58.716,142.823,66.552,323.04,202.67,77.59,188.58,66.53
8,578021.064082,65.192,53,39.208,10.082,58.268,138.874,68.271,320.73,203.63,77.22,183.19,68.35
9,578021.067338,65.936,51,40.412,9.255,58.519,143.515,66.871,322.33,202.6,77.38,189.4,66.92
10,578021.072193,66.224,52,40.322,9.437,57.975,143.802,67.012,322.18,202.83,76.71,189.64,67.07
11,578021.080371,65.908,52,38.656,10.57,57.276,140.311,67.979,320.04,204.37,75.68,185.26,67.98
12,578021.084965,65.732,54,38.725,10.454,57.526,139.962,68.054,320.24,204.15,76.0,184.39,68.12
13,578021.088266,65.566,53,40.733,9.059,59.098,142.868,66.751,322.93,202.27,78.17,188.82,66.64
14,578021.091473,65.097,53,40.867,9.159,60.049,142.606,66.945,322.97,202.5,79.35,188.29,66.92
15,578021.096664,64.854,52,38.331,10.837,59.608,140.28,68.968,319.77,204.61,78.76,185.16,68.99
16,578021.104288,65.136,54,40.068,9.987,60.072,142.868,67.784,321.92,203.59,79.38,188.63,67.76
17,578021.115815,66.409,55,39.295,9.638,57.356,143.317,68.032,320.82,203.09,75.94,189.23,68.05
18,578021.119997,67.267,51,39.887,9.963,55.654,144.022,67.66,321.63,203.56,73.35,190.81,67.74
19,578021.125401,67.099,46,39.839,9.701,55.154,141.735,67.864,321.6,203.22,72.89,187.16,67.84
20,578021.133549,68.15,49,39.91,9.917,53.595,144.002,66.989,321.76,203.48,70.8,190.33,66.99
21,578021.136189,67.605,46,40.012,9.945,53.925,141.539,66.38,321.85,203.54,71.26,186.88,66.36
22,578021.139523,67.986,49,39.549,9.792,53.961,143.962,66.808,321.23,203.34,71.31,190.06,66.8
23,578021.144282,67.57,53,40.396,9.796,54.36,142.471,66.165,322.35,203.34,71.83,188.1,66.15
24,578021.147775,67.587,54,40.021,9.989,54.906,144.005,66.425,321.86,203.59,72.67,189.87,66.32
25,578021.156265,67.424,55,40.0,9.99,55.584,144.786,66.396,321.83,203.53,73.48,191.11,66.41
26,578021.160272,67.467,51,40.218,9.633,55.502,144.832,66.617,322.1,203.13,73.34,191.25,66.6
27,578021.164647,66.96,56,40.255,9.952,56.573,144.552,66.281,322.1,203.53,74.62,190.96,66.28
28,578021.167237,67.128,56,40.497,10.056,56.5,145.366,66.538,322.48,203.68,74.64,191.98,66.53
29,578021.171749,66.832,50,40.028,10.359,56.7,144.118,66.598,321.78,204.14,74.93,190.06,66.62
30,578021.179487,67.37,57,40.198,9.78,55.923,145.337,66.509,321.98,203.35,73.88,191.66,66.48
31,578021.183491,67.89,52,40.801,9.301,55.328,147.0,66.564,322.89,202.69,73.16,193.64,66.55
32,578021.188118,67.297,52,39.434,9.481,54.179,140.378,64.733,321.15,202.91,71.59,185.5,64.73
33,578021.195433,67.617,56,39.176,9.739,54.629,143.458,65.487,320.75,203.27,72.19,189.46,65.48
34,578021.203787,67.126,59,39.117,9.657,55.155,141.897,65.319,320.73,203.11,72.92,187.32,65.29
35,578021.208339,67.086,62,39.324,9.41,55.363,142.193,65.128,320.94,202.83,73.16,187.78,65.12
36,578021.212381,66.71,59,39.483,9.326,56.051,141.762,64.779,321.19,202.71,74.06,187.33,64.78
37,578021.215639,66.431,59,39.608,9.466,56.538,141.398,64.709,321.39,202.83,74.82,186.55,64.66
