flight_dir,freq_hz,n_repeats,amp_deg,rate_1090_deg_s,rate_sd,tau_s,tau_sigma_s,n_settled,baseline_drift_deg,agree_med_deg,datum
results/alignment_rate/20260909_205843,10.0,5,-1.4033109629314926,-0.7539211150684915,nan,4.748946292310816,0.4909939692810912,0,0.7160712311625276,15.765199999999998,rest
results/alignment_rate/20260909_205843,20.0,5,1.8270206771092774,13.730348910690948,nan,7.726097308629972,4.754541658177457,0,0.322799559493468,12.783199999999999,rest
