frame,t,nx,ny,nz,agree_deg
0,606302.586197,0.42136,-0.74711,-0.51409,4.4
1,606302.591342,0.42392,-0.74389,-0.51664,5.05
2,606302.594611,0.42373,-0.74413,-0.51646,5.51
3,606302.602646,0.4267,-0.74339,-0.51507,5.05
4,606302.605872,0.41534,-0.7511,-0.51317,4.24
5,606302.609699,0.42323,-0.74913,-0.50959,4.47
6,606302.614491,0.42253,-0.74565,-0.51524,4.33
7,606302.618514,0.43355,-0.73604,-0.51988,5.59
8,606302.622266,0.42247,-0.74879,-0.51072,4.49
9,606302.631158,0.4279,-0.74665,-0.50933,4.74
10,606302.634231,0.42669,-0.74062,-0.51906,5.1
11,606302.638075,0.41796,-0.74688,-0.51718,5.55
12,606302.643112,0.42491,-0.74292,-0.51723,4.71
13,606302.646557,0.42698,-0.74179,-0.51714,4.69
14,606302.654154,0.43365,-0.73751,-0.51771,5.3
15,606302.658537,0.42446,-0.74234,-0.51843,4.7
16,606302.661745,0.42253,-0.74054,-0.52257,5.25
17,606302.67923,0.42283,-0.74565,-0.51499,4.78
18,606302.68248,0.42847,-0.73808,-0.5212,4.87
19,606302.686703,0.42186,-0.74572,-0.51569,5.7
20,606302.691227,0.41718,-0.74778,-0.51651,5.11
21,606302.695146,0.42276,-0.74411,-0.51728,4.59
22,606302.698493,0.42311,-0.74416,-0.51691,4.65
23,606302.706457,0.42737,-0.74188,-0.51669,4.97
24,606302.710088,0.41979,-0.74821,-0.51377,5.45
25,606302.713716,0.41816,-0.74761,-0.51597,4.45
26,606302.718303,0.42251,-0.74415,-0.51742,4.59
27,606302.722204,0.42081,-0.74857,-0.5124,4.33
28,606302.730104,0.42028,-0.74871,-0.51264,4.19
29,606302.734112,0.43102,-0.73847,-0.51854,5.19
30,606302.738459,0.42653,-0.74554,-0.51209,4.56
31,606302.742921,0.42236,-0.74892,-0.51062,4.44
32,606302.746615,0.42797,-0.74279,-0.51489,5.3
33,606302.761645,0.43051,-0.73954,-0.51744,5.21
34,606302.766007,0.4199,-0.74425,-0.5194,5.49
35,606302.770129,0.43008,-0.73961,-0.51769,4.99
36,606302.774523,0.42593,-0.74213,-0.51752,4.75
37,606302.782436,0.42349,-0.74806,-0.51094,4.48
38,606302.787223,0.42676,-0.74158,-0.51762,4.86
39,606302.790271,0.42122,-0.74516,-0.51702,4.38
40,606302.795209,0.41674,-0.74611,-0.51927,5.31
41,606302.798904,0.4239,-0.74745,-0.5115,4.69
42,606302.80686,0.42934,-0.73998,-0.51779,5.22
43,606302.810479,0.42209,-0.75094,-0.50786,4.01
44,606302.813743,0.42683,-0.74554,-0.51185,4.88
45,606302.818337,0.42057,-0.74424,-0.51886,5.07
46,606302.821856,0.41932,-0.74513,-0.51861,4.78
47,606302.826463,0.41333,-0.74827,-0.5189,5.48
48,606302.834521,0.41934,-0.75,-0.51151,3.91
49,606302.837641,0.42276,-0.74472,-0.5164,5.22
50,606302.851232,0.43161,-0.7381,-0.51858,5.07
51,606302.857675,0.43587,-0.73426,-0.52046,5.57
52,606302.863036,0.42396,-0.7479,-0.51078,4.1
53,606302.865485,0.4268,-0.74517,-0.5124,5.0
54,606302.87075,0.42128,-0.74367,-0.51912,4.46
55,606302.873948,0.43266,-0.74219,-0.51182,5.03
56,606302.882582,0.42402,-0.7441,-0.51626,4.77
57,606302.885936,0.43354,-0.73976,-0.51458,5.82
58,606302.889967,0.42166,-0.74303,-0.51971,4.39
59,606302.89486,0.42247,-0.745,-0.51624,4.61
60,606302.897641,0.4228,-0.73766,-0.5264,5.97
61,606302.902932,0.42793,-0.73998,-0.51894,5.31
62,606302.911345,0.42187,-0.74566,-0.51577,4.92
63,606302.913571,0.42016,-0.745,-0.51811,5.23
64,606302.919064,0.4355,-0.74012,-0.51241,5.66
65,606302.922165,0.4283,-0.74323,-0.51398,4.91
66,606302.935317,0.43191,-0.73853,-0.51771,5.1
67,606302.939989,0.42217,-0.74535,-0.51597,4.39
68,606302.941542,0.42063,-0.7453,-0.5173,4.17
69,606302.94808,0.42204,-0.7438,-0.5183,4.27
70,606302.950121,0.41625,-0.7466,-0.51897,5.01
71,606302.95888,0.424,-0.74349,-0.51715,4.53
72,606302.962562,0.42502,-0.74857,-0.50892,4.33
73,606302.970192,0.41871,-0.74515,-0.51907,5.2
74,606302.973942,0.41633,-0.74822,-0.51656,4.97
75,606302.978531,0.42755,-0.7457,-0.51101,4.94
76,606302.986762,0.42365,-0.74647,-0.51314,4.72
77,606302.99082,0.41892,-0.74651,-0.51694,5.32
78,606302.993793,0.4209,-0.74598,-0.51609,4.49
79,606302.99898,0.42362,-0.74855,-0.51012,4.4
80,606303.002652,0.42645,-0.74151,-0.51798,5.05
81,606303.01098,0.42733,-0.74264,-0.51563,4.91
82,606303.023729,0.42604,-0.74019,-0.52019,4.94
83,606303.026083,0.42866,-0.74212,-0.51527,4.91
84,606303.035063,0.42324,-0.74478,-0.51591,5.4
85,606303.038147,0.42858,-0.74485,-0.51139,5.9
86,606303.04229,0.42685,-0.74593,-0.51126,4.89
87,606303.046761,0.42354,-0.7432,-0.51794,4.53
88,606303.050224,0.42822,-0.74233,-0.51535,5.01
89,606303.054194,0.43092,-0.74413,-0.51047,5.33
90,606303.06312,0.42899,-0.74007,-0.51795,5.1
91,606303.066792,0.424,-0.74126,-0.52034,5.37
92,606303.06978,0.42702,-0.74393,-0.51403,4.92
93,606303.07473,0.42338,-0.74283,-0.5186,5.13
94,606303.078228,0.42466,-0.744,-0.51588,4.68
95,606303.086841,0.4255,-0.74258,-0.51723,4.78
96,606303.089986,0.42697,-0.74553,-0.51174,4.48
97,606303.093863,0.418,-0.74473,-0.52024,4.88
98,606303.101921,0.42349,-0.74874,-0.50995,4.7
99,606303.111618,0.4278,-0.74308,-0.5146,5.28
100,606303.113963,0.42056,-0.75089,-0.50921,3.82
101,606303.118996,0.42363,-0.74538,-0.51473,4.9
102,606303.123025,0.42299,-0.75002,-0.50848,4.19
103,606303.126649,0.43132,-0.73899,-0.51755,4.99
104,606303.130384,0.42881,-0.7467,-0.50849,4.58
105,606303.13917,0.43008,-0.73829,-0.51959,5.19
106,606303.142663,0.42246,-0.74783,-0.51213,4.33
107,606303.145858,0.43021,-0.7387,-0.51888,5.17
108,606303.15171,0.42787,-0.73913,-0.52021,4.99
109,606303.15458,0.4231,-0.74223,-0.51969,4.38
110,606303.162918,0.43112,-0.73783,-0.51936,5.08
111,606303.16693,0.42314,-0.74364,-0.51764,4.44
112,606303.169882,0.42601,-0.74476,-0.51366,4.98
113,606303.17404,0.43087,-0.73633,-0.5217,5.31
114,606303.178138,0.42574,-0.74289,-0.51658,5.31
115,606303.191233,0.42002,-0.74517,-0.51798,5.62
116,606303.195153,0.41816,-0.74696,-0.51691,4.75
117,606303.197886,0.428,-0.74154,-0.51666,5.26
118,606303.203642,0.42849,-0.74218,-0.51533,4.9
119,606303.205436,0.42395,-0.74532,-0.51455,4.59
120,606303.214871,0.43226,-0.74419,-0.50924,5.05
121,606303.217949,0.42731,-0.74499,-0.51224,4.85
122,606303.221906,0.4265,-0.74043,-0.51949,5.59
123,606303.226912,0.42994,-0.73989,-0.51741,5.11
124,606303.229648,0.42295,-0.74544,-0.5152,5.76
125,606303.238611,0.42863,-0.74401,-0.51256,4.91
126,606303.241904,0.43704,-0.7395,-0.51199,6.0
127,606303.245975,0.42839,-0.73915,-0.51976,5.4
128,606303.251106,0.43096,-0.7407,-0.5154,6.28
129,606303.253838,0.43076,-0.74062,-0.51568,5.5
130,606303.257889,0.42886,-0.74394,-0.51248,4.78
131,606303.266417,0.42323,-0.74359,-0.51763,4.65
132,606303.278391,0.42728,-0.74013,-0.51928,4.86
133,606303.282333,0.42886,-0.73917,-0.51933,5.14
134,606303.290726,0.43001,-0.73593,-0.52297,5.14
135,606303.294802,0.41649,-0.74534,-0.52058,5.29
136,606303.297756,0.42285,-0.74692,-0.51314,4.73
137,606303.303647,0.42249,-0.74325,-0.51872,5.28
138,606303.305581,0.43123,-0.73756,-0.51966,5.16
139,606303.313928,0.42497,-0.74289,-0.51722,5.06
140,606303.318121,0.42282,-0.74567,-0.51497,4.81
141,606303.321506,0.42353,-0.74358,-0.5174,4.5
142,606303.327207,0.42369,-0.74308,-0.518,4.56
143,606303.329991,0.42278,-0.74325,-0.5185,4.75
144,606303.334553,0.42327,-0.74287,-0.51864,5.07
145,606303.343352,0.42142,-0.74721,-0.51389,4.51
146,606303.345656,0.42856,-0.7407,-0.5174,5.06
147,606303.359933,0.43211,-0.73599,-0.52115,5.4
148,606303.365951,0.42418,-0.74695,-0.51199,4.34
149,606303.37183,0.42562,-0.74152,-0.51865,4.56
150,606303.373787,0.42236,-0.7462,-0.51458,4.4
151,606303.378323,0.42842,-0.74249,-0.51494,5.63
152,606303.38175,0.42887,-0.73866,-0.52005,4.95
153,606303.390201,0.41792,-0.74395,-0.52142,6.14
154,606303.393985,0.4217,-0.74686,-0.51417,4.49
155,606303.397478,0.42361,-0.74035,-0.52195,5.73
156,606303.403014,0.42163,-0.7488,-0.51139,4.61
157,606303.405994,0.41661,-0.74777,-0.51698,5.76
158,606303.41092,0.42829,-0.74259,-0.5149,4.94
159,606303.419014,0.41696,-0.74642,-0.51865,6.06
160,606303.422286,0.42895,-0.7438,-0.5126,5.47
161,606303.425843,0.42861,-0.74252,-0.51474,4.87
162,606303.431033,0.43245,-0.74209,-0.51214,5.53
163,606303.434586,0.42956,-0.74221,-0.5144,4.93
164,606303.447024,0.43305,-0.73761,-0.51807,5.07
165,606303.450527,0.42735,-0.74414,-0.51345,5.06
166,606303.454019,0.42649,-0.74632,-0.51099,5.05
167,606303.458919,0.4319,-0.73847,-0.5178,5.12
168,606303.466578,0.43089,-0.73946,-0.51724,5.12
169,606303.471802,0.43012,-0.74602,-0.50838,4.92
170,606303.47395,0.42717,-0.74138,-0.51758,5.0
171,606303.479304,0.41703,-0.74777,-0.51665,5.7
172,606303.481738,0.42451,-0.74881,-0.50899,4.6
173,606303.485867,0.43046,-0.74045,-0.51618,5.13
174,606303.494202,0.43086,-0.73826,-0.51898,5.2
