frame,t,theta_deg,area_px,cx,cy,d1,d2,ang_deg,rcx,rcy,rd1,rd2,rang
0,606348.480357,56.072,65,-128.985,30.077,72.812,130.453,117.084,147.24,214.31,98.8,176.51,117.64
1,606348.484103,55.874,63,-129.474,30.028,72.701,129.587,117.633,146.68,214.25,98.7,175.5,118.12
2,606348.486828,55.084,68,-128.648,29.8,74.122,129.5,116.893,147.73,213.94,100.57,175.34,117.47
3,606348.492004,55.689,66,-129.188,29.934,73.183,129.831,117.328,147.07,214.04,99.54,175.81,117.85
4,606348.494001,55.794,66,-128.842,29.982,73.314,130.413,117.029,147.44,214.18,99.48,176.47,117.59
5,606348.497532,55.443,66,-129.196,29.953,73.324,129.269,117.444,147.09,214.22,99.45,174.95,117.97
6,606348.507193,54.529,66,-128.556,29.618,74.779,128.863,117.191,147.84,213.69,101.45,174.52,117.78
7,606348.510674,55.457,64,-129.254,29.708,73.778,130.116,117.473,146.89,213.79,100.14,176.19,118.09
8,606348.51411,55.561,66,-129.014,29.933,73.573,130.097,117.06,147.23,214.13,99.81,176.15,117.63
9,606348.518354,55.43,67,-129.041,30.03,73.517,129.566,117.17,147.24,214.31,99.71,175.3,117.7
10,606348.522472,54.621,64,-128.608,29.687,74.694,129.008,117.183,147.77,213.79,101.34,174.71,117.77
11,606348.53193,55.682,64,-129.242,30.168,72.992,129.467,117.295,146.91,214.47,99.01,175.1,117.89
12,606348.533866,56.009,65,-128.991,30.21,72.879,130.36,117.029,147.24,214.49,98.88,176.39,117.58
13,606348.537707,55.973,65,-129.069,30.157,72.815,130.125,117.106,147.16,214.44,98.77,176.18,117.67
14,606348.541802,56.125,63,-129.576,30.145,72.297,129.709,117.707,146.48,214.45,98.02,175.59,118.24
15,606348.546353,56.101,66,-129.154,30.164,72.49,129.973,117.169,147.02,214.41,98.37,176.02,117.78
16,606348.550445,56.232,65,-129.456,30.19,72.156,129.815,117.562,146.7,214.48,97.94,175.8,118.06
17,606348.558163,56.211,64,-129.391,30.24,72.117,129.675,117.497,146.82,214.57,97.9,175.51,117.97
18,606348.56186,56.106,67,-129.162,30.26,72.312,129.671,117.203,147.06,214.56,98.18,175.54,117.74
19,606348.573526,56.013,66,-129.04,30.166,72.518,129.728,117.058,147.3,214.44,98.49,175.72,117.51
