design,freq_hz,n,t_s,delta_med,delta_q25,delta_q75,env_med,env_q25,env_q75
design B (half outer ring),30.0,9,-0.44,7.0168,6.9573,7.194,1.9129,1.8753,2.0355
design B (half outer ring),30.0,9,-0.42,7.0086,6.9896,7.0902,1.9438,1.867,1.9939
design B (half outer ring),30.0,9,-0.4,6.9963,6.9077,7.1172,1.9523,1.9341,1.981
design B (half outer ring),30.0,9,-0.38,7.0752,6.9565,7.1859,1.9567,1.9093,1.978
design B (half outer ring),30.0,9,-0.36,7.0877,6.9232,7.2286,1.9464,1.9392,2.0041
design B (half outer ring),30.0,9,-0.34,7.0587,6.9918,7.4224,1.9617,1.9074,2.0294
design B (half outer ring),30.0,9,-0.32,7.1636,6.9123,7.4042,1.9753,1.8745,2.0112
design B (half outer ring),30.0,9,-0.3,7.1971,7.0219,7.5045,2.0108,1.9717,2.0416
design B (half outer ring),30.0,9,-0.28,7.0941,7.0283,7.4702,2.0059,1.9603,2.0371
design B (half outer ring),30.0,9,-0.26,7.1855,7.0713,7.2938,2.0197,1.9588,2.0491
design B (half outer ring),30.0,9,-0.24,7.1314,6.9976,7.4276,2.023,1.9947,2.1219
design B (half outer ring),30.0,9,-0.22,7.2105,7.061,7.325,2.0032,1.9645,2.167
design B (half outer ring),30.0,9,-0.2,7.1638,7.113,7.3019,2.0089,1.9404,2.2106
design B (half outer ring),30.0,9,-0.18,7.0874,7.0559,7.2215,1.9956,1.9296,2.1923
design B (half outer ring),30.0,9,-0.16,7.1083,6.9398,7.252,2.106,2.0061,2.2322
design B (half outer ring),30.0,9,-0.14,7.078,6.9439,7.2418,2.2111,2.0609,2.2838
design B (half outer ring),30.0,9,-0.12,7.0046,6.9468,7.3129,2.393,2.2902,2.5645
design B (half outer ring),30.0,9,-0.1,6.915,6.7815,7.2355,2.5444,2.4324,2.6677
design B (half outer ring),30.0,9,-0.08,6.5634,6.3398,7.041,2.6811,2.5949,2.7703
design B (half outer ring),30.0,9,-0.06,6.0409,6.0264,6.6003,2.9194,2.7384,2.9321
design B (half outer ring),30.0,9,-0.04,5.5558,5.3274,6.097,3.125,2.9524,3.1831
design B (half outer ring),30.0,9,-0.02,5.0143,4.6729,5.3022,3.3213,3.0923,3.4523
design B (half outer ring),30.0,9,0.0,4.3786,4.1142,4.5205,3.5111,3.2453,3.6435
design B (half outer ring),30.0,9,0.02,3.6239,3.3784,3.8642,3.5955,3.403,3.7153
design B (half outer ring),30.0,9,0.04,3.0048,2.6186,3.2464,3.6764,3.4731,3.9109
design B (half outer ring),30.0,9,0.06,2.3022,1.7673,2.4382,3.7983,3.7656,3.988
design B (half outer ring),30.0,9,0.08,1.7199,1.259,1.875,3.9924,3.8027,4.0527
design B (half outer ring),30.0,9,0.1,1.1903,0.7528,1.3054,4.2086,3.9829,4.2674
design B (half outer ring),30.0,9,0.12,0.834,0.4133,1.105,4.332,4.1217,4.374
design B (half outer ring),30.0,9,0.14,0.636,0.3141,0.8354,4.4967,4.1179,4.526
design B (half outer ring),30.0,9,0.16,0.3769,0.2796,0.6935,4.5347,4.275,4.6938
design B (half outer ring),30.0,9,0.18,0.4051,0.4017,0.685,4.7006,4.3592,4.9275
design B (half outer ring),30.0,9,0.2,0.613,0.4312,0.7056,4.8214,4.4012,5.1308
design B (half outer ring),30.0,9,0.22,0.5982,0.4403,0.6951,4.8322,4.5034,5.209
design B (half outer ring),30.0,9,0.24,0.6174,0.4476,0.6449,4.9658,4.5289,5.1468
design B (half outer ring),30.0,9,0.26,0.5665,0.3721,0.7125,4.9939,4.5312,5.1784
design B (half outer ring),30.0,9,0.28,0.4264,0.1828,0.7195,5.0149,4.6098,5.1121
design B (half outer ring),30.0,9,0.3,0.5126,0.2632,0.5601,5.0754,4.6215,5.1382
design B (half outer ring),30.0,9,0.32,0.5914,0.3507,0.6217,5.0497,4.6312,5.1122
design B (half outer ring),30.0,9,0.34,0.5067,0.3062,0.6473,4.9927,4.6469,5.0347
design B (half outer ring),30.0,9,0.36,0.5128,0.4108,0.7005,4.9509,4.6309,5.0164
design B (half outer ring),30.0,9,0.38,0.6171,0.4129,0.7422,4.9268,4.5611,5.0205
design B (half outer ring),30.0,9,0.4,0.6269,0.4274,0.7,4.8575,4.6694,4.9128
design B (half outer ring),30.0,9,0.42,0.5914,0.5844,0.7987,4.7936,4.553,4.8821
design B (half outer ring),30.0,9,0.44,0.6866,0.4027,0.8343,4.6422,4.4484,4.8028
design B (half outer ring),30.0,9,0.46,0.5633,0.4756,0.9008,4.4926,4.3658,4.6462
design B (half outer ring),30.0,9,0.48,0.6258,0.4578,0.7993,4.3969,4.2438,4.554
design B (half outer ring),30.0,9,0.5,0.6671,0.2553,0.7201,4.2586,4.1524,4.4226
design B (half outer ring),30.0,9,0.52,0.522,0.1357,0.6129,4.1761,4.0772,4.3647
design B (half outer ring),30.0,9,0.54,0.4591,0.2491,0.5729,4.0065,3.9841,4.2585
design B (half outer ring),30.0,9,0.56,0.358,0.2173,0.5684,3.9318,3.7518,4.1806
design B (half outer ring),30.0,9,0.58,0.2675,0.1062,0.5512,3.7735,3.664,4.1134
design B (half outer ring),30.0,9,0.6,0.2519,0.1031,0.5357,3.7433,3.5449,4.0928
design B (half outer ring),30.0,9,0.62,0.3636,0.1459,0.4728,3.6609,3.335,4.0309
design B (half outer ring),30.0,9,0.64,0.3534,0.2096,0.409,3.564,3.2111,3.8759
design B (half outer ring),30.0,9,0.66,0.3173,0.2617,0.3734,3.4302,3.1371,3.825
design B (half outer ring),30.0,9,0.68,0.3417,0.2272,0.3669,3.3908,3.1893,3.7631
design B (half outer ring),30.0,9,0.7,0.3166,0.2882,0.3655,3.3399,3.1283,3.595
design B (half outer ring),30.0,9,0.72,0.3563,0.2783,0.4171,3.2891,3.0683,3.5346
design B (half outer ring),30.0,9,0.74,0.3745,0.3432,0.4601,3.3146,2.9636,3.4696
design B (half outer ring),30.0,9,0.76,0.3713,0.2543,0.4933,3.2832,2.8939,3.4097
design B (half outer ring),30.0,9,0.78,0.3187,0.2599,0.5363,3.249,2.8345,3.439
design B (half outer ring),30.0,9,0.8,0.3362,0.1934,0.5723,3.1769,2.8524,3.4947
design B (half outer ring),30.0,9,0.82,0.2702,0.1259,0.4021,3.1113,2.8283,3.4459
design B (half outer ring),30.0,9,0.84,0.2753,0.2523,0.398,3.076,2.8529,3.4188
design B (half outer ring),30.0,9,0.86,0.299,0.2194,0.3829,3.0354,2.863,3.3668
design B (half outer ring),30.0,9,0.88,0.2846,0.1711,0.4273,3.0142,2.8503,3.3195
design B (half outer ring),30.0,9,0.9,0.3879,0.1957,0.4464,2.9117,2.8143,3.3079
design B (half outer ring),30.0,9,0.92,0.3733,0.1783,0.4361,2.956,2.8185,3.324
design B (half outer ring),30.0,9,0.94,0.3344,0.295,0.5127,2.9114,2.7736,3.2233
design B (half outer ring),30.0,9,0.96,0.3607,0.263,0.4335,2.8509,2.7395,3.1896
design B (half outer ring),30.0,9,0.98,0.2862,0.2032,0.5484,2.8252,2.6914,3.1672
design B (half outer ring),30.0,9,1.0,0.3484,0.2623,0.4874,2.8765,2.6718,3.0936
design B (half outer ring),30.0,9,1.02,0.31,0.179,0.3569,2.7948,2.6494,3.0687
design B (half outer ring),30.0,9,1.04,0.2492,0.1142,0.3749,2.7374,2.6859,2.9958
design B (half outer ring),30.0,9,1.06,0.263,0.1205,0.3508,2.7862,2.6706,2.9874
design B (half outer ring),30.0,9,1.08,0.2657,0.159,0.2988,2.8702,2.7334,2.9427
design B (half outer ring),30.0,9,1.1,0.2762,0.2229,0.3199,2.8764,2.7283,2.8915
design B (half outer ring),30.0,9,1.12,0.2108,0.1585,0.3576,2.8683,2.7317,2.9314
design B (half outer ring),30.0,9,1.14,0.2379,0.1707,0.4429,2.8356,2.7163,2.9229
design B (half outer ring),30.0,9,1.16,0.2083,0.149,0.3821,2.788,2.6792,2.9062
design B (half outer ring),30.0,9,1.18,0.3502,0.153,0.4452,2.7656,2.5872,2.8857
design B (half outer ring),30.0,9,1.2,0.3313,0.1589,0.3816,2.7667,2.597,2.8842
design B (half outer ring),30.0,9,1.22,0.3184,0.1788,0.3684,2.7404,2.5542,2.7993
design B (half outer ring),30.0,9,1.24,0.3543,0.2509,0.4565,2.7178,2.5852,2.8189
design B (half outer ring),30.0,9,1.26,0.3688,0.1266,0.4279,2.6712,2.5932,2.8278
design B (half outer ring),30.0,9,1.28,0.3213,0.1306,0.3696,2.7177,2.5091,2.8119
design B (half outer ring),30.0,9,1.3,0.321,0.1559,0.3472,2.7177,2.5327,2.7651
design B (half outer ring),30.0,9,1.32,0.3282,0.1769,0.4039,2.6972,2.5654,2.7675
design B (half outer ring),30.0,9,1.34,0.2552,0.2247,0.3825,2.7033,2.493,2.7648
design B (half outer ring),30.0,9,1.36,0.3104,0.1441,0.4042,2.6494,2.4789,2.7286
design B (half outer ring),30.0,9,1.38,0.2279,0.1777,0.3665,2.6038,2.4956,2.7452
design B (half outer ring),30.0,9,1.4,0.3119,0.1953,0.4205,2.6012,2.4389,2.6888
design B (half outer ring),30.0,9,1.42,0.2291,0.1881,0.435,2.5477,2.4287,2.6724
design B (half outer ring),30.0,9,1.44,0.3377,0.2192,0.3854,2.4902,2.4193,2.6785
design B (half outer ring),30.0,9,1.46,0.2856,0.1928,0.3754,2.4805,2.41,2.7232
design B (half outer ring),30.0,9,1.48,0.2546,0.2213,0.4308,2.4625,2.379,2.7415
design B (half outer ring),30.0,9,1.5,0.3218,0.1587,0.3781,2.4832,2.3696,2.7258
design B (half outer ring),30.0,9,1.52,0.3228,0.2091,0.3565,2.4647,2.4016,2.6672
design B (half outer ring),30.0,9,1.54,0.3375,0.266,0.4046,2.4608,2.3633,2.5866
design B (half outer ring),30.0,9,1.56,0.3402,0.1983,0.4579,2.5053,2.3905,2.5506
design B (half outer ring),30.0,9,1.58,0.3041,0.1956,0.4324,2.4247,2.3449,2.5314
design B (half outer ring),30.0,9,1.6,0.3067,0.2548,0.4401,2.406,2.323,2.5075
design B (half outer ring),30.0,9,1.62,0.4071,0.2099,0.4653,2.4222,2.3648,2.4857
design B (half outer ring),30.0,9,1.64,0.3101,0.1777,0.3676,2.4234,2.3229,2.5189
design B (half outer ring),30.0,9,1.66,0.3279,0.2039,0.4099,2.4443,2.3958,2.4923
design B (half outer ring),30.0,9,1.68,0.2645,0.1732,0.3831,2.4871,2.3529,2.5433
design B (half outer ring),30.0,9,1.7,0.2935,0.1743,0.3102,2.503,2.388,2.5242
design B (half outer ring),30.0,9,1.72,0.2352,0.1709,0.3775,2.4986,2.3674,2.618
design B (half outer ring),30.0,9,1.74,0.2588,0.1872,0.3204,2.4776,2.4132,2.5229
design B (half outer ring),30.0,9,1.76,0.3456,0.2141,0.4308,2.4435,2.3982,2.5545
design B (half outer ring),30.0,9,1.78,0.3447,0.2062,0.4532,2.4094,2.3629,2.5615
design B (half outer ring),30.0,9,1.8,0.3949,0.1905,0.4416,2.4032,2.3751,2.5447
design B (half outer ring),30.0,9,1.82,0.2978,0.1358,0.4641,2.4133,2.3631,2.519
design B (half outer ring),30.0,9,1.84,0.32,0.1276,0.3914,2.4486,2.3563,2.5095
design B (half outer ring),30.0,9,1.86,0.3028,0.2454,0.3793,2.3766,2.3343,2.5518
design B (half outer ring),30.0,9,1.88,0.3129,0.226,0.363,2.3959,2.3332,2.5289
design B (half outer ring),30.0,9,1.9,0.3046,0.1964,0.3451,2.3692,2.3157,2.4994
design B (half outer ring),30.0,9,1.92,0.3347,0.1636,0.3977,2.3905,2.3014,2.5076
design B (half outer ring),30.0,9,1.94,0.3425,0.127,0.3731,2.3664,2.3262,2.4613
design B (half outer ring),30.0,9,1.96,0.2569,0.152,0.4122,2.322,2.2869,2.4573
design B (half outer ring),30.0,9,1.98,0.1949,0.1809,0.3346,2.3645,2.2487,2.4877
design B (half outer ring),30.0,9,2.0,0.2503,0.1908,0.3302,2.3397,2.246,2.4905
design B (half outer ring),30.0,9,2.02,0.1997,0.164,0.3045,2.3953,2.213,2.5268
design B (half outer ring),30.0,9,2.04,0.2183,0.1273,0.2988,2.4141,2.1498,2.4913
design B (half outer ring),30.0,9,2.06,0.2323,0.1175,0.248,2.4,2.101,2.4294
design B (half outer ring),30.0,9,2.08,0.1672,0.1287,0.2228,2.3893,2.052,2.4466
design B (half outer ring),30.0,9,2.1,0.1966,0.1566,0.2695,2.3109,2.141,2.4813
design B (half outer ring),30.0,9,2.12,0.2019,0.1674,0.2461,2.3147,2.1293,2.4075
design B (half outer ring),30.0,9,2.14,0.1687,0.1485,0.2716,2.2831,2.1445,2.3964
design B (half outer ring),30.0,9,2.16,0.2271,0.1992,0.2576,2.2252,2.128,2.3998
design B (half outer ring),30.0,9,2.18,0.2249,0.1778,0.2748,2.1877,2.1037,2.4436
design B (half outer ring),30.0,9,2.2,0.2797,0.2274,0.2823,2.1801,2.115,2.4767
design B (half outer ring),30.0,9,2.22,0.2774,0.2296,0.3051,2.1923,2.1079,2.4658
design B (half outer ring),30.0,9,2.24,0.2467,0.1885,0.3412,2.1767,2.0548,2.4275
design B (half outer ring),30.0,9,2.26,0.2687,0.22,0.3743,2.1579,2.0373,2.3625
design B (half outer ring),30.0,9,2.28,0.2588,0.178,0.2847,2.1284,1.9854,2.2984
design B (half outer ring),30.0,9,2.3,0.2714,0.1848,0.2922,2.2107,1.9916,2.3
design B (half outer ring),30.0,9,2.32,0.2446,0.1859,0.3165,2.2357,1.9746,2.3134
design B (half outer ring),30.0,9,2.34,0.2135,0.1622,0.3263,2.163,1.9521,2.2727
design B (half outer ring),30.0,9,2.36,0.2901,0.2358,0.3009,2.1502,1.9766,2.1851
design B (half outer ring),30.0,9,2.38,0.2171,0.2097,0.269,2.1258,2.0648,2.2133
design B (half outer ring),30.0,9,2.4,0.1998,0.1526,0.2641,2.1915,2.0228,2.2595
design B (half outer ring),30.0,9,2.42,0.236,0.0423,0.2985,2.2137,2.0721,2.2726
design B (half outer ring),30.0,9,2.44,0.1715,0.0737,0.2671,2.2394,1.9815,2.2685
design B (half outer ring),30.0,9,2.46,0.1503,0.1421,0.2905,2.2423,1.9822,2.2721
design B (half outer ring),30.0,9,2.48,0.1804,0.1341,0.2531,2.219,2.1197,2.2703
design B (half outer ring),30.0,9,2.5,0.223,0.1765,0.3046,2.2557,2.058,2.2762
design B (half outer ring),30.0,9,2.52,0.2241,0.1771,0.3093,2.2185,2.052,2.3249
design B (half outer ring),30.0,9,2.54,0.2198,0.1247,0.2801,2.1546,2.0773,2.2655
design B (half outer ring),30.0,9,2.56,0.2452,0.1875,0.2922,2.1751,2.0463,2.2752
design B (half outer ring),30.0,9,2.58,0.2351,0.1831,0.2686,2.2303,2.0288,2.2593
design B (half outer ring),30.0,9,2.6,0.2616,0.1368,0.2888,2.1849,2.0515,2.2825
design B (half outer ring),30.0,9,2.62,0.1835,0.1383,0.2868,2.1326,2.0941,2.3522
design B (half outer ring),30.0,9,2.64,0.1957,0.1676,0.2846,2.1012,2.0454,2.3071
design B (half outer ring),30.0,9,2.66,0.2165,0.163,0.2312,2.1516,2.1115,2.2565
design B (half outer ring),30.0,9,2.68,0.1893,0.1607,0.2327,2.1597,2.1261,2.293
design B (half outer ring),30.0,9,2.7,0.2314,0.1514,0.2921,2.1185,2.1086,2.278
design B (half outer ring),30.0,9,2.72,0.2192,0.1235,0.3215,2.1129,2.0712,2.1866
design B (half outer ring),30.0,9,2.74,0.2789,0.1301,0.3038,2.1873,2.145,2.2402
design B (half outer ring),30.0,9,2.76,0.2094,0.142,0.3459,2.2354,2.1422,2.3102
design B (half outer ring),30.0,9,2.78,0.2467,0.144,0.3289,2.2209,2.0919,2.3022
design B (half outer ring),30.0,9,2.8,0.2245,0.1384,0.2528,2.2455,2.1098,2.3491
design B (half outer ring),30.0,9,2.82,0.2175,0.1023,0.2913,2.1959,2.1337,2.435
design B (half outer ring),30.0,9,2.84,0.1726,0.1485,0.2906,2.1827,2.0584,2.4095
design B (half outer ring),30.0,9,2.86,0.1703,0.0978,0.2903,2.2742,2.0563,2.3804
design B (half outer ring),30.0,9,2.88,0.1434,0.1125,0.218,2.1858,1.9266,2.3187
design B (half outer ring),30.0,9,2.9,0.1813,0.1635,0.2325,2.1443,1.9241,2.3205
design B (half outer ring),30.0,9,2.92,0.2314,0.1026,0.3424,2.1735,2.0214,2.3222
design B (half outer ring),30.0,9,2.94,0.2316,0.0602,0.429,2.1812,2.0452,2.324
design B (half outer ring),30.0,9,2.96,0.2566,0.1498,0.403,2.1556,2.0549,2.3258
design B (half outer ring),30.0,9,2.98,0.201,0.1702,0.4731,2.2119,2.0425,2.2997
design B (half outer ring),30.0,9,3.0,0.2703,0.2044,0.3295,2.1699,2.075,2.32
design B (half outer ring),30.0,9,3.02,0.2363,0.139,0.2816,2.1675,2.0775,2.3285
design B (half outer ring),30.0,9,3.04,0.1924,0.1623,0.2179,2.244,2.0978,2.2929
design B (half outer ring),30.0,9,3.06,0.2233,0.1546,0.2592,2.1921,2.1142,2.2755
design B (half outer ring),30.0,9,3.08,0.2282,0.143,0.308,2.2443,2.0871,2.2802
design B (half outer ring),30.0,9,3.1,0.2228,0.177,0.2806,2.1824,2.0521,2.2782
design B (half outer ring),30.0,9,3.12,0.2401,0.2081,0.2906,2.1487,2.1221,2.2616
design B (half outer ring),30.0,9,3.14,0.2266,0.1809,0.2561,2.0814,2.0736,2.2515
design B (half outer ring),30.0,9,3.16,0.1874,0.1645,0.2395,2.127,2.0881,2.3285
design B (half outer ring),30.0,9,3.18,0.1962,0.15,0.2303,2.2087,2.1402,2.2741
design B (half outer ring),30.0,9,3.2,0.1791,0.1513,0.2733,2.2146,2.1394,2.2824
design B (half outer ring),30.0,9,3.22,0.2224,0.1944,0.2617,2.2038,2.144,2.3244
design B (half outer ring),30.0,9,3.24,0.2349,0.179,0.268,2.2197,2.1807,2.3082
design B (half outer ring),30.0,9,3.26,0.2245,0.1873,0.3049,2.306,2.1703,2.3282
design B (half outer ring),30.0,9,3.28,0.264,0.2085,0.3256,2.2657,2.1884,2.28
design B (half outer ring),30.0,9,3.3,0.1734,0.1249,0.3186,2.1737,2.0418,2.252
design B (half outer ring),30.0,9,3.32,0.2002,0.1502,0.3488,2.195,2.0604,2.2626
design B (half outer ring),30.0,9,3.34,0.234,0.1732,0.295,2.218,2.0709,2.2593
design B (half outer ring),30.0,9,3.36,0.3104,0.1723,0.3498,2.1926,2.072,2.2115
design B (half outer ring),30.0,9,3.38,0.256,0.1346,0.2994,2.0934,2.0469,2.2325
design B (half outer ring),30.0,9,3.4,0.2621,0.2064,0.3092,2.0947,2.0201,2.2251
design B (half outer ring),30.0,9,3.42,0.2496,0.1918,0.2767,2.1153,2.0074,2.1659
design B (half outer ring),30.0,9,3.44,0.1891,0.1493,0.2586,2.1137,1.9817,2.2237
design B (half outer ring),30.0,9,3.46,0.1794,0.1313,0.2517,2.0423,1.9646,2.2459
design B (half outer ring),30.0,9,3.48,0.1137,0.0889,0.1911,2.1225,1.9284,2.1906
design B (half outer ring),30.0,9,3.5,0.1863,0.0817,0.2573,2.0468,1.9286,2.2316
design B (half outer ring),30.0,9,3.52,0.1551,0.1086,0.231,2.0952,1.9639,2.2308
design B (half outer ring),30.0,9,3.54,0.2019,0.1196,0.266,2.0849,1.9451,2.2331
design B (half outer ring),30.0,9,3.56,0.215,0.1722,0.2386,2.1235,1.9419,2.2365
design B (half outer ring),30.0,9,3.58,0.232,0.1744,0.2501,2.1013,1.9198,2.2298
design B (half outer ring),30.0,9,3.6,0.1685,0.1586,0.4231,2.1386,1.9402,2.2326
design B (half outer ring),30.0,9,3.62,0.1611,0.115,0.3432,2.1246,1.8617,2.3086
design B (half outer ring),30.0,9,3.64,0.1282,0.0804,0.3112,2.1271,1.8389,2.3731
design B (half outer ring),30.0,9,3.66,0.1251,0.0796,0.3149,2.1175,1.8013,2.4103
design B (half outer ring),30.0,9,3.68,0.1798,0.1358,0.2592,2.1206,1.7701,2.3578
design B (half outer ring),30.0,9,3.7,0.2065,0.1222,0.2449,2.0944,1.7003,2.3777
design B (half outer ring),30.0,9,3.72,0.1871,0.0973,0.2328,2.0883,1.8237,2.3827
design B (half outer ring),30.0,9,3.74,0.1291,0.0915,0.1908,2.0319,1.8319,2.3359
design B (half outer ring),30.0,9,3.76,0.135,0.1045,0.2369,2.049,1.8466,2.2337
design B (half outer ring),30.0,9,3.78,0.1031,0.1,0.2131,1.9708,1.8805,2.2362
design B (half outer ring),30.0,9,3.8,0.1084,0.08,0.2276,2.0549,1.8505,2.1267
design B (half outer ring),30.0,9,3.82,0.1006,0.0294,0.2293,2.0135,1.8208,2.1291
design B (half outer ring),30.0,9,3.84,0.142,0.0605,0.2192,2.0251,1.7703,2.1156
design B (half outer ring),30.0,9,3.86,0.1339,0.0641,0.2483,2.0025,1.7425,2.1818
design B (half outer ring),30.0,9,3.88,0.2097,0.134,0.2771,2.0003,1.8809,2.1766
design B (half outer ring),30.0,9,3.9,0.1663,0.1339,0.1794,2.0303,1.8898,2.1495
design B (half outer ring),30.0,9,3.92,0.1708,0.1051,0.1986,2.0563,1.898,2.1201
design B (half outer ring),30.0,9,3.94,0.1429,0.1011,0.2261,2.0631,1.8531,2.1305
design B (half outer ring),30.0,9,3.96,0.1939,0.108,0.24,2.0346,1.8348,2.0748
design B (half outer ring),30.0,9,3.98,0.1709,0.1518,0.1841,1.9979,1.8798,2.1383
design B (half outer ring),30.0,9,4.0,0.1878,0.1419,0.2799,1.9193,1.8199,2.2054
design B (half outer ring),30.0,9,4.02,0.2297,0.1882,0.2657,1.8994,1.7915,2.2333
design B (half outer ring),30.0,9,4.04,0.2836,0.1484,0.3212,1.8695,1.7519,2.213
design B (half outer ring),30.0,9,4.06,0.3188,0.1746,0.3504,1.8953,1.8099,2.2546
design B (half outer ring),30.0,9,4.08,0.2857,0.2532,0.3853,1.9402,1.8074,2.3102
design B (half outer ring),30.0,9,4.1,0.2571,0.1693,0.3226,1.9355,1.8109,2.2797
design B (half outer ring),30.0,9,4.12,0.2182,0.1439,0.3565,1.9127,1.8132,2.2578
design B (half outer ring),30.0,9,4.14,0.1642,0.1208,0.4083,1.8762,1.8029,2.2591
design B (half outer ring),30.0,9,4.16,0.1773,0.1202,0.3713,1.8763,1.8197,2.2698
design B (half outer ring),30.0,9,4.18,0.1777,0.0868,0.2994,1.8622,1.7562,2.2444
design B (half outer ring),30.0,9,4.2,0.1685,0.1258,0.3654,1.8661,1.7715,2.2202
design B (half outer ring),30.0,9,4.22,0.2134,0.0861,0.3349,1.8742,1.8536,2.1539
design B (half outer ring),30.0,9,4.24,0.2081,0.1622,0.3314,1.8946,1.8692,2.083
design B (half outer ring),30.0,9,4.26,0.2061,0.1877,0.3483,1.9138,1.8718,2.1412
design B (half outer ring),30.0,9,4.28,0.2334,0.1346,0.3053,1.8769,1.8668,2.182
design B (half outer ring),30.0,9,4.3,0.2894,0.2196,0.3239,1.94,1.89,2.2043
design B (half outer ring),30.0,9,4.32,0.2655,0.2206,0.295,1.9056,1.8268,2.2552
design B (half outer ring),30.0,9,4.34,0.3132,0.1997,0.3354,1.89,1.8078,2.2256
design B (half outer ring),30.0,9,4.36,0.1779,0.1589,0.2964,1.9215,1.8293,2.2191
design B (half outer ring),30.0,9,4.38,0.2262,0.1288,0.335,1.9374,1.7756,2.1883
design B (half outer ring),30.0,9,4.4,0.1863,0.1465,0.2355,1.9771,1.8351,2.1312
design B (half outer ring),30.0,9,4.42,0.1697,0.1183,0.1749,1.9445,1.7978,2.1129
design B (half outer ring),30.0,9,4.44,0.1761,0.1361,0.2462,1.9294,1.8084,2.0684
design B (half outer ring),30.0,9,4.46,0.1222,0.0894,0.3068,1.9525,1.8589,2.0896
design B (half outer ring),30.0,9,4.48,0.1806,0.1093,0.2955,2.0179,1.8635,2.1076
design B (half outer ring),30.0,9,4.5,0.1747,0.1567,0.2864,2.0164,1.8597,2.1152
design B (half outer ring),30.0,9,4.52,0.1867,0.1156,0.2491,2.0217,1.8657,2.2061
design B (half outer ring),30.0,9,4.54,0.2212,0.1761,0.3274,1.9942,1.8833,2.2898
design B (half outer ring),30.0,9,4.56,0.2263,0.17,0.2442,1.9976,1.8919,2.3086
design B (half outer ring),30.0,9,4.58,0.19,0.1016,0.2562,1.9555,1.8814,2.1931
design B (half outer ring),30.0,9,4.6,0.1745,0.167,0.2028,2.0113,1.854,2.3014
design B (half outer ring),30.0,9,4.62,0.165,0.1172,0.1931,2.0749,1.8766,2.3517
design B (half outer ring),30.0,9,4.64,0.1378,0.1161,0.191,2.0638,1.8778,2.3665
design B (half outer ring),30.0,9,4.66,0.1051,0.0948,0.2203,1.9927,1.8796,2.3565
design B (half outer ring),30.0,9,4.68,0.1565,0.0932,0.205,2.0217,1.9089,2.3084
design B (half outer ring),30.0,9,4.7,0.1914,0.101,0.2663,1.9725,1.9001,2.26
design B (half outer ring),30.0,9,4.72,0.1907,0.1057,0.3376,2.0455,1.9342,2.2215
design B (half outer ring),30.0,9,4.74,0.2555,0.1569,0.2806,2.0305,1.9319,2.1294
design B (half outer ring),30.0,9,4.76,0.2615,0.0879,0.2714,2.0046,1.9165,2.1334
design B (half outer ring),30.0,9,4.78,0.1842,0.151,0.2517,2.0413,1.9726,2.0685
design B (half outer ring),30.0,9,4.8,0.2456,0.1725,0.3177,1.9736,1.9664,2.0576
design B (half outer ring),30.0,9,4.82,0.2116,0.1743,0.3139,1.9954,1.9425,2.0774
design B (half outer ring),30.0,9,4.84,0.2388,0.1832,0.2591,2.0531,1.9246,2.113
design B (half outer ring),30.0,9,4.86,0.2746,0.1704,0.3061,2.0529,1.8877,2.1598
design B (half outer ring),30.0,9,4.88,0.2186,0.1445,0.2911,2.0602,1.8697,2.133
design B (half outer ring),30.0,9,4.9,0.1721,0.1559,0.2139,2.0773,1.8908,2.1103
design B (half outer ring),30.0,9,4.92,0.1692,0.1053,0.2977,2.0695,1.9223,2.2186
design B (half outer ring),30.0,9,4.94,0.16,0.0998,0.2194,2.1161,1.8991,2.1768
design B (half outer ring),30.0,9,4.96,0.1701,0.138,0.2221,2.1259,1.919,2.2164
design B (half outer ring),30.0,9,4.98,0.1442,0.1227,0.2909,2.0544,1.9262,2.272
design B (half outer ring),30.0,9,5.0,0.1528,0.1273,0.2585,2.0291,1.9301,2.2885
design B (half outer ring),30.0,9,5.02,0.1866,0.1604,0.3094,2.0062,1.9496,2.2598
design B (half outer ring),30.0,9,5.04,0.2197,0.1346,0.2935,2.017,1.9496,2.2658
design B (half outer ring),30.0,9,5.06,0.227,0.1753,0.3125,2.0452,1.9763,2.2822
design B (half outer ring),30.0,9,5.08,0.2177,0.1786,0.2595,2.0143,1.9379,2.2351
design B (half outer ring),30.0,9,5.1,0.2162,0.1477,0.2885,2.0183,1.9496,2.2133
design B (half outer ring),30.0,9,5.12,0.2136,0.175,0.2522,2.0185,1.9772,2.1296
design B (half outer ring),30.0,9,5.14,0.1874,0.1432,0.2648,2.1428,1.948,2.2163
design B (half outer ring),30.0,9,5.16,0.1912,0.1257,0.2604,2.0655,1.9989,2.1605
design B (half outer ring),30.0,9,5.18,0.2141,0.1862,0.257,2.1138,2.0086,2.1271
design B (half outer ring),30.0,9,5.2,0.2145,0.1908,0.2463,2.102,2.0086,2.1764
design B (half outer ring),30.0,9,5.22,0.2291,0.2157,0.2889,2.1447,2.0153,2.2053
design B (half outer ring),30.0,9,5.24,0.1571,0.1305,0.2984,2.0666,2.0209,2.1914
design B (half outer ring),30.0,9,5.26,0.2245,0.1394,0.3253,2.1193,2.0083,2.1928
design B (half outer ring),30.0,9,5.28,0.1891,0.1249,0.3059,2.127,2.0484,2.1513
