design,freq_hz,n,t_s,delta_med,delta_q25,delta_q75,env_med,env_q25,env_q75
design A,10.0,22,-1.0,5.6322,5.231,6.4382,3.6716,3.3477,4.7701
design A,10.0,22,-0.98,5.6808,5.0812,6.4045,3.7078,3.2387,4.9093
design A,10.0,22,-0.96,5.4629,5.1258,6.2971,3.6594,3.2953,4.8491
design A,10.0,22,-0.94,5.5376,5.1015,6.4187,3.7385,3.2721,4.9819
design A,10.0,22,-0.92,5.7924,5.372,6.3343,3.7591,3.1795,4.9855
design A,10.0,22,-0.9,5.7609,5.4532,6.297,3.9037,3.1787,4.9308
design A,10.0,22,-0.88,5.7374,5.2367,6.2359,3.8394,3.1613,4.6204
design A,10.0,22,-0.86,5.6184,5.1197,6.2639,3.7992,3.1731,4.7251
design A,10.0,22,-0.84,5.5531,5.2567,6.0512,3.7461,3.1198,4.7681
design A,10.0,22,-0.82,5.6412,5.4572,6.3288,3.5914,3.033,4.7787
design A,10.0,22,-0.8,5.6861,5.523,6.2495,3.5802,2.9792,4.7706
design A,10.0,22,-0.78,5.7445,5.3377,6.3017,3.6655,3.0272,4.7336
design A,10.0,22,-0.76,5.7829,5.2952,6.3256,3.6683,3.0598,4.5224
design A,10.0,22,-0.74,5.7767,5.3915,6.5522,3.3927,3.205,4.5412
design A,10.0,22,-0.72,5.8641,5.508,6.6831,3.4208,3.1966,4.7159
design A,10.0,22,-0.7,5.7741,5.3462,6.6211,3.6379,3.1197,4.8199
design A,10.0,22,-0.68,5.7387,5.301,6.5796,3.5621,3.218,4.925
design A,10.0,22,-0.66,5.7487,5.2507,6.2671,3.7215,3.174,4.9429
design A,10.0,22,-0.64,5.6235,5.2168,6.2534,3.7263,3.1711,5.1676
design A,10.0,22,-0.62,5.614,5.3171,6.24,3.9619,3.2417,5.3903
design A,10.0,22,-0.6,5.5156,5.1784,6.2629,3.9285,3.1876,5.41
design A,10.0,22,-0.58,5.4868,5.2381,6.2656,3.9865,3.1587,5.4164
design A,10.0,22,-0.56,5.7121,5.2236,6.1175,4.0454,3.1731,5.4188
design A,10.0,22,-0.54,5.6357,5.2968,6.4138,3.9554,3.128,5.3351
design A,10.0,22,-0.52,5.8859,5.4699,6.7236,3.9675,3.2041,5.7161
design A,10.0,22,-0.5,5.9264,5.3951,6.6628,3.968,3.2142,5.6613
design A,10.0,22,-0.48,5.8954,5.4456,6.721,3.8581,3.2233,5.519
design A,10.0,22,-0.46,5.8552,5.4253,6.729,3.8182,3.2931,5.2216
design A,10.0,22,-0.44,5.8634,5.3977,6.8273,3.7388,3.3123,5.3379
design A,10.0,22,-0.42,5.9051,5.3968,7.0057,3.7013,3.2795,5.1159
design A,10.0,22,-0.4,5.861,5.3085,6.8367,3.7229,3.3201,5.2787
design A,10.0,22,-0.38,5.7594,5.296,6.7593,3.6292,3.3651,5.454
design A,10.0,22,-0.36,5.7172,5.3647,6.3121,3.6479,3.3324,5.4175
design A,10.0,22,-0.34,5.6719,5.3155,6.459,3.684,3.3192,5.4637
design A,10.0,22,-0.32,5.7445,5.4009,6.5649,3.7007,3.2433,5.7958
design A,10.0,22,-0.3,5.7587,5.3179,6.3704,3.6119,3.2321,5.8946
design A,10.0,22,-0.28,5.7032,5.2788,6.4154,3.6758,3.3575,5.6574
design A,10.0,22,-0.26,5.6253,5.2028,6.1356,3.82,3.3798,5.4767
design A,10.0,22,-0.24,5.5028,4.9659,5.9162,3.7908,3.4163,5.4297
design A,10.0,22,-0.22,5.6286,5.2757,6.188,3.7923,3.4667,5.5183
design A,10.0,22,-0.2,5.4891,5.2587,6.1199,3.7614,3.4787,5.3557
design A,10.0,22,-0.18,5.5701,5.3205,6.2897,3.6511,3.4633,5.2018
design A,10.0,22,-0.16,5.648,5.3632,6.2431,3.7199,3.5,5.2562
design A,10.0,22,-0.14,5.5681,5.2114,6.4144,3.8126,3.5066,5.1381
design A,10.0,22,-0.12,5.9084,5.2729,6.5238,3.9017,3.5107,5.2472
design A,10.0,22,-0.1,5.6785,5.2577,6.3973,3.9382,3.4696,4.9103
design A,10.0,22,-0.08,5.6707,5.2506,6.3023,3.9175,3.4854,5.108
design A,10.0,22,-0.06,5.532,5.1012,5.8616,3.9881,3.4702,5.0253
design A,10.0,22,-0.04,5.1312,4.6347,5.5535,4.1055,3.3927,5.0654
design A,10.0,22,-0.02,5.1036,4.4475,5.614,4.0992,3.3588,5.0501
design A,10.0,22,0.0,4.8284,4.2007,5.1554,4.1357,3.4712,5.0869
design A,10.0,22,0.02,4.2359,3.6237,4.7331,4.1388,3.5596,5.1525
design A,10.0,22,0.04,3.6915,3.1644,4.3086,4.1924,3.5995,5.0459
design A,10.0,22,0.06,3.0946,2.693,3.8116,4.1598,3.6365,5.1356
design A,10.0,22,0.08,2.7613,2.3395,3.5123,4.1372,3.6027,4.9927
design A,10.0,22,0.1,2.378,1.8554,2.9646,4.0927,3.5741,5.1654
design A,10.0,22,0.12,1.7516,1.5233,2.7089,3.8976,3.518,5.1399
design A,10.0,22,0.14,1.6111,0.976,2.19,3.8591,3.5614,4.9855
design A,10.0,22,0.16,1.43,0.9413,2.0307,3.8013,3.5586,4.977
design A,10.0,22,0.18,1.2013,0.8713,1.9958,3.8252,3.558,4.9406
design A,10.0,22,0.2,1.0515,0.6684,1.8458,3.803,3.6521,4.9159
design A,10.0,22,0.22,1.0154,0.4848,1.8208,3.8195,3.4601,4.7243
design A,10.0,22,0.24,1.1614,0.4478,1.7576,3.8276,3.3946,4.6864
design A,10.0,22,0.26,1.0543,0.3063,1.4274,3.6706,3.3385,4.4216
design A,10.0,22,0.28,0.7735,0.4153,1.6114,3.5291,3.1823,4.3309
design A,10.0,22,0.3,0.7614,0.4441,1.3717,3.5032,3.018,4.3002
design A,10.0,22,0.32,0.6158,0.3203,1.2337,3.5905,2.9927,4.2874
design A,10.0,22,0.34,0.8631,0.4112,1.157,3.4648,2.9748,4.1816
design A,10.0,22,0.36,0.8024,0.3406,1.0737,3.6343,3.045,4.4035
design A,10.0,22,0.38,0.8709,0.5692,1.1482,3.6679,3.2496,4.4432
design A,10.0,22,0.4,0.9799,0.5845,1.3152,3.7125,3.3479,4.4777
design A,10.0,22,0.42,0.844,0.4424,1.1509,3.615,3.2823,4.4523
design A,10.0,22,0.44,0.8656,0.4678,1.4275,3.6333,3.3189,4.4878
design A,10.0,22,0.46,0.9327,0.4978,1.439,3.6317,3.2549,4.3415
design A,10.0,22,0.48,1.0931,0.5761,1.5437,3.6433,3.1006,4.538
design A,10.0,22,0.5,1.0204,0.5121,1.3942,3.5674,3.1599,4.6159
design A,10.0,22,0.52,0.7943,0.4161,1.393,3.5663,3.1857,4.588
design A,10.0,22,0.54,0.7047,0.4093,1.0104,3.5072,3.1407,4.6455
design A,10.0,22,0.56,0.5886,0.3798,0.8528,3.4543,3.1746,4.6097
design A,10.0,22,0.58,0.6361,0.4013,0.9482,3.368,3.2133,4.3697
design A,10.0,22,0.6,0.6138,0.4425,0.8512,3.3033,2.8647,4.3715
design A,10.0,22,0.62,0.5022,0.4066,0.9141,3.2098,2.8727,4.2888
design A,10.0,22,0.64,0.6406,0.327,1.2057,3.4358,2.9157,4.1756
design A,10.0,22,0.66,0.7371,0.3325,1.216,3.4449,2.9152,3.9724
design A,10.0,22,0.68,0.7029,0.4147,0.9976,3.4237,3.0957,4.4516
design A,10.0,22,0.7,0.8782,0.5674,1.3219,3.4966,3.1105,4.4802
design A,10.0,22,0.72,0.8694,0.5705,1.1634,3.5219,3.0447,4.3903
design A,10.0,22,0.74,0.9563,0.5909,1.3809,3.5587,3.0357,4.3916
design A,10.0,22,0.76,0.8203,0.4111,1.3726,3.7574,2.9981,4.4324
design A,10.0,22,0.78,0.9152,0.5496,1.5017,3.7298,2.9366,4.4099
design A,10.0,22,0.8,0.8046,0.5356,1.5975,3.8564,2.9152,4.4836
design A,10.0,22,0.82,0.6179,0.4387,1.3836,3.8197,2.8974,4.6708
design A,10.0,22,0.84,0.6294,0.3852,1.0299,3.7536,2.8342,4.65
design A,10.0,22,0.86,0.6485,0.4096,0.819,3.7648,2.924,4.6617
design A,10.0,22,0.88,0.7855,0.555,0.9909,3.7439,2.931,4.627
design A,10.0,22,0.9,0.6677,0.3058,1.1013,3.7199,2.9683,4.5674
design A,10.0,22,0.92,0.6283,0.4436,0.9572,3.6227,2.8774,4.4101
design A,10.0,22,0.94,0.734,0.3832,1.164,3.8626,2.9325,4.3348
design A,10.0,22,0.96,0.7368,0.4478,0.9828,3.6971,2.9672,4.4903
design A,10.0,22,0.98,0.7358,0.3557,1.1357,3.5937,3.0532,4.3863
design A,10.0,22,1.0,0.6694,0.4526,1.3398,3.5279,3.027,4.5102
design A,10.0,22,1.02,0.7896,0.2795,1.5222,3.5781,3.0857,4.5958
design A,10.0,22,1.04,0.6785,0.3728,1.331,3.5528,3.0705,4.7472
design A,10.0,22,1.06,0.5927,0.276,1.1948,3.7218,3.1409,4.72
design A,10.0,22,1.08,0.6244,0.3554,1.0368,3.6563,3.0734,4.6402
design A,10.0,22,1.1,0.5745,0.4752,1.1822,3.4829,3.0979,4.5717
design A,10.0,22,1.12,0.5435,0.3641,1.104,3.3643,3.0813,4.1207
design A,10.0,22,1.14,0.6039,0.3512,0.9858,3.3881,3.0537,4.2218
design A,10.0,22,1.16,0.5959,0.396,1.0252,3.3783,3.0263,4.2013
design A,10.0,22,1.18,0.6109,0.4189,0.9772,3.2602,2.9495,4.1795
design A,10.0,22,1.2,0.7367,0.3284,0.9226,3.247,2.9649,4.1723
design A,10.0,22,1.22,0.5586,0.3856,0.9758,3.262,3.0199,4.2295
design A,10.0,22,1.24,0.6511,0.3469,0.993,3.3299,2.8473,4.0302
design A,10.0,22,1.26,0.4962,0.3931,0.9326,3.3648,2.8558,3.8619
design A,10.0,22,1.28,0.4865,0.3398,1.0722,3.2869,2.8479,3.7855
design A,10.0,22,1.3,0.6237,0.3671,1.1082,3.1706,2.9325,3.7254
design A,10.0,22,1.32,0.5063,0.34,1.0198,3.1612,2.9703,3.7884
design A,10.0,22,1.34,0.5542,0.2926,0.8275,3.1759,2.9757,3.5897
design A,10.0,22,1.36,0.5429,0.2845,0.8172,3.253,3.0289,3.6053
design A,10.0,22,1.38,0.4978,0.3472,0.8396,3.3582,2.9608,3.6664
design A,10.0,22,1.4,0.6436,0.3776,0.8967,3.378,2.9624,3.8593
design A,10.0,22,1.42,0.5871,0.3442,0.8471,3.2987,2.9183,3.794
design A,10.0,22,1.44,0.645,0.3357,1.024,3.3952,2.9319,3.929
design A,10.0,22,1.46,0.6384,0.3901,1.0383,3.2669,2.9511,3.8723
design A,10.0,22,1.48,0.7494,0.4254,1.2244,3.215,2.8796,3.8227
design A,10.0,22,1.5,0.777,0.4124,1.132,3.1186,2.8188,3.6305
design A,10.0,22,1.52,0.5801,0.3521,1.0585,3.2264,2.7827,3.7281
design A,10.0,22,1.54,0.5224,0.2599,0.9736,3.2365,2.6197,3.6807
design A,10.0,22,1.56,0.4605,0.3036,0.8005,3.2479,2.8446,4.0698
design A,10.0,22,1.58,0.4554,0.3028,0.993,3.2574,2.6442,4.0308
design A,10.0,22,1.6,0.4903,0.3727,0.8536,3.1002,2.693,4.1787
design A,10.0,22,1.62,0.4222,0.2958,0.7715,3.2017,2.6859,3.8663
design A,10.0,22,1.64,0.4936,0.2646,0.859,3.31,2.6809,3.9243
design A,10.0,22,1.66,0.5456,0.36,0.9515,3.2477,2.7142,3.9328
design A,10.0,22,1.68,0.6232,0.2086,1.0384,3.1994,2.8545,3.9498
design A,10.0,22,1.7,0.5346,0.2845,1.0449,3.2296,2.9318,4.1446
design A,10.0,22,1.72,0.5084,0.2533,1.0044,3.1954,2.9699,4.12
design A,10.0,22,1.74,0.5941,0.3804,1.1604,3.2782,2.9927,4.1128
design A,10.0,22,1.76,0.5911,0.4115,1.0017,3.2273,2.9248,4.07
design A,10.0,22,1.78,0.755,0.5082,0.9885,3.2218,2.8977,3.7513
design A,10.0,22,1.8,0.6295,0.3708,0.8481,3.2403,2.9024,3.7026
design A,10.0,22,1.82,0.5556,0.3365,0.9348,3.1732,2.8425,3.7146
design A,10.0,22,1.84,0.4889,0.191,0.6779,3.1893,2.8266,3.7305
design A,10.0,22,1.86,0.52,0.3697,0.7721,3.1888,2.8137,3.8044
design A,10.0,22,1.88,0.5264,0.3511,0.7413,3.1335,2.8401,3.7892
design A,10.0,22,1.9,0.4307,0.3355,0.8154,3.1421,2.8664,3.6479
design A,10.0,22,1.92,0.5399,0.2828,0.8,3.1109,2.7802,3.5857
design A,10.0,22,1.94,0.5022,0.3563,1.0453,3.1778,2.916,3.7276
design A,10.0,22,1.96,0.4013,0.3226,1.0562,3.2049,2.9566,3.6757
design A,10.0,22,1.98,0.3955,0.2774,0.9646,3.1836,2.8823,3.638
design A,10.0,22,2.0,0.5237,0.3269,1.061,3.2436,2.9137,3.6242
design A,10.0,22,2.02,0.6227,0.2664,0.933,3.2936,2.9853,3.7009
design A,10.0,22,2.04,0.6332,0.4393,0.9473,3.2958,2.9998,3.7794
design A,10.0,22,2.06,0.5284,0.3369,0.9443,3.3707,3.0133,4.1144
design A,10.0,22,2.08,0.6094,0.435,0.8725,3.3725,3.1069,4.2232
design A,10.0,22,2.1,0.5317,0.4358,0.8278,3.3993,3.1517,4.1429
design A,10.0,22,2.12,0.5051,0.2794,0.8014,3.3662,3.0766,4.1585
design A,10.0,22,2.14,0.4704,0.342,0.7979,3.3766,3.053,4.2762
design A,10.0,22,2.16,0.5096,0.3278,0.9154,3.2734,3.1194,4.2482
design A,10.0,22,2.18,0.5063,0.3874,0.9075,3.2427,2.9011,4.2986
design A,10.0,22,2.2,0.4815,0.2718,0.911,3.3107,2.915,4.5005
design A,10.0,22,2.22,0.4727,0.3115,0.7511,3.1516,2.8138,4.5505
design A,10.0,22,2.24,0.4951,0.3171,0.8358,3.184,2.6684,4.4663
design A,10.0,22,2.26,0.578,0.3604,0.8672,3.2135,2.7231,4.3279
design A,10.0,22,2.28,0.4402,0.2485,0.8094,3.1841,2.7451,4.1645
design A,10.0,22,2.3,0.4357,0.3013,1.0315,3.1387,2.7273,4.0932
design A,10.0,22,2.32,0.4846,0.3372,0.6828,3.1707,2.6931,4.1636
design A,10.0,22,2.34,0.4796,0.2632,0.6929,3.1977,2.6992,4.0919
design A,10.0,22,2.36,0.4118,0.277,0.6803,3.2111,2.7938,3.9828
design A,10.0,22,2.38,0.5596,0.3187,0.7346,3.1399,2.8119,3.95
design A,10.0,22,2.4,0.4866,0.3045,0.699,3.1056,2.791,4.0416
design A,10.0,22,2.42,0.439,0.2957,0.6883,3.0621,2.7872,3.9802
design A,10.0,22,2.44,0.5216,0.2227,0.7677,3.0429,2.8909,4.0196
design A,10.0,22,2.46,0.6121,0.299,0.7811,3.1264,2.8107,3.9601
design A,10.0,22,2.48,0.5149,0.3478,0.8212,3.0941,2.7707,3.6652
design A,10.0,22,2.5,0.4816,0.2855,0.8485,3.1052,2.773,3.6843
design A,10.0,22,2.52,0.4886,0.3579,0.8111,3.2045,2.679,3.6691
design A,10.0,22,2.54,0.4439,0.3632,0.7507,3.2884,2.6218,3.5851
design A,10.0,22,2.56,0.4541,0.3793,0.6865,3.2776,2.6708,3.6363
design A,10.0,22,2.58,0.44,0.1917,0.576,3.2644,2.7531,3.6156
design A,10.0,22,2.6,0.3973,0.1666,0.7063,3.2592,2.6831,3.5694
design A,10.0,22,2.62,0.3201,0.2473,0.8068,3.1957,2.6579,3.5716
design A,10.0,22,2.64,0.4338,0.2861,0.8554,3.172,2.7027,3.4676
design A,10.0,22,2.66,0.4062,0.2704,0.8517,3.1361,2.79,3.4126
design A,10.0,22,2.68,0.3808,0.3063,0.7979,3.128,2.7935,3.4524
design A,10.0,22,2.7,0.507,0.3149,0.7602,3.3006,2.9586,3.5331
design A,10.0,22,2.72,0.3908,0.2676,0.8064,3.185,2.9926,3.4649
design A,10.0,22,2.74,0.4942,0.3829,0.76,3.2093,2.9469,3.638
design A,10.0,22,2.76,0.523,0.3264,0.7233,3.2176,2.9976,3.6818
design A,10.0,22,2.78,0.5975,0.4377,0.859,3.1876,2.9289,3.677
design A,10.0,22,2.8,0.6183,0.415,0.9267,3.1732,2.8349,3.6521
design A,10.0,22,2.82,0.4852,0.3417,0.6556,3.1164,2.8274,3.8203
design A,10.0,22,2.84,0.4363,0.2447,0.6132,3.1329,2.8509,3.8528
design A,10.0,22,2.86,0.3915,0.2893,0.786,3.1501,2.9386,3.9113
design A,10.0,22,2.88,0.4165,0.2606,0.8407,3.2058,2.9583,3.8195
design A,10.0,22,2.9,0.4826,0.2996,0.6304,3.2453,2.9116,3.7521
design A,10.0,22,2.92,0.4705,0.2579,0.7624,3.1356,2.777,3.4266
design A,10.0,22,2.94,0.3623,0.2278,0.7414,3.2467,2.6763,3.4734
design A,10.0,22,2.96,0.4069,0.2869,0.7289,3.2204,2.949,3.5131
design A,10.0,22,2.98,0.391,0.2163,0.8975,3.1825,2.8924,3.3754
design A,10.0,22,3.0,0.4536,0.2444,0.8861,3.1585,2.8847,3.702
design A,10.0,22,3.02,0.4286,0.2496,0.8631,3.1927,2.9117,3.8417
design A,10.0,22,3.04,0.4806,0.3348,0.8042,3.2127,2.8948,3.6998
design A,10.0,22,3.06,0.4519,0.316,0.8774,3.1748,2.954,3.7086
design A,10.0,22,3.08,0.5992,0.3673,0.7112,3.2203,2.9503,3.6337
design A,10.0,22,3.1,0.6299,0.4576,0.7415,3.1844,3.0492,3.612
design A,10.0,22,3.12,0.4223,0.3438,0.7381,3.1644,3.0025,3.7394
design A,10.0,22,3.14,0.4872,0.3473,0.6779,3.1852,2.9608,3.7615
design A,10.0,22,3.16,0.4663,0.2966,0.6846,3.1979,2.9533,3.8537
design A,10.0,22,3.18,0.5032,0.3107,0.7021,3.1348,2.9029,3.7811
design A,10.0,22,3.2,0.3517,0.2573,0.6536,3.1671,2.7233,3.8176
design A,10.0,22,3.22,0.3506,0.2275,0.6205,3.1485,2.6141,3.5512
design A,10.0,22,3.24,0.4044,0.2202,0.6523,3.1684,2.567,3.6217
design A,10.0,22,3.26,0.4686,0.2033,0.6782,3.161,2.66,3.7058
design A,10.0,22,3.28,0.3333,0.171,0.6592,3.1098,2.5803,3.8576
design A,10.0,22,3.3,0.3901,0.2651,0.7028,3.0922,2.7151,3.8713
design A,10.0,22,3.32,0.5172,0.2162,0.9029,3.1365,2.6822,3.8878
design A,10.0,22,3.34,0.3828,0.2284,0.7172,3.0997,2.7073,3.8082
design A,10.0,22,3.36,0.3595,0.1378,0.5,3.1097,2.8075,3.8044
design A,10.0,22,3.38,0.3796,0.2182,0.4645,3.1382,2.8773,3.8736
design A,10.0,22,3.4,0.471,0.3018,0.6549,3.0732,2.9106,3.9357
design A,10.0,22,3.42,0.3836,0.2134,0.5879,3.1032,2.8521,3.8464
design A,10.0,22,3.44,0.3959,0.2917,0.6027,3.072,2.8414,3.8525
design A,10.0,22,3.46,0.3983,0.306,0.7871,3.0791,2.7158,3.709
design A,10.0,22,3.48,0.4235,0.2993,0.6311,3.0103,2.6796,3.5869
design A,10.0,22,3.5,0.3374,0.2318,0.5823,3.0222,2.719,3.4606
design A,10.0,22,3.52,0.407,0.2884,0.5874,2.9841,2.7491,3.4841
design A,10.0,22,3.54,0.3726,0.3179,0.6898,3.0055,2.7616,3.4381
design A,10.0,22,3.56,0.4598,0.2802,0.5895,2.8753,2.7757,3.5384
design A,10.0,22,3.58,0.3436,0.2744,0.5074,2.8508,2.707,3.2718
design A,10.0,22,3.6,0.3974,0.2619,0.6757,2.8614,2.5981,3.2996
design A,10.0,22,3.62,0.4116,0.2479,0.5924,2.9073,2.7062,3.267
design A,10.0,22,3.64,0.4062,0.2933,0.5373,2.9116,2.7118,3.3409
design A,10.0,22,3.66,0.335,0.2095,0.738,2.9606,2.6882,3.3729
design A,10.0,22,3.68,0.3688,0.2083,0.6238,2.9414,2.7262,3.5294
design A,10.0,22,3.7,0.4502,0.2388,0.6553,2.9351,2.7772,3.6357
design A,10.0,22,3.72,0.3554,0.2039,0.5569,2.9827,2.8023,3.4929
design A,10.0,22,3.74,0.436,0.2609,0.5925,3.0134,2.7362,3.4917
design A,10.0,22,3.76,0.4399,0.3301,0.6512,2.9998,2.8245,3.4179
design A,10.0,22,3.78,0.416,0.3084,0.7516,3.0119,2.7968,3.384
design A,10.0,22,3.8,0.4831,0.3439,0.6619,3.0172,2.8334,3.3982
design A,10.0,22,3.82,0.4102,0.3044,0.5617,3.1502,2.7652,3.3904
design A,10.0,22,3.84,0.3754,0.1744,0.51,3.0743,2.7934,3.4274
design A,10.0,22,3.86,0.2939,0.1895,0.5102,3.2016,2.7598,3.4434
design A,10.0,22,3.88,0.32,0.1742,0.4477,3.1786,2.7388,3.5284
design A,10.0,22,3.9,0.3768,0.2833,0.4428,3.1359,2.7624,3.4081
design A,10.0,22,3.92,0.3238,0.2378,0.4695,3.09,2.7785,3.3531
design A,10.0,22,3.94,0.3831,0.2708,0.4743,3.1156,2.6422,3.3205
design A,10.0,22,3.96,0.3421,0.1773,0.4308,3.1608,2.6808,3.4924
design A,10.0,22,3.98,0.342,0.1531,0.447,3.1158,2.7131,3.4239
design A,10.0,22,4.0,0.3532,0.3004,0.547,3.0954,2.6933,3.4932
design A,10.0,22,4.02,0.3983,0.2626,0.54,3.0673,2.6995,3.4417
design A,10.0,22,4.04,0.3539,0.1907,0.6458,3.1322,2.7013,3.3797
design A,10.0,22,4.06,0.404,0.2589,0.547,3.1545,2.72,3.4391
design A,10.0,22,4.08,0.3577,0.2292,0.6684,3.2087,2.7419,3.4178
design A,10.0,22,4.1,0.4442,0.2875,0.6992,3.1969,2.7655,3.4035
design A,10.0,22,4.12,0.4325,0.2639,0.5969,3.1627,2.7982,3.3696
design A,10.0,22,4.14,0.4704,0.2335,0.794,3.1888,2.8395,3.414
design A,10.0,22,4.16,0.4536,0.3033,0.8459,3.2059,2.8536,3.431
design A,10.0,22,4.18,0.3501,0.2503,0.5291,3.2343,2.889,3.444
design A,10.0,22,4.2,0.341,0.2318,0.4564,3.1888,2.8599,3.6036
design A,10.0,22,4.22,0.3739,0.3086,0.464,3.1362,2.7695,3.4868
design A,10.0,22,4.24,0.3679,0.2504,0.4334,3.0776,2.7199,3.5424
design A,10.0,22,4.26,0.4286,0.231,0.5402,3.0974,2.7431,3.4745
design A,10.0,22,4.28,0.3869,0.336,0.4989,3.078,2.7478,3.4025
design A,10.0,22,4.3,0.3427,0.2293,0.4155,3.0097,2.7769,3.4496
design A,10.0,22,4.32,0.3272,0.161,0.6063,3.0064,2.7804,3.608
design A,10.0,22,4.34,0.3333,0.19,0.5149,3.0283,2.7137,3.5568
design A,10.0,22,4.36,0.3521,0.2138,0.4987,3.0098,2.7857,3.6336
design A,10.0,22,4.38,0.4163,0.2432,0.6649,2.9312,2.7226,3.7046
design A,10.0,22,4.4,0.4908,0.4236,0.928,2.9958,2.8259,3.659
design A,10.0,22,4.42,0.3587,0.2439,0.6402,2.9653,2.6559,3.4223
design A,10.0,22,4.44,0.4683,0.2477,0.6388,3.005,2.763,3.5585
design A,10.0,22,4.46,0.4401,0.2975,0.7933,2.9623,2.751,3.4689
design A,10.0,22,4.48,0.5172,0.2799,0.7028,2.8323,2.7148,3.3921
design A,10.0,22,4.5,0.391,0.1777,0.6539,2.8433,2.7088,3.4115
design A,10.0,22,4.52,0.4131,0.278,0.5556,2.8368,2.642,3.4968
design A,10.0,22,4.54,0.3361,0.1978,0.5664,2.9081,2.656,3.472
design A,10.0,22,4.56,0.4857,0.2691,0.6186,2.9591,2.6742,3.537
design A,10.0,22,4.58,0.4015,0.2579,0.5514,2.9745,2.6995,3.5524
design A,10.0,22,4.6,0.3341,0.2614,0.5996,2.9565,2.744,3.5072
design A,10.0,22,4.62,0.3841,0.255,0.5476,3.0033,2.7258,3.4802
design A,10.0,22,4.64,0.2459,0.1727,0.5661,3.0706,2.7537,3.4484
design A,10.0,22,4.66,0.3238,0.1958,0.5081,3.0737,2.7799,3.4459
design A,10.0,22,4.68,0.356,0.2443,0.4101,3.0468,2.7494,3.4722
design A,10.0,22,4.7,nan,nan,nan,nan,nan,nan
design A,10.0,22,4.72,nan,nan,nan,nan,nan,nan
design A,10.0,22,4.74,nan,nan,nan,nan,nan,nan
design A,10.0,22,4.76,nan,nan,nan,nan,nan,nan
design A,10.0,22,4.78,nan,nan,nan,nan,nan,nan
design A,10.0,22,4.8,nan,nan,nan,nan,nan,nan
design A,10.0,22,4.82,nan,nan,nan,nan,nan,nan
design A,10.0,22,4.84,nan,nan,nan,nan,nan,nan
design A,10.0,22,4.86,nan,nan,nan,nan,nan,nan
design A,10.0,22,4.88,nan,nan,nan,nan,nan,nan
design A,10.0,22,4.9,nan,nan,nan,nan,nan,nan
design A,10.0,22,4.92,nan,nan,nan,nan,nan,nan
design A,10.0,22,4.94,nan,nan,nan,nan,nan,nan
design A,10.0,22,4.96,nan,nan,nan,nan,nan,nan
design A,10.0,22,4.98,nan,nan,nan,nan,nan,nan
design A,10.0,22,5.0,nan,nan,nan,nan,nan,nan
design A,10.0,22,5.02,nan,nan,nan,nan,nan,nan
design A,10.0,22,5.04,nan,nan,nan,nan,nan,nan
design A,10.0,22,5.06,nan,nan,nan,nan,nan,nan
design A,10.0,22,5.08,nan,nan,nan,nan,nan,nan
design A,10.0,22,5.1,nan,nan,nan,nan,nan,nan
design A,10.0,22,5.12,nan,nan,nan,nan,nan,nan
design A,10.0,22,5.14,nan,nan,nan,nan,nan,nan
design A,10.0,22,5.16,nan,nan,nan,nan,nan,nan
design A,10.0,22,5.18,nan,nan,nan,nan,nan,nan
design A,10.0,22,5.2,nan,nan,nan,nan,nan,nan
design A,10.0,22,5.22,nan,nan,nan,nan,nan,nan
design A,10.0,22,5.24,nan,nan,nan,nan,nan,nan
design A,10.0,22,5.26,nan,nan,nan,nan,nan,nan
design A,10.0,22,5.28,nan,nan,nan,nan,nan,nan
design A,10.0,22,5.3,nan,nan,nan,nan,nan,nan
design A,10.0,22,5.32,nan,nan,nan,nan,nan,nan
design A,10.0,22,5.34,nan,nan,nan,nan,nan,nan
design A,10.0,22,5.36,nan,nan,nan,nan,nan,nan
design A,10.0,22,5.38,nan,nan,nan,nan,nan,nan
design A,10.0,22,5.4,nan,nan,nan,nan,nan,nan
design A,10.0,22,5.42,nan,nan,nan,nan,nan,nan
design A,10.0,22,5.44,nan,nan,nan,nan,nan,nan
design A,10.0,22,5.46,nan,nan,nan,nan,nan,nan
design A,10.0,22,5.48,nan,nan,nan,nan,nan,nan
design A,10.0,22,5.5,nan,nan,nan,nan,nan,nan
design A,10.0,22,5.52,nan,nan,nan,nan,nan,nan
design A,10.0,22,5.54,nan,nan,nan,nan,nan,nan
design A,10.0,22,5.56,nan,nan,nan,nan,nan,nan
design A,10.0,22,5.58,nan,nan,nan,nan,nan,nan
design A,10.0,22,5.6,nan,nan,nan,nan,nan,nan
design A,10.0,22,5.62,nan,nan,nan,nan,nan,nan
design A,10.0,22,5.64,nan,nan,nan,nan,nan,nan
design A,10.0,22,5.66,nan,nan,nan,nan,nan,nan
design A,10.0,22,5.68,nan,nan,nan,nan,nan,nan
design A,10.0,22,5.7,nan,nan,nan,nan,nan,nan
design A,10.0,22,5.72,nan,nan,nan,nan,nan,nan
design A,10.0,22,5.74,nan,nan,nan,nan,nan,nan
design A,10.0,22,5.76,nan,nan,nan,nan,nan,nan
design A,10.0,22,5.78,nan,nan,nan,nan,nan,nan
design A,10.0,22,5.8,nan,nan,nan,nan,nan,nan
design A,10.0,22,5.82,nan,nan,nan,nan,nan,nan
design A,10.0,22,5.84,nan,nan,nan,nan,nan,nan
design A,10.0,22,5.86,nan,nan,nan,nan,nan,nan
