frame,t,nx,ny,nz,agree_deg
0,604393.548873,0.44961,-0.74965,-0.48567,4.83
1,604393.553446,0.45008,-0.74594,-0.49092,5.13
2,604393.557062,0.44566,-0.75368,-0.48306,4.58
3,604393.560615,0.4501,-0.74926,-0.48582,5.16
4,604393.563938,0.4436,-0.75124,-0.48872,5.02
5,604393.568543,0.44573,-0.75342,-0.48341,4.53
6,604393.57718,0.44705,-0.75232,-0.4839,4.68
7,604393.580008,0.44877,-0.75044,-0.48523,4.96
8,604393.58478,0.44562,-0.75443,-0.48194,4.66
9,604393.588316,0.44835,-0.74924,-0.48746,5.16
10,604393.592268,0.44248,-0.7523,-0.48812,5.21
11,604393.600362,0.44517,-0.74872,-0.49116,5.46
12,604393.604147,0.44476,-0.74955,-0.49026,5.13
13,604393.608796,0.44526,-0.75294,-0.48459,4.61
14,604393.612876,0.44473,-0.74892,-0.49125,5.43
15,604393.615987,0.44644,-0.751,-0.48651,5.81
16,604393.624756,0.44534,-0.75341,-0.48378,4.64
17,604393.62883,0.44476,-0.75043,-0.48892,4.75
18,604393.640699,0.44881,-0.75358,-0.48029,5.46
19,604393.643819,0.4421,-0.75189,-0.48909,5.86
20,604393.652383,0.44427,-0.75089,-0.48866,5.52
21,604393.656329,0.44583,-0.75328,-0.48354,4.74
22,604393.660219,0.44707,-0.75213,-0.48417,4.93
23,604393.664429,0.44824,-0.75187,-0.4835,4.97
24,604393.66764,0.44939,-0.74913,-0.48667,5.16
25,604393.676257,0.44578,-0.74784,-0.49195,5.59
26,604393.680052,0.44566,-0.74868,-0.49078,5.41
27,604393.684164,0.4459,-0.75297,-0.48396,4.6
28,604393.688172,0.44724,-0.75116,-0.48553,4.86
29,604393.691917,0.45183,-0.74822,-0.48581,5.35
30,604393.701327,0.44324,-0.7505,-0.49018,5.21
31,604393.704656,0.4461,-0.75289,-0.48389,4.7
32,604393.708339,0.44796,-0.75193,-0.48367,5.28
33,604393.71244,0.44529,-0.75178,-0.48635,4.87
34,604393.71641,0.44012,-0.75443,-0.48696,5.04
35,604393.728844,0.44218,-0.7531,-0.48716,5.49
36,604393.73276,0.44915,-0.75233,-0.48193,5.14
37,604393.736592,0.4432,-0.75311,-0.48621,5.37
38,604393.741049,0.44663,-0.75495,-0.48018,4.71
39,604393.743699,0.4508,-0.75356,-0.47846,5.29
40,604393.753092,0.44901,-0.75147,-0.4834,4.9
41,604393.756392,0.44983,-0.75165,-0.48236,5.01
42,604393.76087,0.45104,-0.74826,-0.48649,5.39
43,604393.7644,0.44314,-0.75176,-0.48835,5.69
44,604393.767672,0.45124,-0.75249,-0.47973,5.21
45,604393.775965,0.44812,-0.75118,-0.48468,4.86
46,604393.780439,0.44879,-0.7509,-0.48449,4.89
47,604393.78437,0.44429,-0.7499,-0.49017,5.92
48,604393.787727,0.45126,-0.75257,-0.47959,5.18
49,604393.791818,0.44756,-0.74821,-0.48977,5.28
50,604393.796537,0.4479,-0.75325,-0.48166,4.72
51,604393.804806,0.44449,-0.75131,-0.48781,5.22
52,604393.817156,0.44793,-0.75279,-0.48236,4.77
53,604393.81962,0.4426,-0.75173,-0.48888,5.44
54,604393.827859,0.44565,-0.75407,-0.48248,4.65
55,604393.832002,0.44776,-0.74802,-0.48987,5.39
56,604393.836403,0.44441,-0.75454,-0.48288,4.45
57,604393.840201,0.44453,-0.74845,-0.49215,5.76
