frame,t,nx,ny,nz,agree_deg
0,604393.548873,0.42985,-0.77412,-0.46472,1.6
1,604393.553446,0.43054,-0.77058,-0.46995,0.98
2,604393.557062,0.4258,-0.77803,-0.46191,1.01
3,604393.560615,0.43037,-0.77381,-0.46476,1.27
4,604393.563938,0.42371,-0.77572,-0.46769,1.22
5,604393.568543,0.42588,-0.77777,-0.46228,0.98
6,604393.57718,0.42722,-0.77672,-0.4628,1.14
7,604393.580008,0.42897,-0.77491,-0.46422,1.48
8,604393.58478,0.42573,-0.77876,-0.46074,1.06
9,604393.588316,0.42858,-0.77378,-0.46646,1.38
10,604393.592268,0.42252,-0.77676,-0.46703,1.37
11,604393.600362,0.42528,-0.77331,-0.47024,1.73
12,604393.604147,0.42486,-0.77407,-0.46938,1.78
13,604393.608796,0.42536,-0.7773,-0.46354,1.46
14,604393.612876,0.42484,-0.77349,-0.47034,1.74
15,604393.615987,0.42652,-0.77556,-0.46539,1.9
16,604393.624756,0.42544,-0.77775,-0.46271,1.49
17,604393.62883,0.425,-0.7749,-0.46788,0.68
18,604393.640699,0.4289,-0.77801,-0.45907,1.84
19,604393.643819,0.42209,-0.77644,-0.46795,1.87
20,604393.652383,0.42433,-0.77542,-0.46762,1.71
21,604393.656329,0.42594,-0.77765,-0.46242,1.28
22,604393.660219,0.42723,-0.77656,-0.46305,1.23
23,604393.664429,0.42842,-0.77631,-0.46239,1.29
24,604393.66764,0.42966,-0.77367,-0.46564,1.29
25,604393.676257,0.42593,-0.77247,-0.47103,1.76
26,604393.680052,0.42581,-0.77326,-0.46984,1.62
27,604393.684164,0.42603,-0.77733,-0.46287,1.28
28,604393.688172,0.42743,-0.77561,-0.46446,1.18
29,604393.691917,0.43216,-0.77282,-0.46475,1.37
30,604393.701327,0.42333,-0.77501,-0.4692,1.43
31,604393.704656,0.42622,-0.77726,-0.46283,1.49
32,604393.708339,0.42811,-0.7764,-0.46252,1.5
33,604393.71244,0.42542,-0.77621,-0.46531,1.33
34,604393.71641,0.42013,-0.77882,-0.46576,1.01
35,604393.728844,0.4222,-0.77757,-0.46597,1.47
36,604393.73276,0.42928,-0.77676,-0.46083,1.77
37,604393.736592,0.42325,-0.77757,-0.46502,1.37
38,604393.741049,0.42672,-0.77928,-0.45895,1.2
39,604393.743699,0.43093,-0.77798,-0.45722,1.73
40,604393.753092,0.42921,-0.77592,-0.46231,1.3
41,604393.756392,0.43001,-0.77609,-0.46129,1.65
42,604393.76087,0.43132,-0.77285,-0.46546,1.51
43,604393.7644,0.42317,-0.7763,-0.46721,1.69
44,604393.767672,0.43143,-0.77693,-0.45852,1.51
45,604393.775965,0.42834,-0.77564,-0.46359,1.05
46,604393.780439,0.42906,-0.77537,-0.46337,0.92
47,604393.78437,0.42433,-0.7745,-0.46914,2.05
48,604393.787727,0.43145,-0.777,-0.45839,1.54
49,604393.791818,0.42776,-0.77278,-0.46886,1.61
50,604393.796537,0.42804,-0.77761,-0.46055,1.48
51,604393.804806,0.42457,-0.7758,-0.46677,1.47
52,604393.817156,0.42805,-0.77716,-0.46129,1.72
53,604393.81962,0.42263,-0.77624,-0.4678,1.55
54,604393.827859,0.42574,-0.7784,-0.46135,1.39
55,604393.832002,0.42795,-0.77261,-0.46896,1.73
56,604393.836403,0.4245,-0.77885,-0.46174,1.2
57,604393.840201,0.42463,-0.77308,-0.47121,1.9
58,604393.843837,0.4275,-0.7758,-0.46408,1.8
59,604393.849655,0.42919,-0.76961,-0.47276,0.83
60,604393.856959,0.42306,-0.77732,-0.46562,1.04
