frame,t,theta_deg,area_px,cx,cy,d1,d2,ang_deg,rcx,rcy,rd1,rd2,rang
0,604393.547897,52.542,64,120.528,24.392,70.196,115.42,65.788,427.5,222.48,92.06,150.99,65.25
1,604393.552307,52.833,68,120.415,24.526,70.02,115.9,66.226,427.36,222.68,91.84,151.46,65.87
2,604393.556566,53.103,66,120.574,24.466,69.919,116.459,66.183,427.55,222.59,91.7,152.48,65.73
3,604393.560535,52.616,68,120.851,24.214,70.127,115.5,66.306,427.97,222.21,91.92,151.15,65.85
4,604393.56795,53.012,66,120.626,24.355,70.015,116.373,65.958,427.67,222.42,91.79,152.38,65.45
5,604393.572146,53.117,67,120.619,24.405,69.934,116.521,66.136,427.62,222.49,91.72,152.41,65.61
6,604393.576588,52.938,67,120.444,24.424,69.977,116.11,66.105,427.37,222.52,91.8,151.78,65.55
7,604393.580312,52.619,67,120.63,24.373,69.992,115.286,66.003,427.71,222.42,91.85,150.55,65.63
8,604393.584206,53.094,63,120.324,24.59,69.687,116.048,66.295,427.23,222.73,91.41,151.79,65.83
9,604393.587822,52.639,68,120.481,24.421,69.976,115.313,66.069,427.5,222.48,91.8,150.66,65.56
10,604393.596281,53.031,65,120.374,24.511,69.792,116.054,66.088,427.27,222.69,91.48,151.75,65.67
11,604393.599995,52.614,67,120.619,24.321,70.05,115.37,65.806,427.68,222.36,91.9,150.58,65.23
12,604393.603776,52.666,65,120.773,24.242,70.013,115.445,65.544,427.86,222.23,91.92,150.71,64.95
13,604393.608231,52.956,65,120.642,24.328,69.889,116.011,65.831,427.69,222.37,91.68,151.61,65.32
14,604393.612469,52.634,71,120.728,24.382,69.926,115.217,65.772,427.78,222.45,91.76,150.38,65.21
15,604393.619979,52.575,67,121.033,24.168,69.941,115.088,66.488,428.18,222.17,91.74,150.44,65.96
16,604393.624367,52.942,66,120.844,24.352,69.916,116.02,65.907,427.97,222.39,91.75,151.39,65.34
17,604393.628447,53.208,65,120.716,24.441,69.718,116.408,66.072,427.78,222.53,91.45,152.15,65.52
18,604393.639992,52.514,73,121.097,24.166,69.953,114.947,66.622,428.24,222.18,91.75,150.35,66.07
19,604393.647512,52.87,65,120.998,24.333,69.799,115.633,66.414,428.15,222.38,91.57,151.12,65.86
20,604393.652046,52.737,70,121.01,24.236,69.929,115.495,66.12,428.2,222.24,91.69,150.81,65.68
21,604393.655714,52.961,70,120.786,24.334,69.967,116.155,66.11,427.89,222.38,91.79,151.76,65.55
22,604393.659812,52.853,72,120.789,24.406,70.042,115.991,66.239,427.88,222.47,91.89,151.57,65.71
23,604393.663813,52.761,71,120.854,24.382,70.062,115.78,66.294,428.01,222.4,91.92,151.17,65.82
24,604393.671492,52.628,68,120.885,24.3,70.142,115.559,66.223,428.04,222.34,91.96,151.05,65.83
25,604393.675683,52.558,69,120.998,24.246,70.095,115.297,65.9,428.14,222.27,91.94,150.73,65.37
26,604393.679666,52.644,73,120.721,24.342,70.07,115.482,65.883,427.76,222.42,91.88,150.81,65.21
27,604393.683752,52.978,69,120.76,24.348,69.958,116.185,65.981,427.9,222.38,91.74,151.84,65.39
28,604393.688372,52.85,71,120.723,24.367,69.976,115.873,66.103,427.86,222.39,91.82,151.26,65.56
29,604393.695966,52.478,70,121.055,24.076,70.018,114.959,66.455,428.19,222.06,91.83,150.38,65.9
30,604393.700451,52.907,67,120.717,24.337,69.891,115.884,65.872,427.76,222.42,91.68,151.57,65.42
31,604393.703586,52.876,67,120.586,24.414,69.837,115.712,65.918,427.62,222.5,91.6,151.43,65.45
32,604393.708148,52.677,63,120.884,24.273,69.731,115.008,66.429,427.93,222.34,91.48,150.34,65.89
33,604393.711868,52.904,69,120.805,24.376,69.697,115.554,65.951,427.9,222.44,91.43,151.05,65.41
34,604393.716616,53.416,67,120.836,24.342,69.546,116.687,66.323,427.95,222.36,91.25,152.24,65.92
