index,t_capture,skew_s,t_a,t_b
110,585745.138131,0.003551,585745.136356,585745.139907
111,585745.142602,0.003200,585745.141002,585745.144202
112,585745.147806,0.001051,585745.147280,585745.148332
113,585745.158811,0.000515,585745.158553,585745.159068
114,585745.159801,0.000501,585745.159550,585745.160051
115,585745.167227,0.002118,585745.166168,585745.168286
116,585745.172078,0.000068,585745.172112,585745.172044
117,585745.175871,0.001171,585745.175286,585745.176457
118,585745.180290,0.000560,585745.180010,585745.180570
119,585745.186469,0.003847,585745.184546,585745.188393
120,585745.189452,0.003846,585745.187529,585745.191375
121,585745.194719,0.002971,585745.193234,585745.196205
122,585745.201705,0.000232,585745.201821,585745.201589
123,585745.204209,0.001016,585745.204717,585745.203701
124,585745.210738,0.002742,585745.209367,585745.212109
125,585745.213240,0.004106,585745.211188,585745.215293
126,585745.218441,0.003772,585745.216555,585745.220328
127,585745.224289,0.000407,585745.224492,585745.224085
128,585745.229747,0.001147,585745.229173,585745.230321
129,585745.233949,0.000169,585745.234034,585745.233864
130,585745.239322,0.003741,585745.237452,585745.241192
131,585745.243800,0.006738,585745.240431,585745.247169
132,585745.250977,0.000063,585745.250945,585745.251008
133,585745.256366,0.006182,585745.253275,585745.259457
134,585745.263629,0.000934,585745.264095,585745.263162
135,585745.266439,0.001978,585745.265450,585745.267428
136,585745.269157,0.006762,585745.265775,585745.272538
137,585745.272676,0.007592,585745.268880,585745.276472
138,585745.278117,0.005107,585745.275563,585745.280670
139,585745.283723,0.007824,585745.279812,585745.287635
140,585745.288797,0.008244,585745.284675,585745.292919
141,585745.294082,0.004682,585745.291741,585745.296422
142,585745.299916,0.000928,585745.299452,585745.300380
143,585745.304363,0.000771,585745.303978,585745.304749
144,585745.309024,0.000861,585745.308594,585745.309455
145,585745.317539,0.001244,585745.316917,585745.318161
146,585745.318219,0.001675,585745.317382,585745.319057
147,585745.325631,0.000819,585745.326041,585745.325222
148,585745.332417,0.000602,585745.332718,585745.332116
149,585745.333401,0.000218,585745.333510,585745.333292
150,585745.338402,0.004015,585745.336395,585745.340410
151,585745.342058,0.004807,585745.339655,585745.344462
152,585745.348901,0.007815,585745.344993,585745.352808
153,585745.355748,0.001762,585745.354867,585745.356629
154,585745.359236,0.000993,585745.359732,585745.358739
155,585745.363659,0.000530,585745.363924,585745.363394
156,585745.368018,0.000531,585745.367753,585745.368284
157,585745.370914,0.002867,585745.369481,585745.372348
158,585745.375907,0.000865,585745.375475,585745.376340
159,585745.380068,0.000910,585745.380523,585745.379613
160,585745.385743,0.000843,585745.386165,585745.385322
161,585745.392335,0.003607,585745.390531,585745.394138
162,585745.396243,0.005460,585745.393513,585745.398973
163,585745.399213,0.002103,585745.398161,585745.400264
164,585745.405180,0.000269,585745.405315,585745.405046
165,585745.407670,0.000689,585745.408015,585745.407326
166,585745.413871,0.003351,585745.412195,585745.415546
167,585745.418195,0.003354,585745.416518,585745.419872
168,585745.425834,0.010315,585745.420676,585745.430991
169,585745.431472,0.000201,585745.431371,585745.431572
170,585745.433820,0.001573,585745.433033,585745.434606
171,585745.435561,0.001347,585745.434888,585745.436235
172,585745.444441,0.005841,585745.441520,585745.447361
173,585745.448978,0.007273,585745.445342,585745.452615
174,585745.457851,0.000712,585745.458207,585745.457495
175,585745.459556,0.000244,585745.459678,585745.459434
176,585745.460551,0.000305,585745.460704,585745.460399
177,585745.466970,0.002687,585745.465627,585745.468314
178,585745.469938,0.005024,585745.467426,585745.472450
179,585745.473992,0.004963,585745.471510,585745.476473
180,585745.479984,0.000975,585745.480472,585745.479497
181,585745.488577,0.000831,585745.488161,585745.488992
182,585745.491029,0.000272,585745.490892,585745.491165
183,585745.493889,0.003768,585745.492005,585745.495774
184,585745.498321,0.004056,585745.496294,585745.500349
185,585745.506861,0.000146,585745.506934,585745.506788
186,585745.509095,0.000154,585745.509172,585745.509018
187,585745.512291,0.001411,585745.511586,585745.512997
188,585745.517953,0.001599,585745.517154,585745.518753
189,585745.522200,0.005925,585745.519238,585745.525163
190,585745.528328,0.000988,585745.527834,585745.528821
191,585745.532691,0.000529,585745.532426,585745.532955
192,585745.535669,0.000873,585745.535232,585745.536105
193,585745.542808,0.002870,585745.541373,585745.544243
194,585745.547589,0.005072,585745.545053,585745.550124
195,585745.555646,0.004341,585745.553475,585745.557816
196,585745.559898,0.000421,585745.559687,585745.560109
197,585745.561405,0.000507,585745.561152,585745.561658
198,585745.566913,0.000380,585745.566723,585745.567103
199,585745.570332,0.004470,585745.568097,585745.572567
200,585745.574444,0.004966,585745.571961,585745.576927
201,585745.579747,0.000667,585745.579413,585745.580081
202,585745.584008,0.000899,585745.583558,585745.584457
203,585745.588186,0.000953,585745.587710,585745.588663
204,585745.594766,0.003727,585745.592902,585745.596629
205,585745.597850,0.004173,585745.595764,585745.599937
206,585745.605299,0.000913,585745.605755,585745.604842
207,585745.612525,0.004272,585745.614661,585745.610389
208,585745.615984,0.001438,585745.615265,585745.616703
209,585745.620030,0.001231,585745.619414,585745.620645
210,585745.622184,0.004679,585745.619845,585745.624524
211,585745.627179,0.003869,585745.625244,585745.629113
212,585745.632438,0.000788,585745.632044,585745.632832
213,585745.636005,0.000862,585745.636437,585745.635574
214,585745.642999,0.000115,585745.642942,585745.643057
215,585745.645355,0.003266,585745.643722,585745.646988
216,585745.650020,0.004309,585745.647866,585745.652175
217,585745.655866,0.000908,585745.655412,585745.656320
218,585745.659704,0.000905,585745.659251,585745.660156
219,585745.666431,0.000554,585745.666154,585745.666708
220,585745.677537,0.000178,585745.677448,585745.677626
221,585745.678390,0.000178,585745.678301,585745.678479
222,585745.679030,0.000614,585745.678722,585745.679337
223,585745.684356,0.000403,585745.684155,585745.684558
224,585745.692158,0.000509,585745.691904,585745.692413
225,585745.702607,0.005305,585745.699954,585745.705260
226,585745.704402,0.003976,585745.702414,585745.706390
227,585745.707630,0.004013,585745.705624,585745.709637
228,585745.712839,0.005779,585745.715729,585745.709950
229,585745.717653,0.002661,585745.718983,585745.716323
230,585745.721812,0.000405,585745.721609,585745.722014
231,585745.724347,0.000329,585745.724182,585745.724511
232,585745.728841,0.006625,585745.725529,585745.732153
233,585745.742722,0.003123,585745.741161,585745.744284
234,585745.747280,0.010532,585745.742013,585745.752546
235,585745.763675,0.009934,585745.758708,585745.768642
236,585745.768438,0.004107,585745.766384,585745.770491
237,585745.771356,0.005074,585745.768819,585745.773893
238,585745.774027,0.001067,585745.773494,585745.774561
239,585745.787273,0.000614,585745.786966,585745.787580
240,585745.788463,0.000917,585745.788004,585745.788921
241,585745.790646,0.000200,585745.790546,585745.790746
242,585745.804053,0.009250,585745.799428,585745.808678
243,585745.809062,0.002156,585745.807984,585745.810140
244,585745.815271,0.000510,585745.815526,585745.815016
245,585745.821112,0.002022,585745.822123,585745.820101
246,585745.826799,0.000685,585745.827142,585745.826457
247,585745.838311,0.000922,585745.838772,585745.837850
248,585745.840117,0.000865,585745.839684,585745.840549
249,585745.842733,0.001151,585745.842158,585745.843309
250,585745.844688,0.003168,585745.843104,585745.846272
251,585745.849069,0.003929,585745.847105,585745.851033
252,585745.851408,0.001144,585745.850836,585745.851980
253,585745.855954,0.002933,585745.854487,585745.857420
254,585745.858089,0.000529,585745.857825,585745.858354
255,585745.859071,0.000284,585745.859212,585745.858929
256,585745.860324,0.001539,585745.861094,585745.859555
257,585745.863915,0.001237,585745.863296,585745.864534
258,585745.864915,0.001294,585745.864268,585745.865562
259,585745.868482,0.003060,585745.866953,585745.870012
260,585745.870445,0.001069,585745.869910,585745.870979
261,585745.876677,0.000160,585745.876597,585745.876757
262,585745.879369,0.003418,585745.877660,585745.881078
263,585745.885493,0.000715,585745.885136,585745.885850
264,585745.889582,0.000254,585745.889709,585745.889456
265,585745.892663,0.000902,585745.892212,585745.893114
266,585745.898485,0.002513,585745.897229,585745.899742
267,585745.902946,0.004516,585745.900688,585745.905204
268,585745.907954,0.004038,585745.905935,585745.909973
269,585745.913612,0.000853,585745.914039,585745.913186
270,585745.918478,0.001126,585745.919041,585745.917915
271,585745.924138,0.006694,585745.920791,585745.927485
272,585745.927623,0.002911,585745.926167,585745.929078
273,585745.931114,0.005965,585745.928131,585745.934096
274,585745.936401,0.000455,585745.936629,585745.936174
275,585745.942266,0.000229,585745.942151,585745.942380
276,585745.945743,0.000898,585745.946192,585745.945294
277,585745.952560,0.000431,585745.952345,585745.952776
278,585745.956064,0.004774,585745.953677,585745.958451
279,585745.961657,0.000902,585745.961206,585745.962108
280,585745.967136,0.000859,585745.966706,585745.967565
281,585745.968556,0.000795,585745.968158,585745.968953
282,585745.975764,0.003160,585745.974184,585745.977344
283,585745.979231,0.005388,585745.976537,585745.981925
284,585745.984367,0.003658,585745.982538,585745.986196
285,585745.989404,0.000926,585745.989867,585745.988941
286,585745.992822,0.000889,585745.992378,585745.993267
287,585745.999756,0.003364,585745.998074,585746.001438
288,585746.003091,0.004880,585746.000652,585746.005531
289,585746.008168,0.003287,585746.006525,585746.009812
290,585746.012727,0.000650,585746.012402,585746.013052
291,585746.019165,0.001095,585746.018618,585746.019713
292,585746.022620,0.001029,585746.023135,585746.022106
293,585746.030268,0.000171,585746.030183,585746.030354
294,585746.033823,0.004473,585746.031587,585746.036059
295,585746.040463,0.000671,585746.040798,585746.040127
296,585746.052080,0.000727,585746.051717,585746.052444
297,585746.056024,0.005115,585746.058582,585746.053467
298,585746.062119,0.000218,585746.062228,585746.062010
299,585746.063239,0.000608,585746.063543,585746.062935
300,585746.066618,0.000159,585746.066698,585746.066539
301,585746.069873,0.000214,585746.069981,585746.069766
302,585746.070595,0.000609,585746.070900,585746.070290
303,585746.075193,0.004490,585746.072948,585746.077438
304,585746.078394,0.003297,585746.076746,585746.080043
305,585746.083050,0.004361,585746.080869,585746.085230
306,585746.089430,0.000677,585746.089091,585746.089768
307,585746.092623,0.000621,585746.092934,585746.092313
308,585746.100209,0.001784,585746.101101,585746.099316
309,585746.105352,0.001964,585746.104370,585746.106334
310,585746.107483,0.004025,585746.105470,585746.109496
311,585746.112187,0.000836,585746.112605,585746.111769
312,585746.116467,0.000763,585746.116848,585746.116085
313,585746.119847,0.000928,585746.119383,585746.120311
314,585746.126425,0.004202,585746.124324,585746.128526
315,585746.129619,0.004096,585746.127571,585746.131667
316,585746.134685,0.003959,585746.132705,585746.136664
317,585746.139508,0.000343,585746.139336,585746.139679
318,585746.143761,0.000832,585746.143345,585746.144177
319,585746.150737,0.004117,585746.148679,585746.152795
320,585746.153968,0.003845,585746.152045,585746.155890
321,585746.158799,0.003350,585746.157124,585746.160474
322,585746.164601,0.000637,585746.164283,585746.164919
323,585746.168453,0.000700,585746.168103,585746.168803
324,585746.172283,0.001218,585746.172892,585746.171673
325,585746.177824,0.002906,585746.176372,585746.179277
326,585746.182072,0.004329,585746.179908,585746.184237
327,585746.187853,0.000855,585746.188281,585746.187426
328,585746.191765,0.000965,585746.191283,585746.192248
329,585746.195738,0.000700,585746.196088,585746.195387
330,585746.201705,0.003242,585746.200084,585746.203326
331,585746.205706,0.002977,585746.204218,585746.207195
332,585746.210090,0.003959,585746.208110,585746.212069
333,585746.216289,0.000452,585746.216514,585746.216063
334,585746.220237,0.000815,585746.219830,585746.220645
335,585746.226048,0.003986,585746.224055,585746.228041
336,585746.229145,0.004351,585746.226970,585746.231321
337,585746.234180,0.003768,585746.232296,585746.236064
338,585746.239718,0.000881,585746.240159,585746.239278
339,585746.243783,0.000725,585746.244146,585746.243421
340,585746.247924,0.000888,585746.247480,585746.248368
341,585746.253836,0.002811,585746.252431,585746.255242
342,585746.258180,0.004549,585746.255905,585746.260454
343,585746.264119,0.000982,585746.264610,585746.263628
344,585746.268275,0.001145,585746.267703,585746.268848
345,585746.272377,0.000714,585746.272020,585746.272734
346,585746.277735,0.003185,585746.276142,585746.279327
347,585746.282318,0.004068,585746.280284,585746.284352
348,585746.285910,0.004863,585746.283478,585746.288341
349,585746.292200,0.000468,585746.291966,585746.292434
350,585746.296161,0.000916,585746.295703,585746.296619
351,585746.299694,0.000719,585746.300053,585746.299335
352,585746.305532,0.003043,585746.304010,585746.307054
353,585746.310017,0.003839,585746.308098,585746.311937
354,585746.315433,0.000838,585746.315852,585746.315014
355,585746.319627,0.000902,585746.319176,585746.320078
356,585746.323717,0.000923,585746.323256,585746.324179
357,585746.330018,0.003306,585746.328365,585746.331672
358,585746.334395,0.003635,585746.332578,585746.336213
359,585746.339874,0.000914,585746.340331,585746.339417
360,585746.344162,0.000867,585746.343729,585746.344596
361,585746.348512,0.000466,585746.348279,585746.348745
362,585746.353794,0.003485,585746.352052,585746.355536
363,585746.357548,0.005102,585746.354998,585746.360099
364,585746.361472,0.004532,585746.359206,585746.363738
365,585746.367767,0.001261,585746.368397,585746.367137
366,585746.371948,0.000942,585746.371477,585746.372419
367,585746.376059,0.000933,585746.375592,585746.376525
368,585746.381721,0.003138,585746.380152,585746.383290
369,585746.386353,0.004048,585746.384329,585746.388377
370,585746.391946,0.000879,585746.391507,585746.392385
371,585746.396048,0.000860,585746.396478,585746.395618
372,585746.400272,0.001161,585746.399692,585746.400853
373,585746.406414,0.003843,585746.404493,585746.408336
374,585746.409970,0.004462,585746.407739,585746.412201
375,585746.413717,0.004740,585746.411347,585746.416087
376,585746.419753,0.000976,585746.419265,585746.420241
377,585746.424038,0.001369,585746.423353,585746.424722
378,585746.430601,0.003466,585746.428868,585746.432335
379,585746.435092,0.004337,585746.432923,585746.437260
380,585746.439307,0.005356,585746.436629,585746.441985
381,585746.444864,0.000829,585746.445279,585746.444450
382,585746.449137,0.000740,585746.449507,585746.448767
383,585746.452561,0.000724,585746.452199,585746.452923
384,585746.459796,0.004500,585746.457547,585746.462046
385,585746.463471,0.004667,585746.461138,585746.465805
386,585746.471393,0.002737,585746.470025,585746.472762
387,585746.474341,0.001363,585746.473660,585746.475022
388,585746.475785,0.000747,585746.475412,585746.476159
389,585746.481772,0.003316,585746.480114,585746.483430
390,585746.486287,0.003796,585746.484389,585746.488185
391,585746.489564,0.004556,585746.487286,585746.491842
392,585746.496946,0.000802,585746.496545,585746.497347
393,585746.501059,0.000660,585746.501389,585746.500729
394,585746.506857,0.002043,585746.505836,585746.507878
395,585746.511194,0.005449,585746.508469,585746.513918
396,585746.515286,0.003270,585746.513651,585746.516921
397,585746.521542,0.000700,585746.521892,585746.521192
398,585746.525293,0.000894,585746.525740,585746.524846
399,585746.530872,0.003357,585746.529193,585746.532551
400,585746.534972,0.003427,585746.533258,585746.536685
401,585746.538628,0.005759,585746.535749,585746.541507
402,585746.544553,0.000703,585746.544201,585746.544904
403,585746.549108,0.000608,585746.549412,585746.548804
404,585746.552698,0.000808,585746.553103,585746.552294
405,585746.559964,0.003035,585746.558446,585746.561481
406,585746.563122,0.004964,585746.560640,585746.565604
407,585746.570045,0.000727,585746.569681,585746.570409
408,585746.573925,0.000204,585746.574027,585746.573822
409,585746.576916,0.000799,585746.577315,585746.576516
410,585746.583934,0.004339,585746.581765,585746.586104
411,585746.587811,0.002959,585746.586331,585746.589290
412,585746.591746,0.003183,585746.590155,585746.593338
413,585746.596669,0.000662,585746.596339,585746.597000
414,585746.601567,0.000851,585746.601992,585746.601141
415,585746.605471,0.000732,585746.605837,585746.605105
416,585746.611673,0.004738,585746.609304,585746.614042
417,585746.615222,0.004120,585746.613162,585746.617282
418,585746.621680,0.000601,585746.621981,585746.621380
419,585746.625976,0.000267,585746.625843,585746.626110
420,585746.629194,0.000726,585746.628832,585746.629557
421,585746.637182,0.004756,585746.634804,585746.639560
422,585746.642279,0.004892,585746.639834,585746.644725
423,585746.645837,0.005129,585746.643273,585746.648402
424,585746.650180,0.001053,585746.650706,585746.649653
425,585746.654985,0.001478,585746.655724,585746.654246
426,585746.659530,0.002039,585746.658511,585746.660550
427,585746.662838,0.002897,585746.661390,585746.664287
428,585746.667326,0.004574,585746.665039,585746.669614
429,585746.673344,0.000731,585746.672978,585746.673709
430,585746.677039,0.000654,585746.676712,585746.677366
431,585746.680782,0.000882,585746.681223,585746.680341
432,585746.688061,0.004800,585746.685661,585746.690461
433,585746.692332,0.003284,585746.690690,585746.693974
434,585746.702311,0.000138,585746.702242,585746.702380
435,585746.703359,0.000692,585746.703014,585746.703705
436,585746.704552,0.000738,585746.704183,585746.704921
437,585746.709963,0.002836,585746.708545,585746.711381
438,585746.714193,0.004060,585746.712163,585746.716223
439,585746.718270,0.005920,585746.715310,585746.721230
440,585746.724905,0.000806,585746.724502,585746.725308
441,585746.731626,0.001520,585746.732387,585746.730866
442,585746.734858,0.002343,585746.733687,585746.736030
443,585746.738291,0.005902,585746.735340,585746.741242
444,585746.742987,0.004799,585746.740588,585746.745386
445,585746.749789,0.000654,585746.750116,585746.749462
446,585746.753083,0.000964,585746.753565,585746.752601
447,585746.757678,0.000872,585746.757242,585746.758115
448,585746.762923,0.002474,585746.761686,585746.764160
449,585746.767208,0.004496,585746.764960,585746.769456
450,585746.772582,0.000672,585746.772918,585746.772247
451,585746.777085,0.000643,585746.776764,585746.777406
452,585746.780825,0.000866,585746.781258,585746.780392
453,585746.787192,0.002568,585746.785908,585746.788476
454,585746.791239,0.003906,585746.789286,585746.793192
455,585746.796024,0.003866,585746.794091,585746.797957
456,585746.800541,0.000605,585746.800239,585746.800844
457,585746.806571,0.000151,585746.806496,585746.806647
458,585746.808842,0.000859,585746.809271,585746.808412
459,585746.816438,0.003451,585746.814712,585746.818163
460,585746.819423,0.003106,585746.817870,585746.820975
461,585746.826239,0.000153,585746.826162,585746.826315
462,585746.829785,0.000821,585746.829375,585746.830196
463,585746.834917,0.001568,585746.835701,585746.834133
464,585746.839237,0.005242,585746.836616,585746.841858
465,585746.843698,0.002864,585746.842266,585746.845130
466,585746.849811,0.005006,585746.847308,585746.852314
467,585746.854024,0.000242,585746.854145,585746.853903
468,585746.857014,0.000628,585746.857328,585746.856700
469,585746.863752,0.004270,585746.861617,585746.865887
470,585746.867336,0.002382,585746.866145,585746.868527
471,585746.871444,0.004640,585746.869124,585746.873764
472,585746.877807,0.000891,585746.878252,585746.877361
473,585746.881531,0.000194,585746.881434,585746.881628
474,585746.884115,0.000483,585746.883873,585746.884357
475,585746.891347,0.003353,585746.889670,585746.893024
476,585746.895543,0.003181,585746.893952,585746.897134
477,585746.901314,0.000653,585746.900987,585746.901640
478,585746.904641,0.000860,585746.904211,585746.905071
479,585746.909455,0.000754,585746.909078,585746.909832
480,585746.915658,0.004718,585746.913299,585746.918017
481,585746.919721,0.002805,585746.918319,585746.921124
482,585746.923933,0.004659,585746.921603,585746.926262
483,585746.929102,0.000723,585746.928740,585746.929464
484,585746.934789,0.001597,585746.935587,585746.933990
485,585746.939175,0.005173,585746.936589,585746.941762
486,585746.942756,0.003430,585746.941041,585746.944471
487,585746.947217,0.004106,585746.945163,585746.949270
488,585746.953472,0.000185,585746.953564,585746.953379
489,585746.956522,0.000447,585746.956298,585746.956745
490,585746.961415,0.000636,585746.961733,585746.961097
491,585746.967303,0.004289,585746.965159,585746.969448
492,585746.971327,0.003208,585746.969723,585746.972932
493,585746.977123,0.000253,585746.977249,585746.976996
494,585746.980084,0.000655,585746.980412,585746.979757
495,585746.984842,0.000653,585746.985169,585746.984516
496,585746.990775,0.002440,585746.989555,585746.991995
497,585746.995411,0.005444,585746.992689,585746.998133
498,585746.999636,0.004780,585746.997246,585747.002026
499,585747.004803,0.000788,585747.005197,585747.004409
500,585747.009829,0.000194,585747.009732,585747.009926
501,585747.015593,0.005669,585747.012758,585747.018427
502,585747.020386,0.002117,585747.019328,585747.021445
503,585747.023589,0.005675,585747.020752,585747.026427
504,585747.029031,0.000647,585747.028708,585747.029355
505,585747.033114,0.000830,585747.032699,585747.033529
506,585747.036494,0.000711,585747.036850,585747.036139
507,585747.043816,0.004789,585747.041422,585747.046210
508,585747.048016,0.003206,585747.046413,585747.049619
509,585747.052672,0.000636,585747.052354,585747.052990
510,585747.057193,0.000760,585747.056813,585747.057573
511,585747.060707,0.000996,585747.060209,585747.061205
512,585747.067739,0.004237,585747.065620,585747.069857
513,585747.073051,0.005011,585747.070545,585747.075556
514,585747.076696,0.000950,585747.076222,585747.077171
515,585747.081718,0.000444,585747.081496,585747.081941
516,585747.084773,0.000572,585747.084487,585747.085059
517,585747.091357,0.003325,585747.089695,585747.093020
518,585747.095102,0.005516,585747.092344,585747.097860
519,585747.099865,0.003283,585747.098223,585747.101506
520,585747.104490,0.000809,585747.104894,585747.104085
521,585747.108830,0.000692,585747.109176,585747.108484
522,585747.112055,0.000641,585747.111735,585747.112376
523,585747.119804,0.004722,585747.117444,585747.122165
524,585747.123450,0.004336,585747.121282,585747.125618
525,585747.128732,0.000982,585747.128241,585747.129223
526,585747.133877,0.000661,585747.133546,585747.134208
527,585747.137294,0.001583,585747.138086,585747.136503
528,585747.143113,0.003608,585747.141308,585747.144917
529,585747.147911,0.004616,585747.145603,585747.150219
530,585747.151994,0.001843,585747.151073,585747.152916
531,585747.158095,0.000168,585747.158179,585747.158011
532,585747.160866,0.000899,585747.161316,585747.160416
533,585747.167396,0.001679,585747.166556,585747.168235
534,585747.171628,0.005419,585747.168918,585747.174337
535,585747.176067,0.003916,585747.174109,585747.178026
536,585747.182340,0.000192,585747.182245,585747.182436
537,585747.190561,0.000220,585747.190451,585747.190671
538,585747.192072,0.000718,585747.192431,585747.191713
539,585747.195547,0.002328,585747.194382,585747.196711
540,585747.200840,0.006644,585747.197518,585747.204162
541,585747.208521,0.000668,585747.208187,585747.208855
542,585747.211181,0.002503,585747.212433,585747.209930
543,585747.213325,0.000741,585747.213696,585747.212954
544,585747.218958,0.002329,585747.217793,585747.220122
545,585747.223316,0.005244,585747.220694,585747.225938
546,585747.227333,0.003207,585747.225730,585747.228937
547,585747.233468,0.000364,585747.233286,585747.233649
548,585747.236070,0.000624,585747.235758,585747.236382
549,585747.243381,0.003403,585747.241680,585747.245082
550,585747.246707,0.004491,585747.244462,585747.248953
551,585747.251927,0.004631,585747.249611,585747.254243
552,585747.257444,0.000643,585747.257122,585747.257765
553,585747.260775,0.000899,585747.260326,585747.261224
554,585747.264963,0.000672,585747.264627,585747.265300
555,585747.271477,0.003568,585747.269693,585747.273261
556,585747.274836,0.005118,585747.272277,585747.277395
557,585747.281938,0.000796,585747.281540,585747.282336
