frame,t,nx,ny,nz,agree_deg
0,606721.100361,0.48097,-0.72842,-0.48792,4.92
1,606721.104273,0.48139,-0.72646,-0.49044,5.32
2,606721.109028,0.47745,-0.72939,-0.48992,5.02
3,606721.117238,0.47766,-0.7276,-0.49238,4.97
4,606721.120682,0.47774,-0.72987,-0.48894,5.06
5,606721.124354,0.47746,-0.72799,-0.492,5.07
6,606721.128979,0.4767,-0.72879,-0.49156,4.94
7,606721.13236,0.47809,-0.72704,-0.49278,4.95
8,606721.140624,0.47539,-0.73034,-0.49051,4.89
9,606721.144045,0.47949,-0.725,-0.49443,5.0
10,606721.148432,0.47801,-0.72588,-0.49458,4.97
11,606721.152861,0.47937,-0.72604,-0.49302,5.03
12,606721.15707,0.47783,-0.72699,-0.49312,5.04
13,606721.16494,0.47966,-0.72572,-0.49321,5.12
14,606721.169062,0.47887,-0.7276,-0.4912,5.06
15,606721.172575,0.48016,-0.72802,-0.48931,4.87
16,606721.17707,0.48151,-0.72649,-0.49026,4.98
17,606721.179764,0.48304,-0.72387,-0.49263,5.16
18,606721.197295,0.48103,-0.72588,-0.49164,5.09
19,606721.200767,0.48026,-0.72673,-0.49114,5.34
20,606721.204459,0.47775,-0.72877,-0.49055,4.95
21,606721.208845,0.48134,-0.72496,-0.49269,5.24
22,606721.216576,0.47867,-0.72793,-0.49091,4.99
23,606721.219917,0.47827,-0.72774,-0.49158,5.03
24,606721.224448,0.47978,-0.72756,-0.49038,5.15
25,606721.228789,0.47704,-0.72815,-0.49218,4.86
26,606721.232503,0.4788,-0.72701,-0.49215,5.1
27,606721.240973,0.47786,-0.72944,-0.48945,4.91
28,606721.243711,0.47793,-0.72781,-0.49181,5.14
29,606721.2484,0.47813,-0.72949,-0.48912,4.87
30,606721.252541,0.47732,-0.72656,-0.49424,4.9
31,606721.256185,0.48037,-0.72541,-0.49298,5.26
32,606721.264412,0.47952,-0.72867,-0.48897,4.95
33,606721.268184,0.47795,-0.72796,-0.49157,5.05
34,606721.272054,0.48034,-0.72667,-0.49115,5.07
35,606721.284723,0.47902,-0.72781,-0.49074,4.97
36,606721.293086,0.48136,-0.7244,-0.49348,5.13
37,606721.295752,0.485,-0.72339,-0.49141,5.47
38,606721.301169,0.47964,-0.72735,-0.49082,4.86
39,606721.304769,0.48052,-0.7263,-0.49151,5.09
40,606721.308265,0.47878,-0.72948,-0.4885,4.95
41,606721.317081,0.48077,-0.7275,-0.48949,5.09
42,606721.319775,0.47975,-0.7266,-0.49183,5.1
43,606721.325133,0.47972,-0.72661,-0.49184,5.04
44,606721.328755,0.47641,-0.72902,-0.49149,5.23
45,606721.332705,0.47774,-0.72995,-0.48882,4.97
46,606721.337641,0.47743,-0.72837,-0.49146,4.96
47,606721.343989,0.47817,-0.72867,-0.49029,4.82
48,606721.348002,0.47663,-0.72678,-0.49458,4.96
49,606721.353119,0.48158,-0.7258,-0.49121,5.42
50,606721.357043,0.47845,-0.72792,-0.49114,4.93
51,606721.369108,0.47742,-0.72694,-0.4936,4.98
52,606721.373054,0.47895,-0.72784,-0.49077,5.02
53,606721.376874,0.48089,-0.72765,-0.48916,4.73
54,606721.380228,0.47824,-0.72729,-0.49228,4.8
55,606721.384525,0.48228,-0.72413,-0.493,5.21
56,606721.392582,0.47855,-0.72722,-0.49208,5.18
57,606721.395905,0.4794,-0.72807,-0.48999,4.87
58,606721.400719,0.48326,-0.72367,-0.49272,5.26
59,606721.403767,0.48141,-0.72678,-0.48993,5.31
60,606721.409152,0.47955,-0.72597,-0.49296,4.75
61,606721.412712,0.48002,-0.72483,-0.49417,4.92
62,606721.420588,0.48062,-0.72683,-0.49063,5.15
63,606721.424094,0.48023,-0.72532,-0.49324,5.04
64,606721.428807,0.47893,-0.72517,-0.49472,4.71
65,606721.432934,0.48165,-0.72404,-0.49373,5.31
66,606721.436637,0.48181,-0.72503,-0.49213,5.2
67,606721.444108,0.48026,-0.72404,-0.49509,5.09
68,606721.456217,0.47552,-0.72943,-0.49174,4.79
69,606721.460722,0.478,-0.72877,-0.49031,5.07
70,606721.469099,0.47668,-0.72908,-0.49115,4.89
71,606721.473007,0.47985,-0.72665,-0.49166,5.21
72,606721.475714,0.47681,-0.72981,-0.48992,4.98
73,606721.479879,0.47803,-0.72914,-0.48973,4.98
74,606721.483799,0.47696,-0.72654,-0.49463,4.76
75,606721.488922,0.47684,-0.72737,-0.49351,4.75
76,606721.496807,0.4779,-0.72532,-0.4955,4.73
77,606721.500556,0.48286,-0.72374,-0.493,5.39
78,606721.505193,0.47859,-0.72586,-0.49405,5.13
79,606721.509151,0.47938,-0.72755,-0.49078,4.84
80,606721.512212,0.48073,-0.7263,-0.49131,5.13
81,606721.520403,0.47982,-0.72708,-0.49104,4.97
82,606721.52402,0.48315,-0.72459,-0.49147,5.47
83,606721.536685,0.47901,-0.72742,-0.49133,4.94
84,606721.541475,0.47934,-0.7275,-0.4909,4.98
