t_s,phase,A,B,C,D,dutyA,dutyB,dutyC,dutyD
1.310,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
1.797,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
2.306,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
2.804,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
3.301,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
3.808,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
4.316,1,0.00,0.00,0.00,0.00,50.7,50.0,50.0,50.0
4.814,1,0.00,0.00,0.00,0.00,75.7,50.0,50.0,50.1
5.323,1,0.00,0.00,0.02,0.02,100.0,50.2,49.9,50.0
5.823,1,0.00,0.00,0.03,0.02,100.0,50.6,50.2,50.4
6.312,1,0.01,0.01,0.03,0.02,100.0,51.2,50.7,51.0
6.821,1,0.07,0.04,0.01,0.01,100.0,51.8,51.2,51.6
7.320,1,0.08,0.03,0.10,0.09,100.0,52.7,52.3,52.7
