t_s,phase,A,B,C,D,dutyA,dutyB,dutyC,dutyD
15.812,1,0.93,0.91,0.00,0.67,100.0,100.0,100.0,100.0
16.317,1,0.97,0.84,0.00,0.88,100.0,100.0,100.0,100.0
16.813,1,0.99,0.99,0.00,0.88,100.0,100.0,100.0,100.0
17.318,1,0.99,1.09,0.00,0.99,100.0,100.0,100.0,100.0
17.813,1,1.07,1.12,0.00,1.11,100.0,100.0,100.0,100.0
18.318,1,1.20,1.31,0.00,1.25,100.0,100.0,100.0,100.0
18.822,1,1.39,1.34,0.00,1.46,100.0,100.0,100.0,100.0
19.316,1,1.53,1.58,0.00,1.74,100.0,100.0,100.0,100.0
19.820,1,1.74,1.76,0.00,2.07,100.0,100.0,100.0,100.0
20.314,1,1.86,1.89,0.00,2.33,100.0,100.0,100.0,100.0
20.821,1,2.15,2.24,0.00,2.69,100.0,100.0,100.0,100.0
21.315,1,2.24,2.33,0.00,3.06,100.0,100.0,100.0,100.0
21.820,1,2.44,2.50,0.00,3.65,100.0,100.0,100.0,100.0
22.325,1,2.59,2.68,0.00,4.07,100.0,100.0,100.0,100.0
22.821,1,2.71,2.85,0.02,4.55,100.0,100.0,100.0,100.0
23.327,1,2.64,2.71,0.07,4.81,100.0,100.0,100.0,100.0
23.822,1,2.81,2.54,0.04,4.61,100.0,100.0,100.0,100.0
24.326,1,2.82,2.21,0.05,4.84,100.0,100.0,100.0,100.0
24.820,1,2.87,2.09,0.07,4.89,100.0,100.0,100.0,100.0
25.325,1,2.94,2.02,0.07,5.12,100.0,100.0,100.0,100.0
25.829,1,2.86,1.95,0.11,5.17,100.0,100.0,100.0,100.0
26.324,1,2.79,1.91,0.10,5.12,100.0,100.0,100.0,100.0
26.830,1,2.79,1.98,0.12,5.22,100.0,100.0,100.0,100.0
27.326,1,2.67,1.99,0.14,5.22,100.0,100.0,100.0,100.0
27.830,1,2.61,2.05,0.12,5.22,100.0,100.0,100.0,100.0
28.325,1,2.63,2.09,0.11,5.40,100.0,100.0,100.0,100.0
28.831,1,2.57,2.23,0.14,5.41,100.0,100.0,100.0,100.0
29.327,1,2.54,2.31,0.04,5.44,100.0,100.0,100.0,100.0
29.832,1,2.47,2.42,0.06,5.52,100.0,100.0,100.0,100.0
30.328,1,2.40,2.39,0.10,5.31,100.0,100.0,100.0,100.0
30.832,1,2.35,2.40,0.13,5.18,100.0,100.0,100.0,100.0
31.326,1,2.36,2.43,0.13,4.89,100.0,100.0,100.0,100.0
31.830,1,2.45,2.37,0.12,4.92,100.0,100.0,100.0,100.0
32.336,1,2.33,2.45,0.11,4.65,100.0,100.0,100.0,100.0
32.832,1,2.36,2.41,0.09,4.67,100.0,100.0,100.0,100.0
33.328,1,2.33,2.38,0.12,4.59,100.0,100.0,100.0,100.0
33.832,1,2.44,2.34,0.11,4.72,100.0,100.0,100.0,100.0
34.338,1,2.35,2.30,0.11,4.60,100.0,100.0,100.0,100.0
34.833,1,2.32,2.41,0.12,4.58,100.0,100.0,100.0,100.0
35.337,1,2.30,2.30,0.10,4.39,100.0,100.0,100.0,100.0
35.832,1,2.37,2.38,0.09,4.67,100.0,100.0,100.0,100.0
36.338,1,2.33,2.34,0.10,4.67,100.0,100.0,100.0,100.0
36.843,1,2.36,2.24,0.12,4.42,100.0,100.0,100.0,100.0
37.340,1,1.70,1.79,0.08,3.27,0.0,0.0,0.0,0.0
37.837,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
38.333,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
38.838,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
39.342,2,-0.00,-0.00,0.00,0.00,0.0,0.0,0.0,0.0
39.836,2,-0.00,-0.00,0.00,0.00,0.0,0.0,0.0,0.0
40.340,2,-0.00,-0.00,0.00,0.00,0.0,0.0,0.0,0.0
40.845,2,-0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
41.340,2,-0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
