t_s,phase,A,B,C,D,dutyA,dutyB,dutyC,dutyD
16.816,1,0.06,0.10,0.00,0.03,25.6,31.6,0.0,24.7
17.313,1,0.09,0.34,0.00,0.33,29.2,38.9,0.0,41.9
17.810,1,0.63,0.35,0.00,0.45,54.2,39.8,0.0,41.2
18.317,1,0.68,0.80,0.00,0.66,51.5,55.4,0.0,50.3
18.814,1,0.89,0.87,0.00,1.13,60.3,55.1,0.0,66.8
19.309,1,1.02,1.03,0.00,1.22,69.3,61.4,0.0,78.9
19.817,1,1.12,1.35,0.00,1.34,71.8,86.4,0.0,76.1
20.314,1,1.59,1.45,0.00,1.50,96.7,84.8,0.0,73.3
20.812,1,1.83,1.72,0.00,1.87,100.0,87.8,0.0,73.9
21.318,1,1.97,1.95,0.00,1.95,100.0,88.8,0.0,74.4
21.813,1,2.17,2.09,0.00,2.30,100.0,90.8,0.0,72.4
22.318,1,2.44,2.35,0.00,2.52,100.0,92.5,0.0,69.7
22.815,1,2.53,2.49,0.00,2.76,100.0,92.7,0.0,65.4
23.314,1,2.67,2.68,0.00,2.80,100.0,93.2,0.0,62.8
23.824,1,3.02,2.99,0.00,2.86,100.0,93.3,0.0,60.3
24.322,1,2.89,3.17,0.00,3.35,100.0,98.3,0.0,62.7
24.819,1,3.16,3.10,0.00,3.27,100.0,95.6,0.0,56.6
25.321,1,3.18,3.18,0.00,3.32,100.0,95.6,0.0,54.4
25.819,1,3.32,3.26,0.00,3.37,100.0,95.0,0.0,52.3
26.317,1,3.37,3.28,0.00,3.51,100.0,95.3,0.0,51.6
26.824,1,3.41,3.38,0.00,3.37,100.0,95.0,0.0,51.0
27.324,1,3.33,3.27,0.00,3.42,100.0,95.5,0.0,51.0
27.824,1,3.30,3.22,0.00,3.28,100.0,95.5,0.0,50.9
28.325,1,3.38,3.32,0.00,3.35,100.0,95.8,0.0,51.4
28.824,1,3.22,3.18,0.00,3.31,100.0,95.6,0.0,50.8
29.322,1,3.28,3.20,0.00,3.21,100.0,96.0,0.0,52.0
29.818,1,3.12,3.16,0.00,3.17,100.0,96.0,0.0,52.1
30.325,1,3.21,3.09,0.00,3.13,100.0,96.5,0.0,53.2
30.818,1,3.08,3.17,0.00,3.07,100.0,96.1,0.0,53.2
31.321,1,3.10,2.94,0.00,3.23,100.0,96.2,0.0,53.6
31.827,1,3.09,3.16,0.00,3.22,100.0,98.3,0.0,57.0
32.324,1,3.03,3.09,0.00,3.01,100.0,96.2,0.0,55.8
32.829,1,3.01,2.99,0.00,2.97,100.0,96.2,0.0,54.7
33.324,1,2.92,2.95,0.00,2.84,100.0,96.4,0.0,56.3
33.822,1,2.83,2.80,0.00,2.89,100.0,96.4,0.0,55.7
34.330,1,2.92,2.88,0.00,2.87,100.0,96.3,0.0,56.6
34.826,1,2.92,2.94,0.00,2.86,100.0,96.1,0.0,56.2
35.333,1,2.95,2.92,0.00,3.04,100.0,96.4,0.0,56.5
35.828,1,2.94,3.04,0.00,2.89,100.0,95.9,0.0,56.1
36.334,1,2.87,2.85,0.00,2.82,100.0,96.2,0.0,56.4
36.832,1,2.94,2.94,0.00,2.94,100.0,96.3,0.0,55.7
37.330,1,2.87,2.90,0.00,2.77,90.0,96.8,0.0,55.8
37.827,1,2.49,2.96,0.00,2.49,90.0,95.4,0.0,51.6
38.335,1,2.35,2.75,0.00,2.43,90.0,93.8,0.0,50.7
38.831,1,2.50,2.76,0.00,2.50,90.0,93.5,0.0,50.7
39.329,1,2.55,2.81,0.00,2.53,90.0,93.8,0.0,50.9
39.826,1,2.58,2.86,0.00,2.58,80.0,94.0,0.0,49.9
40.333,1,2.07,2.71,0.00,2.09,80.0,90.4,0.0,45.7
40.830,1,2.05,2.59,0.00,2.06,80.0,88.7,0.0,44.5
41.327,1,2.07,2.51,0.00,2.09,80.0,88.4,0.0,44.7
41.837,1,2.02,2.55,0.00,2.04,80.0,88.6,0.0,44.4
42.335,1,2.01,2.45,0.00,2.06,70.0,88.2,0.0,43.8
42.834,1,1.53,2.41,0.00,1.63,70.0,84.3,0.0,38.7
43.333,1,1.60,2.38,0.00,1.60,70.0,82.5,0.0,39.2
43.839,1,1.59,2.36,0.00,1.64,70.0,81.6,0.0,38.4
44.335,1,1.59,2.18,0.00,1.55,70.0,81.7,0.0,38.6
44.840,1,1.50,2.29,0.00,1.55,60.0,82.2,0.0,38.2
45.336,1,1.07,2.01,0.00,1.15,60.0,76.1,0.0,33.8
45.843,1,1.15,2.14,0.00,1.25,60.0,77.6,0.0,32.5
46.339,1,1.15,1.90,0.00,1.06,60.0,75.0,0.0,32.8
46.846,1,1.13,1.95,0.00,1.10,60.0,73.6,0.0,32.5
47.344,1,1.01,1.90,0.00,1.10,50.0,74.1,0.0,32.5
47.841,1,0.66,1.51,0.00,0.72,50.0,65.4,0.0,27.5
48.343,1,0.70,1.40,0.00,0.66,50.0,63.4,0.0,27.2
48.843,1,0.68,1.40,0.00,0.66,50.0,62.8,0.0,26.9
49.347,1,0.68,1.32,0.00,0.69,50.0,62.9,0.0,27.1
49.839,1,0.62,1.40,0.00,0.70,40.0,63.5,0.0,26.5
50.339,1,0.26,0.91,0.00,0.35,40.0,52.9,0.0,22.7
50.846,1,0.28,0.78,0.00,0.29,40.0,49.9,0.0,21.9
51.348,1,0.29,0.70,0.00,0.26,40.0,48.5,0.0,22.0
51.847,1,0.28,0.68,0.00,0.28,40.0,48.5,0.0,22.1
52.348,1,0.21,0.69,0.00,0.24,30.0,48.2,0.0,22.0
52.848,1,0.00,0.27,0.00,0.06,30.0,37.8,0.0,19.5
53.349,1,0.01,0.09,0.00,0.02,30.0,34.3,0.0,18.8
53.849,1,0.00,0.06,0.00,0.01,30.0,32.7,0.0,18.5
54.350,1,0.00,0.05,0.00,0.01,30.0,31.8,0.0,18.3
54.848,1,0.00,0.03,0.00,0.00,20.0,31.2,0.0,18.3
55.346,1,0.00,0.01,0.00,0.00,20.0,30.8,0.0,18.2
55.847,1,0.00,0.03,0.00,0.01,20.0,30.1,0.0,18.2
56.350,1,0.00,0.02,0.00,0.00,20.0,29.8,0.0,18.1
56.849,1,0.00,0.01,0.00,0.00,20.0,29.6,0.0,18.1
57.350,1,0.00,0.02,0.00,0.00,10.0,29.5,0.0,10.0
57.844,1,0.00,0.02,0.00,0.00,10.0,28.9,0.0,10.0
58.355,1,0.00,0.04,0.00,0.00,10.0,28.3,0.0,10.0
58.853,1,0.00,0.00,0.00,0.00,10.0,28.0,0.0,10.0
59.354,1,0.00,0.01,0.00,0.00,10.0,27.7,0.0,10.0
59.853,1,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
60.353,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
60.849,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
61.346,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
61.855,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
62.347,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
62.848,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
63.358,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
63.855,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
64.356,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
64.853,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
65.355,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
65.853,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
66.353,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
66.861,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
67.362,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
67.854,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
68.359,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
68.860,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
69.362,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
69.863,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
70.362,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
70.858,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
71.364,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
71.862,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
72.364,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
72.863,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
73.362,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
73.864,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
74.363,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
74.863,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
75.371,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
75.870,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
76.370,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
76.867,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
77.366,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
77.875,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
78.376,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
78.875,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
79.373,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
79.871,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
80.371,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
80.879,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
81.378,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
81.877,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
82.374,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
82.873,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
83.375,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
83.877,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
84.374,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
84.879,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
85.384,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
85.883,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
86.382,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
86.881,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
87.381,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
87.880,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
88.379,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
88.881,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
89.379,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
89.887,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
90.381,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
90.892,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
91.391,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
91.888,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
92.389,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
92.885,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
93.391,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
93.889,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
94.395,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
94.891,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
95.389,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
95.893,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
96.891,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
97.399,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
97.893,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
98.393,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
98.892,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
99.400,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
99.898,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
100.401,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
100.896,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
101.402,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
101.897,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
102.406,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
102.903,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
103.401,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
103.898,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
104.407,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
104.900,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
105.399,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
105.901,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
106.403,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
106.904,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
107.404,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
107.903,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
108.410,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
108.908,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
109.408,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
109.911,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
110.406,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
110.907,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
111.413,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
111.910,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
112.410,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
112.912,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
113.413,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
113.911,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
114.411,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
114.919,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
115.418,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
115.921,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
116.421,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
116.913,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
117.414,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
117.925,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
118.415,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
118.923,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
119.424,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
