t_s,phase,A,B,C,D,dutyA,dutyB,dutyC,dutyD
1.301,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
1.799,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
2.303,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
2.798,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
3.305,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
3.799,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
4.315,1,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
4.803,1,0.00,0.00,0.00,0.00,75.0,50.1,50.3,50.1
5.304,1,0.00,0.00,0.00,0.02,100.0,50.1,50.6,50.0
5.799,1,0.01,0.00,0.01,0.03,100.0,50.4,51.1,50.2
6.305,1,0.02,0.02,0.00,0.06,100.0,50.9,52.2,50.8
6.801,1,0.04,0.03,0.00,0.05,100.0,51.3,53.6,51.4
7.309,1,0.10,0.06,0.00,0.02,100.0,52.1,55.6,52.5
7.805,1,0.10,0.05,0.00,0.06,100.0,53.5,58.4,53.9
8.303,1,0.19,0.13,0.00,0.05,100.0,54.7,61.6,55.5
8.809,1,0.13,0.07,0.00,0.09,100.0,56.2,65.5,57.2
9.304,1,0.16,0.08,0.00,0.10,100.0,57.7,70.0,59.3
9.811,1,0.19,0.15,0.00,0.09,95.9,55.7,87.5,57.8
10.307,1,0.21,0.15,0.00,0.15,90.0,51.8,100.0,54.4
10.813,1,0.34,0.24,0.00,0.13,82.8,47.3,100.0,50.7
11.306,1,0.30,0.16,0.00,0.19,76.0,43.6,100.0,46.5
11.812,1,0.27,0.14,0.00,0.17,68.5,39.8,100.0,42.2
12.309,1,0.31,0.16,0.00,0.11,61.0,36.1,100.0,38.7
12.807,1,0.28,0.11,0.00,0.12,53.7,33.4,100.0,35.3
13.307,1,0.25,0.08,0.00,0.11,46.7,30.8,100.0,32.4
13.814,1,0.20,0.07,0.01,0.08,40.6,28.8,100.0,30.3
14.310,1,0.16,0.06,0.00,0.06,36.2,27.1,100.0,28.7
14.808,1,0.12,0.05,0.00,0.05,32.5,25.8,100.0,27.2
15.315,1,0.08,0.02,0.00,0.03,29.7,24.9,100.0,26.1
15.814,1,0.07,0.02,0.00,0.03,27.8,24.3,100.0,25.2
16.309,1,0.06,0.02,0.00,0.02,26.4,23.7,100.0,24.6
