t_s,phase,A,B,C,D,dutyA,dutyB,dutyC,dutyD
1.305,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
1.803,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
2.300,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
2.806,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
3.302,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
3.798,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
4.314,1,0.00,0.00,-0.00,-0.00,50.7,50.0,50.0,50.0
4.820,1,0.01,0.00,-0.00,-0.00,75.8,50.1,50.3,50.1
5.316,1,0.00,0.00,0.00,0.02,100.0,50.2,50.4,50.0
5.821,1,0.01,0.00,0.00,0.02,100.0,50.6,51.2,50.5
6.318,1,0.03,0.01,0.00,0.03,100.0,51.1,52.3,51.1
6.814,1,0.03,0.02,0.00,0.04,100.0,51.6,53.7,51.7
7.321,1,0.09,0.06,0.01,0.02,100.0,52.6,55.0,52.7
7.817,1,0.07,0.04,0.00,0.05,100.0,53.5,57.6,53.6
8.323,1,0.15,0.09,0.00,0.05,100.0,54.9,61.3,55.5
8.819,1,0.19,0.13,0.01,0.08,100.0,56.2,65.1,57.3
9.316,1,0.21,0.11,0.00,0.12,97.4,56.0,77.4,57.1
9.822,1,0.21,0.13,0.00,0.13,91.6,52.4,100.0,54.4
10.328,1,0.18,0.12,0.00,0.12,85.5,48.7,100.0,50.8
10.822,1,0.27,0.15,0.00,0.13,78.9,44.7,100.0,47.3
11.327,1,0.24,0.14,-0.00,0.18,72.2,40.2,100.0,43.0
11.822,1,0.36,0.17,-0.00,0.16,64.5,36.7,100.0,38.9
12.329,1,0.40,0.12,-0.00,0.10,56.8,33.8,100.0,35.7
12.825,1,0.36,0.11,-0.00,0.12,49.1,31.5,100.0,32.9
13.331,1,0.25,0.10,-0.00,0.07,42.8,29.6,100.0,30.8
13.827,1,0.20,0.11,-0.00,0.05,37.8,27.7,100.0,28.7
14.330,1,0.13,0.04,-0.00,0.06,33.9,26.5,100.0,27.0
14.834,1,0.10,0.07,-0.00,0.08,30.8,25.2,100.0,25.7
15.328,1,0.08,0.03,-0.00,0.02,28.4,24.2,100.0,24.9
15.833,1,0.05,0.03,-0.00,0.02,26.8,23.6,100.0,24.3
16.328,1,0.07,0.22,0.00,0.01,25.5,22.4,100.0,23.9
16.833,1,0.04,0.02,0.00,0.03,24.5,21.9,100.0,23.6
17.327,1,0.02,0.02,0.00,0.01,23.8,21.5,100.0,23.1
17.833,1,0.01,0.00,-0.00,0.01,23.3,21.3,100.0,22.9
18.329,1,0.05,0.00,-0.00,0.01,22.9,21.1,100.0,22.5
18.833,1,0.00,0.00,-0.00,0.01,22.8,21.0,100.0,22.0
19.329,1,0.00,0.01,-0.00,0.02,22.6,20.9,100.0,21.7
19.835,1,0.00,0.00,0.00,0.01,22.5,20.8,100.0,21.3
20.330,1,0.00,0.00,0.00,0.01,22.5,20.7,100.0,20.7
20.836,1,0.01,0.00,0.00,0.01,22.4,20.6,100.0,19.7
21.332,1,0.00,0.00,-0.00,0.02,22.2,20.6,100.0,19.4
21.839,1,0.00,0.01,-0.00,0.02,22.2,20.5,100.0,18.9
22.334,1,0.00,0.00,-0.00,0.01,22.2,20.5,100.0,18.6
22.840,1,0.00,0.00,-0.00,0.00,22.2,20.4,100.0,18.3
23.334,1,0.00,0.00,-0.00,0.01,22.1,20.4,100.0,17.9
23.839,1,0.00,0.00,-0.00,0.02,22.1,20.3,100.0,17.7
24.334,1,0.00,0.00,-0.00,0.03,22.1,20.3,100.0,17.3
24.839,1,0.00,0.00,-0.00,0.04,22.1,20.3,100.0,16.8
25.335,1,0.00,0.00,-0.00,0.01,22.1,19.5,100.0,16.6
25.840,1,0.00,0.00,-0.00,0.01,22.1,19.4,100.0,16.4
26.337,1,0.00,0.00,-0.00,-0.00,22.0,19.4,100.0,16.3
26.833,1,0.00,0.00,0.00,0.00,22.1,19.4,100.0,16.0
27.338,1,0.00,0.03,0.00,0.00,22.0,19.2,100.0,16.0
27.834,1,0.00,0.00,0.00,0.00,22.0,19.2,100.0,16.0
28.340,1,0.01,0.02,0.00,-0.00,21.9,19.0,100.0,15.9
28.836,1,0.00,0.00,0.00,0.01,21.9,19.0,100.0,15.7
29.342,1,0.00,0.00,0.00,-0.00,22.0,19.1,100.0,15.8
29.839,1,0.00,0.00,0.01,0.01,22.1,18.9,100.0,15.3
30.335,1,0.00,0.00,0.00,0.00,22.1,18.9,100.0,15.2
30.842,1,0.00,0.00,0.00,-0.00,22.0,18.9,100.0,15.2
31.336,1,0.00,0.03,-0.00,-0.00,22.0,18.8,100.0,15.2
31.840,1,0.00,0.00,-0.00,0.00,22.0,18.8,100.0,15.2
32.343,1,0.00,0.04,0.05,-0.00,22.2,18.4,100.0,15.4
32.836,1,0.00,0.00,0.00,0.00,22.2,18.4,100.0,15.3
33.340,1,0.00,0.00,0.00,0.01,22.2,18.4,100.0,15.3
33.836,1,0.00,0.00,-0.00,0.00,22.2,18.4,100.0,15.1
34.341,1,0.00,0.00,-0.00,-0.00,22.2,18.4,100.0,15.2
34.837,1,0.00,0.00,-0.00,-0.00,22.2,18.4,100.0,15.0
35.342,1,0.00,0.00,-0.00,-0.00,22.2,18.3,100.0,15.0
35.847,1,0.00,0.00,0.00,0.00,22.2,18.4,100.0,14.4
36.342,1,0.00,0.00,0.00,-0.00,22.2,18.0,100.0,14.4
36.837,1,0.00,0.00,0.00,-0.00,22.2,18.0,100.0,14.5
