t_s,phase,A,B,C,D,dutyA,dutyB,dutyC,dutyD
1.308,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
1.797,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
2.304,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
2.803,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
3.301,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
3.798,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
4.317,1,0.00,0.00,-0.00,0.00,0.0,0.0,0.0,0.0
4.806,1,0.00,0.00,-0.01,0.00,20.0,20.0,20.0,20.0
5.304,1,0.00,0.00,-0.01,0.01,20.0,20.0,20.0,20.0
5.801,1,0.00,0.00,-0.01,0.00,20.0,20.0,20.0,20.0
6.299,1,0.00,0.00,-0.01,0.00,20.0,20.0,20.0,20.0
6.807,1,0.00,0.00,-0.01,0.00,40.6,40.6,40.6,40.6
7.305,1,0.00,0.00,-0.01,0.00,61.5,61.5,61.5,61.5
7.802,1,0.00,0.00,-0.01,0.00,64.3,64.3,64.3,64.3
8.299,1,0.00,0.00,-0.01,0.00,66.2,66.2,66.2,66.2
8.806,1,0.00,0.00,-0.01,0.00,68.0,68.0,68.0,68.0
9.304,1,0.00,0.00,-0.01,0.00,69.9,69.9,69.9,69.9
9.801,1,0.00,0.00,-0.01,0.00,71.8,71.8,71.8,71.8
10.300,1,0.00,0.00,-0.00,0.00,73.7,73.7,73.7,73.7
10.809,1,0.00,0.00,-0.01,0.00,75.0,75.0,75.0,75.0
11.308,1,0.00,0.00,-0.01,0.00,75.0,75.0,75.0,75.0
11.806,1,0.00,0.00,-0.01,0.00,75.0,75.0,75.0,75.0
12.304,1,0.00,0.00,-0.01,0.00,75.0,75.0,75.0,75.0
12.802,1,0.00,0.00,-0.01,0.00,75.0,75.0,75.0,75.0
13.308,1,0.00,0.00,-0.01,0.00,75.0,75.0,75.0,75.0
13.806,1,0.00,0.00,-0.01,0.00,75.0,75.0,75.0,75.0
14.305,1,0.00,0.00,-0.01,0.00,75.0,75.0,75.0,75.0
14.803,1,0.00,0.00,-0.01,0.00,75.0,75.0,75.0,75.0
15.310,1,0.00,0.00,-0.01,0.00,75.0,75.0,75.0,75.0
15.808,1,0.00,0.00,-0.00,0.00,75.0,75.0,75.0,75.0
16.304,1,0.00,0.00,-0.01,0.00,75.0,75.0,75.0,75.0
16.802,1,0.00,0.00,-0.01,0.00,75.0,75.0,75.0,75.0
17.304,1,0.00,0.00,-0.01,0.00,75.0,75.0,75.0,75.0
17.803,1,0.00,0.00,-0.01,0.00,75.0,75.0,75.0,75.0
18.302,1,0.00,0.00,-0.01,0.00,75.0,75.0,75.0,75.0
18.810,1,0.00,0.00,-0.01,0.00,75.0,75.0,75.0,75.0
19.309,1,0.00,0.00,-0.01,0.00,75.0,75.0,75.0,75.0
19.807,1,0.00,0.00,-0.01,0.00,75.0,75.0,75.0,75.0
20.307,1,0.00,0.00,-0.01,0.00,75.0,75.0,75.0,75.0
20.807,1,0.00,0.00,-0.01,0.00,75.0,75.0,75.0,75.0
21.306,1,0.00,0.00,-0.01,0.00,75.0,75.0,75.0,75.0
21.806,1,0.00,0.00,-0.01,0.00,75.0,75.0,75.0,75.0
22.304,1,0.00,0.00,-0.01,0.00,75.0,75.0,75.0,75.0
22.803,1,0.00,0.00,-0.01,0.00,75.0,75.0,75.0,75.0
23.312,1,0.00,0.00,-0.01,0.00,75.0,75.0,75.0,75.0
23.810,1,0.00,0.00,-0.01,0.00,75.0,75.0,75.0,75.0
24.310,1,0.00,0.00,-0.01,0.00,75.0,75.0,75.0,75.0
24.809,1,0.00,0.00,-0.01,0.00,75.0,75.0,75.0,75.0
25.306,1,0.00,0.00,-0.01,0.00,75.0,75.0,75.0,75.0
25.803,1,0.00,0.00,-0.01,0.00,75.0,75.0,75.0,75.0
26.310,1,0.00,0.00,-0.01,0.00,75.0,75.0,75.0,75.0
26.807,1,0.00,0.00,-0.01,0.00,75.0,75.0,75.0,75.0
27.305,1,0.00,0.00,-0.01,0.00,75.0,75.0,75.0,75.0
27.804,1,0.00,0.00,-0.01,0.00,75.0,75.0,75.0,75.0
28.312,1,0.00,0.00,-0.01,0.00,75.0,75.0,75.0,75.0
28.812,1,0.00,0.00,-0.01,0.00,75.0,75.0,75.0,75.0
29.311,1,0.00,0.00,-0.01,0.00,75.0,75.0,75.0,75.0
29.811,1,0.00,0.00,-0.01,0.00,75.0,75.0,75.0,75.0
30.312,1,0.00,0.00,-0.01,0.00,75.0,75.0,75.0,75.0
