t_s,phase,A,B,C,D,dutyA,dutyB,dutyC,dutyD
1.307,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
1.799,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
2.302,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
2.804,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
3.304,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
3.802,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
4.320,1,0.00,0.00,0.00,0.00,50.7,50.0,50.0,50.0
4.821,1,0.01,0.01,0.00,0.00,75.7,50.0,50.1,50.1
5.317,1,0.00,0.00,0.02,0.03,100.0,50.0,50.0,50.0
5.818,1,0.01,0.00,0.05,0.06,100.0,50.3,50.2,50.3
6.316,1,0.03,0.01,0.07,0.08,100.0,50.7,50.8,50.8
6.814,1,0.03,0.02,0.06,0.07,100.0,51.3,51.2,51.2
7.313,1,0.08,0.06,0.03,0.03,100.0,51.8,52.1,52.0
7.821,1,0.08,0.05,0.08,0.07,100.0,52.8,53.4,53.6
8.318,1,0.13,0.08,0.06,0.06,100.0,54.0,54.6,54.9
8.816,1,0.22,0.15,0.08,0.08,100.0,55.3,56.6,56.9
9.319,1,0.20,0.14,0.14,0.12,100.0,57.1,58.6,59.1
9.823,1,0.20,0.14,0.15,0.15,100.0,59.1,61.0,61.6
10.326,1,0.25,0.18,0.17,0.20,100.0,60.9,63.5,64.0
10.825,1,0.37,0.32,0.19,0.21,100.0,63.0,66.7,67.1
11.327,1,0.36,0.23,0.29,0.29,100.0,66.3,69.9,70.3
11.822,1,0.37,0.25,0.29,0.30,100.0,69.7,72.4,72.3
12.325,1,0.41,0.31,0.35,0.37,98.0,70.8,74.4,85.9
12.821,1,0.56,0.41,0.51,0.59,98.2,74.1,77.6,100.0
13.326,1,0.55,0.39,0.53,0.60,97.7,77.3,79.8,100.0
13.824,1,0.55,0.49,0.59,0.59,95.1,78.9,80.5,100.0
14.329,1,0.73,0.58,0.71,0.69,93.8,80.6,80.0,100.0
14.825,1,0.66,0.58,0.63,0.57,91.0,81.2,78.1,100.0
15.332,1,0.69,0.68,0.71,0.66,89.4,81.0,77.0,100.0
15.830,1,0.72,0.63,0.67,0.71,88.0,80.7,76.8,100.0
16.327,1,0.73,0.78,0.64,0.70,84.6,84.0,76.1,100.0
16.832,1,0.76,0.76,0.75,0.77,81.9,81.8,76.1,100.0
17.328,1,0.77,0.81,0.80,0.83,82.1,81.4,76.2,100.0
17.833,1,0.92,1.00,0.87,0.98,81.3,79.4,77.4,100.0
18.330,1,0.91,0.73,1.11,0.89,86.1,80.2,96.8,97.1
18.827,1,1.24,1.10,1.22,1.26,100.0,82.1,96.2,96.9
19.333,1,1.36,1.24,1.37,1.47,96.9,82.0,100.0,94.7
19.828,1,1.45,1.39,1.46,1.61,94.0,81.6,100.0,91.5
20.336,1,1.60,1.81,1.60,1.78,94.4,95.7,100.0,85.8
20.833,1,1.78,1.98,1.70,1.89,92.7,90.4,100.0,80.3
21.331,1,1.89,1.87,1.89,2.11,89.2,84.2,100.0,74.2
21.840,1,2.04,2.04,2.01,2.18,87.6,80.5,100.0,69.0
22.336,1,2.18,1.96,2.13,2.35,84.7,77.6,100.0,64.6
22.841,1,1.99,2.33,2.51,2.30,85.7,73.3,97.3,60.3
23.337,1,2.50,2.77,2.35,2.37,84.0,81.1,100.0,55.2
23.836,1,2.54,2.63,2.41,2.76,81.5,76.7,100.0,55.8
24.334,1,2.79,2.64,2.49,2.72,81.0,73.5,100.0,50.4
24.839,1,2.65,2.61,2.51,2.61,76.2,70.8,100.0,47.5
25.343,1,2.61,2.68,2.53,2.54,74.7,69.8,100.0,46.3
25.843,1,2.55,2.50,2.63,2.66,73.9,69.5,100.0,45.0
26.339,1,2.63,2.68,2.52,2.43,74.4,69.5,100.0,43.1
26.843,1,2.50,2.48,2.56,2.49,72.5,68.3,100.0,43.5
27.342,1,2.53,2.48,2.54,2.58,71.8,67.3,100.0,43.1
27.845,1,2.49,2.48,2.49,2.53,71.0,67.0,100.0,43.7
28.345,1,2.37,2.42,2.45,2.33,71.9,67.3,100.0,44.1
28.837,1,2.66,2.50,2.25,2.52,74.6,68.5,100.0,45.1
29.338,1,2.38,2.32,2.36,2.31,72.1,66.8,100.0,44.5
29.838,1,2.35,2.41,2.35,2.33,70.9,68.8,100.0,43.9
30.336,1,2.27,2.32,2.22,2.21,70.6,67.4,100.0,44.6
30.845,1,2.19,2.16,2.18,2.16,70.3,66.8,100.0,46.1
31.345,1,2.18,2.09,2.19,2.20,71.4,67.2,100.0,46.6
31.845,1,2.19,2.15,2.21,2.17,71.2,67.3,100.0,46.8
32.345,1,2.11,2.12,2.08,2.26,70.9,70.2,100.0,48.9
32.843,1,2.18,2.01,2.11,2.06,73.2,67.8,100.0,46.9
33.350,1,2.00,2.16,2.04,2.04,71.7,69.9,100.0,48.6
33.849,1,2.08,2.00,2.12,2.11,70.8,68.8,100.0,47.9
34.348,1,2.11,2.07,2.14,2.16,71.3,68.3,100.0,48.2
34.845,1,2.02,2.20,2.06,2.04,70.9,70.1,100.0,47.4
35.342,1,2.08,2.09,2.03,2.09,70.5,67.8,100.0,47.4
35.849,1,2.14,2.12,2.08,2.15,70.8,67.7,100.0,47.6
36.351,1,2.08,2.04,2.08,2.00,70.9,68.0,100.0,47.7
36.850,1,2.04,2.23,2.04,2.18,71.5,71.8,100.0,48.8
37.349,1,2.12,1.98,2.12,2.14,70.2,68.6,99.9,46.3
37.851,1,2.03,2.11,2.16,1.98,68.0,67.9,99.5,45.3
38.350,1,1.82,2.19,2.09,1.88,67.1,67.8,98.2,44.5
38.852,1,1.89,2.07,2.17,1.90,66.4,67.7,96.6,44.7
39.352,1,1.89,2.15,2.09,1.88,66.8,68.5,96.7,45.1
39.855,1,1.81,2.06,2.06,1.84,66.0,67.7,96.7,44.2
40.357,1,1.78,2.07,2.18,1.80,63.1,67.0,97.0,42.1
40.853,1,1.67,2.09,2.10,1.67,62.3,67.6,96.3,41.1
41.353,1,1.76,2.14,2.16,1.74,62.4,67.1,96.3,41.6
41.859,1,1.68,2.00,2.09,1.69,61.8,67.3,96.2,41.5
42.351,1,1.71,2.12,2.17,1.70,61.0,67.5,96.4,41.0
42.855,1,1.56,2.08,2.09,1.45,58.6,67.6,96.1,39.2
43.358,1,1.53,2.13,2.19,1.53,57.6,66.5,95.7,38.7
43.856,1,1.47,2.06,2.08,1.45,57.3,67.0,95.4,38.2
44.359,1,1.50,2.15,2.06,1.48,57.4,66.6,95.8,38.9
44.864,1,1.45,1.99,2.11,1.47,56.2,66.7,95.1,37.8
45.356,1,1.37,2.08,2.15,1.35,53.9,66.6,95.6,35.9
45.861,1,1.24,2.08,2.12,1.19,52.6,66.6,94.7,35.1
46.358,1,1.32,2.15,2.11,1.29,52.4,65.9,95.0,35.6
46.868,1,1.27,2.07,2.14,1.31,52.0,65.6,94.0,35.1
47.358,1,1.24,2.20,2.06,1.22,50.0,66.0,94.0,34.3
47.860,1,1.13,2.08,2.16,1.08,48.3,65.7,93.2,32.2
48.361,1,1.04,2.13,2.09,0.97,47.9,65.8,92.7,31.8
48.868,1,1.07,2.17,2.13,1.05,47.5,65.3,93.3,31.8
49.365,1,1.03,2.01,2.05,1.00,47.1,65.4,92.8,31.9
49.870,1,0.87,2.14,2.07,1.00,40.0,65.9,93.3,31.5
50.370,1,0.70,2.12,2.20,0.87,40.0,64.8,91.9,30.0
50.869,1,0.71,2.11,2.07,0.83,40.0,65.8,91.8,29.0
51.364,1,0.71,2.06,2.10,0.82,40.0,65.0,91.7,29.1
51.869,1,0.73,2.11,2.09,0.86,40.0,64.7,92.3,29.3
52.369,1,0.47,2.18,2.11,0.74,30.0,64.2,91.0,28.5
52.874,1,0.28,2.09,2.17,0.66,30.0,64.3,90.0,26.7
53.375,1,0.27,2.08,2.05,0.63,30.0,64.8,89.4,26.3
53.870,1,0.30,2.11,2.12,0.65,30.0,64.2,89.8,26.4
54.373,1,0.29,2.06,2.08,0.60,30.0,64.3,89.2,26.3
54.875,1,0.13,2.07,2.18,0.45,20.0,64.4,89.8,20.0
55.378,1,0.01,2.18,2.18,0.28,20.0,62.8,88.0,20.0
55.874,1,0.00,2.13,2.07,0.29,20.0,63.0,87.3,20.0
56.377,1,0.01,2.14,2.01,0.28,20.0,62.9,87.1,20.0
56.872,1,0.01,2.00,2.10,0.29,20.0,63.0,87.0,20.0
57.372,1,0.00,2.13,2.16,0.11,10.0,63.1,87.3,10.0
57.878,1,0.00,2.04,2.20,0.00,10.0,61.9,86.2,10.0
58.372,1,0.00,2.03,2.19,0.00,10.0,61.5,85.9,10.0
58.877,1,0.00,2.14,2.17,0.00,10.0,61.3,85.8,10.0
59.371,1,0.00,2.16,2.12,0.00,10.0,61.6,85.5,10.0
59.876,1,0.00,0.87,0.81,0.00,0.0,0.0,0.0,0.0
60.374,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
60.879,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
61.370,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
61.878,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
62.377,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
62.877,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
63.373,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
63.881,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
64.376,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
64.885,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
65.383,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
65.886,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
66.378,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
66.879,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
67.382,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
67.882,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
68.381,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
68.886,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
69.390,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
69.882,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
70.388,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
70.883,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
71.390,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
71.885,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
72.383,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
72.893,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
73.392,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
73.894,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
74.393,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
74.895,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
75.392,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
75.890,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
76.396,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
76.893,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
77.392,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
77.892,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
78.399,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
78.899,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
79.397,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
79.895,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
80.393,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
80.893,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
81.402,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
81.894,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
82.402,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
82.900,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
83.396,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
83.903,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
84.400,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
84.898,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
85.405,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
85.905,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
86.400,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
86.909,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
87.406,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
87.905,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
88.401,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
88.909,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
89.406,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
89.904,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
90.404,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
90.912,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
91.410,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
91.908,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
92.407,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
92.907,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
93.407,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
93.907,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
94.418,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
94.910,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
95.410,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
95.912,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
96.413,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
96.913,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
97.413,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
97.913,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
98.422,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
98.913,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
99.420,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
99.918,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
100.417,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
100.917,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
101.422,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
101.918,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
102.424,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
102.924,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
103.426,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
103.927,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
104.421,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
104.930,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
105.429,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
105.928,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
106.426,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
106.924,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
107.433,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
107.932,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
108.432,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
108.928,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
109.434,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
109.933,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
110.428,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
110.931,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
111.439,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
111.937,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
112.436,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
112.934,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
113.434,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
