t_s,phase,A,B,C,D,dutyA,dutyB,dutyC,dutyD
113.933,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
114.433,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
114.933,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
115.444,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
115.941,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
116.440,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
116.939,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
117.436,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
117.942,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
118.441,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
118.942,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
119.443,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
