t_s,phase,A,B,C,D,dutyA,dutyB,dutyC,dutyD
1.306,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
1.799,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
2.303,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
2.798,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
3.302,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
3.796,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
4.311,1,0.00,0.00,0.00,0.00,50.7,50.0,50.0,50.0
4.816,1,0.04,0.04,0.00,0.00,75.7,50.0,50.2,50.0
5.310,1,0.01,0.01,0.02,0.00,100.0,50.1,50.2,50.2
5.816,1,0.02,0.01,0.00,0.01,100.0,50.4,50.9,50.6
6.312,1,0.05,0.03,0.00,0.01,100.0,50.7,51.4,50.8
6.816,1,0.05,0.03,0.00,0.09,100.0,51.2,52.8,51.4
7.321,1,0.10,0.07,0.00,0.02,100.0,51.9,54.9,52.5
7.816,1,0.09,0.06,0.00,0.07,100.0,53.0,57.5,53.5
8.321,1,0.16,0.11,0.00,0.06,100.0,54.1,61.0,55.5
8.818,1,0.27,0.13,0.15,0.11,100.0,55.6,64.6,57.1
9.315,1,0.24,0.14,0.00,0.08,98.2,55.8,73.6,57.5
9.822,1,0.21,0.17,0.00,0.16,92.7,52.2,98.7,54.3
10.320,1,0.32,0.15,0.00,0.19,86.5,48.3,100.0,51.0
10.816,1,0.22,0.15,0.00,0.15,80.1,44.2,100.0,46.9
11.322,1,0.23,0.12,0.00,0.19,73.0,40.2,100.0,42.6
11.818,1,0.24,0.06,0.00,0.11,66.1,37.2,100.0,39.1
12.323,1,0.30,0.14,0.00,0.07,58.3,33.9,100.0,35.6
12.818,1,0.30,0.09,0.00,0.12,50.6,31.5,100.0,32.2
13.322,1,0.26,0.08,0.00,0.09,44.0,29.4,100.0,30.0
13.826,1,0.28,0.06,0.01,0.05,37.8,27.6,100.0,28.5
14.321,1,0.13,0.05,0.00,0.04,33.7,26.2,100.0,26.6
14.826,1,0.14,0.03,0.00,0.02,30.6,25.3,100.0,25.7
15.321,1,0.09,0.07,0.02,0.03,28.3,24.4,100.0,25.1
15.826,1,0.08,0.04,0.00,0.03,27.0,24.1,100.0,24.7
16.325,1,0.08,0.03,0.00,0.01,25.4,23.5,100.0,24.1
16.831,1,0.04,0.03,0.00,0.02,24.4,22.0,100.0,23.6
17.327,1,0.03,0.01,0.00,0.03,23.6,21.6,100.0,23.3
17.822,1,0.02,0.00,0.00,0.01,23.3,21.3,100.0,23.0
18.329,1,0.01,0.00,0.00,0.01,22.8,21.1,100.0,22.5
18.825,1,0.00,0.01,0.00,0.06,22.7,21.0,100.0,21.6
19.332,1,0.01,0.01,0.00,0.02,22.4,20.9,100.0,21.2
19.828,1,0.00,0.00,0.00,0.02,22.3,20.8,100.0,20.9
20.333,1,0.00,0.21,0.00,0.01,22.3,20.1,100.0,20.4
20.829,1,0.02,0.02,0.00,0.02,22.2,19.9,100.0,19.4
21.334,1,0.00,0.00,0.00,0.01,22.2,19.8,100.0,19.0
21.828,1,0.00,0.00,0.00,0.01,22.1,19.7,100.0,18.6
22.333,1,0.00,0.01,0.02,0.05,22.2,19.6,100.0,18.2
22.828,1,0.00,0.00,0.00,0.06,22.1,19.0,100.0,17.4
23.335,1,0.00,0.01,0.00,0.00,22.1,19.0,100.0,17.3
23.829,1,0.00,0.00,0.00,0.01,22.2,19.1,100.0,17.2
24.333,1,0.00,0.00,0.00,0.00,22.1,19.0,100.0,17.1
24.836,1,0.00,0.00,0.00,0.00,22.1,19.0,100.0,16.9
25.332,1,0.00,0.00,0.00,0.00,21.9,18.9,100.0,16.7
25.835,1,0.00,0.00,0.00,0.01,21.9,18.9,100.0,16.5
26.330,1,0.00,0.00,0.00,0.01,21.8,18.9,100.0,16.2
26.835,1,0.00,0.00,0.00,0.00,21.8,18.9,100.0,16.1
27.329,1,0.00,0.00,0.00,0.00,21.8,18.7,100.0,15.8
27.834,1,0.00,0.00,0.00,0.00,21.7,18.7,100.0,15.7
28.338,1,0.00,0.00,0.00,0.00,21.7,18.7,100.0,14.8
28.832,1,0.00,0.01,0.00,0.01,21.7,18.6,100.0,14.8
29.336,1,0.01,0.00,0.00,0.00,21.7,18.3,100.0,14.6
29.831,1,0.00,0.00,0.00,0.00,21.5,18.3,100.0,14.4
30.337,1,0.00,0.00,0.00,0.00,21.5,18.1,100.0,14.4
30.834,1,0.00,0.00,0.00,0.00,21.5,18.1,100.0,14.4
31.341,1,0.02,0.00,0.00,0.00,21.4,18.1,100.0,14.3
31.834,1,0.00,0.01,0.00,0.00,21.6,17.9,100.0,14.5
32.338,1,0.00,0.00,0.00,0.00,21.5,17.9,100.0,14.5
32.832,1,0.00,0.00,0.00,0.00,21.5,17.9,100.0,14.4
33.337,1,0.00,0.00,0.01,0.00,21.9,18.2,100.0,14.6
33.832,1,0.00,0.00,0.00,0.00,21.9,18.2,100.0,14.4
34.338,1,0.01,0.00,0.00,0.00,21.8,18.2,100.0,14.4
34.843,1,0.00,0.00,0.00,0.02,21.7,18.1,100.0,13.9
35.339,1,0.01,0.12,0.00,0.00,21.9,17.8,100.0,14.2
35.836,1,0.00,0.00,0.00,0.00,21.9,17.8,100.0,14.2
36.343,1,0.00,0.03,0.00,0.02,21.9,17.3,100.0,14.1
36.839,1,0.00,0.00,0.00,0.00,21.9,16.6,100.0,14.1
37.335,1,0.00,0.00,0.00,0.00,21.9,16.6,100.0,14.1
37.842,1,0.00,0.00,0.00,0.00,21.9,16.6,100.0,14.0
38.338,1,0.03,0.00,0.00,0.00,21.5,16.6,100.0,14.0
38.844,1,0.00,0.00,0.00,0.00,21.5,16.6,100.0,14.0
39.341,1,0.00,0.00,0.00,0.00,21.4,16.6,100.0,13.8
39.839,1,0.00,0.00,0.00,0.00,21.4,16.5,100.0,13.8
40.344,1,0.00,0.00,0.01,0.07,21.4,16.6,100.0,13.1
40.837,1,0.00,0.00,0.00,0.00,21.4,16.6,100.0,13.0
41.343,1,0.00,0.00,0.00,0.00,21.4,16.5,100.0,13.0
41.840,1,0.00,0.00,0.00,0.00,21.4,16.4,100.0,13.0
42.346,1,0.00,0.00,0.01,0.00,21.4,15.7,100.0,13.1
42.844,1,0.00,0.00,0.00,0.00,21.4,15.7,100.0,13.0
43.352,1,0.00,0.00,0.00,0.00,21.4,15.7,100.0,13.0
43.847,1,0.00,0.00,0.00,0.00,21.4,15.7,100.0,12.9
44.354,1,0.00,0.00,0.00,0.00,21.3,15.7,100.0,12.9
44.850,1,0.00,0.00,0.00,0.00,21.3,15.8,100.0,12.8
45.346,1,0.00,0.01,0.00,0.00,21.3,15.0,100.0,12.8
45.853,1,0.03,0.05,0.00,0.00,21.2,14.6,100.0,12.8
46.349,1,0.02,0.00,0.00,0.00,21.0,14.6,100.0,12.8
46.855,1,0.00,0.00,0.00,0.00,21.0,14.6,100.0,12.7
47.351,1,0.00,0.01,0.00,0.00,21.0,14.1,100.0,12.7
47.858,1,0.00,0.00,0.00,0.00,21.0,14.1,100.0,12.7
48.354,1,0.00,0.07,0.00,0.00,21.0,13.5,100.0,12.7
48.850,1,0.00,0.00,0.00,0.00,21.0,13.5,100.0,12.6
49.355,1,0.00,0.00,0.00,0.00,21.0,12.9,100.0,12.6
49.852,1,0.00,0.00,0.00,0.00,21.0,12.8,100.0,12.5
50.358,1,0.00,0.00,0.00,0.00,20.9,12.8,100.0,12.4
50.862,1,0.00,0.00,0.00,0.03,20.8,12.8,100.0,12.1
51.357,1,0.00,0.00,0.00,0.00,20.8,12.8,100.0,12.1
51.861,1,0.00,0.00,0.00,0.00,21.0,13.3,100.0,12.3
52.359,1,0.00,0.00,0.00,0.00,21.0,13.3,100.0,12.3
52.857,1,0.00,0.00,0.00,0.00,21.0,13.3,100.0,12.3
53.362,1,0.00,0.00,0.00,0.00,21.0,13.3,100.0,12.3
53.859,1,0.00,0.00,0.00,0.02,21.0,13.0,100.0,12.3
54.356,1,0.00,0.00,0.00,0.00,20.9,13.0,100.0,12.3
54.860,1,0.00,0.00,0.00,0.00,20.0,13.0,100.0,12.3
55.365,1,0.01,0.00,0.00,0.00,20.0,12.5,100.0,12.2
55.859,1,0.00,0.00,0.00,0.00,20.0,12.5,100.0,12.1
56.363,1,0.00,0.00,0.00,0.00,20.0,12.5,100.0,12.0
56.857,1,0.00,0.00,0.00,0.00,20.0,12.5,100.0,11.3
57.360,1,0.00,0.00,0.00,0.00,10.0,12.3,100.0,10.0
57.864,1,0.00,0.00,0.00,0.00,10.0,12.2,100.0,10.0
58.368,1,0.00,0.00,0.00,0.00,10.0,12.2,100.0,10.0
58.863,1,0.00,0.00,0.00,0.00,10.0,12.2,100.0,10.0
59.360,1,0.00,0.05,0.02,0.00,10.0,11.6,100.0,10.0
59.865,1,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
60.360,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
60.867,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
61.364,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
61.860,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
62.365,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
62.861,2,0.00,0.01,0.00,0.00,0.0,0.0,0.0,0.0
63.365,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
63.862,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
64.370,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
64.866,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
65.371,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
